scorer,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000,DLC_resnet50_SpidersV2Jul3shuffle1_1030000
bodyparts,Head,Head,Head,Body,Body,Body,Tail,Tail,Tail,L1,L1,L1,L2,L2,L2,L3,L3,L3,L4,L4,L4,Lm1,Lm1,Lm1,Lm2,Lm2,Lm2,Lm3,Lm3,Lm3,Lm4,Lm4,Lm4,Lb1,Lb1,Lb1,Lb2,Lb2,Lb2,Lb3,Lb3,Lb3,Lb4,Lb4,Lb4,R1,R1,R1,R2,R2,R2,R3,R3,R3,R4,R4,R4,Rm1,Rm1,Rm1,Rm2,Rm2,Rm2,Rm3,Rm3,Rm3,Rm4,Rm4,Rm4,Rb1,Rb1,Rb1,Rb2,Rb2,Rb2,Rb3,Rb3,Rb3,Rb4,Rb4,Rb4
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,339.9725646972656,740.5894165039062,1.0,320.57330322265625,733.4134521484375,0.9999998807907104,304.26611328125,728.0216674804688,0.9999985694885254,376.007080078125,747.941650390625,0.9999803900718689,353.9341735839844,731.7801513671875,0.9999736547470093,339.0687561035156,703.0736083984375,0.9999669790267944,297.34613037109375,701.3924560546875,0.9999998807907104,355.3920593261719,741.1882934570312,0.999768853187561,337.9550476074219,730.3672485351562,0.9999963045120239,329.319091796875,721.9022827148438,0.9999988079071045,313.075927734375,719.4287719726562,0.9999953508377075,340.7117919921875,736.9835205078125,0.9999998807907104,335.84405517578125,733.746337890625,0.9999997615814209,330.8096618652344,732.5667724609375,0.9999998211860657,325.8771667480469,731.5482788085938,0.9999998807907104,360.966064453125,756.7821044921875,0.9999862909317017,342.5069580078125,755.3394775390625,0.9999996423721313,304.20184326171875,754.3380126953125,0.9995505809783936,272.5010681152344,744.298828125,0.9999998807907104,345.4048767089844,746.0380859375,0.9999183416366577,332.1418762207031,742.6657104492188,0.9999445676803589,319.7757263183594,743.0053100585938,0.9999502897262573,301.35205078125,738.7373046875,0.9999536275863647,336.9047546386719,742.4501342773438,1.0,331.57269287109375,742.365966796875,0.9999998807907104,325.920166015625,739.6842041015625,1.0,322.71673583984375,736.54150390625,1.0
1,342.1414489746094,741.4498291015625,0.9999999403953552,323.29345703125,733.5706787109375,0.9999997615814209,307.68280029296875,728.3179931640625,0.9999980926513672,379.1262512207031,747.1586303710938,0.9999735355377197,353.2049865722656,730.4776000976562,0.9999856948852539,345.2771911621094,704.7128295898438,0.9999966025352478,296.5079650878906,701.6594848632812,0.9999998807907104,358.0616760253906,742.930908203125,0.9998613595962524,339.49969482421875,731.7920532226562,0.9999982714653015,331.6481018066406,723.0161743164062,0.9999982118606567,313.1090087890625,719.3438110351562,0.9999946355819702,342.03070068359375,737.45361328125,0.9999998807907104,337.6460266113281,734.8544311523438,0.9999998211860657,332.5643005371094,733.0157470703125,0.9999998807907104,328.3261413574219,731.96728515625,0.9999998807907104,364.8958740234375,756.4514770507812,0.9999823570251465,342.9082946777344,754.9674072265625,0.9999988079071045,304.129150390625,753.1864624023438,0.999569296836853,277.5022888183594,742.4795532226562,1.0,346.89337158203125,746.6887817382812,0.9998714327812195,335.4407958984375,743.7017822265625,0.9998990893363953,323.7251892089844,744.7191162109375,0.9999538064002991,305.2226867675781,739.6929931640625,0.9999706745147705,338.1448974609375,743.667236328125,1.0,333.76226806640625,742.86376953125,1.0,328.1912841796875,740.7047119140625,1.0,325.13623046875,737.0685424804688,0.9999998807907104
2,344.63037109375,742.1666870117188,0.9999998807907104,326.6526184082031,733.9205932617188,0.9999995231628418,310.85101318359375,728.620361328125,0.9999938607215881,380.99542236328125,746.37939453125,0.9999361038208008,354.29071044921875,729.8346557617188,0.9999776482582092,350.8093566894531,705.7767333984375,0.9999973773956299,296.70770263671875,701.7014770507812,0.9999997615814209,359.6844787597656,743.9237060546875,0.9997431039810181,342.05810546875,732.60888671875,0.9999982118606567,334.130615234375,724.0302124023438,0.9999927878379822,314.97967529296875,720.1232299804688,0.9999924898147583,344.315185546875,738.270751953125,0.9999997615814209,339.8353271484375,735.44921875,0.9999998807907104,335.3681335449219,733.4293212890625,0.9999996423721313,330.50048828125,732.33154296875,0.9999995231628418,368.4151611328125,756.04052734375,0.9999896287918091,345.3937072753906,755.5208129882812,0.9999980926513672,304.8763122558594,752.1295166015625,0.9999623894691467,283.26123046875,739.5494995117188,0.9999995231628418,349.79248046875,747.9655151367188,0.9998960494995117,336.6947021484375,744.5877685546875,0.9998579621315002,325.5213317871094,745.4556274414062,0.99993497133255,308.7918701171875,740.08642578125,0.999941349029541,340.9967956542969,744.526123046875,0.9999998807907104,335.9446105957031,743.564697265625,0.9999998211860657,330.836181640625,741.4169311523438,1.0,327.45367431640625,738.2896728515625,0.9999998807907104
3,346.30816650390625,742.1777954101562,0.9999998807907104,328.5068664550781,734.854248046875,0.9999997615814209,313.5101623535156,729.0850830078125,0.9999933242797852,382.0068664550781,744.63916015625,0.9998624324798584,355.3928527832031,728.6561889648438,0.9999676942825317,353.9741516113281,706.551025390625,0.9999986886978149,296.5779724121094,701.9140014648438,0.9999997019767761,361.24395751953125,743.2047119140625,0.999352216720581,344.740966796875,732.2348022460938,0.9999967813491821,337.3900146484375,725.1094360351562,0.9999854564666748,317.1004638671875,720.7725830078125,0.9999934434890747,346.1061706542969,738.0654296875,0.9999997615814209,342.01495361328125,735.6900024414062,0.9999999403953552,337.7748107910156,733.7411499023438,0.9999999403953552,333.018310546875,732.7320556640625,0.9999997019767761,368.6819152832031,755.9531860351562,0.9999986886978149,346.53570556640625,756.1509399414062,0.9999988079071045,306.5836486816406,752.3921508789062,0.9999936819076538,288.59588623046875,741.771728515625,0.9999995827674866,350.8527526855469,749.6339721679688,0.999955415725708,337.3298645019531,744.6937255859375,0.9999608993530273,327.04254150390625,746.0740356445312,0.9999617338180542,311.74853515625,740.7560424804688,0.9999773502349854,342.85302734375,744.7229614257812,0.9999999403953552,337.9332275390625,744.258544921875,1.0,332.723876953125,742.3419799804688,1.0,329.75665283203125,739.3847045898438,1.0
4,349.2879638671875,742.86572265625,0.9999998807907104,331.4181213378906,736.035400390625,0.9999995231628418,315.7444152832031,729.8530883789062,0.9999890327453613,381.18280029296875,745.498291015625,0.9998010396957397,358.9120178222656,728.947021484375,0.9997003078460693,358.49664306640625,705.9734497070312,0.9999988079071045,296.4079895019531,702.5718383789062,0.9999997019767761,361.88946533203125,743.0825805664062,0.9993056058883667,347.21636962890625,733.265869140625,0.9999573230743408,340.6258239746094,725.916748046875,0.9999604225158691,318.13372802734375,721.2813110351562,0.9999895095825195,349.1451110839844,738.924072265625,0.9999999403953552,345.0885314941406,735.5252075195312,0.9999994039535522,340.8434143066406,734.6884155273438,0.9999998807907104,336.6300048828125,734.6481323242188,0.9999992847442627,373.78271484375,755.9225463867188,0.9999995231628418,347.4541931152344,755.7976684570312,0.9999997019767761,309.2622985839844,752.2589721679688,0.9999827146530151,291.2831726074219,741.8644409179688,0.9999997019767761,353.5098876953125,749.9103393554688,0.9999815225601196,339.8567810058594,744.7720947265625,0.9999730587005615,328.1930847167969,746.1458740234375,0.9999380111694336,313.96514892578125,741.4686889648438,0.9999687075614929,345.7265625,744.678466796875,0.9999991655349731,340.8822937011719,744.452392578125,0.9999998807907104,336.52899169921875,742.741455078125,0.9999999403953552,332.9998474121094,740.6566772460938,0.9999998807907104
5,353.7622375488281,742.8386840820312,1.0,334.8382568359375,736.6957397460938,0.9999997615814209,317.980712890625,730.6981811523438,0.9999980926513672,379.69921875,745.4552612304688,0.9996181130409241,365.28875732421875,728.4588623046875,0.994388222694397,362.41033935546875,704.73095703125,0.9999985098838806,300.1679382324219,704.9984741210938,1.0,360.1083984375,740.3055419921875,0.9997710585594177,352.5234375,733.9678344726562,0.9999855756759644,344.9255676269531,727.342041015625,0.9999909400939941,321.7730407714844,722.5792846679688,0.9999947547912598,351.771240234375,738.7374267578125,1.0,348.7108154296875,735.7957763671875,0.9999998807907104,343.93902587890625,734.65966796875,0.9999998211860657,340.0379943847656,734.729248046875,0.9999998807907104,378.3102722167969,755.0841674804688,1.0,351.2301025390625,755.8822631835938,0.9999985694885254,313.05120849609375,751.9193115234375,0.9999158978462219,292.3232421875,741.6268310546875,1.0,359.9297180175781,749.3557739257812,0.9999934434890747,344.3431701660156,744.6028442382812,0.9999557733535767,330.891357421875,745.5377197265625,0.9999706745147705,316.9514465332031,740.9566650390625,0.9999797344207764,350.2533264160156,745.1410522460938,0.9999998211860657,345.6643371582031,744.6693115234375,0.9999996423721313,340.0518798828125,742.52783203125,1.0,336.5859069824219,740.8174438476562,0.9999999403953552
6,356.7502746582031,743.4044189453125,1.0,338.3516845703125,736.751220703125,0.9999997615814209,321.7552185058594,731.3050537109375,0.9999966025352478,376.9432067871094,745.3340454101562,0.9994487166404724,381.7652587890625,738.8653564453125,0.9998037219047546,364.271728515625,704.9788818359375,0.9999997615814209,304.9817810058594,707.049072265625,1.0,359.716064453125,739.1954345703125,0.9999697804450989,356.6474914550781,733.5174560546875,0.9999959468841553,347.8013916015625,727.1904907226562,0.9999949932098389,324.9684143066406,723.613037109375,0.9999960660934448,354.4473571777344,738.9627685546875,1.0,351.6925964355469,736.0097045898438,0.9999998211860657,346.6976623535156,734.0528564453125,0.9999997615814209,342.77978515625,734.4703369140625,0.9999998807907104,380.1449279785156,755.836181640625,1.0,355.076416015625,756.1891479492188,0.999994158744812,315.3199768066406,753.1986083984375,0.9999280571937561,291.807373046875,742.1040649414062,0.9999998807907104,363.939208984375,749.1954956054688,0.999958872795105,346.79150390625,745.4854736328125,0.9999479055404663,334.2719421386719,746.61376953125,0.9999769330024719,320.3006896972656,741.460693359375,0.9999257922172546,352.12030029296875,744.7221069335938,0.9999996423721313,348.4106140136719,745.147216796875,0.9999997615814209,343.0465087890625,743.3989868164062,0.9999998807907104,339.8955383300781,740.8814086914062,0.9999998807907104
7,360.1454162597656,742.9052734375,1.0,342.08441162109375,737.2061157226562,0.9999998807907104,324.6971435546875,732.0427856445312,0.9999983310699463,378.6423645019531,745.1574096679688,0.9998977780342102,386.0332336425781,738.9418334960938,0.9999836683273315,365.9433288574219,703.7169189453125,0.9999997615814209,308.0830078125,709.701171875,1.0,360.04156494140625,737.9982299804688,0.999943196773529,360.4555358886719,732.6536865234375,0.9999915361404419,351.1701965332031,726.2235107421875,0.9999952912330627,328.4342346191406,724.3482055664062,0.999997615814209,357.48956298828125,738.1370239257812,1.0,354.5240173339844,735.8847045898438,1.0,349.3719787597656,734.5728759765625,0.9999997615814209,345.3999328613281,734.5263061523438,0.9999996423721313,384.1796875,756.2031860351562,1.0,361.99700927734375,753.924072265625,0.9999711513519287,319.771240234375,753.1356811523438,0.9999926686286926,293.5077209472656,743.4953002929688,1.0,365.6491394042969,748.2259521484375,0.999963641166687,350.9023742675781,745.9783935546875,0.9999716281890869,337.6433410644531,746.4127807617188,0.9999897480010986,323.82989501953125,741.740234375,0.9999611377716064,356.5316162109375,745.5756225585938,0.9999998807907104,351.478271484375,745.1130981445312,0.9999997019767761,346.709716796875,743.801513671875,0.9999999403953552,342.9844055175781,741.2410278320312,0.9999999403953552
