,direction_of_climbing,body_deflection_angle,speed_PXperS,stepphase_FL,stepphase_FR,stepphase_HR,stepphase_HL,step-length_FR,step-length_FL,step-length_HR,step-length_HL,dynamics_FL,dynamics_FR,dynamics_HR,dynamics_HL,mid_stance_wrist_angles_mean_FL,mid_stance_wrist_angles_mean_FR,mid_stance_wrist_angles_mean_HR,mid_stance_wrist_angles_mean_HL,limbROM_FL,limbROM_FR,limbROM_HR,limbROM_HL,spineROM_FL,spineROM_FR,spineROM_HR,spineROM_HL,CROM_FL,CROM_FR,CROM_HR,CROM_HL,shoulder_angle_FL,shoulder_angle_FR,shoulder_angle_HR,shoulder_angle_HL,knee_angle_FL,knee_angle_FR,knee_angle_HR,knee_angle_HL,fl_ti-fl_ti1,fl_ti1-fl_tm,fl_tm-fl_to1,fl_to1-fl_to,fr_ti-fr_ti1,fr_ti1-fr_tm,fr_tm-fr_to1,fr_to1-fr_to,hr_ti-hr_ti1,hr_ti1-hr_tm,hr_tm-hr_to1,hr_to1-hr_to,hl_ti-hl_ti1,hl_ti1-hl_tm,hl_tm-hl_to1,hl_to1-hl_to
0,b'DOWN',12.046647939608675,17.175,b'stance0000',b'stance0000',b'stance0000',b'stance0000',,,,,,,,,,,,,,,,,,,,,,,,,148.99373894043896,128.9706757760502,130.3060876690341,133.46978894132724,124.55954194623611,172.28968278174008,82.28421558799009,44.35474665937781,57.32538534054609,49.51435835480833,47.359957189357694,65.96938532664083,35.51631468896533,50.13765804565755,58.057721059801146,25.277827871120916,51.29280096847896,26.179825735049455,32.10816787570366,60.63628646652378,65.8213583193238,37.497533081352735,48.888208087853826,46.05966997319288
1,b'DOWN',12.057705505763693,17.175,b'stance0000',b'stance0000',b'stance0000',b'stance0000',,,,,,,,,,,,,,,,,,,,,,,,,145.9624064590955,128.43874011614696,132.41127974176547,134.20388770650064,119.71591456964208,172.70192063087887,83.92848484556113,45.07418615192955,56.82773051072789,49.68245345599794,51.124135547625585,62.06435762227086,35.986707170034755,49.604774146965724,57.38267732825689,25.664250603235516,52.20069529399895,26.06809325565838,31.640490539696493,62.465765212386735,58.975987955435045,38.14356285353933,48.03774247919714,45.77357590974458
2,b'DOWN',11.950830395901022,42.16,b'stance0000',b'stance0000',b'stance0000',b'stance0000',,,,,,,,,,,,,,,,,,,,,,,,,146.15701752181988,128.12870022035324,132.39813598790604,134.34740520992207,119.47098985533272,172.27070881442546,82.41031618518736,45.87384392327334,52.20633705092389,54.14112614259125,51.39892886476956,62.480859407969156,36.44838155137554,48.454297230151404,55.34659434022169,28.48893639634708,51.780171925968915,26.394425542745054,31.139110630600303,62.65205020366072,67.92350691119614,37.09331226019719,48.19855382584946,44.339861685887655
3,b'DOWN',12.106140140096812,51.8,b'stance0000',b'stride0001',b'stance0000',b'stance0000',91.34869253677957,,,,,154.79612640631828,,,,,,,,66.07064764810843,,,,5.407548901713379,,,,31.760802582264034,,,147.6744611120052,126.93702095550631,135.19160626756735,134.4050134955821,119.37979433794203,175.88690427612218,84.28198895039054,45.11440757049823,57.39173035133641,48.95529825558646,51.7825108816841,62.08936573520846,30.74220842732982,48.57668020114723,55.1376919520703,59.13219597393106,50.95291835459577,26.99739410976087,30.606613052531003,62.77775865703376,67.00343866241272,38.07153388037807,43.58500782894791,49.32607898954457
4,b'DOWN',12.151450695584344,79.575,b'stance0000',b'stride0001',b'stance0000',b'stance0000',91.34869253677957,,,,,153.89830516779566,,,,,,,,66.07064764810843,,,,5.407548901713379,,,,31.760802582264034,,,149.22416933446954,125.4968856006837,135.31024487686673,134.47362157495235,119.3636061009581,174.408609151109,81.30598908269315,46.24429154845467,57.28082983679104,49.1011134714576,47.45696816311674,67.04951091886994,30.055164904023236,56.215219456995584,63.92307369287104,53.06686460024715,48.35756877378507,27.841261653962263,30.419580267225438,62.21194598910978,65.45241402273624,38.10154588669184,47.03248167446692,52.19885077099194
5,b'DOWN',12.159198116390797,63.614999999999995,b'stance0000',b'stride0001',b'stance0000',b'stance0000',91.34869253677957,,,,,151.15487216863656,,,,,,,,66.07064764810843,,,,5.407548901713379,,,,31.760802582264034,,,148.05872254094345,124.87705279081916,134.97817855449668,136.28202618849883,118.3294742433824,178.24665356443705,81.7220762815743,46.88165017653208,57.32051679563995,49.73647835727689,48.12180424616154,65.24302809866974,26.705221009384893,39.38664291007785,57.58076166838804,69.0350583515172,48.204107732358906,28.56656879797677,29.759696959752738,63.512701584662054,63.902300343709854,39.46346095406262,46.45546392119004,50.04899964251024
6,b'DOWN',12.132202153376767,53.019999999999996,b'stance0000',b'stride0001',b'stance0000',b'stance0000',91.34869253677957,,,,,150.02664659650299,,,,,,,,66.07064764810843,,,,5.407548901713379,,,,31.760802582264034,,,147.42157133726047,124.64685461563377,132.86630082714288,138.58510168788388,118.16408098123557,174.53863008085565,80.33976064510063,46.62715512138212,57.14102488790454,49.63679797589731,47.43209556737594,65.20522553793016,27.206277511565894,59.793116255647696,38.63444644127029,25.758876739714083,48.75943192230576,28.671678691238224,29.57006921938704,61.66833980447678,63.43295337984303,38.264619424975685,44.323041424378665,53.594614010567646
7,b'DOWN',12.163854754660889,61.254999999999995,b'stance0000',b'stride0001',b'stance0000',b'stance0000',91.34869253677957,,,,,151.83267562890796,,,,,,,,66.07064764810843,,,,5.407548901713379,,,,31.760802582264034,,,149.22241074737954,119.62780650780034,138.49307715185054,142.82080025860182,120.14429573984768,166.25220995872357,81.73607132335678,48.372452046106474,57.605139765432185,49.47386031740702,46.10392147585122,67.53073251911539,34.66793895196798,53.59414867077358,34.942772590697196,25.408641861775095,48.83532142499191,29.34764402083001,29.37791696030335,60.178206519919485,62.98360088480401,37.53590385500902,42.907086572414975,55.361027498329264
8,b'DOWN',12.517105484030964,58.635000000000005,b'stance0000',b'stride0001',b'stance0000',b'stance0000',91.34869253677957,,,,,149.72334214182345,,,,,,,,66.07064764810843,,,,5.407548901713379,,,,31.760802582264034,,,153.94268402860365,119.87465552368954,135.6363001674777,138.7898412129428,128.13756209235413,169.6406323256051,81.77727560305217,47.631855272729325,58.134755624250786,49.4671431739071,45.40879013799345,67.83186040177924,32.37857217846458,60.118377758082964,30.559481296020316,35.534077593160966,48.04511932758389,29.691073552849343,29.311240215545162,63.09152662896971,62.10313813048444,38.62496173629966,42.17802657449497,57.349062287443594
9,b'DOWN',12.124160426217657,106.895,b'stance0000',b'stride0001',b'stance0000',b'stance0000',91.34869253677957,,,,,145.508756886761,,,,,,,,66.07064764810843,,,,5.407548901713379,,,,31.760802582264034,,,153.24447641279457,117.88294501914976,136.87882628852842,139.19175549924927,122.42998591184133,175.36103300723443,81.90260711999574,48.48158068952907,52.216013414037896,54.40199927367834,45.31472381314779,69.13125491758575,37.06358476364668,66.73016546458855,37.305016158281184,9.162123258366279,48.26510672244782,29.266626707347164,29.616312268563632,63.90822540500857,62.3694247242816,36.50541908404957,42.55651450523088,59.5079565884157
