filename,rmse_sig,std_sig,rmse_lin,std_lin,rmse_exp,std_exp,rmse_log,std_log
gvari1_down_01DLC_resnet50_gecko02Mar17shuffle1_730000,121.41499999999999,117.005,127.145,121.835,127.785,122.475,nan,nan
gvari1_down_06DLC_resnet50_gecko02Mar17shuffle1_730000,nan,nan,nan,nan,nan,nan,nan,nan
gvari1_down_07DLC_resnet50_gecko02Mar17shuffle1_730000,151.175,40.985,160.04333333333332,34.42298101882262,159.64333333333335,33.583984609069574,178.905,23.60499999999999
gvari1_down_09DLC_resnet50_gecko02Mar17shuffle1_730000,175.70499999999998,36.38992614721827,187.25250000000003,43.055028960041355,188.3475,43.74308709670592,192.875,21.784999999999997
gvari1_up_02DLC_resnet50_gecko02Mar17shuffle1_730000,202.1833333333333,23.307527158028208,244.2,59.73238694376779,244.41500000000002,59.64685679061387,286.76,55.639999999999986
gvari1_up_03DLC_resnet50_gecko02Mar17shuffle1_730000,251.6075,57.78327542420902,276.1,44.096256643846765,275.5375,43.4888004979443,259.8566666666666,42.26655599354595
gvari1_up_04DLC_resnet50_gecko02Mar17shuffle1_730000,113.715,19.505000000000003,118.94500000000001,23.765,118.795,23.72500000000001,nan,nan
gvari1_up_05DLC_resnet50_gecko02Mar17shuffle1_730000,251.33,43.37323656357685,271.15000000000003,45.26658094002682,271.4825,46.78384677161551,230.63,27.129999999999995
gvari1_up_08DLC_resnet50_gecko02Mar17shuffle1_730000,88.31,0.0,149.8125,102.53431434768558,149.6275,102.38520361238726,149.35000000000002,102.30773162376342
gvari1_up_10DLC_resnet50_gecko02Mar17shuffle1_730000,128.06,4.060000000000002,126.11333333333333,33.26167898481508,127.54,35.41054739292611,81.15,0.0
limac10_up_01DLC_resnet50_gecko02Mar17shuffle1_730000,177.07500000000002,64.6104440086895,185.1875,62.5976902029939,184.98999999999998,62.780183577304065,172.92000000000002,42.63000000000001
limac10_up_02DLC_resnet50_gecko02Mar17shuffle1_730000,181.66,17.99042152554149,215.8275,30.299958230169224,216.7825,30.020186021242445,257.06,0.0
limac10_up_03DLC_resnet50_gecko02Mar17shuffle1_730000,166.31,70.24707360452818,185.0275,61.07154303560701,187.0525,59.48030067803961,186.145,72.20500000000001
limac10_up_04DLC_resnet50_gecko02Mar17shuffle1_730000,196.75,96.24813946253714,220.02499999999998,88.85839873078965,222.6275,87.7915136488146,295.21500000000003,66.82500000000002
limac10_up_05DLC_resnet50_gecko02Mar17shuffle1_730000,146.1175,13.547229190871464,173.6675,24.784496540176068,177.9825,31.329081039028264,145.39,0.0
limac10_up_06DLC_resnet50_gecko02Mar17shuffle1_730000,192.7375,39.6321027545852,230.73999999999998,31.8172256804392,235.715,31.04122460535344,260.96,0.0
limac10_up_07DLC_resnet50_gecko02Mar17shuffle1_730000,166.6625,49.96223992927059,179.58249999999998,50.17813287429096,180.295,50.909991897465474,97.61,0.0
limac10_up_08DLC_resnet50_gecko02Mar17shuffle1_730000,105.80666666666667,42.332475581861374,139.415,38.67612603402776,140.5725,38.236113410622686,131.575,50.305
limac10_up_09DLC_resnet50_gecko02Mar17shuffle1_730000,169.95,51.57484173509406,184.345,47.66253953578218,187.08249999999998,45.66452418179784,215.185,50.22500000000001
limac10_up_10DLC_resnet50_gecko02Mar17shuffle1_730000,154.0925,68.30294882909523,166.96,73.9069695630933,168.41,76.45401330211514,129.39666666666668,41.38476397043831
limac3_up_01DLC_resnet50_gecko02Mar17shuffle1_730000,178.01,47.81777145232373,185.935,43.74391700568206,185.185,43.46791144050977,184.58,43.43808754998314
limac3_up_02DLC_resnet50_gecko02Mar17shuffle1_730000,126.32333333333332,41.28140366907221,145.435,38.5079514516158,144.755,38.59670484639848,159.53666666666666,31.785873521983877
limac3_up_03DLC_resnet50_gecko02Mar17shuffle1_730000,135.75,26.32523250926127,159.2175,34.34645132688384,157.945,33.22671402651788,146.61666666666667,31.280597109958677
limac3_up_04DLC_resnet50_gecko02Mar17shuffle1_730000,71.83333333333333,43.030172618240286,78.22666666666667,48.79825566099218,77.88,48.369309139852994,136.39,0.0
limac3_up_05DLC_resnet50_gecko02Mar17shuffle1_730000,100.74,59.85999999999999,108.58999999999999,52.600403040280966,108.46333333333332,52.18552183210291,168.66,0.0
limac6_up_01DLC_resnet50_gecko02Mar17shuffle1_730000,146.5375,57.51588014409585,151.73499999999999,58.05336187508868,151.45999999999998,57.91713822349996,165.79500000000002,4.614999999999995
limac6_up_02DLC_resnet50_gecko02Mar17shuffle1_730000,216.64000000000001,51.997567250785885,232.28250000000003,46.61101660283757,233.14,48.054553894506185,195.145,31.685000000000002
limac6_up_03DLC_resnet50_gecko02Mar17shuffle1_730000,147.32,94.66896455544448,162.49,96.15787253262211,160.6175,96.70125706913018,203.49333333333334,69.96644544986468
limac6_up_04DLC_resnet50_gecko02Mar17shuffle1_730000,216.6275,54.114721830108294,238.3,48.155824154509084,241.90500000000003,48.080857157500844,222.51,0.0
limac6_up_05DLC_resnet50_gecko02Mar17shuffle1_730000,268.64000000000004,30.84575929794349,291.5525,37.18614216008433,292.68,37.81171445465015,287.065,49.235
