,direction_of_climbing,body_deflection_angle,speed_PXperS,stepphase_FL,stepphase_FR,stepphase_HR,stepphase_HL,step-length_FR,step-length_FL,step-length_HR,step-length_HL,dynamics_FL,dynamics_FR,dynamics_HR,dynamics_HL,mid_stance_wrist_angles_mean_FL,mid_stance_wrist_angles_mean_FR,mid_stance_wrist_angles_mean_HR,mid_stance_wrist_angles_mean_HL,limbROM_FL,limbROM_FR,limbROM_HR,limbROM_HL,spineROM_FL,spineROM_FR,spineROM_HR,spineROM_HL,CROM_FL,CROM_FR,CROM_HR,CROM_HL,shoulder_angle_FL,shoulder_angle_FR,shoulder_angle_HR,shoulder_angle_HL,knee_angle_FL,knee_angle_FR,knee_angle_HR,knee_angle_HL,mid_stance_toe_angles_mean_fl_ti-fl_ti1,mid_stance_toe_angles_mean_fl_ti1-fl_tm,mid_stance_toe_angles_mean_fl_tm-fl_to1,mid_stance_toe_angles_mean_fr_ti-fr_ti1,mid_stance_toe_angles_mean_fr_ti1-fr_tm,mid_stance_toe_angles_mean_fr_tm-fr_to1,mid_stance_toe_angles_mean_hr_ti-hr_ti1,mid_stance_toe_angles_mean_hr_ti1-hr_tm,mid_stance_toe_angles_mean_hr_tm-hr_to1,mid_stance_toe_angles_mean_hl_ti-hl_ti1,mid_stance_toe_angles_mean_hl_ti1-hl_tm,mid_stance_toe_angles_mean_hl_tm-hl_to1
0,DOWN,,620.36,b'stance0000',b'stride0001',b'stance0000',b'stride0001',101.07345498118954,,,82.51986871541023,,,,,,,,,,32.46380653686984,,,,5.874145695524469,,,,,,,160.7240263810039,160.17857265627674,,,100.52008886475241,163.41154821521872,,,,,,,,,,,,,,
1,DOWN,,620.36,b'stance0000',b'stride0001',b'stance0000',b'stride0001',101.07345498118954,,,82.51986871541023,,,,,,,,,,32.46380653686984,,,,5.874145695524469,,,,,,,153.92442471430684,160.4462179755823,,,96.03672030722957,142.40189403084176,,,,,,,,,,,,,,
2,DOWN,,550.48,b'stance0000',b'stride0001',b'stride0001',b'stride0001',101.07345498118954,,156.33887153259445,82.51986871541023,,,,,,,,,,32.46380653686984,61.49891858875809,,,5.874145695524469,22.768711128229512,,,,,,145.89731670749433,177.64586703688877,,,90.5835182718372,151.54804337378476,110.97245616759825,,,,,,,,,,,,,
3,DOWN,1.0309251090474616,810.14,b'stance0000',b'stride0001',b'stride0001',b'stride0001',101.07345498118954,,156.33887153259445,82.51986871541023,,67.70965082100933,,,,,,,,32.46380653686984,61.49891858875809,,,5.874145695524469,22.768711128229512,,,,,,162.10887497079227,179.11761054673073,174.73729943814243,,92.96054942556304,131.9199632718468,121.52503782251186,,,,,,,,,,,,,
4,DOWN,1.7083165806257539,579.06,b'stance0000',b'stride0001',b'stride0001',b'stride0001',101.07345498118954,,156.33887153259445,82.51986871541023,,55.64257706298094,,,,,,,,32.46380653686984,61.49891858875809,,,5.874145695524469,22.768711128229512,,,,,,153.91393238562756,174.80155693509286,171.70618387250636,154.1763793574198,126.37609472896324,127.75636230678549,135.38260156898497,,,,,,,,,,,,,
5,DOWN,3.356621231874998,664.065,b'stride0001',b'stride0001',b'stride0001',b'stride0001',101.07345498118954,165.4338103367876,156.33887153259445,82.51986871541023,155.05007475323245,46.60975912943442,,,,,,,93.42682992642682,32.46380653686984,61.49891858875809,,23.525075911778337,5.874145695524469,22.768711128229512,,7.3716875319554305,,,,148.06688910306946,168.41538843518742,176.9480212376952,145.40817488058036,156.7302855586663,137.0202762472136,122.24333171654749,149.62572197970206,,,,,,,,,,,,
6,DOWN,4.604690338221066,703.27,b'stride0001',b'stride0001',b'stride0001',b'stride0001',101.07345498118954,165.4338103367876,156.33887153259445,82.51986871541023,161.41809044514045,43.156633566674195,,,,,,,93.42682992642682,32.46380653686984,61.49891858875809,,23.525075911778337,5.874145695524469,22.768711128229512,,7.3716875319554305,,,,148.18870864728325,157.4262152770573,,,163.67086095339735,140.0185248877351,,,,,,,,,,,,,,
7,DOWN,,772.575,b'stride0001',b'stride0001',b'stride0001',b'stride0001',101.07345498118954,165.4338103367876,156.33887153259445,82.51986871541023,,,,,,,,,93.42682992642682,32.46380653686984,61.49891858875809,,23.525075911778337,5.874145695524469,22.768711128229512,,7.3716875319554305,,,,146.7681905470422,162.47582565707302,,,176.18657300165313,137.67964940970856,,,,,,,,,,,,,,
8,DOWN,7.41962755431985,674.1099999999999,b'stride0001',b'stride0001',b'stride0001',b'stride0001',101.07345498118954,165.4338103367876,156.33887153259445,82.51986871541023,166.53075100402813,57.811007988698705,,,,,,,93.42682992642682,32.46380653686984,61.49891858875809,,23.525075911778337,5.874145695524469,22.768711128229512,,7.3716875319554305,,,,137.7270137050192,173.04398531967874,177.0516456881661,155.21944688705827,177.78313127234907,130.0951530854294,,,,,,,,,,,,,,
9,DOWN,9.813809820352843,555.795,b'stride0001',b'stride0001',b'stride0001',b'stride0001',101.07345498118954,165.4338103367876,156.33887153259445,82.51986871541023,160.8812020806424,63.92038040721587,,,,,,,93.42682992642682,32.46380653686984,61.49891858875809,,23.525075911778337,5.874145695524469,22.768711128229512,,7.3716875319554305,,,,148.14874586137745,167.26235169507098,178.6658910728762,139.49139293378556,178.27104634741133,126.62815077727845,,,,,,,,,,,,,,
