,direction_of_climbing,body_deflection_angle,speed_PXperS,stepphase_FL,stepphase_FR,stepphase_HR,stepphase_HL,step-length_FR,step-length_FL,step-length_HR,step-length_HL,dynamics_FL,dynamics_FR,dynamics_HR,dynamics_HL,mid_stance_wrist_angles_mean_FL,mid_stance_wrist_angles_mean_FR,mid_stance_wrist_angles_mean_HR,mid_stance_wrist_angles_mean_HL,limbROM_FL,limbROM_FR,limbROM_HR,limbROM_HL,spineROM_FL,spineROM_FR,spineROM_HR,spineROM_HL,CROM_FL,CROM_FR,CROM_HR,CROM_HL,shoulder_angle_FL,shoulder_angle_FR,shoulder_angle_HR,shoulder_angle_HL,knee_angle_FL,knee_angle_FR,knee_angle_HR,knee_angle_HL,mid_stance_toe_angles_mean_fl_ti-fl_ti1,mid_stance_toe_angles_mean_fl_ti1-fl_tm,mid_stance_toe_angles_mean_fl_tm-fl_to1,mid_stance_toe_angles_mean_fr_ti-fr_ti1,mid_stance_toe_angles_mean_fr_ti1-fr_tm,mid_stance_toe_angles_mean_fr_tm-fr_to1,mid_stance_toe_angles_mean_hr_ti-hr_ti1,mid_stance_toe_angles_mean_hr_ti1-hr_tm,mid_stance_toe_angles_mean_hr_tm-hr_to1,mid_stance_toe_angles_mean_hl_ti-hl_ti1,mid_stance_toe_angles_mean_hl_ti1-hl_tm,mid_stance_toe_angles_mean_hl_tm-hl_to1
0,UP,12.407867115183368,304.9,b'stance0000',b'stride0001',b'stride0001',b'stride0001',1.287410963047414,,2.6036322583035454,13.371884336931995,,64.81414495295063,23.23236279571357,55.85559373565331,,,,,,,,7.36577193420338,,,,21.676065180254348,,,,-36.872612806939316,132.75700245115434,176.2456385647108,117.53138398927942,152.746035360051,90.02102686553648,125.10341988946246,120.13344644067865,39.288663110094916,,,,,,,,,,,,
1,UP,14.469930484918063,304.9,b'stance0000',b'stride0001',b'stride0001',b'stride0001',1.287410963047414,,2.6036322583035454,13.371884336931995,,62.09249619161159,18.919681647880296,60.188331671854165,,,,,,,,7.36577193420338,,,,21.676065180254348,,,,-36.872612806939316,128.52166288855756,175.26621309175718,103.28924620317167,153.08909194930868,83.67955554520692,122.35538138743338,120.03693890358699,27.394532160184042,,,,,,,,,,,,
2,UP,15.004496200846024,411.765,b'stride0001',b'stance0001',b'stance0001',b'stride0001',,5.626224963868776,,13.371884336931995,136.8836924055034,,,60.17997296518691,,,,,2.598980575727012,,,7.36577193420338,21.676065180254348,,,21.676065180254348,52.231235099038614,,,-36.872612806939316,124.1891112084443,175.1763038063731,109.1741802071604,153.12949321086316,86.84144803565331,117.7766237810039,121.29418412760485,25.618190518285957,,,,,,,,,,,,
3,UP,15.876386774508589,508.385,b'stride0001',b'stride0002',b'stance0001',b'stride0001',5.700750902093023,5.626224963868776,,13.371884336931995,134.67545724960087,65.35818670148093,,60.98714418762161,,,,,2.598980575727012,17.42067523667916,,7.36577193420338,21.676065180254348,21.676065180254348,,21.676065180254348,52.231235099038614,-5.17884594917075,,-36.872612806939316,133.92155103265918,170.77436307016285,114.9927384388634,153.10734128914504,92.55674386250887,113.50098934457925,121.15725464533546,27.897240450769004,,,,,,,,,,,,
4,UP,21.49120819791819,176.045,b'stride0001',b'stride0002',b'stride0002',b'stride0001',5.700750902093023,5.626224963868776,1.6212790065211138,13.371884336931995,119.3105587467309,87.49631246891015,16.304284137946706,0.9288609631029364,,,,,2.598980575727012,17.42067523667916,,7.36577193420338,21.676065180254348,21.676065180254348,,21.676065180254348,52.231235099038614,-5.17884594917075,,-36.872612806939316,175.79250985904955,139.59571628756925,121.72624133250568,87.06860094103583,63.26996304316887,58.63282598974517,119.33219995331092,26.646244472961882,,,,,,,,,,,,
5,UP,22.218175869020293,520.02,b'stride0001',b'stride0002',b'stride0002',b'stride0001',5.700750902093023,5.626224963868776,1.6212790065211138,13.371884336931995,116.35223908599143,84.44688400926516,15.84229799414147,2.940617309958814,,,,,2.598980575727012,17.42067523667916,,7.36577193420338,21.676065180254348,21.676065180254348,,21.676065180254348,52.231235099038614,-5.17884594917075,,-36.872612806939316,176.83685077812495,143.11001174160393,115.92003721703092,90.60743401109934,67.28417834898652,72.24715439109895,120.94106006880698,32.40069553858149,,,,,,,,,,,,
6,UP,15.549390669315327,345.185,b'stride0001',b'stride0002',b'stance0002',b'stride0001',5.700750902093023,5.626224963868776,,13.371884336931995,143.47011360497626,64.69710737785091,,0.3702898007220291,,,,,2.598980575727012,17.42067523667916,,7.36577193420338,21.676065180254348,21.676065180254348,,21.676065180254348,52.231235099038614,-5.17884594917075,,-36.872612806939316,115.14233713400182,156.46109204079482,116.74793156639784,92.2703225830145,107.04578989822471,113.12287687723435,117.01080474239976,39.56612246441475,,,,,,,,,,,,
7,UP,14.359305601144259,797.75,b'stride0001',b'stride0002',b'stride0003',b'stride0001',5.700750902093023,5.626224963868776,1.62479874964851,13.371884336931995,140.44872086786023,59.43129528131954,21.33667973432926,56.30397143360522,,,,,2.598980575727012,17.42067523667916,,7.36577193420338,21.676065180254348,21.676065180254348,,21.676065180254348,52.231235099038614,-5.17884594917075,,-36.872612806939316,116.65617847667517,175.96296361270433,116.70284934040106,143.18785558159476,111.39544130298992,127.19384328309192,115.85359716525561,62.119262628636335,,,,,,,,,,,,
8,UP,13.914690532270498,431.235,b'stance0001',b'stride0002',b'stride0003',b'stride0001',5.700750902093023,,1.62479874964851,13.371884336931995,,70.83668150034606,24.03374628746181,50.39918065046806,,,,,,17.42067523667916,,7.36577193420338,,21.676065180254348,,21.676065180254348,,-5.17884594917075,,-36.872612806939316,127.7581079389555,172.983845970622,117.69923842407871,143.54772340400785,127.11895615249641,120.90166066428321,115.60565650745791,72.21442325456785,,,,,,,,,,,,
9,UP,12.850807673417366,1029.13,b'stride0002',b'stride0002',b'stance0003',b'stance0001',5.700750902093023,0.6553150547885188,,,136.87146868760843,67.95845980349529,,,,,,,,17.42067523667916,,,,21.676065180254348,,,,-5.17884594917075,,,125.04014408367169,176.9978719455693,114.31390914759983,131.07025336064422,131.58427104831833,127.20272868503702,114.54780387998323,72.73385222873033,,,,,,,,,,,,
