,direction_of_running,stepphase_L1,stepphase_L2,stepphase_L3,stepphase_L4,stepphase_R1,stepphase_R2,stepphase_R3,stepphase_R4,L1_outlier_pred,L2_outlier_pred,L3_outlier_pred,L4_outlier_pred,R1_outlier_pred,R2_outlier_pred,R3_outlier_pred,R4_outlier_pred,ext-flex-dist_L1,ext-flex-dist_L2,ext-flex-dist_L3,ext-flex-dist_L4,ext-flex-dist_R1,ext-flex-dist_R2,ext-flex-dist_R3,ext-flex-dist_R4,ext-flex-phase_L1,ext-flex-phase_L2,ext-flex-phase_L3,ext-flex-phase_L4,ext-flex-phase_R1,ext-flex-phase_R2,ext-flex-phase_R3,ext-flex-phase_R4,body_speed_MMperS,inner_segm_L1,outer_segm_L1,inner_segm_L2,outer_segm_L2,inner_segm_L3,outer_segm_L3,inner_segm_L4,outer_segm_L4,inner_segm_R1,outer_segm_R1,inner_segm_R2,outer_segm_R2,inner_segm_R3,outer_segm_R3,inner_segm_R4,outer_segm_R4
0,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,8.611816419152122,,,8.632157857635141,4.4279254812950555,8.640510284312864,6.48740901484031,7.0884012745921465,ext,,,ext,ext,ext,ext,ext,0.004695460647627996,1.6237361452053718,7.502007830350855,1.4860769662740236,,0.9632681237915306,,1.1789650956128694,7.736450419273676,2.081031367942166,2.4409451547556573,2.42745739025393,6.2131756159213865,2.939639388904683,3.9443008712494754,2.3597422422733776,4.83409696049342
2,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.177078769608709,4.7720782880403085,4.77805608236566,9.74100858137262,3.929851561788767,8.6280194918171,7.394955801505765,8.252948732411296,flex,,,ext,flex,flex,ext,ext,0.00617640629286076,1.8019216119102006,6.403720668340022,1.0642709921056426,3.7369206964911723,1.4357418124516537,3.377295363910835,2.24688495653307,7.654386129769073,1.87785518316994,2.2799012389096687,1.8146271690714757,6.831131942007619,3.224336681505093,4.317784928153906,3.698599341231095,4.580316255687524
3,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,8.439743062039263,3.999418087027096,4.154265289802061,8.427597815263674,5.054755469149306,,7.971044362633143,8.029854155409067,ext,flex,flex,flex,ext,,ext,flex,0.0038885097700768747,2.121304469114543,6.405136449314335,1.268110540843566,3.1571132228090537,1.2045305923636982,3.0721080638987646,1.4046090970720067,7.024800088471905,1.9472316538376748,3.8300221347639622,1.6689958252007309,,3.3273634745024725,4.821065050891521,3.431413011445907,4.598678507697057
4,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.291796450953235,2.589477602015213,4.23015181339655,10.331292920448377,,8.9348962346294,8.994685108875814,9.610380766357462,ext,flex,ext,ext,,,ext,ext,0.004265278606851543,1.8137107376994843,7.6262198896206055,1.2705668741493747,1.719839351032827,0.9796153215759222,3.332941650162534,1.5730996393415535,8.791714023554665,2.172021084488152,,3.4165687701683773,5.579994141969094,4.026953773458331,5.179127337384085,3.8724755191909987,5.766447363635927
5,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.056862515535075,2.6404960413494423,4.36215787105824,7.700404404136445,,7.501418526365597,9.42229209201238,10.070477851261398,flex,ext,ext,flex,,flex,ext,ext,0.003545541511107442,1.9281132632815516,7.195747814543341,1.4671056406457308,2.0093517449659055,0.8119617836932675,3.682398283517869,1.4075837968987577,6.379120356364594,2.371184900517979,,3.3369467210211545,4.326326642877916,4.664905093307983,4.947247981991526,4.387267937590654,5.699677371423118
6,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.555718179377745,3.8654290016475965,4.198757259962701,7.562076906832944,3.6513868411330215,7.93754811763076,9.092204852424675,11.064413773070221,flex,ext,flex,flex,,ext,flex,ext,0.006058638531123768,1.9623925902052768,6.613960917144151,1.4783487911449167,2.6393553206052687,1.193874828700117,3.0860562327766985,2.160472203905314,5.408409108217248,1.5733790307251914,2.3848348074687276,2.521296410370392,5.660072450927997,4.649652196291594,4.996196640502823,4.0651374914271905,6.999282970512474
7,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'stance0001',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.3288395643689,4.234953163664533,3.912245929041547,7.803571864152131,5.214978426903573,7.6413753473836605,9.134368450381146,10.583909320730882,ext,ext,flex,ext,ext,flex,ext,flex,0.003739590427748277,1.9497399281737546,7.42353639600207,2.324455968797214,3.0924819421336425,1.2632768332901863,2.6614274136954252,2.271920320994665,5.532241101573263,2.058173309761416,3.1577826289383117,2.4892410264086218,5.303795644454846,4.671674329218402,5.167314538218677,4.2263376535254515,6.373557980359927
8,RIGHT,b'swing0001',b'nan',b'nan',b'swing0001',b'nan',b'nan',b'nan',b'stance0001',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.410808173670933,5.12024464897193,4.51447718366765,5.398584834720758,4.563600694097883,6.587116181671204,8.3523106568454,10.580711661451087,ext,ext,ext,flex,flex,flex,flex,flex,0.004318487607187834,2.403785367262328,7.061767353526349,1.9768865186135,3.874530864178452,1.700895487151851,2.8150646854644736,1.9255953583740286,3.492206620272769,1.9283847146936632,2.739130271371193,1.9684671452304925,4.834596608482208,3.991263718673307,4.944616032817771,4.399258237793707,6.183596314537214
9,RIGHT,b'swing0001',b'nan',b'nan',b'swing0001',b'nan',b'nan',b'nan',b'stance0001',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.284641912237781,4.292805571631673,3.7557324129003407,6.3444938125862596,,4.904697012818733,8.42372589631668,10.798207249074393,ext,flex,flex,ext,,flex,ext,ext,0.002007758564692231,3.0466784627277192,7.293910723564556,2.3676600613205876,3.5064604487232445,1.8093595806663523,2.239228644423541,1.8546652879349768,4.565156369539341,2.093144793797116,,2.054618152631727,3.086017758809752,4.375678116875278,4.534692915460813,4.394829662454111,6.405474056908727
10,RIGHT,b'swing0001',b'nan',b'nan',b'swing0001',b'nan',b'nan',b'nan',b'stance0001',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.375099671802941,4.553046965606181,3.5058577204866483,8.374935784946786,,4.099301728708957,8.448974912323509,10.855666893786724,ext,ext,flex,ext,,flex,ext,ext,0.0031062161437372137,3.1788299119534744,7.205862750447596,2.747752671250134,3.6544466249123184,0.8850061462363366,2.743187796118918,1.9530957947235155,6.486890764333274,2.289736976460359,,1.6679343296992057,2.6063534684071783,3.6382522386665674,4.926259860385488,4.4353758147348925,6.440963926437892
11,RIGHT,b'swing0001',b'nan',b'stance0001',b'swing0001',b'nan',b'nan',b'nan',b'stance0001',1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,9.298611172195583,5.37314950449549,4.90781611590328,8.20779586115188,,4.198223797761246,8.686913129390442,11.073935492698515,flex,ext,ext,flex,,ext,ext,ext,0.003354604098437752,3.418531084328295,5.924085472285306,3.282092583596524,3.1260525503358783,0.8552840412004621,4.088270803310792,1.5514216043917164,6.722490649705276,2.1793408095192093,,1.6539657287456049,2.6720690576528203,3.6188351051550858,5.239312034670485,4.533506669650086,6.558691294170271
12,RIGHT,b'swing0001',b'nan',b'stance0001',b'swing0001',b'nan',b'nan',b'nan',b'swing0001',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.517159105197997,5.711932498320243,5.742697838240235,8.303159072005057,,4.779646104434983,8.859390840947562,10.355881207403987,flex,ext,ext,ext,,ext,ext,flex,0.007023433397438397,2.5942143176721997,5.98130243090549,2.4804273184497654,4.253020824133823,1.7712135629418015,3.9714854978190095,2.6299475182688634,5.673274262741355,1.82142752360418,,2.0420655533490524,2.9380150911744027,4.839436321540787,4.576581222779098,4.4346503353080235,5.922646949504844
13,RIGHT,b'stance0001',b'nan',b'stance0001',b'stance0001',b'nan',b'nan',b'nan',b'swing0001',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.707339765031297,4.897947349276318,5.270255944826256,8.756734512536333,,5.229440814915573,8.20499826175486,9.333270480122236,flex,flex,flex,ext,,ext,flex,flex,0.005098209215147861,2.351396434637441,5.3635579605115,2.2826916166550526,2.866365446905256,1.8257380197924653,3.4706242944745505,2.070273197376832,6.851902793798224,1.2116375429920283,,2.03062612573245,3.414306769622672,4.061768767584943,4.951665902158319,4.222775616398938,5.110666734696847
14,RIGHT,b'stance0001',b'nan',b'stance0001',b'stance0001',b'nan',b'nan',b'nan',b'swing0001',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.840807021908596,5.1895611655855465,4.710567793128482,9.972567040274383,,6.04122566361012,8.653479845727441,9.640175355050204,flex,ext,flex,ext,,ext,ext,ext,0.0030184068395966083,2.004332009945111,4.838058475815962,2.262015368371183,3.439366922453533,1.8932600210779276,2.8671525255932644,2.474528548672699,7.698761924413923,1.1809961367936974,,2.2571858486814413,3.895054545569193,3.9524660392612296,5.355316237406301,4.76052639619675,5.008191778809657
15,RIGHT,b'stance0001',b'nan',b'stance0001',b'stance0001',b'nan',b'nan',b'nan',b'swing0001',1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,6.9149934811506535,4.0223875446262225,3.398494874916494,9.62864261076719,,5.18898249650875,8.222301635409103,9.076860346097568,ext,flex,flex,flex,,flex,flex,flex,0.0042456147412806376,2.8224621157228693,4.106021262149056,1.428497187001085,2.8687067206692567,1.0525284820742424,2.418797675463838,2.0034584978790804,7.6868408328274755,2.1651251345725444,,2.1979562230036063,3.002820274807614,3.2905876301699553,4.937870057585113,4.939063040960763,4.15878468059201
16,RIGHT,b'stance0001',b'nan',b'stance0001',b'stance0001',b'nan',b'nan',b'nan',b'swing0001',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.7326909151499965,4.259201747494404,2.7722077049160623,9.437013820438949,,4.888308987346278,8.292310369972137,9.861407677762971,ext,ext,flex,flex,,flex,ext,ext,0.004007575050831964,2.8642119464448004,4.873784284534256,2.183561902413464,2.642573065844707,1.2011290745613037,1.7276190328360255,2.2408712611431945,7.239457201120061,1.7059750993727332,,2.0397886671271577,2.9340913021451835,3.0528837170328584,5.298147512280725,5.01467379090096,4.848856856000152
17,RIGHT,b'stance0001',b'nan',b'stance0001',b'stance0001',b'nan',b'nan',b'nan',b'swing0001',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.488231199507998,5.0852879649821245,,8.950134771612005,,4.623458861264034,8.545076277142146,10.586474784268905,ext,ext,,flex,,flex,ext,ext,0.002966929266244808,2.725803152126203,5.7630972120864135,2.472597434413532,2.963223805064329,0.24048950609146594,,3.639819744599224,5.322514406777537,1.3509998586727683,,1.0637005880554646,3.640908260949172,2.4856638012096677,6.066468464360852,4.45110037149588,6.1440421998606
