,direction_of_running,stepphase_L1,stepphase_L2,stepphase_L3,stepphase_L4,stepphase_R1,stepphase_R2,stepphase_R3,stepphase_R4,L1_outlier_pred,L2_outlier_pred,L3_outlier_pred,L4_outlier_pred,R1_outlier_pred,R2_outlier_pred,R3_outlier_pred,R4_outlier_pred,ext-flex-dist_L1,ext-flex-dist_L2,ext-flex-dist_L3,ext-flex-dist_L4,ext-flex-dist_R1,ext-flex-dist_R2,ext-flex-dist_R3,ext-flex-dist_R4,ext-flex-phase_L1,ext-flex-phase_L2,ext-flex-phase_L3,ext-flex-phase_L4,ext-flex-phase_R1,ext-flex-phase_R2,ext-flex-phase_R3,ext-flex-phase_R4,body_speed_MMperS,inner_segm_L1,outer_segm_L1,inner_segm_L2,outer_segm_L2,inner_segm_L3,outer_segm_L3,inner_segm_L4,outer_segm_L4,inner_segm_R1,outer_segm_R1,inner_segm_R2,outer_segm_R2,inner_segm_R3,outer_segm_R3,inner_segm_R4,outer_segm_R4
0,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.479923203953882,6.463050890137129,5.789573999371592,8.20574346944137,5.297009224659273,4.09293481987855,4.487587408638003,7.0056290260092124,ext,ext,ext,ext,ext,ext,ext,ext,0.00023274954723260488,1.4481180460749932,1.3779982622366773,1.521645455866249,4.942477288546449,1.637000159692793,4.15314752349932,3.242536233412616,5.032065576659683,1.3176780999716229,3.9840982541386643,1.2649117105014889,2.9563175381457363,1.4288531106495894,3.058867610277824,2.4704531547838338,4.701905547597167
2,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.8719141948107465,6.213643401121649,5.600710466620906,8.413884813156187,5.393708140138711,3.859964625314185,4.406454779668235,7.119926758834493,ext,flex,flex,ext,ext,flex,flex,ext,0.0001642830247918597,1.373912238306685,1.633856612958729,1.253347776425342,5.005416523862407,1.6122951288296299,3.988418392927923,3.4775426196548795,5.007885365122888,1.3819303902844062,4.011777824310157,1.3366318176835705,2.68689546286932,1.5233061798263265,2.885013408989072,2.5760015802317042,4.718904182010918
3,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,2.732123706245725,6.311552969943754,5.486314742721443,7.900264194091584,4.55884767353218,4.187354178681587,4.130938052926813,7.016531305244098,flex,ext,flex,flex,flex,ext,flex,flex,0.00016599633147328303,1.5360816228633292,1.5309655969727536,1.5728358394801718,4.746303432256275,1.7128448327623464,3.7747384500734795,3.2473918387143494,4.746649486017826,1.2089496104855528,3.3526093885713095,1.312731763587594,3.0100335829117704,1.3720132521143165,2.7622816608539855,2.4026955107105112,4.787664751686434
4,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.825900094259248,6.020451441263298,5.63117790486927,8.318163694358997,5.2695984417699355,3.9106962925635047,4.129346928546058,7.419187649974871,ext,flex,ext,ext,ext,flex,flex,ext,0.0002959247969485391,1.3809963820708113,1.620389046594987,1.3080396357466804,4.745735831281295,1.646927855884664,3.98733922864895,3.4609837938976917,4.949651903251031,1.3801860338944922,3.8912374293599843,1.3861178402893355,2.607417726365204,1.3939165837884324,2.7362474821227907,2.5315746984847904,5.040569824603003
5,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.7625165423756184,6.045943037387954,5.523320501191379,8.461899790288692,5.234083488613438,3.991002729660589,4.193681090702472,7.106358749132699,flex,ext,flex,ext,flex,ext,ext,flex,0.00017404388290142718,1.333622948925031,1.583078409107837,1.0215728268274638,5.07972375315699,1.6433674829152471,3.885557463487962,3.6189457353810237,4.920970729347227,1.2585235094317708,3.975570295063766,1.4317943464762815,2.6353356885572103,1.4320225771705295,2.761973938370935,2.5753157718908017,4.7021614280976545
6,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.6021819179946544,6.268365196494678,5.766111504974757,8.203963040514116,5.633688407905581,3.9577426476306337,4.437678504432135,7.165015443090764,flex,ext,ext,flex,ext,flex,ext,ext,0.0002732548999681958,1.414897613513038,1.4378850194908412,1.4101118780650117,4.869833657368287,1.6643255736497287,4.104408369545607,3.3641217789771924,4.921470658958551,1.4441993858190907,4.190766059128016,1.325222652604688,2.7391960497465866,1.435849691633501,3.004049098150586,2.5235531343211117,4.756977867925112
7,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.8906394592390243,6.122510976206888,5.730277401012279,8.457947747805722,5.308817720208925,3.572116099313026,4.299580563708955,7.192887206165296,ext,flex,flex,ext,flex,flex,flex,ext,0.00027188776808597086,1.5237431177981466,1.6275536067008027,0.969041250273433,5.228499354655257,1.6996883211662632,4.032709304571496,3.573549014096309,4.955239935767601,1.2267357808295762,4.082086402878805,1.2386761879113557,2.4244060097112796,1.502450644878352,2.803369965704805,2.5827481292890186,4.716899430098142
8,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.6884945314233573,6.312208086625069,5.709133074203425,8.076694120177695,5.072836217771423,3.8715670426472317,4.196157922546404,7.088734339369184,flex,ext,flex,flex,flex,ext,flex,flex,4.79992367375708e-05,1.4801461028754443,1.4960301111494183,1.5107964202736324,4.805645084691977,1.6265154806758897,4.0826324046427995,3.245178705706266,4.899437693286592,1.368821224674618,3.7040374301239467,1.2481323021711341,2.77497194848107,1.4377894303842642,2.7589353097527556,2.5651004615857866,4.688467823379734
9,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.667489762759367,6.207898695521558,5.358520213045907,7.579123275838939,4.9963366286603454,3.845068070092803,3.9726365789490994,7.339106203703815,flex,flex,flex,flex,flex,flex,flex,ext,0.0005760343142450511,1.4584584414535118,1.4517649896691556,1.4827336459734461,4.740623890098311,1.5796669258705422,3.7802834710852693,3.1948162992985685,4.5323111597930605,1.5650588996453094,3.431600259325047,1.1545137500348206,2.8600780213075083,1.3673709019877665,2.6249345064718512,2.7860574316403164,4.692786326134191
