,direction_of_running,stepphase_L1,stepphase_L2,stepphase_L3,stepphase_L4,stepphase_R1,stepphase_R2,stepphase_R3,stepphase_R4,ext-flex-dist_L1,ext-flex-dist_L2,ext-flex-dist_L3,ext-flex-dist_L4,ext-flex-dist_R1,ext-flex-dist_R2,ext-flex-dist_R3,ext-flex-dist_R4,ext-flex-phase_L1,ext-flex-phase_L2,ext-flex-phase_L3,ext-flex-phase_L4,ext-flex-phase_R1,ext-flex-phase_R2,ext-flex-phase_R3,ext-flex-phase_R4,body_speed_MMperS
0,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0
1,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',4.517028211427499,6.585060141083058,7.773193700116248,9.172001618847958,6.494680642374342,7.727144631313903,6.408431503619249,8.64509451831186,ext,ext,ext,ext,ext,ext,ext,ext,0.00343799698455435
2,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',4.591999895955874,7.1107210970282955,8.342073590662848,8.30486995878286,5.94202272961018,7.38589568744997,6.205756986303898,8.98544732921038,ext,ext,ext,flex,flex,flex,flex,ext,0.0035609611451934424
3,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',4.541785593741287,7.074942004908473,9.340679580859737,8.016293291693595,6.427935752406893,7.2212482807783,6.810090096047749,9.271065687405148,flex,flex,ext,flex,ext,flex,ext,ext,0.0037190355522106863
4,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',5.932585605125855,7.360937757846335,8.93957673861726,8.658119537592047,7.643068643771431,6.207092948047152,7.003661243970409,9.074529532218829,ext,ext,flex,ext,ext,flex,ext,flex,0.004349530233093879
5,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',7.071228503262649,7.895569504817492,9.172270313682446,9.039980116503267,8.03988350707226,6.5690756079816826,6.564023418309652,9.381548568200127,ext,ext,ext,ext,ext,ext,flex,ext,0.005306465041447267
6,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',6.54235377304242,6.600712187089002,9.44051310197878,9.335754631416275,7.238882207007954,6.757591737231975,5.483776498190941,8.676263397373294,flex,flex,ext,ext,flex,ext,flex,flex,0.004365158211851572
7,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',6.082412108619539,6.349580403149357,9.598801124671867,9.496091089441006,6.248163565105268,6.932993091995711,5.734892761977282,9.265419109065839,flex,flex,ext,ext,flex,ext,ext,ext,0.004487046087519849
8,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',5.4015981041326775,6.352872752294913,9.899807776878315,9.871282605084273,5.902346315650452,6.414584879861154,6.221883111610763,9.274477187728927,flex,ext,ext,ext,flex,flex,ext,ext,0.004524506431762305
9,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',4.788777389547528,6.940768024787507,9.213020756894862,9.615139998913556,5.865336367157098,5.564389987559583,6.403956577295562,9.519552068565947,flex,ext,flex,flex,flex,flex,ext,ext,0.003538942867350131
10,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',5.442014068265079,7.147168648272754,8.982990920086516,9.142035996496123,6.149453041413993,4.974336905353063,6.260325845968213,8.839716577191805,ext,ext,flex,flex,ext,flex,flex,flex,0.003918778662763321
11,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',5.017456620548119,6.49262831984925,7.14666890584803,8.66123204217356,6.69699295530725,5.66968960967743,6.390259036792248,8.580327674738871,flex,flex,flex,flex,ext,ext,ext,flex,0.004511476963841254
12,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',4.139751641787317,6.327143045570648,7.297245367270808,9.506682482109834,6.18942673125486,5.826430585828601,5.9321062638791595,7.946857588816362,flex,flex,ext,ext,flex,ext,flex,flex,0.0038409500318573697
