,direction_of_running,stepphase_L1,stepphase_L2,stepphase_L3,stepphase_L4,stepphase_R1,stepphase_R2,stepphase_R3,stepphase_R4,ext-flex-dist_L1,ext-flex-dist_L2,ext-flex-dist_L3,ext-flex-dist_L4,ext-flex-dist_R1,ext-flex-dist_R2,ext-flex-dist_R3,ext-flex-dist_R4,ext-flex-phase_L1,ext-flex-phase_L2,ext-flex-phase_L3,ext-flex-phase_L4,ext-flex-phase_R1,ext-flex-phase_R2,ext-flex-phase_R3,ext-flex-phase_R4,body_speed_MMperS
0,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0
1,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.2653228726681665,2.8659038400401706,2.941399112913067,5.574553774199665,3.6946727918842304,2.49302319694803,2.6944580467550705,5.612435747841171,ext,ext,ext,ext,ext,ext,ext,ext,0.0004207736819919039
2,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.1766188399924906,3.093456336155449,3.0575718471682953,5.560280262368557,3.4717198526838637,2.8338401172179775,2.6553074043725053,5.72746439951474,flex,ext,ext,flex,flex,ext,flex,ext,0.00023442694955901538
3,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.3338132241499583,2.641390555063915,3.0443617948584025,5.4115554147758544,3.2906161399717275,2.9909703739262548,2.545743202470386,5.4313427621872155,ext,flex,flex,flex,flex,ext,flex,flex,0.0003784497585921271
4,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.344030998927681,2.99159635562713,3.0765013097858325,5.758400122177462,3.810083481693504,2.6349045251478067,2.8678260711045773,5.515000179773837,ext,ext,ext,ext,ext,flex,ext,ext,0.0005235220918577314
5,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.4361371486908423,2.639494030159446,3.043883871269932,5.594022560809645,3.442902119775265,3.036976834498436,2.699811190811805,5.34320261420723,ext,flex,flex,flex,flex,ext,flex,flex,0.000259982362931305
6,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.1990228365273212,2.9089964694320245,2.970259319356975,5.635114964599831,3.824125949941824,2.6063138989799435,2.817192002202228,5.679261150722175,flex,ext,flex,ext,ext,flex,ext,ext,0.0006643738509247397
7,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.3570088796655044,3.225961442344253,3.12648977068356,5.683464568035142,3.3565246769605057,2.861534963729,2.6941006287446716,5.682157171299462,ext,ext,ext,ext,flex,ext,flex,ext,0.00011723388948161588
8,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.211804460259129,2.9270343746787297,2.8565871505936875,5.44768718364131,3.7028538752163915,2.739565751672996,2.799504932379497,5.683649647967732,flex,flex,flex,flex,ext,flex,ext,ext,0.00036478200322896903
9,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.2607448814616171,3.1918279511250116,3.000831446740237,5.475737115002283,3.808167073154075,2.677969273174071,2.911918958433707,5.540637258050388,ext,ext,ext,ext,ext,flex,ext,flex,0.00011710641603090906
10,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.5898088071858507,2.406195197944961,2.9717625363085154,5.70477847916422,3.4067649244100053,2.9673725418109473,2.5716889563104726,5.499872708572232,ext,flex,flex,ext,flex,ext,flex,flex,0.00037196804060796943
11,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.2901595800958838,2.947663675725858,3.025894210239788,5.738891078957594,3.6951564050160233,2.358339048616642,2.9295072182391437,5.425180789689796,flex,ext,ext,ext,ext,flex,ext,flex,0.0005883138658534866
12,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.204880274610847,3.139519784818148,2.937247278592974,5.6379841712426195,3.535313917325172,3.0190235880823315,2.736603614469295,5.432946272664997,flex,ext,flex,flex,flex,ext,flex,ext,0.0004085234089431447
13,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.246518440981558,2.948776737330435,3.025922670022601,5.681939270298705,3.47470818952467,2.9250584260904304,2.800326103966978,5.60759516418068,ext,flex,ext,ext,flex,flex,ext,ext,0.000212914807744158
14,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.1182627626794732,3.1310372048303146,2.8986021577100547,5.599908350288036,3.4959671013893727,2.844784624424305,2.755521372527875,5.534984974119672,flex,ext,flex,flex,ext,flex,flex,flex,9.073023731559039e-05
15,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.2385154938371292,3.1056875700155024,3.153190581703052,5.519557425176447,3.560667049838469,3.0320811136140007,2.7146535540038474,5.600025244608391,ext,flex,ext,flex,ext,ext,flex,ext,0.00038265831092012425
16,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.193074574364059,2.974508888920245,3.0296632137413937,5.545955124097678,3.752422890936191,2.6516104124654625,2.9128496250181035,5.6156999174450215,flex,flex,flex,ext,ext,flex,ext,ext,0.0002196750652221668
17,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.206222550063586,3.190749442850125,3.1268318767147316,5.6065448245553355,3.412838864461692,3.0550885615391365,2.555405298073488,5.539001316606517,ext,ext,ext,ext,flex,ext,flex,flex,0.000308752524595894
18,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.326460880749359,2.9224378042111256,3.119958197491746,5.692634383591854,3.179622282772576,3.1680456407217332,2.5680394417090717,5.329641693767946,ext,flex,flex,ext,flex,ext,ext,flex,0.00038769618137882037
19,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0285227658735863,3.005635341261247,3.0183737449317825,5.424596110556605,3.5768425518977836,2.787689505103096,2.863595748370625,5.531963661937107,flex,ext,flex,flex,ext,flex,ext,ext,0.0006456186533978181
20,RIGHT,b'nan',b'stance0001',b'nan',b'swing0001',b'swing0001',b'stance0001',b'nan',b'stance0001',1.131924060930567,3.1525943511193955,3.030873744113657,5.539612430452632,3.134438885149403,3.352602646126212,2.5151016122290724,5.3163889488761304,ext,ext,ext,ext,flex,ext,flex,flex,0.0005689979282048535
21,RIGHT,b'stance0001',b'stance0001',b'nan',b'swing0001',b'swing0001',b'stance0001',b'nan',b'stance0001',1.1242953020193163,3.3127855523108085,3.031407508841533,5.543781465966789,3.1333369587872064,3.317565420251358,2.6309354702333105,5.601041001535705,flex,ext,ext,ext,flex,flex,ext,ext,0.00019272764407670602
22,RIGHT,b'stance0001',b'stance0001',b'nan',b'swing0001',b'swing0001',b'stance0001',b'nan',b'stance0001',1.1395741872618979,3.192358056997391,2.993266210012163,5.60946103246226,3.105549717132727,3.22005522849513,2.576858871729604,5.576724963006677,ext,flex,flex,ext,flex,flex,flex,flex,0.0004948352757113619
23,RIGHT,b'stance0001',b'stance0001',b'nan',b'stance0001',b'swing0001',b'stance0001',b'nan',b'stance0001',1.571827103834984,2.41099089684743,2.952825123112141,5.777236931092881,2.6851350439446855,3.637169648914341,2.2211155571864443,5.152856411981919,ext,flex,flex,ext,flex,ext,flex,flex,0.0007044074681902416
