,direction_of_running,stepphase_L1,stepphase_L2,stepphase_L3,stepphase_L4,stepphase_R1,stepphase_R2,stepphase_R3,stepphase_R4,L1_outlier_pred,L2_outlier_pred,L3_outlier_pred,L4_outlier_pred,R1_outlier_pred,R2_outlier_pred,R3_outlier_pred,R4_outlier_pred,ext-flex-dist_L1,ext-flex-dist_L2,ext-flex-dist_L3,ext-flex-dist_L4,ext-flex-dist_R1,ext-flex-dist_R2,ext-flex-dist_R3,ext-flex-dist_R4,ext-flex-phase_L1,ext-flex-phase_L2,ext-flex-phase_L3,ext-flex-phase_L4,ext-flex-phase_R1,ext-flex-phase_R2,ext-flex-phase_R3,ext-flex-phase_R4,body_speed_MMperS,inner_segm_L1,outer_segm_L1,inner_segm_L2,outer_segm_L2,inner_segm_L3,outer_segm_L3,inner_segm_L4,outer_segm_L4,inner_segm_R1,outer_segm_R1,inner_segm_R2,outer_segm_R2,inner_segm_R3,outer_segm_R3,inner_segm_R4,outer_segm_R4
0,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,3.8569406520905933,7.909201632776143,6.013902187174117,10.972622503314906,5.29741774412692,6.894796296573498,6.49222440303859,,ext,ext,ext,ext,ext,ext,ext,,0.008011489377470775,0.4191849674250281,3.438541895381601,1.230943464403576,7.6172087371472355,2.5472601774078676,3.636909492455658,4.462000334785204,6.553765057993818,2.5719752986916773,2.80228857200108,3.0389028331666537,4.022109156850683,2.148060572951609,4.683483116538054,3.6722377991398187,
2,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.3386323713355504,7.625270998656576,5.803294430922439,12.107194858564664,4.3668113726143885,5.971547305487116,6.3454506097587124,,flex,flex,flex,ext,flex,flex,flex,,0.0069641139278607605,0.6696076473655308,3.322105530512925,1.0586299125159238,7.348199659785385,2.2158283290044585,3.7370210989039876,4.310946541834465,7.892174593838104,1.5829541365230821,2.9190643978049606,2.902363068134894,3.2729281293011736,2.3683969536637908,4.072744196691961,3.640982108139395,
3,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.018291127388799,7.259851225474376,6.602625356134981,12.49944218647952,4.703825144766141,6.055402964756893,6.792857357170337,,ext,flex,ext,ext,ext,ext,ext,,0.0040576289375928365,0.5560392589737395,3.877267780844407,1.4816962738517152,7.064705809893224,2.658097936452066,3.9549699609813693,4.474994538637967,8.067759124750673,1.7015644608475637,3.1753438617732654,2.900310449549371,3.2813745971291666,2.4423075809031918,4.355863706823871,3.226195400832612,
4,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,4.162143384777497,6.074811986298721,7.096165616782647,13.246189811245552,4.821138600028056,,7.251332678249244,,ext,flex,ext,ext,ext,,ext,,0.0056190838520845466,0.9887957225421489,3.211159681035542,0.9387423451769087,5.8508536356447225,2.15995987196071,4.970123941279287,5.269344040394366,7.981112241421739,1.4750185487849592,3.4590451232944885,2.732063480721151,,2.500904013797219,4.759138522139951,3.690702536706833,
5,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,5.833503288945731,7.212163319299567,13.340244342533252,7.660003653138201,,7.411167091251182,,,flex,ext,ext,ext,,ext,,0.008577901133726105,1.507944764838092,,0.9195277214277898,5.699577264174047,1.9246259032456454,5.290750054353701,4.998811528941415,8.355595156087128,1.402022931468052,6.372784828626498,2.5089321310178705,,2.550579164771713,4.871636320395142,2.815738185506734,
6,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,5.059881431139035,5.442059704151894,6.151247271101173,14.218964412931113,7.75558677339424,,7.408750605652265,,,flex,flex,ext,ext,,flex,,0.006305664636678726,1.3595304232897887,3.7147845197531058,0.9748881275170935,4.884971888428059,1.9271179332113175,4.224143125661156,5.68419431099262,8.538594476313602,1.9875786473529975,6.093457824038711,2.295922208120201,,2.302880334515583,5.1186649621848685,2.469627569365973,
7,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.6577189939804455,5.4139262105359425,6.952298705572766,13.847303350990696,9.849372290303338,7.7988343194597025,6.789778531219576,,ext,flex,ext,flex,ext,,flex,,0.0037411770206442255,2.1969213363013935,3.4739158868936704,1.1337528132537675,4.668288396360789,2.444937897823148,4.565203590947796,5.925736755161901,7.921680677088666,2.0052619151638944,8.008497077399376,2.1661689009483696,5.893702833790732,2.5166503235349227,4.273370013886124,3.2403698076097593,
8,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,,6.510941452002303,13.691856775186688,9.722120578527287,,7.808037207012701,9.258771455385295,,,flex,flex,flex,,ext,,0.007185804056209918,1.7246240045237986,,1.1784615985750015,,1.6394636303441932,4.90370081573329,6.270304065381615,7.425005792530046,1.4809815766251133,8.274751241994338,2.7527721632501376,,3.1862176467601575,4.666391289280191,2.968566573721996,6.358761872851962
9,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,,,8.611446819663568,14.655764852696999,9.927749157297226,,7.502227913137599,12.473576328568855,,,ext,ext,ext,,flex,ext,0.006807623928817729,2.084540657472626,,1.269110738334308,,2.641950364082647,6.008132449491637,6.477778265218551,8.188816583358127,0.6499571228304625,9.316596703280116,2.893503707654668,,3.086270257188819,4.467891986738046,3.4973549762522427,15.905020460365954
