,direction_of_running,stepphase_L1,stepphase_L2,stepphase_L3,stepphase_L4,stepphase_R1,stepphase_R2,stepphase_R3,stepphase_R4,ext-flex-dist_L1,ext-flex-dist_L2,ext-flex-dist_L3,ext-flex-dist_L4,ext-flex-dist_R1,ext-flex-dist_R2,ext-flex-dist_R3,ext-flex-dist_R4,ext-flex-phase_L1,ext-flex-phase_L2,ext-flex-phase_L3,ext-flex-phase_L4,ext-flex-phase_R1,ext-flex-phase_R2,ext-flex-phase_R3,ext-flex-phase_R4,body_speed_MMperS
0,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0
1,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',3.417296478967055,8.182511155349443,6.757050369652857,10.01941709224529,6.288724467510874,6.649965405307847,5.646341239702327,7.979828148495978,ext,ext,ext,ext,ext,ext,ext,ext,0.0011157135987377082
2,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',3.2971096740596657,8.303415247652238,6.6383995208159705,9.98975279139282,6.4855612875752096,5.858714879765221,5.956415678974784,8.093725602712441,flex,ext,flex,flex,ext,flex,ext,ext,0.0009510353995219464
3,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',3.0032463503729008,8.271400404271974,6.8355399702790764,10.205061857901596,6.359802836394725,5.744033367880938,5.886525561297317,7.6848048839758505,flex,flex,ext,ext,flex,flex,flex,flex,0.00031290989308767873
4,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',3.2019938087122446,8.213284030778041,6.801194804966513,10.205090463318824,6.57594717489879,6.69940142849157,6.0275730042389535,7.51948362366535,ext,flex,flex,ext,ext,ext,ext,flex,0.00019422945713483788
5,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',2.8545389840172626,7.835658718188116,6.7936166931878,9.374626256754025,6.928810355025296,5.909730078652445,6.377380586749121,8.264673691057355,flex,flex,flex,flex,ext,flex,ext,ext,0.00107525773280801
6,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',2.7364468029056552,7.512972241557743,7.12428459321826,8.858126342951167,6.178788794597028,7.344441126031101,5.414336863185988,8.917695659675694,flex,flex,ext,flex,flex,ext,flex,ext,0.0002922541940693781
7,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',3.0112201917165304,7.212007864165521,7.358201100945802,8.373139669478444,5.133521252446526,7.266416387425361,4.581152520211649,9.141701582333653,ext,flex,ext,flex,flex,flex,flex,ext,0.0033745937095628546
8,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',3.3184398918465936,6.877192587691152,7.1086766216477235,8.202904467951647,4.863842778993703,6.878466732283873,4.132317629309634,9.29227166620082,ext,flex,flex,flex,flex,flex,flex,ext,0.0029546432652772015
9,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',2.971651630867403,6.198637457756203,6.936736972996777,7.390534065717874,5.287483596573829,6.762761160099146,4.117906531524234,10.334021883328388,flex,flex,flex,flex,ext,flex,flex,ext,0.003881178496519385
10,RIGHT,b'stance0001',b'swing0001',b'nan',b'stance0001',b'swing0001',b'nan',b'nan',b'nan',3.073142673996819,5.588256866145806,6.747163169422706,7.246424531766788,4.891874675513937,5.906309575859393,4.4575960208748695,10.464006970415367,ext,flex,flex,flex,flex,flex,ext,ext,0.0038050072890057286
11,RIGHT,b'stance0001',b'swing0001',b'nan',b'stance0001',b'swing0001',b'nan',b'nan',b'nan',2.5910427518503494,5.33086677989997,5.941756656415179,6.874753482452995,5.321506020559707,5.279729372096183,4.582059552898019,10.553119868819945,flex,flex,flex,flex,ext,flex,ext,ext,0.002437216158321363
12,RIGHT,b'stance0001',b'swing0001',b'nan',b'stance0001',b'swing0001',b'nan',b'nan',b'nan',2.97503860319756,5.321617020772833,6.088381004138537,7.380631872961062,5.103814395770794,5.381040241976543,5.459095234722563,9.922495520313484,ext,flex,ext,ext,flex,ext,ext,flex,0.0020102062498052347
13,RIGHT,b'stance0001',b'swing0001',b'nan',b'stance0001',b'swing0001',b'nan',b'nan',b'nan',2.2839062326870962,4.450300079509415,6.237855786590332,8.446608336324893,5.326636100717156,5.026098610859937,5.277329673594828,9.846088100501948,flex,flex,ext,ext,ext,flex,flex,flex,0.004001397809332819
14,RIGHT,b'stance0001',b'swing0001',b'nan',b'stance0001',b'swing0001',b'nan',b'nan',b'nan',1.8429662136464915,5.9175246433212845,6.2892879053619035,8.870516972426971,4.847278494858724,5.139858589266117,5.526652851784706,9.617244107924515,flex,ext,ext,ext,flex,ext,ext,flex,0.002882920428879872
15,RIGHT,b'stance0001',b'swing0001',b'nan',b'stance0001',b'swing0001',b'nan',b'nan',b'nan',1.7508316933172197,7.82067336150505,6.327171782797969,9.803994300010872,4.56448003573942,4.6946055512618745,5.659480357828714,8.989679780893766,flex,ext,ext,ext,flex,flex,ext,flex,0.003786337972482453
16,RIGHT,b'swing0001',b'stance0001',b'nan',b'stance0001',b'swing0001',b'nan',b'nan',b'nan',2.0592433278781574,8.210389495105217,5.478818747872338,10.118847355901144,5.274418994298863,4.986190801271102,6.270280641770642,9.003303126267024,ext,ext,flex,ext,ext,ext,ext,ext,0.00237573916013982
17,RIGHT,b'swing0001',b'stance0001',b'nan',b'stance0001',b'swing0001',b'nan',b'nan',b'nan',2.2147587950756478,7.1251206101484135,5.767048547638267,10.70117071938217,6.808552917745056,3.5550772254694536,6.978611539242576,8.399799575640719,ext,flex,ext,ext,ext,flex,ext,flex,0.004574806752810196
18,RIGHT,b'swing0001',b'stance0001',b'nan',b'stance0001',b'swing0001',b'nan',b'swing0001',b'nan',2.502602378986981,6.117575402316173,5.107606671106453,11.196903258341004,6.985208022817162,3.328238081123413,7.398191730887019,7.625674038509617,ext,flex,flex,ext,ext,flex,ext,flex,0.0023525406718549
19,RIGHT,b'swing0001',b'stance0001',b'nan',b'stance0001',b'stance0001',b'swing0001',b'swing0001',b'nan',2.5789179490006187,6.21051473682415,5.085363993767414,11.683724202617842,7.34156924364954,3.4903007313159837,6.937874467583748,6.670625016764821,ext,ext,flex,ext,ext,ext,flex,flex,0.002129374078487462
20,RIGHT,b'swing0001',b'stance0001',b'stance0001',b'swing0001',b'stance0001',b'swing0001',b'swing0001',b'stance0001',2.622078543892474,6.139358168491475,5.477330157801075,12.263662256552989,6.6824156377467485,3.4866921496378387,6.609429059077719,6.08985813789467,ext,flex,ext,ext,flex,flex,flex,flex,0.003440627273854214
21,RIGHT,b'stance0002',b'swing0002',b'stance0001',b'swing0001',b'stance0001',b'swing0001',b'swing0001',b'stance0001',2.756141101422763,5.61220354496967,4.962672844501933,12.335268628555987,6.01551472600806,3.91111023475386,6.278400472324146,6.09144084557543,ext,flex,flex,ext,flex,ext,flex,ext,0.0027623379061961074
22,RIGHT,b'stance0002',b'swing0002',b'stance0001',b'swing0001',b'stance0001',b'swing0001',b'swing0001',b'stance0001',3.2915631828606453,5.331307972765295,4.544701366439199,12.242178536858095,6.1041979264350825,4.675388003947435,5.989494803282739,6.373584562476504,ext,flex,flex,flex,ext,ext,flex,ext,0.003049903207703967
23,RIGHT,b'stance0002',b'swing0002',b'stance0001',b'swing0001',b'stance0001',b'swing0001',b'stance0001',b'stance0001',3.1586392580630984,5.052348670271336,4.741912907112948,11.767800636440441,5.827936314882764,3.960162002022651,6.091068861201921,7.553876253017376,flex,flex,ext,flex,flex,flex,ext,ext,0.002807469145320587
24,RIGHT,b'stance0002',b'swing0002',b'stance0001',b'swing0001',b'stance0001',b'swing0001',b'stance0001',b'stance0001',2.954517581424722,5.369341575731739,5.269224751220294,11.437814385251949,4.963828286800633,4.23066173666254,5.590369769883673,8.003927499800657,flex,ext,ext,flex,flex,ext,flex,ext,0.002538332715883122
25,RIGHT,b'stance0002',b'swing0002',b'stance0001',b'swing0001',b'stance0001',b'stance0001',b'stance0001',b'stance0001',2.756249154683786,5.2571310918438146,5.253886399006231,10.614564603744393,3.4053217155308344,5.734270351071039,4.72994545166167,8.53036094523918,flex,flex,flex,flex,flex,ext,flex,ext,0.0029989363045972183
26,RIGHT,b'stance0002',b'swing0002',b'stance0001',b'swing0001',b'swing0002',b'stance0001',b'stance0001',b'stance0001',2.5846791837216787,7.850078672084693,5.030682917058781,9.683562379353386,3.1852166648438356,5.307416508359594,4.838546280687827,9.111213676766589,flex,ext,flex,flex,flex,flex,ext,ext,0.002779335212665227
27,RIGHT,b'stance0002',b'swing0002',b'stance0001',b'swing0001',b'swing0002',b'stance0001',b'stance0001',b'stance0001',2.1121860266726458,7.8001823605416245,6.063678478739316,8.544949417368203,3.4655498935186153,4.883559217630974,4.518654665310342,9.44573394947229,flex,flex,ext,flex,ext,flex,flex,ext,0.0020108966117065325
28,RIGHT,b'stance0002',b'stance0002',b'stance0001',b'swing0001',b'swing0002',b'stance0001',b'stance0001',b'swing0001',2.014847397398492,7.667563126083054,5.955590011496042,7.480067608813552,4.7107539183258655,4.3950854173894145,5.435031933280635,9.365074989002006,flex,flex,flex,flex,ext,flex,ext,flex,0.0030491711774401752
29,RIGHT,b'swing0002',b'stance0002',b'swing0001',b'swing0001',b'swing0002',b'stance0001',b'stance0001',b'swing0001',2.097384585145104,8.8900005144502,6.608138325951139,7.097346308004912,4.5543818321540455,4.294479464964526,5.526796103625223,9.33390983775875,ext,ext,ext,flex,flex,flex,ext,flex,0.004255874112762596
30,RIGHT,b'swing0002',b'stance0002',b'swing0001',b'stance0002',b'swing0002',b'stance0001',b'stance0001',b'swing0001',2.322087965220791,7.94908157630257,6.403629985855927,7.001990940786027,5.106785449668365,4.042974463260201,5.888935547035492,9.47393093583047,ext,flex,flex,flex,ext,flex,ext,ext,0.004802763199507091
31,RIGHT,b'swing0002',b'stance0002',b'swing0001',b'stance0002',b'swing0002',b'stance0001',b'stance0001',b'swing0001',2.224315108810711,7.200138703915756,5.7454580205155,6.544648947116465,4.631025291750112,4.877707034809826,5.7144165165279395,9.331523718565299,flex,flex,flex,flex,flex,ext,flex,flex,0.003530819505317139
