,direction_of_running,stepphase_L1,stepphase_L2,stepphase_L3,stepphase_L4,stepphase_R1,stepphase_R2,stepphase_R3,stepphase_R4,ext-flex-dist_L1,ext-flex-dist_L2,ext-flex-dist_L3,ext-flex-dist_L4,ext-flex-dist_R1,ext-flex-dist_R2,ext-flex-dist_R3,ext-flex-dist_R4,ext-flex-phase_L1,ext-flex-phase_L2,ext-flex-phase_L3,ext-flex-phase_L4,ext-flex-phase_R1,ext-flex-phase_R2,ext-flex-phase_R3,ext-flex-phase_R4,body_speed_MMperS
0,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0
1,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.6739096045208413,2.834207025756584,4.353273337855843,7.701716861946728,2.8063090636363732,4.046055674047678,4.872897606721134,6.59235357064181,ext,ext,ext,ext,ext,ext,ext,ext,0.000836533584291997
2,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.8799339630320744,2.540958643980977,3.807513847471515,7.267222083457889,2.782874072792837,4.230107992731059,4.646709795801654,5.943792070855707,ext,flex,flex,flex,flex,ext,flex,flex,0.0019771672097318033
3,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.8520296283512065,1.549873785743466,3.6428684914311686,6.772420949317875,3.9186710642763347,3.239943973470348,4.977709216829774,4.733565585064985,flex,flex,flex,flex,ext,flex,ext,flex,0.0023572217930974853
4,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',2.307009240761934,,3.7787201610249106,6.7022605808444204,3.2010005034006674,3.7122036913520944,4.583066927107142,4.8946792558910825,ext,,ext,flex,flex,ext,flex,ext,0.002285168404430867
5,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',2.2832836179944542,,4.2351637409858744,6.907152192013218,3.7647795732301335,3.429033329630626,4.184997024000148,,flex,,ext,ext,ext,flex,flex,,0.004465644375326855
6,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',2.163258563341681,,3.7389714543001196,6.970157817521963,3.76968690836062,3.15702292795817,4.606653168326815,,flex,,flex,ext,ext,flex,ext,,0.00032664234929981534
7,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',2.0189214380537677,3.222139587281898,3.78039782253302,7.113708664168508,4.2708789794024575,3.457466715040256,5.004944522548584,5.705629638755377,flex,,ext,ext,ext,ext,ext,,0.0007599184210002021
8,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.8996955495741654,4.396592437301033,4.221053143441331,7.228351551168969,3.940526409660958,3.2236053942843323,5.0709490986300745,6.408545466691757,flex,ext,ext,ext,flex,flex,ext,ext,0.001554438496838891
9,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.8938200140168064,5.565577323696842,4.264415868704101,7.522264299697953,4.057168921521598,3.845795032209708,5.317171307080308,7.138300930230292,flex,ext,ext,ext,ext,ext,ext,ext,0.0007002600303833363
10,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.7514647796731364,6.3514753555977235,4.73379094201587,7.615494010024219,5.0242352834002055,3.564249327265869,5.446516924330078,7.50186214865611,flex,ext,ext,ext,ext,flex,ext,ext,0.0014444624920449372
11,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.3231798615660586,6.014571317483696,4.534383122713712,7.500684100266004,5.540961885487348,3.55560144694623,5.497239644385518,7.372223296561873,flex,flex,flex,flex,ext,flex,ext,flex,0.0009864095329702419
12,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.5147931450993555,5.7907737776022925,4.150320142250927,7.833703132002955,5.274481927236728,3.7425123785859955,5.177660976739218,7.562105966868323,ext,flex,flex,ext,flex,ext,flex,ext,0.0009610257895029455
13,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.6868918048874073,4.3121522412447595,4.120848954849714,8.524981886427337,4.705823250869344,3.7210914273652946,5.180254525468912,7.6005129953293125,ext,flex,flex,ext,flex,flex,ext,ext,0.0014969385304105995
14,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.5224366629910195,5.721488148359742,4.179752386865781,7.941692492263158,4.57683496815008,3.301179955479023,5.228330959505433,7.567467803166996,flex,ext,ext,flex,flex,flex,ext,flex,0.0011969397674984796
15,RIGHT,b'nan',b'nan',b'nan',b'swing0001',b'nan',b'nan',b'nan',b'nan',1.5463263688569617,3.878031639514091,4.510529367878625,8.169652919150689,4.600566894389336,3.154669245192218,5.085226533320123,7.70630384179109,ext,flex,ext,ext,ext,flex,flex,ext,0.002300387041702423
16,RIGHT,b'nan',b'nan',b'swing0001',b'swing0001',b'nan',b'nan',b'nan',b'nan',1.6665036218032343,5.190686380039583,4.498053982916567,8.194024954927453,4.629528327507503,3.6425870053731595,5.0519780980374165,7.499316916393959,ext,ext,flex,ext,ext,ext,flex,flex,0.002084193017164378
17,RIGHT,b'nan',b'stance0001',b'swing0001',b'swing0001',b'nan',b'nan',b'nan',b'nan',1.8813864889961989,5.068845391432088,4.396770834239769,8.177486698957448,3.770698174365609,4.126040749744637,4.4359411037921435,7.583655858001996,ext,flex,flex,flex,flex,ext,flex,ext,0.001335599556471148
18,RIGHT,b'swing0001',b'stance0001',b'swing0001',b'stance0001',b'swing0001',b'nan',b'nan',b'nan',1.6845079171461,5.328592120727327,4.572087887285062,7.806329926736118,3.769389841480633,4.32057968720998,4.181072290901223,7.11642739418795,flex,ext,ext,flex,flex,ext,flex,flex,0.0025056104700350284
19,RIGHT,b'swing0001',b'stance0001',b'swing0001',b'stance0001',b'swing0001',b'nan',b'nan',b'nan',1.5744751767527836,4.547698066481785,4.397707663993104,7.489700362011303,3.4860530584127685,3.8686921372997514,4.165457936519518,7.277974070064723,flex,flex,flex,flex,flex,flex,flex,ext,0.001633299391339188
20,RIGHT,b'swing0001',b'stance0001',b'swing0001',b'stance0001',b'swing0001',b'nan',b'stance0001',b'nan',1.4942860459852436,4.204721400931555,4.676261551603505,7.520950839258024,4.092380676071225,3.5695615299031735,4.879376465840329,7.488185724635078,flex,flex,ext,ext,ext,flex,ext,ext,0.0030437416273097883
21,RIGHT,b'swing0001',b'stance0001',b'swing0001',b'stance0001',b'swing0001',b'nan',b'stance0001',b'nan',1.6700884674061673,5.576420537528153,4.685496619083434,8.118229758950331,4.006936095571404,3.688870543043315,5.020937868048136,7.968963472460362,ext,ext,ext,ext,flex,ext,ext,ext,0.0018206117380911689
