,direction_of_running,stepphase_L1,stepphase_L2,stepphase_L3,stepphase_L4,stepphase_R1,stepphase_R2,stepphase_R3,stepphase_R4,ext-flex-dist_L1,ext-flex-dist_L2,ext-flex-dist_L3,ext-flex-dist_L4,ext-flex-dist_R1,ext-flex-dist_R2,ext-flex-dist_R3,ext-flex-dist_R4,ext-flex-phase_L1,ext-flex-phase_L2,ext-flex-phase_L3,ext-flex-phase_L4,ext-flex-phase_R1,ext-flex-phase_R2,ext-flex-phase_R3,ext-flex-phase_R4,body_speed_MMperS
15,RIGHT,b'stance0001',b'swing0001',b'swing0003',b'swing0001',b'swing0001',b'stance0001',b'swing0001',b'stance0001',2.3765601941633454,3.3631113827288686,4.384032450791273,7.646804185932578,3.137978620191107,4.044447188570927,3.922438470286441,5.093214475168034,ext,ext,ext,flex,ext,ext,ext,flex,0.004242643599226346
16,RIGHT,b'stance0001',b'stance0001',b'stance0003',b'swing0001',b'swing0001',b'stance0001',b'swing0001',b'stance0001',1.7657895293019847,4.016242324675444,4.414276219665902,7.473607616283769,2.732727513967861,3.7026351380830875,4.139436913847675,5.4664007776852,flex,ext,ext,flex,flex,flex,ext,ext,0.004408973566233492
17,RIGHT,b'stance0001',b'stance0001',b'stance0003',b'swing0001',b'swing0001',b'stance0001',b'swing0001',b'stance0001',1.9762827792052184,4.590641295896116,4.124728046087733,7.462850521342126,3.1119301473352716,3.3324931435264142,3.979272672122911,6.649456722036362,ext,ext,flex,flex,ext,flex,flex,ext,0.0018942744171407885
18,RIGHT,b'stance0001',b'stance0001',b'stance0003',b'swing0001',b'stance0001',b'stance0001',b'swing0001',b'stance0001',1.8238260593040123,4.061642351369821,5.083378215186714,7.471751459164602,3.0016303426106945,3.0734020170583025,3.705627500729374,6.732681961600409,flex,flex,ext,ext,flex,flex,flex,ext,0.0035196403331151345
19,RIGHT,b'stance0001',b'stance0001',b'stance0003',b'swing0001',b'stance0001',b'stance0001',b'swing0001',b'swing0002',1.7685487924951842,3.917426876922502,5.157013565283307,6.807901284821498,4.520060981989967,2.669669664012853,3.3554891769180184,6.685155288962551,flex,flex,ext,flex,ext,flex,flex,flex,0.003099989621159447
20,RIGHT,b'stance0001',b'stance0001',b'stance0003',b'stance0002',b'stance0001',b'swing0002',b'swing0001',b'swing0002',1.289992489419236,3.4739780185343285,4.965754765975336,5.198962751457315,5.552230125881561,1.8942444542683585,2.941205625619117,6.781663225585729,flex,flex,flex,flex,ext,flex,flex,ext,0.0038752320539943213
21,RIGHT,b'stance0001',b'stance0001',b'stance0003',b'stance0002',b'stance0001',b'swing0002',b'stance0002',b'swing0002',0.616663246331073,3.1368414360083103,4.297287927087669,4.412947185882584,4.673178225004125,2.3605372933361757,3.4948670178537258,6.133496525974157,flex,flex,flex,flex,flex,ext,ext,flex,0.00476639360894449
22,RIGHT,b'swing0002',b'swing0002',b'swing0004',b'stance0002',b'stance0001',b'swing0002',b'stance0002',b'swing0002',1.0111281018495974,2.0424190872360244,3.3201582707454587,4.489583737311984,,1.974056423123362,3.191414153942026,6.366644235330267,ext,flex,flex,ext,,flex,flex,ext,0.004109763028754442
23,RIGHT,b'swing0002',b'swing0002',b'swing0004',b'stance0002',b'stance0001',b'swing0002',b'stance0002',b'swing0002',0.5890626915313472,1.766023975819922,203.0714680849043,5.410583539550412,,2.079605450503042,3.2492003205990705,6.266677831614061,flex,flex,ext,ext,,ext,ext,flex,0.0038469507660857175
24,RIGHT,b'swing0002',b'swing0002',b'swing0004',b'stance0002',b'stance0001',b'swing0002',b'stance0002',b'swing0002',0.5262771769430301,2.0792117423250653,37.94566216091516,5.578628383242043,3.001451927972648,2.3219316518583097,3.4045179870390774,6.2173370743540275,flex,ext,flex,ext,,ext,ext,flex,0.004143943261189965
25,RIGHT,b'swing0002',b'swing0002',b'swing0004',b'stance0002',b'stance0001',b'swing0002',b'stance0002',b'swing0002',1.7273930097385404,2.429737695566027,3.862658589927069,6.930202546504333,2.294437418543144,3.333557311006484,3.5025351576323573,5.63888154970691,ext,ext,flex,ext,flex,ext,ext,flex,0.0036470681495314318
26,RIGHT,b'swing0002',b'swing0002',b'swing0004',b'stance0002',b'swing0002',b'swing0002',b'stance0002',b'stance0002',2.1557739548254458,2.690277858082416,3.6120408653657057,7.701651625727836,2.1019153805532262,4.0314454254242635,3.8085679337326455,5.117273911524215,ext,ext,flex,ext,flex,ext,ext,flex,0.003583831171184433
27,RIGHT,b'stance0002',b'swing0002',b'swing0004',b'stance0002',b'swing0002',b'stance0002',b'swing0002',b'stance0002',1.4609084370263692,3.1200810116656528,4.518125794429754,7.977193372080931,2.456776399117132,3.4532343401221137,3.989574284590806,5.4000331970338875,flex,ext,ext,ext,ext,flex,ext,ext,0.003984551225613607
28,RIGHT,b'stance0002',b'stance0002',b'stance0004',b'swing0002',b'swing0002',b'stance0002',b'swing0002',b'stance0002',1.6504672172961536,2.5556864580586516,4.1625638435006005,6.494065980616841,2.2136315119287535,3.7661877475492522,4.1217980925694935,4.804456606217095,ext,flex,flex,flex,flex,ext,ext,flex,0.005674355400139305
29,RIGHT,b'stance0002',b'stance0002',b'stance0004',b'swing0002',b'swing0002',b'stance0002',b'swing0002',b'stance0002',1.5496924498889355,3.0079661922996146,3.1231780553836463,6.882064448727209,1.7905141618947487,3.775402934441856,4.322829516138783,4.854982917860295,flex,ext,flex,ext,flex,ext,ext,ext,0.004284243201496863
30,RIGHT,b'stance0002',b'stance0002',b'stance0004',b'swing0002',b'swing0002',b'stance0002',b'swing0002',b'stance0002',0.987354592025891,2.4388512114904772,3.7238500451626444,7.131552314922466,,2.360517429533421,4.20427510899713,5.45517660725895,flex,flex,ext,ext,,flex,flex,ext,0.0039005300633206228
31,RIGHT,b'stance0002',b'stance0002',b'stance0004',b'swing0002',b'swing0002',b'stance0002',b'swing0002',b'stance0002',1.331240625875057,2.26870062105911,3.8760539817207564,7.691128576268315,,2.1535827434216204,4.132964188437727,5.822145262909169,ext,flex,ext,ext,,flex,flex,ext,0.005152087805424952
32,RIGHT,b'stance0002',b'stance0002',b'stance0004',b'swing0002',b'swing0002',b'swing0003',b'swing0002',b'stance0002',2.195570709959467,2.8887055449388503,4.3086394138683985,6.898581046626695,,2.4376532064956167,3.885164180311715,6.745527297776962,ext,ext,ext,flex,,ext,flex,ext,0.0017551651770185536
33,RIGHT,b'swing0003',b'stance0002',b'swing0005',b'swing0002',b'swing0002',b'swing0003',b'swing0002',b'stance0002',2.8584442128916603,2.704191262017092,4.634050139398753,6.568592372647573,4.520941113680797,2.6246017590582325,3.7356727873302846,6.57648205206206,ext,flex,ext,flex,,ext,flex,flex,0.002215936222965371
34,RIGHT,b'swing0003',b'stance0002',b'swing0005',b'stance0003',b'stance0002',b'swing0003',b'swing0002',b'swing0003',2.268065548181077,2.5675704152795347,4.28409526287638,5.153183380190662,4.296291412040594,2.859689936977746,3.5213673034556554,6.103511399741642,flex,flex,flex,flex,flex,ext,flex,flex,0.002354550550845356
35,RIGHT,b'stance0003',b'stance0002',b'swing0005',b'stance0003',b'stance0002',b'swing0003',b'stance0003',b'swing0003',1.900875440886128,1.7259411053720064,3.3697471944351807,5.187171667207289,4.105534098259716,3.029782566463933,2.7674240121616327,6.278329895618007,flex,flex,flex,ext,flex,ext,flex,ext,0.003455617089575892
36,RIGHT,b'stance0003',b'stance0002',b'swing0005',b'stance0003',b'stance0002',b'swing0003',b'stance0003',b'swing0003',2.3159945875215677,1.5512962871793656,4.196130636215167,5.0218753295214205,3.2296084364068545,3.227653903378585,3.000820604629634,6.464472454704582,ext,flex,ext,flex,flex,ext,ext,ext,0.003449195677087052
37,RIGHT,b'swing0004',b'stance0002',b'swing0005',b'stance0003',b'stance0002',b'swing0003',b'stance0003',b'swing0003',1.9523365516107962,1.5385117379804931,3.980369888779571,5.404390121242546,2.9334631155384048,2.695188675154165,2.6428882103237497,6.204148805187531,flex,flex,flex,ext,flex,flex,flex,flex,0.004017432022743863
38,RIGHT,b'swing0004',b'stance0002',b'swing0005',b'stance0003',b'stance0002',b'stance0003',b'stance0003',b'swing0003',2.331639916996717,1.70236643863322,3.9051751756908946,6.97339668845222,2.714018853579875,3.302929669065489,2.5604177301457582,6.184665228389327,ext,ext,flex,ext,flex,ext,flex,flex,0.004383670480558503
39,RIGHT,b'swing0004',b'stance0002',b'swing0005',b'stance0003',b'stance0002',b'stance0003',b'stance0003',b'swing0003',2.054755212952568,2.0418531183327913,4.003354125216858,7.718870703161589,2.240426918567154,4.052696906044082,3.219899340767813,6.107792129909357,flex,ext,ext,ext,flex,ext,ext,flex,0.0033409354194124923
40,RIGHT,b'swing0004',b'stance0002',b'swing0005',b'stance0003',b'stance0002',b'stance0003',b'stance0003',b'swing0003',2.2453071715104977,1.7342463411398237,3.791107301884836,7.447550501740367,2.0657745796913085,3.78758918899653,3.4427233623230458,5.93491932988256,ext,flex,flex,flex,flex,flex,ext,flex,0.002991497701237636
41,RIGHT,b'swing0004',b'stance0002',b'stance0005',b'stance0003',b'stance0002',b'stance0003',b'swing0003',b'swing0003',2.228046257893784,1.2326932794109202,4.2890482645218855,8.166948024854602,2.379422887447222,4.469059665763408,3.4181820144525457,5.290215525522578,flex,flex,ext,ext,ext,ext,flex,flex,0.0064590053325979495
42,RIGHT,b'swing0004',b'swing0003',b'stance0005',b'swing0003',b'stance0002',b'stance0003',b'swing0003',b'swing0003',2.1938167421490884,0.9894867094716596,2.4274588803981922,7.902496873378075,2.0529807295197036,3.9564385655317422,3.5114710151247444,5.704149012142769,flex,flex,flex,flex,flex,flex,ext,ext,0.0032600701986761522
43,RIGHT,b'swing0004',b'swing0003',b'stance0005',b'stance0004',b'stance0002',b'stance0003',b'swing0003',b'swing0003',,0.8711331432295387,3.790595519022935,,1.3778182593048205,4.182443538957836,3.150148639544209,4.821740905658069,,flex,ext,,flex,ext,flex,flex,0.005753197127802526
44,RIGHT,b'swing0004',b'swing0003',b'stance0005',b'stance0004',b'swing0003',b'swing0004',b'swing0003',b'swing0003',,0.42847406600088395,2.1683964469475585,,0.8094284440457544,3.7445793363734574,2.7319263470672803,,,flex,flex,,flex,flex,flex,,0.004330034984941378
45,RIGHT,b'swing0004',b'swing0003',b'stance0005',b'swing0004',b'swing0003',b'swing0004',b'swing0003',b'swing0003',,0.5370427281240662,2.0251876718418207,,,2.920726728617101,3.0379632752603927,,,ext,flex,,,flex,ext,,0.004973875527036575
46,RIGHT,b'swing0004',b'swing0003',b'stance0005',b'stance0005',b'swing0003',b'swing0004',b'swing0003',b'swing0003',2.8618964188250247,0.3480208395288002,3.432574896209281,,,4.047452882547134,3.2380595222455884,,,flex,ext,,,ext,ext,,0.0035984266499453493
47,RIGHT,b'swing0004',b'swing0003',b'swing0006',b'stance0005',b'swing0003',b'swing0004',b'swing0003',b'swing0003',3.6112379389079083,1.485660606658294,4.140448151273168,6.904100972303778,3.142104494658846,4.261101823021971,3.8414897873630376,5.6757371405175645,ext,ext,ext,,,ext,ext,,0.00240246850673229
48,RIGHT,b'swing0004',b'swing0003',b'swing0006',b'stance0005',b'swing0003',b'swing0004',b'swing0003',b'stance0003',3.1524430013977423,1.5422894224106836,4.65303408216973,5.971424482553461,2.871984721987637,3.685585917826449,3.557476818680552,5.27658926387935,flex,ext,ext,flex,flex,flex,flex,flex,0.0026536821051243746
49,RIGHT,b'stance0004',b'stance0003',b'swing0006',b'stance0005',b'stance0003',b'swing0004',b'stance0004',b'stance0003',2.787708197163976,1.530643122416142,4.037560374221491,6.015615080279451,2.7692470053872613,4.036457102397421,3.439541007719433,5.350415703824884,flex,flex,flex,ext,flex,ext,flex,ext,0.003314871752511658
50,RIGHT,b'stance0004',b'stance0003',b'swing0006',b'stance0005',b'stance0003',b'stance0004',b'stance0004',b'stance0003',2.346715635110799,1.1699273076349928,3.6878178592718376,6.223546002817858,2.092433051405788,3.6952451737336975,3.2594202596213715,5.532941647076458,flex,flex,flex,ext,flex,flex,flex,ext,0.004124719125396704
51,RIGHT,b'stance0004',b'stance0003',b'swing0006',b'stance0005',b'stance0003',b'swing0005',b'stance0004',b'stance0003',2.287115942537724,0.8913228790028315,3.93390507291207,6.024558017040501,2.204246614731361,3.5137571598449524,3.2400984218729554,5.27294643574758,flex,flex,ext,flex,ext,flex,flex,flex,0.005913506769132445
52,RIGHT,b'swing0005',b'swing0004',b'swing0006',b'stance0005',b'swing0004',b'stance0005',b'stance0004',b'swing0004',2.8765359203422145,0.9687994332653865,3.745411011393267,6.8513718468956295,1.763939278605688,3.9814895373011807,2.54980396843835,5.018668698266485,ext,ext,flex,ext,flex,ext,flex,flex,0.002668133746709342
53,RIGHT,b'swing0005',b'swing0004',b'swing0006',b'stance0005',b'swing0004',b'stance0005',b'stance0004',b'swing0004',2.977200854512723,0.9620570104621121,3.551816815536214,7.799611948051972,1.733964382476061,4.426116961028485,2.4657938831680344,5.543867439745682,ext,flex,flex,ext,flex,ext,flex,ext,0.0027653831538749668
54,RIGHT,b'swing0005',b'swing0004',b'stance0006',b'stance0005',b'swing0004',b'swing0006',b'stance0004',b'swing0004',2.6410981501912136,1.377675854675433,4.7294570790358526,7.6103828254829615,1.968690172541162,4.740908192965171,2.9701441078878728,4.93695046496821,flex,ext,ext,flex,ext,ext,ext,flex,0.0027835583343203715
55,RIGHT,b'stance0005',b'swing0004',b'stance0006',b'stance0005',b'swing0004',b'swing0006',b'stance0004',b'swing0004',3.0668188149994013,1.371671685627142,5.068086292544372,8.27732400433468,2.3708630307121186,4.3770234730782045,3.2006734398152177,4.874413815230006,ext,flex,ext,ext,ext,flex,ext,flex,0.004782149555481351
56,RIGHT,b'stance0005',b'stance0004',b'stance0006',b'stance0005',b'swing0004',b'stance0006',b'swing0004',b'swing0004',2.824508033548122,0.8907702754921315,4.25076022959365,,2.0498560209185848,3.831502562502646,3.654136549094203,,flex,flex,flex,,flex,flex,ext,,0.0033280150613523413
57,RIGHT,b'stance0005',b'stance0004',b'stance0006',b'stance0005',b'swing0004',b'swing0007',b'swing0004',b'stance0004',2.7173405740293854,2.3165710181525068,3.599293769156982,,2.3202500952001968,4.0366670055142135,3.3282688577040704,,flex,ext,flex,,ext,ext,flex,,0.004404200324651903
58,RIGHT,b'stance0005',b'stance0004',b'stance0006',b'stance0005',b'swing0004',b'swing0007',b'swing0004',b'stance0004',2.956903497986612,1.8099485713175762,4.514060275866174,,2.7542784394461597,4.0335747498298655,3.7228439575705505,4.318485023900455,ext,flex,ext,,ext,flex,ext,,0.003925862204470297
59,RIGHT,b'stance0005',b'stance0004',b'stance0006',b'stance0005',b'stance0004',b'swing0007',b'swing0004',b'stance0004',3.3766714997474647,2.320911416301043,4.384751098248136,,3.4291365889433187,3.5479580574934015,3.776012071836532,3.4477760349945994,ext,ext,flex,,ext,flex,ext,flex,0.00214629720171003
60,RIGHT,b'stance0005',b'stance0004',b'stance0006',b'stance0005',b'swing0005',b'swing0007',b'swing0004',b'stance0004',3.792087578355706,2.060237130623753,4.3352546727119075,,3.242162366737793,4.553542713464389,3.903616417005885,3.94564017851211,ext,flex,flex,,flex,ext,ext,ext,0.0038443631822545985
61,RIGHT,b'stance0005',b'stance0004',b'stance0006',b'swing0005',b'stance0005',b'swing0007',b'swing0004',b'stance0004',3.6964389544505067,1.3966918221154996,4.588407930174215,,2.9183446158432207,4.577928932456986,3.8379045172955157,4.761703781692571,flex,flex,ext,,flex,ext,flex,ext,0.0032668755991738627
62,RIGHT,b'stance0005',b'stance0004',b'swing0007',b'stance0006',b'stance0005',b'swing0007',b'swing0004',b'stance0004',3.2662360360153393,1.5717853701851596,4.771870708823332,6.768958996945111,3.3290454743644227,4.727048481921194,3.6370077494909387,5.659200666269849,flex,ext,ext,,ext,ext,flex,ext,0.0028837337940880396
63,RIGHT,b'stance0005',b'stance0004',b'swing0007',b'swing0006',b'stance0005',b'swing0007',b'stance0005',b'stance0004',4.234357574836739,0.8433568902194661,4.492125110123351,6.756329042026626,3.2198980168456295,5.0574444009669675,3.8383531516461806,5.945822082642219,ext,flex,flex,flex,flex,ext,ext,ext,0.0013409265817370024
64,RIGHT,b'stance0005',b'swing0005',b'swing0007',b'swing0006',b'stance0005',b'stance0007',b'stance0005',b'stance0004',3.5004945968112717,0.4245803244192742,5.111913788827675,6.539197028539169,2.4017248419908945,5.09582637986324,3.3411391238377015,6.017851911881551,flex,flex,ext,flex,flex,ext,flex,ext,0.0027456409418263757
65,RIGHT,b'stance0005',b'swing0005',b'swing0007',b'swing0006',b'stance0005',b'stance0007',b'stance0005',b'swing0005',3.43930919850837,0.4042205526558875,5.066972837784858,6.577258824660191,2.2832670378122493,4.879311145270101,3.15169474310021,6.031548792159128,flex,flex,flex,ext,flex,flex,flex,ext,0.0023560882611066885
66,RIGHT,b'stance0005',b'swing0005',b'swing0007',b'swing0006',b'stance0005',b'stance0007',b'stance0005',b'swing0005',3.9200918396015663,0.6202915936257545,5.014904490437082,6.630088342556885,2.127182002261307,4.205943479210557,3.0925884954879796,5.709927343756842,ext,ext,flex,ext,flex,flex,flex,flex,0.002503517443519744
67,RIGHT,b'stance0005',b'swing0005',b'swing0007',b'swing0006',b'stance0005',b'stance0007',b'stance0005',b'swing0005',4.016313344228855,0.6097855594361951,4.50558908690799,7.0152446287248695,2.4296450353768617,4.652671407248084,3.783562350340639,5.917454378849626,ext,flex,flex,ext,ext,ext,ext,ext,0.001959105535048136
68,RIGHT,b'stance0005',b'swing0005',b'swing0007',b'swing0006',b'swing0006',b'stance0007',b'stance0005',b'swing0005',3.864178142326185,1.102603108022916,5.352117046684993,6.843962834196192,1.9935829622894987,4.635613037129958,4.190169872308546,5.582918159828839,flex,ext,ext,flex,flex,flex,ext,flex,0.00251048100025129
69,RIGHT,b'stance0005',b'stance0005',b'stance0007',b'swing0006',b'swing0006',b'stance0007',b'stance0005',b'swing0005',2.9598709965913317,1.1640894491644618,5.629167521865683,6.322157523377315,1.5403400428277287,4.661254626343201,4.614393961745428,5.341821865388146,flex,ext,ext,flex,flex,ext,ext,flex,0.002957937544077581
70,RIGHT,b'stance0005',b'stance0005',b'stance0007',b'stance0007',b'swing0006',b'stance0007',b'swing0005',b'swing0005',2.5514552451979213,1.1541594947426195,5.500312048805619,,1.728832662966645,4.348631052594094,4.005005675487988,4.868007130452184,flex,flex,flex,,ext,flex,flex,flex,0.002657245457723123
71,RIGHT,b'swing0006',b'stance0005',b'stance0007',b'stance0007',b'swing0006',b'stance0007',b'swing0005',b'swing0005',2.709009873960854,1.4789164251978861,5.440895714896468,,1.9156578342546702,4.587828739207841,3.845889245156467,4.640051697644626,ext,ext,flex,,ext,ext,flex,flex,0.0015140465226234964
72,RIGHT,b'swing0006',b'stance0005',b'stance0007',b'stance0007',b'swing0006',b'swing0008',b'swing0005',b'swing0005',2.6731853808405805,1.439170453745491,5.4046591153449635,,2.228704073308825,3.7791136799994747,4.294082390841837,3.627849651099259,flex,flex,flex,,ext,flex,ext,flex,0.002635331388462939
73,RIGHT,b'swing0006',b'stance0005',b'stance0007',b'stance0007',b'swing0006',b'swing0008',b'swing0005',b'swing0005',2.852493169146108,0.9552411019462095,5.379468758856696,,2.97850561089599,4.319324298005799,4.132765432902658,4.070066719496453,ext,flex,flex,,ext,ext,flex,ext,0.0013949079467985106
74,RIGHT,b'swing0006',b'stance0005',b'stance0007',b'stance0007',b'swing0006',b'swing0008',b'swing0005',b'swing0005',3.282936546247535,1.6301181690685052,5.815898089388648,6.9139051710667685,2.8820403716982796,4.048739439502665,4.56057686633348,4.148539764484145,ext,ext,ext,,flex,flex,ext,ext,0.0020471157289950895
75,RIGHT,b'swing0006',b'stance0005',b'swing0008',b'stance0007',b'stance0006',b'swing0008',b'swing0005',b'swing0005',3.3462978139836297,2.232066758154552,5.292611983523101,6.983128230212696,3.0987757859123737,,3.823467256610368,4.14188124826327,ext,ext,flex,ext,ext,,flex,flex,0.0011570657168958314
76,RIGHT,b'swing0006',b'stance0005',b'swing0008',b'stance0007',b'stance0006',b'swing0008',b'swing0005',b'stance0005',3.2786855920269606,2.210788555895943,5.077379817860808,7.170777562876293,3.308247085829546,,3.750556181165193,4.269932825775095,flex,flex,flex,ext,ext,,flex,ext,0.0017695514103429606
77,RIGHT,b'stance0006',b'swing0006',b'swing0008',b'swing0007',b'stance0006',b'swing0008',b'stance0006',b'swing0006',3.7817466330524616,2.0989046139557805,4.876209018408464,7.148947333566247,2.913952219792151,4.861343837003351,4.306396009057984,4.439742705663405,ext,flex,flex,flex,flex,,ext,ext,0.000761935521489866
78,RIGHT,b'stance0006',b'swing0006',b'swing0008',b'swing0007',b'stance0006',b'swing0008',b'stance0006',b'stance0006',3.3384510671864946,2.074877120506251,4.795450261352391,7.604373452477958,2.7924721106412225,5.944282726292354,3.9838901555085293,4.420773832699345,flex,flex,flex,ext,flex,ext,flex,flex,0.0024021687762277202
79,RIGHT,b'stance0006',b'swing0006',b'swing0008',b'swing0007',b'stance0006',b'swing0008',b'stance0006',b'swing0007',3.187954481545002,2.511916744465631,5.042362330308827,7.816528882519143,2.488151015971304,5.235142228303194,4.355098718161444,4.602904570884957,flex,ext,ext,ext,flex,flex,ext,ext,0.001441188495902073
80,RIGHT,b'stance0006',b'swing0006',b'swing0008',b'swing0007',b'stance0006',b'stance0008',b'stance0006',b'swing0007',2.959129374168322,2.184665883631191,4.632105945185136,7.457785607210415,2.171081153427036,4.795710365354792,3.7462759494830356,4.422391996588195,flex,flex,flex,flex,flex,flex,flex,flex,0.002118427380977812
81,RIGHT,b'stance0006',b'swing0006',b'swing0008',b'swing0007',b'swing0007',b'stance0008',b'swing0006',b'stance0007',2.848391662336793,1.652113064801063,4.361993274338632,6.699294352021413,2.6069606224946966,5.1432262417995265,3.1962103680592437,4.056324307503706,flex,flex,flex,flex,ext,ext,flex,flex,0.0013403333619305471
82,RIGHT,b'stance0006',b'swing0006',b'swing0008',b'swing0007',b'swing0007',b'stance0008',b'stance0007',b'stance0007',3.1515994574897306,1.6074884581417417,4.274276142529446,6.457822562741538,2.5495305035527367,5.157695124702071,3.4945303631443365,4.131814298611281,ext,flex,flex,flex,flex,ext,ext,ext,0.0015616864686694096
83,RIGHT,b'stance0006',b'swing0006',b'stance0008',b'swing0007',b'swing0007',b'stance0008',b'stance0007',b'stance0007',2.6998656124741194,1.4321125859922668,4.0331188667831785,,2.724068778546152,4.848353126246786,3.2505620612519297,3.8031684944717195,flex,flex,flex,,ext,flex,flex,flex,0.002262163886516036
84,RIGHT,b'stance0006',b'swing0006',b'stance0008',b'swing0007',b'swing0007',b'stance0008',b'stance0007',b'stance0007',2.7637604411857275,1.4694566361423047,3.71284011657865,,2.992258164243884,4.758662364784871,3.372688801262917,,ext,ext,flex,,ext,flex,ext,,0.0018970557535468672
