,direction_of_running,stepphase_L1,stepphase_L2,stepphase_L3,stepphase_L4,stepphase_R1,stepphase_R2,stepphase_R3,stepphase_R4,L1_outlier_pred,L2_outlier_pred,L3_outlier_pred,L4_outlier_pred,R1_outlier_pred,R2_outlier_pred,R3_outlier_pred,R4_outlier_pred,ext-flex-dist_L1,ext-flex-dist_L2,ext-flex-dist_L3,ext-flex-dist_L4,ext-flex-dist_R1,ext-flex-dist_R2,ext-flex-dist_R3,ext-flex-dist_R4,ext-flex-phase_L1,ext-flex-phase_L2,ext-flex-phase_L3,ext-flex-phase_L4,ext-flex-phase_R1,ext-flex-phase_R2,ext-flex-phase_R3,ext-flex-phase_R4,body_speed_MMperS,inner_segm_L1,outer_segm_L1,inner_segm_L2,outer_segm_L2,inner_segm_L3,outer_segm_L3,inner_segm_L4,outer_segm_L4,inner_segm_R1,outer_segm_R1,inner_segm_R2,outer_segm_R2,inner_segm_R3,outer_segm_R3,inner_segm_R4,outer_segm_R4
0,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'swing0001',1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'swing0001',1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,RIGHT,b'nan',b'nan',b'nan',b'nan',b'stance0001',b'nan',b'nan',b'swing0001',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,RIGHT,b'nan',b'nan',b'nan',b'swing0001',b'stance0001',b'nan',b'nan',b'swing0001',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,RIGHT,b'nan',b'nan',b'nan',b'swing0001',b'stance0001',b'nan',b'nan',b'swing0001',1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,RIGHT,b'nan',b'nan',b'nan',b'swing0001',b'stance0001',b'nan',b'nan',b'swing0001',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,RIGHT,b'stance0001',b'nan',b'nan',b'swing0001',b'stance0001',b'swing0001',b'nan',b'swing0001',1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,RIGHT,b'stance0001',b'nan',b'nan',b'swing0001',b'stance0001',b'swing0001',b'nan',b'swing0001',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,RIGHT,b'stance0001',b'nan',b'nan',b'stance0001',b'stance0001',b'stance0001',b'nan',b'swing0001',1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,RIGHT,b'stance0001',b'nan',b'nan',b'swing0002',b'swing0001',b'stance0001',b'nan',b'swing0001',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,RIGHT,b'stance0001',b'nan',b'nan',b'swing0002',b'stance0002',b'stance0001',b'nan',b'swing0001',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,RIGHT,b'stance0001',b'nan',b'stance0001',b'stance0002',b'stance0002',b'stance0001',b'nan',b'swing0001',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,RIGHT,b'stance0001',b'nan',b'stance0001',b'stance0002',b'stance0002',b'stance0001',b'nan',b'swing0001',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,RIGHT,b'stance0001',b'nan',b'stance0001',b'stance0002',b'stance0002',b'stance0001',b'nan',b'swing0001',-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,RIGHT,b'stance0001',b'nan',b'stance0001',b'swing0003',b'stance0002',b'stance0001',b'nan',b'swing0001',-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,RIGHT,b'stance0001',b'nan',b'stance0001',b'stance0003',b'stance0002',b'stance0001',b'nan',b'swing0001',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,RIGHT,b'stance0001',b'nan',b'stance0001',b'stance0003',b'stance0002',b'stance0001',b'nan',b'swing0001',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,RIGHT,b'stance0001',b'nan',b'swing0001',b'swing0004',b'stance0002',b'stance0001',b'nan',b'swing0001',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,RIGHT,b'stance0001',b'nan',b'stance0002',b'swing0004',b'stance0002',b'stance0001',b'nan',b'swing0001',1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,RIGHT,b'stance0001',b'nan',b'stance0002',b'swing0004',b'stance0002',b'stance0001',b'nan',b'swing0001',1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,RIGHT,b'stance0001',b'nan',b'stance0002',b'swing0004',b'stance0002',b'stance0001',b'nan',b'swing0001',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,RIGHT,b'stance0001',b'nan',b'stance0002',b'swing0004',b'stance0002',b'stance0001',b'nan',b'swing0001',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,RIGHT,b'stance0001',b'nan',b'stance0002',b'swing0004',b'stance0002',b'stance0001',b'nan',b'swing0001',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,RIGHT,b'stance0001',b'nan',b'stance0002',b'swing0004',b'stance0002',b'stance0001',b'nan',b'swing0001',-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,RIGHT,b'stance0001',b'nan',b'stance0002',b'swing0004',b'stance0002',b'swing0002',b'nan',b'stance0001',1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,RIGHT,b'stance0001',b'nan',b'stance0002',b'swing0004',b'stance0002',b'swing0002',b'nan',b'stance0001',1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,RIGHT,b'stance0001',b'nan',b'stance0002',b'swing0004',b'stance0002',b'swing0002',b'nan',b'stance0001',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
