,direction_of_running,stepphase_L1,stepphase_L2,stepphase_L3,stepphase_L4,stepphase_R1,stepphase_R2,stepphase_R3,stepphase_R4,ext-flex-dist_L1,ext-flex-dist_L2,ext-flex-dist_L3,ext-flex-dist_L4,ext-flex-dist_R1,ext-flex-dist_R2,ext-flex-dist_R3,ext-flex-dist_R4,ext-flex-phase_L1,ext-flex-phase_L2,ext-flex-phase_L3,ext-flex-phase_L4,ext-flex-phase_R1,ext-flex-phase_R2,ext-flex-phase_R3,ext-flex-phase_R4,body_speed_MMperS
0,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0
1,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',,,3.3496275020557054,,,,,,,,ext,,,,,,0.005228910820756744
2,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',,,2.630127230644326,,,,,,,,flex,,,,,,0.0020958167918384944
3,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.860683989028284,,3.1895060855129023,,1.2913546918269232,3.598834488190537,,,,,ext,,,,,,0.0032663034035561507
4,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',3.342466126126267,,3.2650152478719505,2.9314693991713843,1.0946042857231322,,,,ext,,ext,,flex,,,,0.0038484553898158096
5,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',,,2.4227327186286773,4.390179037227769,1.3956275121719006,,,,,,flex,ext,ext,,,,0.0019074449637430408
6,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',,,3.1870455526319486,,1.1460489709960702,3.158551489964493,2.5232700400045474,,,,ext,,flex,,,,0.0021159419663870148
7,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',,,2.7404637755287413,,1.5012256586136765,,0.6473527250015538,,,,flex,,ext,,flex,,0.002769422826983301
8,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',,1.4344070158048396,3.4650773784596107,2.8110798383487112,2.023131627434069,,2.007277018442123,,,,ext,,ext,,ext,,0.0035778979817810545
9,RIGHT,b'swing0001',b'nan',b'stance0001',b'stance0001',b'swing0001',b'swing0001',b'stance0001',b'stance0001',2.43618261806625,1.9881348978159694,3.367751721075593,4.055635022174022,3.162498836443255,,2.7943199448487768,,,ext,flex,ext,ext,,ext,,0.004815093679188033
