,direction_of_running,stepphase_L1,stepphase_L2,stepphase_L3,stepphase_L4,stepphase_R1,stepphase_R2,stepphase_R3,stepphase_R4,L1_outlier_pred,L2_outlier_pred,L3_outlier_pred,L4_outlier_pred,R1_outlier_pred,R2_outlier_pred,R3_outlier_pred,R4_outlier_pred,ext-flex-dist_L1,ext-flex-dist_L2,ext-flex-dist_L3,ext-flex-dist_L4,ext-flex-dist_R1,ext-flex-dist_R2,ext-flex-dist_R3,ext-flex-dist_R4,ext-flex-phase_L1,ext-flex-phase_L2,ext-flex-phase_L3,ext-flex-phase_L4,ext-flex-phase_R1,ext-flex-phase_R2,ext-flex-phase_R3,ext-flex-phase_R4,body_speed_MMperS,inner_segm_L1,outer_segm_L1,inner_segm_L2,outer_segm_L2,inner_segm_L3,outer_segm_L3,inner_segm_L4,outer_segm_L4,inner_segm_R1,outer_segm_R1,inner_segm_R2,outer_segm_R2,inner_segm_R3,outer_segm_R3,inner_segm_R4,outer_segm_R4
0,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.486177635914548,9.349650700912235,8.980074205926018,12.446725721053838,6.712676899494244,5.368746368349782,6.72572096420103,13.181917239083429,ext,ext,ext,ext,ext,ext,ext,ext,0.004025108102748144,1.3850709445909566,3.1061545653383913,2.4558039229091024,7.139628631292114,2.7791482125164912,6.201277086028386,4.989874911633007,7.458446766940553,1.7975909126715672,4.93987981418401,1.188630680632145,4.239280916533843,1.7509254546961641,4.994145276986736,4.423853577424602,8.790304855319151
2,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.941316900114805,9.998132541529444,9.25074000314541,12.523998039852863,6.647922176738997,5.726378724555391,6.635789041299312,13.83451357791922,flex,ext,ext,ext,flex,ext,flex,ext,0.0027146413485296915,1.4581808489310897,2.483780761317933,2.5648930661190117,7.595880657972663,2.8379217307116997,6.429555635182387,4.7423399553480525,7.782356689867917,1.4389334107501568,5.210575503676167,1.5329756900127387,4.2073639317714155,2.045956153017859,4.667040121308742,4.422234890114634,9.438889251678116
3,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.1808874784186933,10.41027225782305,9.567407989546464,12.421026557508569,4.8000407088104735,5.515301475170698,6.920947169842289,13.817411410633637,flex,ext,ext,flex,flex,flex,ext,flex,0.002888666222109998,1.7860403376458949,1.4320201076594263,2.629005409341488,7.822941836890316,3.111071829222167,6.493597115796378,5.413376278326138,7.012104117047386,0.6066403686862235,4.290083584938309,1.7875110206575957,3.740520533083883,2.3446266373049522,4.8982442820500305,4.755614035150928,9.107262326602212
4,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,3.229834000997797,10.517106925278355,10.186276213127828,12.777860461303462,3.955354960621709,6.7397211696667,6.319150319666059,13.956617372907019,ext,ext,ext,ext,flex,ext,flex,ext,0.006679840289190319,1.8606731621884933,1.3702667557638657,3.233364675859699,7.317908403338781,3.377659146915843,6.910889910550602,5.185541395094668,7.683372815637393,0.48096111347640175,3.758209342769393,2.147267691739049,4.593568318632935,2.248275251673753,4.787223656425198,4.213682482380139,9.789856904485395
5,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,10.081847609838537,10.182675883629221,12.494696075473264,1.5824298942080692,7.638437393606971,4.43675103390342,14.16595396640216,,flex,flex,flex,flex,ext,flex,ext,0.007704114617102933,2.021991145331302,,2.918827354441129,7.190629944013712,3.023222327363271,7.297414784194094,3.8280663697749855,8.67525379596634,0.437904201074262,1.8712971680464652,1.955215355333876,5.707061174791572,1.2014385900117341,3.4954753836804575,1.1913820308333654,12.977235049507936
6,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.39293883378301,10.127899841271189,10.246598034736431,11.437150373102712,2.8087811669280427,7.6255428511908585,5.80333198086808,13.874968714422886,,ext,ext,flex,ext,flex,ext,flex,0.0006638345191792128,1.9658995582460779,2.4458177978156463,3.083263195498187,7.060031924022293,3.1034294206570965,7.294974421851129,3.2767030938683224,8.167152891447246,0.5084754231793823,3.2722625947459285,1.7757219825543833,5.8618053258113125,1.2852477924665708,5.211242854300401,1.8687117890398175,12.158529829226657
7,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.304406117967789,9.722852015116182,9.703569802061454,11.279313365598812,1.9464930431403835,7.027320849504264,6.647448474324204,14.14588124834444,flex,flex,flex,flex,flex,flex,ext,ext,0.0020489713026523512,1.8489013021339749,2.456564157593151,3.4867170406485526,6.242869899925449,2.86428542700688,7.29222694050971,3.6210420999074104,7.680905097469322,0.6472499990960597,2.4541582791222405,1.7556509400419447,5.282316992735579,1.8311828734473479,5.433786764061411,3.118391074949327,11.339851211791336
8,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.653236841343088,8.990652092489986,9.821350150542656,11.139642374835836,3.232868538586649,6.005801774623107,6.18037364570653,14.134994753386641,ext,flex,ext,flex,ext,flex,flex,flex,0.00468806834197274,1.9148047779755708,3.7718509043926143,3.3612905568192644,5.80730084690061,2.7352034787040913,7.346821503724877,4.070381363589961,7.087443565725448,0.42119677377311293,3.480695908406625,2.0270402819028783,3.9872946449825664,2.1905356064116286,4.590985338288186,3.9604976537274688,10.453283545079909
9,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.21161442648679,9.29945888493809,9.411258535354746,11.248643345354646,3.575680010015998,6.786667775264025,6.350126967486027,14.485905068558765,flex,ext,flex,ext,ext,ext,ext,ext,0.003282124969020595,1.7259781638839393,3.493043490164874,3.3089938326535164,6.17355885188491,2.8386889950118492,6.7736985355724455,4.157859853391115,7.135734512176639,0.5322532494161482,3.0964396027529295,2.2060098684956575,4.58083068002732,2.2917931735974992,4.484999384944415,4.233148632093822,10.483285068414743
