,direction_of_running,stepphase_L1,stepphase_L2,stepphase_L3,stepphase_L4,stepphase_R1,stepphase_R2,stepphase_R3,stepphase_R4,ext-flex-dist_L1,ext-flex-dist_L2,ext-flex-dist_L3,ext-flex-dist_L4,ext-flex-dist_R1,ext-flex-dist_R2,ext-flex-dist_R3,ext-flex-dist_R4,ext-flex-phase_L1,ext-flex-phase_L2,ext-flex-phase_L3,ext-flex-phase_L4,ext-flex-phase_R1,ext-flex-phase_R2,ext-flex-phase_R3,ext-flex-phase_R4,body_speed_MMperS
0,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0
1,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',4.170237160437212,4.587544288630879,8.246619449121052,12.170431334158275,4.570971060207538,4.805173932957865,6.154208379660871,12.74989211183781,ext,ext,ext,ext,ext,ext,ext,ext,0.005278535885426831
2,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',2.791527159937971,4.973960936101493,8.050816270819968,12.401303804021097,4.680637995965703,4.230420542556065,6.227599475221129,12.063433841921219,flex,ext,flex,ext,ext,flex,ext,flex,0.004531853778429572
3,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',3.0677050706455766,5.1110862987108945,7.508780182087354,13.169498185592692,4.255182606128689,4.715990614950057,6.310314458802864,11.490928550979948,ext,ext,flex,ext,flex,ext,ext,flex,0.003776061254635636
4,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',4.1185615420807276,4.391207237167056,8.354299423038896,13.355615332512022,4.701281441253919,4.861634782997341,6.07483981423436,10.533543182643214,ext,flex,ext,ext,ext,ext,flex,flex,0.004007782362252155
5,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',4.887538786800677,4.704620677702517,8.480444218943568,13.137389389223422,5.273948551977267,5.119673310723568,6.101007435994261,10.18027816126119,ext,ext,ext,flex,ext,ext,ext,flex,0.0038248957830068877
6,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',5.027945062914067,5.594769439883321,8.786915925977066,13.494047651071979,5.81839277435712,5.681948186115373,5.626251980833262,9.72632297569779,ext,ext,ext,ext,ext,ext,flex,flex,0.0018494533843495255
7,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',4.063613773747837,7.419397109382975,9.281278242716446,13.049374156858889,6.179159291977511,5.416936716284414,5.407497962009698,10.407476501180863,flex,ext,ext,flex,ext,flex,flex,ext,0.003196671554961651
8,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',3.960702649077419,7.708915680362264,9.220893782963293,12.493087045600724,5.494106688528526,5.373795940296541,5.291519311602059,11.032607690273188,flex,ext,flex,flex,flex,flex,flex,ext,0.00321340523647163
9,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',3.7890012172903016,8.227890213728811,9.567461281846564,12.053630304952781,5.986144955508277,5.357947685291456,5.366646728344846,11.751572925323947,flex,ext,ext,flex,ext,flex,ext,ext,0.003276900156928306
