,direction_of_running,stepphase_L1,stepphase_L2,stepphase_L3,stepphase_L4,stepphase_R1,stepphase_R2,stepphase_R3,stepphase_R4,ext-flex-dist_L1,ext-flex-dist_L2,ext-flex-dist_L3,ext-flex-dist_L4,ext-flex-dist_R1,ext-flex-dist_R2,ext-flex-dist_R3,ext-flex-dist_R4,ext-flex-phase_L1,ext-flex-phase_L2,ext-flex-phase_L3,ext-flex-phase_L4,ext-flex-phase_R1,ext-flex-phase_R2,ext-flex-phase_R3,ext-flex-phase_R4,body_speed_MMperS
10,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',4.0837394174845665,5.432789520940158,6.055495020221004,10.56393514415349,7.236906367379065,3.9110695937232696,6.656348343684008,7.46487730827549,flex,ext,flex,ext,ext,ext,ext,ext,0.0027689189398175215
11,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',4.309952118767418,4.548542399090386,6.53641652121365,10.859748416165326,8.241259954503931,3.003630315789122,6.632837067594221,7.44025455580953,ext,flex,ext,ext,ext,flex,flex,flex,0.004006394113934913
12,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',4.040491925012952,5.5132364240473635,6.809903157014198,11.309064003537717,8.443245859398186,2.988975015062929,6.897427437393919,7.187290764314593,flex,ext,ext,ext,ext,flex,ext,flex,0.004639418044967567
13,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',4.251878382082502,6.680295662701721,6.6564971246720654,11.049009955730147,8.2493766658908,3.1868178117497235,6.7122857340697,6.4949586193156135,ext,ext,flex,flex,flex,ext,flex,flex,0.003608158486452646
14,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',3.8416629033599206,5.915549642195374,6.38982579291722,10.8547333899348,8.488028646623038,3.9635474299629188,6.5329397459727545,5.8534769717826665,flex,flex,flex,flex,ext,ext,flex,flex,0.003562780216141988
15,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',3.4297924620647042,,6.534119064559743,11.095380363342654,9.853292651678524,,6.25535135912815,5.22451022216687,flex,,ext,ext,ext,,flex,flex,0.004968207393790676
16,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',3.2009890559122094,,6.738922317021019,11.004409237055196,8.516165111768567,,7.040588742290285,6.112979847491434,flex,,ext,flex,flex,,ext,ext,0.0025867989639084417
17,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',3.6677167261837957,7.262382174688225,7.089791702372387,10.925736641479048,9.122080934627283,,6.546944478442293,6.347881227971724,ext,,ext,flex,ext,,flex,ext,0.002921842314862905
18,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',3.601676048123462,7.188575588163645,7.243471304201053,10.992792933165903,9.19095841530971,,6.437135110709001,6.562155729951103,flex,flex,ext,ext,ext,,flex,ext,0.0013209791884022722
19,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',3.1774153267936858,6.826418431605191,7.031566836985999,10.720774218398155,8.751603927998707,,6.5569699268083586,7.341578326059449,flex,flex,flex,flex,flex,,ext,ext,0.0019966859337387562
20,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',3.072722235167453,7.545183156366284,6.92360879292061,10.606904717971155,7.462544797917891,4.549020994421909,5.654027175517772,7.844049907605123,flex,ext,flex,flex,flex,,flex,ext,0.0028742313249897926
21,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',3.0467046704372214,6.8971863946941285,7.138410212795084,10.173051224215069,6.497091141326395,5.419447506617139,5.390615410626015,8.253185398147144,flex,flex,ext,flex,flex,ext,flex,ext,0.0026049777051084756
22,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',3.336750248899544,6.486737551492046,7.432375167596524,9.410254616514674,5.614098381089221,5.436870342465878,5.203532373545497,8.323812791302815,ext,flex,ext,flex,flex,ext,flex,ext,0.003081510946468087
23,RIGHT,b'nan',b'nan',b'nan',b'swing0001',b'nan',b'nan',b'nan',b'nan',3.5921902993528985,6.319977117961131,7.044364103407377,9.937753041519754,5.0733362393207075,4.874416899846536,5.190203891716448,8.452450574402095,ext,flex,flex,ext,flex,flex,flex,ext,0.002943530014154268
24,RIGHT,b'nan',b'nan',b'nan',b'swing0001',b'nan',b'nan',b'nan',b'nan',4.469664212082479,4.95399117859827,6.965341092171274,9.289133346950846,5.1618821518034625,4.5721474501275425,4.542506124248073,7.192914195422738,ext,flex,flex,flex,ext,flex,flex,flex,0.004109346880640999
25,RIGHT,b'nan',b'nan',b'nan',b'swing0001',b'nan',b'nan',b'nan',b'stance0001',4.6471706759753,4.572690975481195,6.255562158581435,9.014821617522326,6.566901390618012,3.4278474639970957,5.33612376924522,6.416214424982031,ext,flex,flex,flex,ext,flex,ext,flex,0.004877210645398894
26,RIGHT,b'nan',b'nan',b'nan',b'swing0001',b'nan',b'nan',b'nan',b'stance0001',4.745868019084653,4.119335203290851,5.809636114793933,7.058926164639783,6.805215565994912,4.034279839708139,5.644804786427127,6.932787089095737,ext,flex,flex,flex,ext,ext,ext,ext,0.0032608925375765914
27,RIGHT,b'swing0001',b'swing0001',b'nan',b'swing0001',b'nan',b'swing0001',b'nan',b'stance0001',4.245059372270018,4.5365311909168,6.1807358013205,6.981912011661203,5.983023218384128,4.616995637335612,5.170048725203728,7.48752810466251,flex,ext,ext,flex,flex,ext,flex,ext,0.003984132366213831
28,RIGHT,b'swing0001',b'swing0001',b'swing0001',b'swing0001',b'nan',b'swing0001',b'nan',b'stance0001',4.480707693305116,4.692002982524523,6.4080323816306315,7.061648477152275,5.873996772385916,3.294448483849962,4.866058737076137,7.568218798782606,ext,ext,ext,ext,flex,flex,flex,ext,0.0033301794164407907
29,RIGHT,b'swing0001',b'swing0001',b'swing0001',b'stance0001',b'stance0001',b'swing0001',b'nan',b'stance0001',4.138754700782061,4.069360808860217,6.907147200840987,6.484227105189055,5.836207348044145,3.175815251393376,5.510259622467033,7.992375444580604,flex,flex,ext,flex,flex,flex,ext,ext,0.004687102740410026
30,RIGHT,b'swing0001',b'swing0001',b'swing0001',b'stance0001',b'swing0001',b'swing0001',b'stance0001',b'stance0001',4.214262297090225,4.023596417771976,7.117822227373906,6.152614128802026,5.916473209757367,3.3289104070488116,5.9673006616920565,8.355615569638555,ext,flex,ext,flex,ext,ext,ext,ext,0.0037962686540338234
31,RIGHT,b'swing0001',b'swing0001',b'swing0001',b'stance0001',b'stance0002',b'swing0001',b'stance0001',b'stance0001',4.870754280977682,3.885867463227958,7.187999039131232,5.841905110057621,5.9196872642923895,,5.807108025558037,8.438801705594297,ext,flex,ext,flex,ext,,flex,ext,0.0031384124005710196
32,RIGHT,b'stance0001',b'swing0001',b'swing0001',b'stance0001',b'stance0002',b'swing0001',b'stance0001',b'swing0001',5.7585235105654595,3.7332274608655136,7.254337908873192,7.071475148557921,6.205972813813787,,6.084231951928754,8.724252388294827,ext,flex,ext,ext,ext,,ext,ext,0.0027715573254313837
33,RIGHT,b'swing0002',b'swing0001',b'swing0001',b'stance0001',b'stance0002',b'swing0001',b'stance0001',b'swing0001',6.464959743627865,4.350931240783285,7.425278594747989,7.9463910735919985,5.898099721343524,4.679316168683364,6.272032131331496,9.23267238686842,ext,ext,ext,ext,flex,,ext,ext,0.0025101691217134132
34,RIGHT,b'stance0002',b'swing0001',b'swing0001',b'stance0001',b'stance0002',b'swing0001',b'stance0001',b'swing0001',5.481426471115909,4.844259951955901,7.853682336030686,8.883054303481583,5.484123486219303,5.848312788610851,6.161235638696574,9.421529882718334,flex,ext,ext,ext,flex,ext,flex,ext,0.0027005153268871524
35,RIGHT,b'stance0002',b'swing0001',b'swing0001',b'stance0001',b'stance0002',b'swing0001',b'stance0001',b'stance0002',4.886113051924519,5.684524223584988,7.637389093327155,9.498683609041203,5.2065586726005995,6.3670551456268845,6.705951733310606,8.625868659880918,flex,ext,flex,ext,flex,ext,ext,flex,0.003693753998869232
36,RIGHT,b'stance0002',b'swing0001',b'swing0001',b'stance0001',b'stance0002',b'stance0001',b'stance0001',b'swing0002',4.055170420946758,6.033617419765594,7.714776070940593,10.024320337312348,5.083544541572438,6.776124405381087,6.789975615628378,8.60147372857825,flex,ext,ext,ext,flex,ext,ext,flex,0.002789298682301706
37,RIGHT,b'stance0002',b'stance0001',b'swing0001',b'stance0001',b'swing0002',b'stance0001',b'stance0001',b'swing0002',4.001405530571447,6.658110593404084,7.812661013952447,10.571172807520382,4.61216286068199,6.9912796550282605,6.865381617786767,7.567104828149213,flex,ext,ext,ext,flex,ext,ext,flex,0.0029686823163699145
38,RIGHT,b'stance0002',b'stance0001',b'swing0001',b'stance0001',b'swing0002',b'stance0001',b'swing0001',b'swing0002',4.347796945594271,6.8070447003563475,7.434956803387001,11.092935955504439,4.312151167982322,6.7703697228418855,7.046356235425705,7.4542692212637505,ext,ext,flex,ext,flex,flex,ext,flex,0.002864805793998686
39,RIGHT,b'stance0002',b'stance0001',b'stance0001',b'stance0001',b'stance0003',b'stance0001',b'swing0001',b'swing0002',4.271408188530424,6.936538167996915,6.961845825468983,11.248173201923002,4.386855917918241,6.474105485939997,6.970310163568848,6.650205157939337,flex,ext,flex,ext,ext,flex,flex,flex,0.003786983294827168
40,RIGHT,b'stance0002',b'stance0001',b'stance0001',b'stance0001',b'swing0003',b'stance0001',b'swing0001',b'swing0002',4.538243056989975,7.834678596803883,7.261138249132182,11.340862127435969,5.145998241194922,7.423995089652761,6.826950687623241,6.263932769385082,ext,ext,ext,ext,ext,ext,flex,flex,0.004429939481665534
41,RIGHT,b'stance0002',b'stance0001',b'stance0001',b'swing0002',b'stance0004',b'stance0001',b'swing0001',b'swing0002',4.415390191853325,7.409583813247948,5.980184154207863,11.155930601196749,5.51892702775327,6.37626445628339,6.951600970598456,6.534148585561399,flex,flex,flex,flex,ext,flex,ext,ext,0.003944413893947902
42,RIGHT,b'swing0003',b'stance0001',b'stance0001',b'swing0002',b'stance0004',b'stance0001',b'swing0001',b'swing0002',5.176709946146446,,5.68326806690549,10.638256111842917,6.513857888203654,6.667734927622352,6.907632334869885,5.395412880440695,ext,,flex,flex,ext,ext,flex,flex,0.0031512856109865385
43,RIGHT,b'swing0003',b'stance0001',b'stance0001',b'stance0002',b'stance0004',b'stance0001',b'swing0001',b'swing0002',,,,10.851256165408206,9.503602153071814,,6.279937329871186,9.0334475291496,,,,ext,ext,,flex,ext,0.005326731275826881
44,RIGHT,b'swing0003',b'stance0001',b'stance0001',b'stance0002',b'stance0004',b'stance0001',b'swing0001',b'swing0002',,,,10.276439971507989,8.57637511936106,,6.221796910997052,6.042978007445202,,,,flex,flex,,flex,flex,0.0008832703992466959
45,RIGHT,b'swing0003',b'stance0001',b'stance0001',b'stance0002',b'swing0004',b'stance0001',b'swing0001',b'swing0002',,,,,9.762683998985466,,,8.580750927730506,,,,,ext,,,ext,0.0070769404218418664
46,RIGHT,b'stance0003',b'stance0001',b'swing0002',b'stance0002',b'swing0004',b'stance0001',b'swing0001',b'stance0003',,2.477162386478955,,,9.317799536668627,,,8.538465249456323,,,,,flex,,,flex,0.003798892449241475
47,RIGHT,b'stance0003',b'stance0001',b'swing0002',b'stance0002',b'swing0004',b'swing0002',b'swing0001',b'stance0003',,,,,10.773160214547548,,,7.777761321523691,,,,,ext,,,flex,0.001689413637946528
48,RIGHT,b'stance0003',b'swing0002',b'swing0002',b'stance0002',b'swing0004',b'swing0002',b'swing0001',b'stance0003',,,,,7.8900134718399855,,,8.012692305878232,,,,,flex,,,ext,0.005131818406949161
49,RIGHT,b'stance0003',b'swing0002',b'swing0002',b'stance0002',b'swing0004',b'stance0002',b'swing0001',b'stance0003',5.111991255019832,,,,10.227665614796626,,,5.772909040770621,,,,,ext,,,flex,0.001707676995867608
50,RIGHT,b'stance0003',b'swing0002',b'swing0002',b'stance0002',b'swing0004',b'swing0003',b'swing0001',b'stance0003',5.588807889299178,,,,,,,8.104880239644634,ext,,,,,,,ext,0.003953328870913979
51,RIGHT,b'stance0003',b'swing0002',b'swing0002',b'stance0002',b'swing0004',b'swing0003',b'swing0001',b'stance0003',,,,,,,6.264913757853961,5.42221060807446,,,,,,,,flex,0.0029081056571981763
52,RIGHT,b'swing0004',b'swing0002',b'swing0002',b'stance0002',b'swing0004',b'swing0003',b'swing0001',b'stance0003',,,,8.027669110266347,,6.2404758077106255,6.251311225709629,6.944951170643756,,,,,,,flex,ext,0.001326560511266831
53,RIGHT,b'swing0004',b'swing0002',b'swing0002',b'stance0002',b'swing0004',b'swing0003',b'swing0001',b'stance0003',,,,7.79122725104723,,6.228361933949607,6.284404942723699,8.753948968980277,,,,flex,,flex,ext,ext,0.0030386884250531137
54,RIGHT,b'swing0004',b'swing0002',b'swing0002',b'stance0002',b'swing0004',b'swing0003',b'swing0001',b'stance0003',,,,8.432499640174646,,6.782413470371437,,9.152889142125735,,,,ext,,ext,,ext,0.0009043701482538024
55,RIGHT,b'swing0004',b'swing0002',b'swing0002',b'stance0002',b'swing0004',b'swing0003',b'swing0001',b'swing0003',,,,7.207095939601679,,7.185237782419124,,9.610154295454143,,,,flex,,ext,,ext,0.007396762995041203
56,RIGHT,b'swing0004',b'swing0002',b'swing0002',b'stance0002',b'swing0004',b'swing0003',b'swing0001',b'swing0003',,,,7.463582766909693,,6.76363202779969,,9.750582295924236,,,,ext,,flex,,ext,0.002297952765830939
57,RIGHT,b'swing0004',b'swing0002',b'swing0002',b'stance0002',b'swing0004',b'swing0003',b'swing0001',b'stance0004',,,,8.645133248488658,,6.266658898372342,,9.738479157650007,,,,ext,,flex,,flex,0.0018485906765759277
58,RIGHT,b'swing0004',b'stance0002',b'swing0002',b'swing0003',b'swing0004',b'stance0003',b'swing0001',b'swing0004',,7.838753562073019,,8.544715572926965,9.686346473469301,6.0564641764810405,,9.151421806487445,,,,flex,,flex,,flex,0.0023755903004732564
59,RIGHT,b'swing0004',b'stance0002',b'swing0002',b'stance0003',b'stance0005',b'swing0004',b'stance0002',b'swing0004',,7.369214452129471,,8.567353352514935,8.423395271761253,5.613331368096301,,9.737279687452393,,flex,,ext,flex,flex,,ext,0.0019065623856274572
60,RIGHT,b'swing0004',b'stance0002',b'stance0002',b'swing0004',b'stance0005',b'swing0004',b'stance0002',b'swing0004',4.498320352319022,6.947148679590624,6.102032073100064,8.463052457095472,7.767927744182489,,,9.491291113606486,,flex,,flex,flex,,,flex,0.0018194311798248456
61,RIGHT,b'stance0004',b'swing0003',b'stance0002',b'swing0004',b'stance0005',b'stance0004',b'stance0002',b'swing0004',3.4990097916704848,6.443466225317701,5.974031076238432,9.353439194554715,5.4203463575520034,,,9.770943367609794,flex,flex,flex,ext,flex,,,ext,0.0013095542629721635
62,RIGHT,b'swing0005',b'swing0003',b'stance0002',b'swing0004',b'stance0005',b'swing0005',b'stance0002',b'swing0004',3.46609222325443,6.052683787061227,6.618281242877399,9.849914539467862,5.417644005962644,6.126866357454317,5.833465899097195,9.71986586495366,flex,flex,ext,ext,flex,,,flex,0.0014132967556102964
63,RIGHT,b'swing0005',b'swing0003',b'stance0002',b'stance0004',b'stance0005',b'swing0005',b'stance0002',b'swing0004',3.731281544899728,5.948067089592166,6.465865296810041,10.900842162484427,5.3735071852939855,5.690208932603611,5.815712423995528,9.308600311835818,ext,flex,flex,ext,flex,flex,flex,flex,0.004154368077691312
64,RIGHT,b'swing0005',b'swing0003',b'stance0002',b'stance0004',b'stance0005',b'swing0005',b'stance0002',b'swing0004',3.305945538575864,6.311595779609159,,11.198208585556214,6.311614556548991,,,8.843721618863434,flex,ext,,ext,ext,,,flex,0.0032097335807247966
65,RIGHT,b'swing0005',b'swing0003',b'stance0002',b'stance0004',b'swing0005',b'swing0005',b'stance0002',b'swing0004',,,,5.931997099531429,,,,7.567803318259579,,,,flex,,,,flex,0.007337877974531745
66,RIGHT,b'swing0005',b'swing0003',b'stance0002',b'stance0004',b'stance0006',b'swing0005',b'stance0002',b'swing0004',,,,10.806934485651704,,,5.16454813742671,6.876586471019076,,,,ext,,,,flex,0.001503036073284289
67,RIGHT,b'swing0005',b'stance0003',b'stance0002',b'stance0004',b'stance0006',b'swing0005',b'stance0002',b'stance0005',4.398374130040372,7.142672369740801,,10.672891140480134,7.188836490921912,7.418072005512379,5.440485837368734,8.999429028009612,,,,flex,,,ext,ext,0.002078227775851486
68,RIGHT,b'swing0005',b'stance0003',b'stance0002',b'stance0004',b'stance0006',b'swing0005',b'stance0002',b'stance0005',5.333923813590956,,5.048579595901355,11.162921559269364,7.515308826057984,,5.613875110351138,,ext,,,ext,ext,,ext,,0.0036694795447440583
69,RIGHT,b'swing0005',b'stance0003',b'stance0002',b'stance0004',b'stance0006',b'stance0005',b'stance0002',b'stance0005',4.810808150370193,,5.532020884873598,10.863257647875978,5.272529223216222,,6.030785219273109,,flex,,ext,flex,flex,,ext,,0.0017009156496847406
70,RIGHT,b'stance0005',b'stance0003',b'stance0002',b'swing0005',b'stance0006',b'stance0005',b'swing0002',b'swing0005',5.895012375886996,,5.748794449924484,11.50091088955756,6.1117670430073066,7.5482830971387935,6.5518055385455805,5.687301669845101,ext,,ext,ext,ext,,ext,,0.0063053722702797795
71,RIGHT,b'swing0006',b'stance0003',b'stance0002',b'swing0005',b'stance0006',b'stance0005',b'swing0002',b'stance0006',6.847334616177408,,5.220151501459497,11.285936576822328,5.393867770184164,6.779318985611299,6.250008541779693,5.327804447059578,ext,,flex,flex,flex,flex,flex,flex,0.0018687013936576097
72,RIGHT,b'swing0006',b'stance0003',b'stance0002',b'swing0005',b'swing0006',b'stance0005',b'swing0002',b'stance0006',6.8119613765760025,,5.684531052489892,10.912712116462588,4.972490846794329,6.658650086711752,6.770290515540362,5.426942199018526,flex,,ext,flex,flex,flex,ext,ext,0.003099629130356052
73,RIGHT,b'swing0006',b'stance0003',b'stance0002',b'swing0005',b'swing0006',b'stance0005',b'swing0002',b'stance0006',7.395825219255257,,,11.881423110837288,4.140487107896215,7.551279847598638,6.75542142001225,5.261231041996673,ext,,,ext,flex,ext,flex,flex,0.005552319457766059
74,RIGHT,b'swing0006',b'stance0003',b'stance0002',b'swing0005',b'swing0006',b'swing0006',b'swing0002',b'stance0006',7.488826690906432,,,11.16866779670604,3.7598451592207485,5.918511967565384,6.823432481010595,5.498481578579686,ext,,,flex,flex,flex,ext,ext,0.003209994746170898
75,RIGHT,b'swing0006',b'stance0003',b'stance0002',b'swing0005',b'swing0006',b'swing0006',b'swing0002',b'stance0006',7.106340549925453,,7.603933536948162,10.76830559526743,3.9347212026342357,5.707697277381512,6.630293249298649,6.078305645418399,flex,,,flex,ext,flex,flex,ext,0.0018385007211853836
76,RIGHT,b'swing0006',b'swing0004',b'stance0002',b'swing0005',b'swing0006',b'swing0006',b'swing0002',b'stance0006',7.422529751873271,5.121725403401902,7.269536056746722,10.626026387011047,4.121252032657863,5.955962500973876,5.848450988287367,6.660828515149606,ext,,flex,flex,ext,ext,flex,ext,0.002436775601978744
77,RIGHT,b'swing0006',b'swing0004',b'stance0002',b'swing0005',b'swing0006',b'swing0006',b'swing0002',b'stance0006',7.915983783007316,4.167551240449113,8.098763954522003,10.584585540719344,4.568512095686447,5.679107960957451,6.655452462712597,7.1374469105914,ext,flex,ext,flex,ext,flex,ext,ext,0.002528423156622047
78,RIGHT,b'swing0006',b'swing0004',b'stance0002',b'swing0005',b'swing0006',b'swing0006',b'swing0002',b'stance0006',7.279436541278316,3.8250174750003727,8.196429037249352,10.960748290493196,4.729193669950775,5.791088414345546,7.233597355313727,8.458492955929133,flex,flex,ext,ext,ext,ext,ext,ext,0.004475865081547344
79,RIGHT,b'swing0006',b'swing0004',b'stance0002',b'swing0005',b'swing0006',b'stance0006',b'swing0002',b'stance0006',8.036586963173477,3.53730842399622,7.722406891097405,10.584233712106595,4.554256843666834,5.184022471105076,6.851492869509972,9.145278231127579,ext,flex,flex,flex,flex,flex,flex,ext,0.002633670332586164
80,RIGHT,b'stance0006',b'swing0004',b'stance0002',b'swing0005',b'swing0006',b'stance0006',b'swing0002',b'stance0006',8.030702265152954,3.5557473732230895,7.954297672741995,10.260507271704364,3.390566524163959,7.159000209323297,7.77569540104138,9.17717214135271,flex,ext,ext,flex,flex,ext,ext,ext,0.0014735230597732998
81,RIGHT,b'stance0006',b'swing0004',b'stance0002',b'swing0005',b'swing0006',b'stance0006',b'swing0002',b'stance0006',7.684279000913736,4.088190629103216,8.40217272366659,9.596570430608233,4.523673314200329,6.97432814220052,6.726053382101235,9.494023288699292,flex,ext,ext,flex,ext,flex,flex,ext,0.0023640099072791128
82,RIGHT,b'stance0006',b'swing0004',b'stance0002',b'swing0005',b'stance0007',b'stance0006',b'swing0002',b'stance0006',7.418873098517555,4.377425292882214,8.535770691309716,9.050875103063994,4.511776120266009,6.58992531053261,6.603026955532358,10.135550711623436,flex,ext,ext,flex,flex,flex,flex,ext,0.0020620368429926784
83,RIGHT,b'stance0006',b'swing0004',b'stance0002',b'swing0005',b'swing0007',b'stance0006',b'stance0003',b'stance0006',6.94497131847197,3.9783364516085316,8.336787696996133,8.229879693620255,4.542865463518172,6.306996527572088,6.094845037962258,10.3893173421217,flex,flex,flex,flex,ext,flex,flex,ext,0.0018370395436751012
84,RIGHT,b'stance0006',b'stance0004',b'stance0002',b'stance0005',b'swing0007',b'stance0006',b'stance0003',b'stance0006',6.896662129749988,4.410965203843084,7.710968013029267,6.196383048200315,4.757114581417114,5.222979483146817,6.264663900105062,10.552293564461143,flex,ext,flex,flex,ext,flex,ext,ext,0.0034473407610554245
85,RIGHT,b'swing0007',b'stance0004',b'stance0002',b'stance0005',b'stance0008',b'swing0007',b'stance0003',b'stance0006',7.457320008656515,3.7941259287589113,7.342070535535815,6.086851473251546,4.91228436379701,4.63840638454166,5.74344890671138,10.732323712529864,ext,flex,flex,flex,ext,flex,flex,ext,0.0028675317485835567
86,RIGHT,b'swing0007',b'stance0004',b'swing0003',b'stance0005',b'swing0008',b'swing0007',b'stance0003',b'swing0006',7.402495701834723,3.4151709588437664,7.265221312739171,7.16304967386633,4.961008376807151,4.7286461766616705,5.285330002455389,11.113400057186068,flex,flex,flex,ext,ext,ext,flex,ext,0.0021087911722365658
87,RIGHT,b'swing0007',b'stance0004',b'swing0003',b'stance0005',b'swing0008',b'swing0007',b'stance0003',b'swing0006',8.265696820833364,3.534856127772877,7.137428862282331,8.498206395375844,4.441739726298065,5.346579208796254,5.15461209296243,10.969286693231066,ext,ext,flex,ext,flex,ext,flex,flex,0.002163414633366369
88,RIGHT,b'swing0007',b'stance0004',b'swing0003',b'stance0005',b'swing0008',b'swing0007',b'stance0003',b'swing0006',8.962873434960024,3.811339069753675,7.869416443277388,9.597997424264125,4.735048786455559,5.412901711237721,5.23447994449465,10.889119725452057,ext,ext,ext,ext,ext,ext,ext,flex,0.001340748054625267
89,RIGHT,b'stance0007',b'stance0004',b'swing0003',b'stance0005',b'swing0008',b'swing0007',b'stance0003',b'swing0006',8.467444508455431,3.761475220137908,8.236207705993731,10.029992078059882,4.633083494004706,6.025672987626361,5.457703366843712,10.32357049014719,flex,flex,ext,ext,flex,ext,ext,flex,0.0025768900921192654
90,RIGHT,b'stance0007',b'stance0004',b'swing0003',b'stance0005',b'stance0009',b'swing0007',b'stance0003',b'swing0006',8.316100941123649,3.3250667053606646,,9.966164628405982,5.223708675007561,5.360437067263188,5.4805524333344975,10.385462279005806,flex,flex,,flex,ext,flex,ext,ext,0.0020430671925737664
91,RIGHT,b'stance0007',b'swing0005',b'swing0003',b'swing0006',b'stance0009',b'swing0007',b'stance0003',b'swing0006',8.165245234886449,2.8596461793694656,,10.150789977920883,4.640729159439313,7.1551074831237305,5.837340285084102,9.75613639167354,flex,flex,,ext,flex,ext,ext,flex,0.0011241549639201267
92,RIGHT,b'stance0007',b'swing0005',b'swing0003',b'swing0006',b'stance0009',b'swing0007',b'stance0003',b'swing0006',7.771026910505364,3.7362445908632353,8.071411328809848,10.124040854762335,4.230232739678156,8.008784292311601,6.443322641842336,9.678216922063601,flex,ext,,flex,flex,ext,ext,flex,0.0014841642587557218
