,direction_of_running,stepphase_L1,stepphase_L2,stepphase_L3,stepphase_L4,stepphase_R1,stepphase_R2,stepphase_R3,stepphase_R4,L1_outlier_pred,L2_outlier_pred,L3_outlier_pred,L4_outlier_pred,R1_outlier_pred,R2_outlier_pred,R3_outlier_pred,R4_outlier_pred,ext-flex-dist_L1,ext-flex-dist_L2,ext-flex-dist_L3,ext-flex-dist_L4,ext-flex-dist_R1,ext-flex-dist_R2,ext-flex-dist_R3,ext-flex-dist_R4,ext-flex-phase_L1,ext-flex-phase_L2,ext-flex-phase_L3,ext-flex-phase_L4,ext-flex-phase_R1,ext-flex-phase_R2,ext-flex-phase_R3,ext-flex-phase_R4,body_speed_MMperS,inner_segm_L1,outer_segm_L1,inner_segm_L2,outer_segm_L2,inner_segm_L3,outer_segm_L3,inner_segm_L4,outer_segm_L4,inner_segm_R1,outer_segm_R1,inner_segm_R2,outer_segm_R2,inner_segm_R3,outer_segm_R3,inner_segm_R4,outer_segm_R4
0,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.485951533679001,15.751828288259299,13.446597648205563,18.892163704880122,14.585914120429894,14.817315094542815,8.18427463681603,17.444440280070612,ext,ext,ext,ext,ext,ext,ext,ext,0.00202321383674823,2.2738769634500127,10.323637882447212,4.982118258385922,10.881405804554408,2.4005370252420892,11.050026426056307,7.2820334992109235,11.638460594754783,3.0595571994718296,11.541254060060709,3.468094281441928,11.349276999345987,2.030343514999921,6.3707571785257535,4.992938139886562,12.472282725146641
2,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.7815255492593,16.109157142280214,14.101370718789148,19.01043428140818,14.390025796913475,14.777772246770798,8.165195520594994,16.736893651333787,ext,ext,ext,ext,flex,flex,flex,flex,0.001988194346674118,2.2677391741170654,11.700609027551042,5.505496159614752,10.981576195778686,2.491117765219035,11.61169895315619,7.735200109488385,11.290065429308841,3.436646646986488,10.973902366818502,3.5400467221768643,11.241411305804023,2.0571958157463155,6.342393800510395,4.510574111400071,12.248031486593257
3,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.634005416150965,15.588829485371804,13.380565948065257,18.97791366137528,14.494195384211666,14.589526088308236,6.585146048756413,16.725623610763186,flex,flex,flex,flex,ext,flex,flex,flex,0.001929706936761884,2.3090807435263914,10.423517531356204,4.922360715305171,10.77335013877372,2.3388691831213873,11.043452193761638,7.390828925820228,11.620752977876501,2.973884326633892,11.52501487669785,3.5620661807461356,11.027658570525501,2.034959906297422,4.704727644835424,5.209160203661398,11.54060756956194
4,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.567897622588507,16.1448016662035,14.04497453054255,18.80597914774583,14.375274855138613,14.655833129627343,7.959967248418117,15.660087236065948,ext,ext,ext,flex,flex,ext,ext,flex,0.001712983815744072,2.2788615787631077,11.460872543056144,5.402855613524233,11.061427497664743,2.3961609559436234,11.649533361738149,7.664046762856291,11.167943313986331,3.2435820586157784,11.140380376152763,3.4632641246820532,11.195493245832886,2.138744088257657,6.033084062892405,4.2862753051012366,11.392837754979391
5,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.316572793525248,16.02551844939865,13.983795765427624,18.71084088692233,14.263761616412221,14.53543729276246,7.810674414076139,14.767483691451039,flex,flex,flex,flex,flex,flex,flex,flex,0.00012542072336140027,2.3320700424405514,11.143644783823376,5.290685793844447,11.037718792831937,2.3437665518026614,11.640031857560933,7.811120694779273,10.945014052556099,3.1006855696713584,11.173087132847597,3.464765928650908,11.080723947081673,2.124055606679822,5.982422804129462,4.527749351511449,10.24099168660562
6,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.46586427021236,15.810122902822485,13.460875979752966,18.534016354264587,14.555171230889156,14.49841439704692,7.709427638054431,14.71035045845022,flex,flex,flex,flex,ext,flex,flex,flex,0.0017829446181937695,2.2622339271268475,10.27399902289084,5.130782457521819,10.943793747068813,2.2959443689003463,11.171526932775004,7.559932253598585,11.008272643729839,3.0635743824991617,11.50518194463001,3.4088715162205427,11.093913625050881,2.0880933348070343,5.897967983836269,4.648303836226846,10.068444064055933
7,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.365991153708128,15.690387509971426,14.19716810720881,18.67300956443258,13.639303425398193,14.538048410342437,8.487552037180297,14.04996963736888,ext,flex,ext,ext,flex,ext,ext,flex,0.0012032607599313896,2.3056718297563603,11.154675086534521,5.204654419724534,10.834849128975641,2.410709069017657,11.793467268154922,7.477929115872577,11.207702137777403,2.670042252408148,10.972094180151009,3.4278191090634436,11.112092793747655,2.1607234655038887,6.6165495060257316,5.106629488540132,8.94762353080515
8,RIGHT,b'stance0001',b'stance0001',b'nan',b'nan',b'nan',b'nan',b'stance0001',b'nan',1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,11.695250365592122,14.788834695892646,13.710924407254856,19.152367718968502,13.813751351520294,13.593456038224232,6.944328666489263,14.162144922909288,flex,flex,flex,ext,ext,flex,flex,ext,0.004766409671556588,2.968547756931861,8.772814386311289,4.254974772168184,10.78365617392206,2.4022977875706686,11.458040279942283,7.707756547535058,11.465902552565097,2.603387111749135,11.258351442979313,3.739819773841049,9.856237086190793,1.6862782689839257,5.7428570306595,5.400929896430344,8.78705724692335
9,RIGHT,b'stance0001',b'stance0001',b'nan',b'nan',b'nan',b'nan',b'stance0001',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,11.508351851920542,13.54364342273403,14.979547768574925,19.5378232268827,12.425763435090792,9.696147429135793,,14.178891193925677,flex,flex,ext,ext,flex,flex,,ext,0.006393760799331561,2.8609919203091967,8.661565674081258,4.296668961179675,9.628553109190936,2.8086921208387805,12.182837001193489,7.234575437129882,12.303308396099153,2.279231776238551,10.146779805108903,2.841466555669135,7.045764590433873,1.8346211240149475,,5.266417370920447,8.930794340672843
