,direction_of_running,stepphase_L1,stepphase_L2,stepphase_L3,stepphase_L4,stepphase_R1,stepphase_R2,stepphase_R3,stepphase_R4,L1_outlier_pred,L2_outlier_pred,L3_outlier_pred,L4_outlier_pred,R1_outlier_pred,R2_outlier_pred,R3_outlier_pred,R4_outlier_pred,ext-flex-dist_L1,ext-flex-dist_L2,ext-flex-dist_L3,ext-flex-dist_L4,ext-flex-dist_R1,ext-flex-dist_R2,ext-flex-dist_R3,ext-flex-dist_R4,ext-flex-phase_L1,ext-flex-phase_L2,ext-flex-phase_L3,ext-flex-phase_L4,ext-flex-phase_R1,ext-flex-phase_R2,ext-flex-phase_R3,ext-flex-phase_R4,body_speed_MMperS,inner_segm_L1,outer_segm_L1,inner_segm_L2,outer_segm_L2,inner_segm_L3,outer_segm_L3,inner_segm_L4,outer_segm_L4,inner_segm_R1,outer_segm_R1,inner_segm_R2,outer_segm_R2,inner_segm_R3,outer_segm_R3,inner_segm_R4,outer_segm_R4
0,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.940837808635858,7.24238741850151,7.2024058108932465,12.651712060277935,8.844610440693492,7.358160842418689,6.753939245745229,,ext,ext,ext,ext,ext,ext,ext,,0.0029617595855984595,1.5056219058893705,3.4746292775944854,1.130782989500502,6.812118281907905,2.6459213892542794,4.60296182946191,4.894051457666522,7.78419683923324,1.7964533245422603,7.2233602082667225,1.8200486476288484,5.548857811845185,1.9738052037786786,4.885621018954928,2.7536167839245422,
2,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.915836301342345,6.807280811537776,7.547242658402252,10.94700000214391,7.555564760522937,7.493290997117464,,,flex,flex,ext,flex,flex,ext,,,0.004464003653174077,1.706394298059401,3.2445669930292658,1.1298131782548304,6.7540951839674825,2.372402899079846,5.306520583723319,4.99765241376304,6.041719601792106,1.5417643160407564,6.068886287007703,1.6957211680229414,5.797662526184149,1.503516081210697,,2.479061666409677,
3,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,8.014503824661825,11.675952184123894,8.467564369753017,6.633866335467263,,,,,ext,ext,ext,flex,,,0.007020161587977402,1.4881025272853414,,1.1685693929189176,,1.9296765188362428,6.116112848566851,5.872002644955678,5.86626749447533,1.7859751707013696,6.718427846052715,1.9885054812936038,4.657705935150093,1.7263284802461016,,2.7307162998749965,
4,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,5.880818914359548,4.886892467067115,7.215203498902424,10.38914555058451,8.94889826696536,6.89088404026551,,,,,flex,flex,ext,ext,,,0.004845892025055325,1.57701171465559,4.3044511339650775,0.9734611885421852,4.16226363972887,2.2518896517254614,4.977572300428329,4.605114567116743,5.809523921537674,2.180845010851647,6.838659254284542,1.8960068048535992,5.032271245365431,1.3863410154075007,,2.6498083320986523,
5,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,7.127004140846718,4.015623171466265,7.53506825872372,10.614836646759208,7.481632764391878,5.466091510375001,,8.263525644004567,ext,flex,ext,ext,flex,flex,,,0.009106953160361187,2.302904183683345,4.824413793758528,0.9134120760927994,3.148003158831576,1.6069577314406573,5.985935085383158,4.070546310955552,6.587665778585289,2.2830782790662782,5.333575792534312,1.654424972647495,3.8300992862226493,1.5424492478206098,,3.439814853554839,5.158441874353445
6,RIGHT,b'stance0001',b'swing0001',b'nan',b'stance0001',b'nan',b'nan',b'nan',b'stance0001',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.749188150704005,3.6527042361571076,8.489824006304257,8.91882363309417,5.549584207623169,5.655629827101825,,8.37065878987904,flex,flex,ext,flex,flex,ext,,ext,0.007274061316314568,1.8638749890486863,4.946144961896243,1.2418181360184557,2.909869181576477,2.0073990723728237,6.5172358225235545,3.5699036793908547,5.4340494802093495,1.0402462870527962,4.528798050417198,1.5059752971313976,4.1866084465437945,1.2828020105522775,,3.4190458045311627,4.951685301501692
7,RIGHT,b'stance0001',b'swing0001',b'nan',b'stance0001',b'nan',b'nan',b'nan',b'stance0001',1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,7.587185198665107,3.326293794607008,7.8077987353927565,9.051274011557359,5.64897236424479,6.046825242643437,5.758841842022589,9.092992412277004,ext,flex,flex,ext,ext,ext,,ext,0.008195840056804645,1.743007369573107,5.863830632387431,1.3213896281843471,2.671523209549966,2.212574254028436,5.629561020270506,3.680755318854559,5.581537326688643,0.596617793445344,5.053019814920592,1.8414350975580844,4.308542579679655,1.7031602064212568,4.451193910512177,3.5724406896860597,5.522976724813871
8,RIGHT,b'stance0001',b'swing0001',b'nan',b'stance0001',b'nan',b'nan',b'nan',b'stance0001',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.212038156727642,4.504463584957065,8.32191485646959,8.594246813127306,8.626281730660095,6.085895526397323,6.52363508394675,8.451560294464747,flex,ext,ext,flex,ext,ext,ext,flex,0.0069475893778002335,2.863710469251159,4.357991536689857,1.35141699997795,3.4935074082752045,1.9605909516858413,6.392438237931398,3.5418406972217316,5.096368267949392,2.109810449408416,6.516633977961651,2.1521097144555,3.997552396052886,1.8353351535177742,4.863319956582663,3.235419535494739,5.246285121093817
9,RIGHT,b'stance0001',b'swing0001',b'nan',b'stance0001',b'nan',b'nan',b'nan',b'stance0001',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.788133797453876,,8.445230368435869,9.460399469301379,8.45862980008857,6.486128265169609,6.062032608808596,,flex,,ext,ext,flex,ext,flex,,0.009356931685529117,2.564400295943116,4.235138420091654,1.0966134037703743,,1.7696134211964993,6.703934364480542,3.1786787088031137,6.322191309051446,2.131928605911439,6.339904980523295,2.5058251536614726,4.002745899227873,1.754836526153127,4.308837421638927,2.0583873065231386,
10,RIGHT,b'stance0001',b'swing0001',b'nan',b'stance0001',b'stance0001',b'nan',b'nan',b'swing0001',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.9271980283987125,,7.42085290244719,10.20193625540361,7.865321128573828,5.614252606095195,5.8136812530408015,,flex,,flex,ext,flex,flex,flex,,0.005694557106632602,,,0.8830943425361717,,1.5747545445219286,5.864066128563733,2.855994432687612,7.352652587148076,2.593517649631955,5.272790865285767,1.7870183719624013,3.929607868925536,1.3393924993470703,4.474574532279106,1.7584079686527947,
11,RIGHT,b'stance0001',b'swing0001',b'nan',b'stance0001',b'stance0001',b'nan',b'nan',b'swing0001',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.897323054072334,,,10.518740023045442,7.840437804514002,4.89943602355119,5.91665789583049,,flex,,,ext,flex,flex,ext,,0.005141494202801788,2.784885207894668,3.2973578201666753,1.0661983007418079,,1.7553401613355868,,3.630910953222523,6.890591107376755,2.2361413362819094,5.613457718387404,1.988866687963699,3.163378018247264,1.7754627625712416,4.143756697139168,2.4899272992338886,
