,direction_of_running,stepphase_L1,stepphase_L2,stepphase_L3,stepphase_L4,stepphase_R1,stepphase_R2,stepphase_R3,stepphase_R4,ext-flex-dist_L1,ext-flex-dist_L2,ext-flex-dist_L3,ext-flex-dist_L4,ext-flex-dist_R1,ext-flex-dist_R2,ext-flex-dist_R3,ext-flex-dist_R4,ext-flex-phase_L1,ext-flex-phase_L2,ext-flex-phase_L3,ext-flex-phase_L4,ext-flex-phase_R1,ext-flex-phase_R2,ext-flex-phase_R3,ext-flex-phase_R4,body_speed_MMperS
0,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0
1,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.4770960203878964,3.6218249667816673,5.404457837497107,5.834216759263548,2.4033454865883086,3.5435283135181903,5.023811772888425,4.207804709034417,ext,ext,ext,ext,ext,ext,ext,ext,0.0033432784337756073
2,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.7709358953517231,2.8680837106387673,4.943264688390135,6.075053997419354,2.4183902001035236,2.924552726900928,4.905686946866406,4.548682328201073,ext,flex,flex,ext,ext,flex,flex,ext,0.002806265413361841
3,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.3735443228628987,2.6696844671431355,4.851560600187968,5.966495058917927,3.2775330798988063,2.0992726840965443,4.797872550041477,5.01876803583289,flex,flex,flex,flex,ext,flex,flex,ext,0.005247850610032061
4,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.7822130013617083,2.9595670396095164,5.3285336049986824,5.62154899485323,3.236554495265015,2.5003469652750416,4.520844920630244,5.184824235459626,ext,ext,ext,flex,flex,ext,flex,ext,0.0016831698535571702
5,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',2.133406404131878,2.898513422309581,5.169552643445899,5.539762044489332,2.5046946059584525,2.9548913903811673,4.028789780152541,5.822806857915727,ext,flex,flex,flex,flex,ext,flex,ext,0.002535610735592487
6,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',2.222002547792607,2.6915673625842107,5.047946448081679,5.710728703899407,2.490867056775309,3.0746654714387747,3.930409327119242,5.276479818578162,ext,flex,flex,ext,flex,ext,flex,flex,0.002714482443724652
7,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.6712772802561897,2.4667403663145553,4.557655664368664,5.920290170815585,2.755872933471747,3.434357855363232,3.2426076614637456,6.233525139781982,flex,flex,flex,ext,ext,ext,flex,ext,0.002440688151475585
8,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.9345003766374977,2.5285665603133047,4.8899500075049405,6.1594381326348,2.338456321705904,3.926638278460586,3.1992931246589453,6.064311229999741,ext,ext,ext,ext,flex,ext,flex,flex,0.0026712307930494175
9,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',2.0079344504083254,2.792709386529732,4.37885514966706,6.447250927595597,2.3349159055952757,3.2067175518546174,3.5340600835049543,6.220037443178488,ext,ext,flex,ext,flex,flex,ext,ext,0.0023289132973453837
10,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',2.224039188868034,2.8004795716072097,4.1681231033307995,6.71449752209271,3.0360320447640583,3.168379397404269,3.6008910574805033,6.3365168650165495,ext,ext,flex,ext,ext,flex,ext,ext,0.0010816351012593842
11,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',2.349100304815059,2.699416224575916,4.263635897280631,6.855980487061898,3.2908660416930124,3.2700678872346494,3.687356192943573,6.841208472524992,ext,flex,ext,ext,ext,ext,ext,ext,0.0019260917496648595
12,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',2.6426619353845906,2.7379202782325005,4.309920786736442,6.990548765868359,3.6726356557896005,3.2619162698460973,3.626666696685088,6.937443208770326,ext,ext,ext,ext,ext,flex,flex,ext,0.0016029407328685607
13,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',2.2565916589115234,2.5999949023314324,4.552381550408543,6.592584135319373,2.6287704474500555,3.6969748873562507,3.9763741902370873,6.851168696206215,flex,flex,ext,flex,flex,ext,ext,flex,0.0024721940446884934
14,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',2.21350926116423,2.6600007390249485,4.642942538077725,6.798765739280334,2.8619813565607637,2.780044213175996,3.748751606832182,6.948281478741279,flex,ext,ext,ext,ext,flex,flex,ext,0.001634581877697421
15,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.555592683682197,2.8912008429053486,5.053875370248512,5.5134863885649015,3.2287852697005266,2.768039290337159,4.09734331409155,6.615619446692733,flex,ext,ext,flex,ext,flex,ext,flex,0.0027848016880429346
16,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.4416025956440668,2.961234274439645,5.233800720028701,5.332124986227788,3.8097825017973377,2.947021588899105,3.9469338544337202,6.298827273321366,flex,ext,ext,flex,ext,ext,flex,flex,0.0026189619088819002
17,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.6662331743372731,2.103632004087094,5.024604377161874,5.447960911092375,3.5401101744897208,3.3256042613103514,4.317550380119981,5.0917963301843345,ext,flex,flex,ext,flex,ext,ext,flex,0.0028317849572639777
18,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.5834281169332334,2.9835551208359026,4.5809722833714135,5.643791084134758,3.9059657253948785,3.2198008676814323,4.094884308705199,5.5189760352481105,flex,ext,flex,ext,ext,flex,flex,ext,0.0024389599379997916
19,RIGHT,b'nan',b'swing0001',b'nan',b'nan',b'nan',b'nan',b'nan',b'stance0001',1.8673225353216287,2.3209444825699226,4.520931029172157,6.544103341644707,3.3742228217499943,3.326181230886636,3.6112512529732106,5.44753976515441,ext,flex,flex,ext,flex,ext,flex,flex,0.0024223605415428515
20,RIGHT,b'nan',b'swing0001',b'nan',b'nan',b'nan',b'nan',b'stance0001',b'stance0001',2.197634858984539,1.6934916580800465,4.35852219681242,6.696589748128067,3.131284621586997,3.3963085102421537,3.4780343473305897,5.929349299113481,ext,flex,flex,ext,flex,ext,flex,ext,0.00201836098922762
21,RIGHT,b'stance0001',b'swing0001',b'nan',b'nan',b'nan',b'nan',b'stance0001',b'stance0001',2.2839021893808105,1.5893219580300606,4.128020439273981,6.90437713202776,2.7776607685812813,3.666167578287478,3.740416558126321,5.782298763651423,ext,flex,flex,ext,flex,ext,ext,flex,0.0023638595783593715
22,RIGHT,b'stance0001',b'swing0001',b'stance0001',b'nan',b'swing0001',b'stance0001',b'stance0001',b'stance0001',2.77011225524663,1.5055749792677682,4.274051102166514,7.235581827488112,2.3650369966433242,3.892034605808049,3.7251466144644967,5.23300337481868,ext,flex,ext,ext,flex,ext,flex,flex,0.0028020864084122303
23,RIGHT,b'stance0001',b'swing0001',b'stance0001',b'swing0001',b'swing0001',b'stance0001',b'stance0001',b'stance0001',2.0313832078776404,1.955137792944837,4.527389205753117,7.233703615513324,2.505676662526907,3.2723037002853372,3.3768122712185,5.748950172902448,flex,ext,ext,flex,ext,flex,flex,ext,0.002312274802926406
24,RIGHT,b'stance0001',b'swing0001',b'stance0001',b'swing0001',b'swing0001',b'stance0001',b'stance0001',b'stance0001',2.2164582032124427,2.1887953838072374,4.479148967515587,7.5500158852157995,2.408426848620261,3.5209084280044785,3.175460608178359,6.002773942480827,ext,ext,flex,ext,flex,ext,flex,ext,0.002309754466065091
25,RIGHT,b'stance0001',b'swing0001',b'stance0001',b'swing0001',b'swing0001',b'stance0001',b'stance0001',b'stance0001',2.107024968878779,3.2328838605139016,4.5405785677729416,7.7482759150626865,2.683096789282669,3.563898360734262,3.5261732913086172,6.252153172440748,flex,ext,ext,ext,ext,ext,ext,ext,0.002485923318609272
26,RIGHT,b'stance0001',b'swing0001',b'stance0001',b'swing0001',b'swing0001',b'stance0001',b'stance0001',b'stance0001',1.9175867296526532,3.8338193288291396,5.074450988420154,6.8547478949137055,2.9947678400611855,3.501622606997779,3.6259612324582924,6.682953010208564,flex,ext,ext,flex,ext,flex,ext,ext,0.0017568262587357455
27,RIGHT,b'stance0001',b'stance0001',b'stance0001',b'swing0001',b'swing0001',b'stance0001',b'swing0001',b'swing0001',1.9094169419003322,3.634700362471482,4.795233611154223,6.112738633792486,3.9762174995061956,3.230823511765196,3.7432996113373735,6.372868124500641,flex,flex,flex,flex,ext,flex,ext,flex,0.0011396811789818595
28,RIGHT,b'stance0001',b'stance0001',b'stance0001',b'swing0001',b'stance0001',b'stance0001',b'swing0001',b'swing0001',1.7894528904238223,3.8226796648043146,4.951887154992375,6.207878085308507,3.877804781264837,2.9226976414830332,4.020932295045838,6.643404226420157,flex,ext,ext,ext,flex,flex,ext,ext,0.0025352407774109384
