,direction_of_running,stepphase_L1,stepphase_L2,stepphase_L3,stepphase_L4,stepphase_R1,stepphase_R2,stepphase_R3,stepphase_R4,L1_outlier_pred,L2_outlier_pred,L3_outlier_pred,L4_outlier_pred,R1_outlier_pred,R2_outlier_pred,R3_outlier_pred,R4_outlier_pred,ext-flex-dist_L1,ext-flex-dist_L2,ext-flex-dist_L3,ext-flex-dist_L4,ext-flex-dist_R1,ext-flex-dist_R2,ext-flex-dist_R3,ext-flex-dist_R4,ext-flex-phase_L1,ext-flex-phase_L2,ext-flex-phase_L3,ext-flex-phase_L4,ext-flex-phase_R1,ext-flex-phase_R2,ext-flex-phase_R3,ext-flex-phase_R4,body_speed_MMperS,inner_segm_L1,outer_segm_L1,inner_segm_L2,outer_segm_L2,inner_segm_L3,outer_segm_L3,inner_segm_L4,outer_segm_L4,inner_segm_R1,outer_segm_R1,inner_segm_R2,outer_segm_R2,inner_segm_R3,outer_segm_R3,inner_segm_R4,outer_segm_R4
0,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.384387327160285,4.883784526386613,7.6553014619614075,8.169556435428769,5.20730353974476,6.20606860582055,6.276345472935366,8.937355844483648,ext,ext,ext,ext,ext,ext,ext,ext,0.006412574553783356,1.4278015324916884,4.089630613737087,1.137565923847501,4.466431922314933,2.4087924889995023,5.369422466451502,3.8219546640695294,4.377081684229761,1.5052586390084624,3.8234222174209838,1.873962259957622,4.424810901257034,1.511901260560655,4.861258834590213,2.9048040476879295,6.032883085104481
2,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.827467390127679,4.207391211389643,8.651115149625749,7.848221497023057,4.735776758083153,5.9422361895031655,5.8606066066768285,9.796174918925239,ext,flex,ext,flex,flex,flex,flex,ext,0.007001322960321978,1.48199733331046,4.574714088486692,1.1987091587785055,3.8713930322293195,2.2716394613095585,6.400418094878469,3.563945064486272,4.412059664801676,0.9226441171424223,3.8532972214926295,1.366248436605016,4.576051777418749,1.2250104665204122,4.669466774493674,3.16554649555419,6.649558592123714
3,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.771795182865997,3.8695233423931903,8.272673690910793,8.25068468461697,5.039780752972818,6.429375735047993,5.652661195718988,10.640548904760008,flex,flex,flex,ext,ext,ext,flex,ext,0.005927627958080254,1.5432254793428761,4.6637526321457035,1.2819421118669825,3.8626395682453927,2.1128756584455983,6.199159122986662,3.5260297205553095,4.816697792270882,0.7977891624516881,4.344989786305263,1.5322042346992089,4.952641385085131,1.5093789236252377,4.14974761564333,3.632995912098379,7.028936921347578
4,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,6.025878002354951,3.3242399623350614,7.901651801050692,7.733204173958332,4.8466631840188334,6.593953262739343,6.588011717057733,9.984525570182573,ext,flex,flex,flex,flex,ext,ext,flex,0.00558578561127859,1.7407759843169517,4.458019737028362,1.5393997030265414,3.353172568968766,2.2051192489670446,5.80041224229726,3.1041793535244984,4.646234459654549,0.6498144519285345,4.237587195547716,1.3382318223194671,5.494409901630046,1.7505323508392683,4.838917494241345,2.5599809426396347,7.439246892968224
5,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.74729376653664,5.133337948462087,8.391872856079015,9.080116615183478,4.3537506348082635,8.352223121012363,6.5701842586372425,11.363391441858829,ext,ext,ext,ext,flex,ext,flex,ext,0.006062107578444379,1.8546628749457117,4.898600766642816,1.4812138334622846,3.9567202858180863,2.3337750484843323,6.244400617578898,3.6154886155661847,5.526940337868898,1.4892848548745277,2.916941710111736,1.7492190259178926,6.678063499463384,2.3431012210765747,4.358341516119636,3.170963385633456,8.220643096605167
6,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.212797162754712,4.952172888541413,8.15262004844652,9.646755452047804,4.009667871526684,7.547353704087182,6.401295923119825,9.857987198375945,flex,flex,flex,ext,flex,flex,flex,flex,0.0058833896234672415,1.7406261519194424,3.601536201267513,1.7171440088912933,3.6297697146368875,2.5507618008972304,5.678426503864458,5.136888141329758,4.591939480982882,1.7753767207242412,2.2406655801344866,2.0766365371050255,5.490721141914006,1.367306436453803,5.186328343796689,3.315860610025176,6.600240523705997
7,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.843914756621271,4.965623985111347,7.443268061842073,11.283641996868953,5.496639235074879,7.407815256486957,6.857627105986055,9.51266635926181,flex,ext,flex,ext,ext,flex,ext,flex,0.006638379533267217,1.5675595778926799,3.2974650573731186,1.990930501131386,3.250971147191722,2.506678824723581,5.055395675091911,5.461647182969753,5.844974694372216,2.248669162825123,3.2620824428219066,2.7050969434912138,5.3680703066186,1.6667917153368883,5.431720783135687,3.040997551132601,6.63269615156132
8,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,4.134226072278766,4.364317345813587,7.1689864863026465,12.354629407376306,6.178074899286599,6.317354893666142,6.067208832476073,7.721849582778895,flex,flex,flex,ext,ext,flex,flex,flex,0.005218172493520324,1.7270650694358003,2.519893226319449,1.5995454533584341,3.120895745287093,2.365441248090138,4.834309500383068,5.61057485041656,6.746036524269617,2.554490134783295,3.62371350014323,2.7807609235685806,3.8164692418194917,1.9960878087692029,4.79670943566375,2.611401451949526,5.184096213498398
9,RIGHT,b'nan',b'swing0001',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.237868019958593,2.9913907889017364,5.397360113320273,12.482498103837544,5.816057856314397,5.702003862359615,6.6813134777996,7.129459279467631,ext,flex,flex,ext,flex,flex,ext,flex,0.007474537801707526,1.71644715558863,2.5988478736528027,1.4793045373381661,2.1838021049945624,2.0463791989990536,3.4257945326241215,5.238430582647697,7.246195863030671,2.300172454216444,3.5353069587557373,3.0551825765455933,2.8202080299253245,2.072993292730769,4.864352487184905,2.221905507373177,4.961245382881599
