,direction_of_running,stepphase_L1,stepphase_L2,stepphase_L3,stepphase_L4,stepphase_R1,stepphase_R2,stepphase_R3,stepphase_R4,L1_outlier_pred,L2_outlier_pred,L3_outlier_pred,L4_outlier_pred,R1_outlier_pred,R2_outlier_pred,R3_outlier_pred,R4_outlier_pred,ext-flex-dist_L1,ext-flex-dist_L2,ext-flex-dist_L3,ext-flex-dist_L4,ext-flex-dist_R1,ext-flex-dist_R2,ext-flex-dist_R3,ext-flex-dist_R4,ext-flex-phase_L1,ext-flex-phase_L2,ext-flex-phase_L3,ext-flex-phase_L4,ext-flex-phase_R1,ext-flex-phase_R2,ext-flex-phase_R3,ext-flex-phase_R4,body_speed_MMperS,inner_segm_L1,outer_segm_L1,inner_segm_L2,outer_segm_L2,inner_segm_L3,outer_segm_L3,inner_segm_L4,outer_segm_L4,inner_segm_R1,outer_segm_R1,inner_segm_R2,outer_segm_R2,inner_segm_R3,outer_segm_R3,inner_segm_R4,outer_segm_R4
0,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.020654121023179,13.689991114047753,13.438749222807486,12.55640050383864,6.205687745846006,7.210161445814114,9.579937811860905,17.65898458754971,ext,ext,ext,ext,ext,ext,ext,ext,0.0067390899486939465,3.7123480753411973,3.386457955503581,2.6341788435485145,11.576454928137496,3.365492403870429,10.127631736131978,6.510493131296613,6.1674391246005325,2.545237107920155,3.7037105399174264,3.07748366072467,4.140358910360747,2.3099804671912114,7.803623343372695,6.5208674475765305,11.32884410605923
2,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,,13.214158080925609,13.55049113969852,12.243919194101087,5.514506089506619,,8.74985097060302,18.01867440052265,,flex,ext,flex,flex,,flex,ext,0.011012343148020985,4.331091068883878,,3.6825293618027146,10.349888866774144,4.118618524586492,9.662418375345466,5.85227750658555,6.5276391867644685,1.1141685147546931,4.541127036965745,2.749555897160322,,1.624186501794606,7.6714673007498435,5.916022192767176,12.119157673603738
3,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.896287732345195,13.183972960821158,12.333828945881166,11.791066656992607,8.87919357939433,,8.12900880931418,16.64868272917313,,flex,flex,flex,ext,,flex,flex,0.003648342275594047,3.165705890681884,5.752512619110004,3.8220549665813435,9.795046116948033,4.1248495069783875,8.527920023866086,5.348825708414063,6.44523286220051,1.5421091238380176,7.362894444887997,2.372455482789124,,2.0351773595031726,7.148441539339482,5.549777915799323,11.156028519828196
4,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,8.86377437726427,13.302343974329185,12.590397985279688,12.440124162654712,9.74695616912468,4.941622994637436,9.97956477649444,16.573542375721974,flex,ext,ext,ext,ext,,ext,flex,0.003984351901377589,3.02690292795145,5.839280715861354,4.159018136848323,9.577094065495077,3.926895408573777,8.956292632593032,5.431676165902653,7.009527814615252,2.6144257298319973,7.213803758488442,1.6295243887106334,3.3399501026653007,1.8933375945756035,9.038093945904828,5.229076766061967,11.388340535400236
5,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,11.421310969608673,12.743906621447385,13.225798328983375,12.429233581430012,7.3295683304098915,5.276141402565852,9.265622993278805,15.273770812907873,ext,flex,ext,flex,flex,ext,flex,flex,0.0045788883076349545,4.463427889158498,6.9853658067933635,4.22753613211658,8.89095155978212,4.083451171624105,9.437312255619014,5.306954922362198,7.164198959950165,2.3875403257016448,5.124604104752921,2.4577346913785316,2.823219517553632,2.2934446872950227,7.770490778363041,6.096636042593325,9.243628655355668
6,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.670139757216562,11.254892618899381,12.97275699607184,14.289125053865686,5.889562941349834,4.350403610140488,10.752942128328177,15.190336850490157,ext,flex,flex,ext,flex,flex,ext,flex,0.0070725865107501736,4.756964365468753,7.940282368154793,3.788389857328707,7.996316190322366,3.731150120823135,9.511284518230127,7.20604859912747,7.087731902589162,1.6596329514359769,4.2505599380542956,2.244885522438257,2.4082883376897266,2.8641243183251346,8.354110048534627,4.637459952707596,10.83801002098658
7,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.228211868734757,8.808105958386964,12.382115028440676,14.477992588811478,5.944620815890112,6.332324809600638,11.19682552074643,13.827244728726031,flex,flex,flex,ext,ext,ext,ext,flex,0.008284570158769548,5.073117369064984,7.1966446079783495,3.183160572540089,5.783146569593344,3.2697567503431775,9.47774429482468,7.02268983962956,7.45581850999579,2.0853039104987983,3.8821652129919206,2.6018272070202366,4.079619394720192,3.0447681332029037,8.628348808677195,4.055036822260963,9.997539483719313
8,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.054190811044483,,11.602527366413463,15.248586186003276,,,10.361410480250473,12.510163508028496,flex,,flex,ext,,,flex,flex,0.00443709787288052,6.112324301620476,6.289421493157351,2.891163457239913,,3.138195597458739,8.52315285378243,7.090319317537163,8.170771378777337,2.7982118474636604,,2.3825458883298642,,2.1741826794218415,8.893882360012844,3.439735846871689,9.176681333024284
9,RIGHT,b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',b'nan',1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,9.52220720489161,,11.018057346553526,16.616246087300702,7.460383757715101,5.289939786342781,10.561988606802316,11.957664533411423,flex,,flex,ext,,,ext,flex,0.00724403733437577,5.346252098457954,4.576693124204247,2.9247989934194623,,3.307948763520884,7.777169366373618,7.280952459243588,9.335293696621514,1.876362371124423,5.585303554988524,2.736998172998592,2.9794597024561407,1.9373923475188704,8.98026435999785,3.9081190591746875,8.448969485357107
