scorer,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000
8,740.2568359375,702.3483276367188,0.9999995231628418,725.1010131835938,689.5662841796875,1.0,695.8826293945312,687.5650024414062,1.0,650.5044555664062,699.0568237304688,1.0,740.7266845703125,731.5350341796875,1.0,722.9776611328125,751.5477294921875,0.9999999403953552,690.2457885742188,757.9846801757812,1.0,654.0272827148438,743.191650390625,1.0,708.6471557617188,721.3057250976562,1.0,692.0662841796875,722.0235595703125,1.0,676.7526245117188,721.8856201171875,1.0
9,739.5965576171875,702.4426879882812,0.9999995827674866,725.1627197265625,689.8411254882812,1.0,695.8321533203125,687.8198852539062,1.0,650.4259033203125,699.1963500976562,0.9999998807907104,741.3237915039062,730.8661499023438,1.0,723.0914916992188,750.8907470703125,1.0,690.646728515625,758.0022583007812,1.0,654.3599243164062,742.89892578125,1.0,708.725830078125,721.4492797851562,1.0,692.2006225585938,722.0498046875,1.0,676.9249877929688,721.8895874023438,1.0
10,740.3782348632812,702.5264282226562,0.9999997019767761,725.1622314453125,689.4505615234375,1.0,696.0494995117188,687.026611328125,1.0,650.6507568359375,698.6074829101562,0.9999998807907104,740.8302612304688,731.95849609375,1.0,722.9978637695312,751.9149169921875,1.0,690.283935546875,758.0770874023438,1.0,654.1395263671875,742.941650390625,1.0,708.5371704101562,721.1875610351562,1.0,692.0007934570312,721.9745483398438,1.0,675.8167114257812,721.8057250976562,1.0
11,740.2140502929688,703.517822265625,0.9999994039535522,724.9013671875,689.7103881835938,1.0,695.76171875,687.7903442382812,1.0,650.6106567382812,699.1567993164062,0.9999998807907104,741.375732421875,730.2351684570312,1.0,723.1915893554688,750.6177368164062,0.9999998807907104,691.0299072265625,757.8563232421875,1.0,653.7498168945312,743.1447143554688,1.0,708.8585205078125,721.3409423828125,1.0,692.3052368164062,721.9454956054688,1.0,676.8953857421875,722.0939331054688,1.0
12,740.3572998046875,702.4825439453125,0.9999997019767761,725.1865234375,689.5868530273438,1.0,695.8653564453125,687.351806640625,1.0,650.834228515625,698.8434448242188,0.9999998807907104,740.6423950195312,731.9239501953125,1.0,723.0231323242188,751.91015625,1.0,690.3554077148438,757.9627075195312,1.0,654.0570068359375,743.1648559570312,1.0,708.5350952148438,721.1907958984375,1.0,692.0174560546875,721.9091186523438,1.0,676.7083740234375,721.888671875,1.0
13,740.1956176757812,702.55615234375,0.9999996423721313,725.07470703125,689.337646484375,1.0,695.8224487304688,687.2721557617188,1.0,650.3906860351562,698.8516235351562,0.9999998807907104,740.9468994140625,731.612548828125,1.0,723.0198974609375,751.798095703125,1.0,690.1903076171875,758.0595703125,1.0,653.906982421875,743.1870727539062,1.0,708.714599609375,721.3712768554688,1.0,692.1124877929688,721.9873046875,1.0,675.9597778320312,721.859375,1.0
14,739.367431640625,702.553955078125,0.9999997615814209,725.2007446289062,689.7119750976562,1.0,695.816650390625,687.7420654296875,1.0,650.5841674804688,699.09716796875,0.9999998807907104,741.40234375,730.9874267578125,1.0,723.1061401367188,751.0846557617188,0.9999998807907104,690.8063354492188,757.9368896484375,1.0,653.8740234375,743.3118896484375,1.0,708.72607421875,721.55126953125,1.0,692.2051391601562,722.05322265625,1.0,676.985107421875,722.0267944335938,1.0
15,740.2885131835938,702.8079833984375,0.9999998211860657,725.3404541015625,689.5443115234375,1.0,695.9534912109375,687.1959838867188,1.0,650.3211059570312,698.8201293945312,0.9999998807907104,741.0114135742188,732.197509765625,1.0,723.0404052734375,751.945068359375,1.0,690.1856689453125,758.21142578125,1.0,654.1192626953125,743.0279541015625,1.0,708.618408203125,721.3173828125,1.0,692.0728149414062,722.0360107421875,1.0,676.8065185546875,721.94482421875,1.0
16,739.4470825195312,702.8820190429688,0.9999992847442627,724.8558349609375,689.75927734375,1.0,695.7611694335938,687.9351196289062,1.0,650.3167114257812,699.1452026367188,0.9999999403953552,741.4776611328125,730.4959716796875,1.0,723.4873657226562,750.6517944335938,0.9999998807907104,690.9036865234375,758.0684814453125,1.0,654.0975952148438,742.9705200195312,1.0,708.7919311523438,721.4674682617188,1.0,692.191650390625,722.178466796875,1.0,676.9020385742188,722.1085815429688,1.0
17,739.98779296875,702.7484130859375,0.9999997615814209,725.1085815429688,689.648681640625,1.0,696.0117797851562,687.4778442382812,1.0,650.7591552734375,699.234619140625,0.9999998807907104,740.6639404296875,731.9158325195312,1.0,722.9900512695312,751.9702758789062,1.0,690.3074951171875,758.1766357421875,1.0,653.8956298828125,743.31787109375,1.0,708.6148681640625,721.504638671875,1.0,692.0286254882812,722.171630859375,1.0,676.8533935546875,722.0388793945312,1.0
18,737.22216796875,703.2708129882812,0.9999998807907104,725.1651611328125,690.187744140625,1.0,696.1472778320312,687.7503662109375,1.0,653.6588745117188,700.4899291992188,0.9999999403953552,740.1100463867188,731.1771850585938,1.0,722.9597778320312,751.1412963867188,0.9999999403953552,689.5711669921875,758.0857543945312,1.0,653.756103515625,742.7588500976562,1.0,709.3878784179688,721.401123046875,1.0,693.2572021484375,722.0079956054688,1.0,677.5320434570312,722.3458862304688,1.0
19,738.8226928710938,703.8461303710938,0.9999998807907104,725.1153564453125,690.7179565429688,1.0,695.9633178710938,687.9271240234375,1.0,659.9586791992188,703.9124755859375,1.0,740.5122680664062,728.6334228515625,1.0,723.3274536132812,750.6622314453125,1.0,688.0310668945312,756.912353515625,1.0,654.0588989257812,742.5570068359375,1.0,712.41064453125,721.00830078125,1.0,696.3102416992188,722.0066528320312,1.0,681.3455200195312,722.18212890625,1.0
20,739.7116088867188,703.5319213867188,1.0,727.1188354492188,691.1743774414062,1.0,697.0234375,687.19384765625,1.0,669.0585327148438,706.1571655273438,1.0,742.3641967773438,730.2499389648438,1.0,724.369384765625,753.3563232421875,1.0,691.29638671875,753.5606079101562,1.0,654.3565673828125,742.531005859375,1.0,716.6871337890625,720.699462890625,1.0,701.2763061523438,720.7664184570312,1.0,685.5809936523438,722.1249389648438,1.0
21,740.736328125,704.916015625,0.9999881982803345,733.5061645507812,695.6950073242188,0.9999949932098389,697.114013671875,687.8040161132812,1.0,679.3804931640625,704.5325927734375,1.0,749.6077880859375,724.3460083007812,1.0,725.6156616210938,750.6956176757812,0.9999998807907104,703.0296630859375,753.3825073242188,1.0,658.0484008789062,741.3327026367188,1.0,723.1594848632812,719.9080810546875,1.0,707.2054443359375,720.5870971679688,1.0,691.8505859375,722.1090087890625,1.0
22,743.3027954101562,704.5774536132812,0.9506083726882935,745.4134521484375,694.1411743164062,0.9989559650421143,695.8810424804688,689.3192138671875,1.0,688.0985717773438,703.3339233398438,0.9999998807907104,759.95068359375,722.5057983398438,0.9999998807907104,727.4486083984375,747.7935180664062,0.999850869178772,717.2586059570312,754.71923828125,1.0,664.3611450195312,739.7572021484375,1.0,729.736083984375,719.3218383789062,0.9999991655349731,714.3692016601562,720.7599487304688,1.0,698.2293701171875,721.4605102539062,1.0
23,752.643310546875,697.109619140625,0.0017524957656860352,756.7794799804688,691.8067626953125,0.5848023891448975,696.16552734375,692.9989013671875,1.0,687.6268920898438,704.7177734375,0.9999997615814209,769.447998046875,720.1044311523438,0.9999999403953552,727.3927612304688,742.1063842773438,0.9999191761016846,725.8709106445312,753.0174560546875,1.0,672.3300170898438,739.5942993164062,1.0,736.9725341796875,718.0180053710938,0.9999998807907104,720.2643432617188,720.5743408203125,1.0,706.8070068359375,721.7028198242188,1.0
24,761.2584228515625,697.3013916015625,0.050111234188079834,762.7796020507812,690.4005126953125,0.04038164019584656,703.4412841796875,694.5833129882812,1.0,687.636962890625,704.72265625,1.0,777.7135620117188,717.8802490234375,1.0,734.9287109375,741.1629638671875,0.9999991655349731,735.8724975585938,753.5996704101562,1.0,680.7667236328125,740.7685546875,1.0,743.6278076171875,717.7063598632812,1.0,726.1420288085938,719.5994873046875,1.0,713.5045166015625,721.1133422851562,1.0
25,771.0025634765625,693.8358764648438,0.8914124965667725,772.4025268554688,687.6516723632812,0.7534250020980835,714.4044189453125,691.1814575195312,1.0,688.2278442382812,704.228515625,1.0,785.1170654296875,717.2236328125,1.0,746.8251342773438,740.67578125,0.9998645782470703,743.6160278320312,753.7476806640625,1.0,689.713134765625,742.104736328125,1.0,750.5719604492188,715.4094848632812,1.0,733.7349243164062,718.3348999023438,1.0,719.1810913085938,721.469482421875,1.0
26,780.015869140625,699.8681640625,0.12356939911842346,775.3886108398438,687.2759399414062,0.9976073503494263,729.0380859375,688.6503295898438,1.0,694.2556762695312,702.7686157226562,1.0,790.462646484375,715.6937255859375,1.0,757.8218994140625,739.9658203125,0.9999485015869141,753.665283203125,753.3514404296875,1.0,699.655029296875,744.2813720703125,1.0,757.9755859375,715.8271484375,1.0,741.2294921875,718.1841430664062,1.0,724.9117431640625,720.1187744140625,1.0
27,780.2732543945312,700.3164672851562,0.9961010813713074,779.6397705078125,686.98828125,0.9999997019767761,747.686279296875,683.2932739257812,0.9999997615814209,701.5422973632812,702.637939453125,1.0,795.2037963867188,714.7305908203125,0.9999991655349731,773.8841552734375,737.18603515625,0.9999862909317017,762.8320922851562,750.4368896484375,0.9999997615814209,712.698974609375,743.8233642578125,1.0,764.3323974609375,714.013916015625,0.9999998807907104,747.32470703125,717.645263671875,1.0,731.1538696289062,719.9319458007812,1.0
28,792.2184448242188,704.6218872070312,0.9999997019767761,784.9937133789062,686.2943115234375,1.0,762.97314453125,681.8895263671875,0.9999998807907104,709.1275634765625,703.15673828125,1.0,787.1238403320312,709.2218627929688,0.9999986290931702,791.1388549804688,733.910400390625,0.9999998807907104,773.1381225585938,746.740234375,1.0,726.6987915039062,742.5543823242188,1.0,769.3128051757812,713.5131225585938,1.0,754.5399780273438,717.05517578125,1.0,738.5709838867188,719.5784301757812,1.0
29,799.9072265625,702.8681640625,0.9999992847442627,790.4759521484375,685.4669799804688,1.0,771.2963256835938,680.9778442382812,1.0,716.5133666992188,704.5053100585938,1.0,793.69140625,707.9602661132812,0.9999998807907104,801.2896728515625,733.6784057617188,1.0,785.0927734375,745.2431640625,0.9999998807907104,742.1116333007812,740.9091796875,1.0,776.7807006835938,712.6734619140625,1.0,760.8091430664062,716.9895629882812,1.0,744.9278564453125,719.7548828125,1.0
30,810.0432739257812,699.391845703125,0.9999992847442627,796.1956787109375,684.3914184570312,0.9999998807907104,778.2322998046875,679.70849609375,1.0,723.8563842773438,705.2982788085938,1.0,805.7188720703125,710.1112060546875,0.9998515844345093,810.7894287109375,733.44287109375,0.9999991655349731,792.3616943359375,744.9227294921875,0.9999980330467224,747.1829833984375,739.52783203125,1.0,784.283203125,711.7720336914062,1.0,767.8040161132812,715.5521240234375,1.0,752.483642578125,718.0438232421875,1.0
31,820.3217163085938,700.0352172851562,1.0,804.9896240234375,685.1135864257812,0.9999998807907104,784.3683471679688,678.2869262695312,1.0,730.7233276367188,707.1126708984375,1.0,818.5603637695312,716.0252075195312,0.9998984336853027,817.1885375976562,734.9535522460938,0.9999951124191284,800.9927368164062,744.041748046875,0.9999992847442627,751.8423461914062,738.9393310546875,1.0,791.4456787109375,711.9814453125,1.0,774.5311279296875,715.213134765625,1.0,758.4341430664062,716.6727905273438,1.0
32,828.9002685546875,698.33154296875,0.9999999403953552,812.3992309570312,687.280517578125,0.999999463558197,789.1666259765625,678.2329711914062,1.0,739.1958618164062,705.6298828125,1.0,825.15185546875,721.343505859375,0.999982476234436,819.4291381835938,732.1454467773438,0.9999969005584717,805.2937622070312,741.4036254882812,0.9999994039535522,750.7802734375,738.0686645507812,1.0,797.1640625,711.2516479492188,1.0,779.9652709960938,713.7974243164062,1.0,765.0816650390625,715.5377197265625,1.0
33,834.298095703125,696.7330322265625,0.9999997615814209,820.853759765625,687.0419311523438,0.9999986290931702,789.2540893554688,677.5672607421875,1.0,749.055419921875,703.729736328125,1.0,831.4741821289062,720.8807373046875,0.9995347857475281,826.1947021484375,733.1076049804688,0.9999996423721313,810.1625366210938,739.8242797851562,0.9999995827674866,750.89013671875,738.7119750976562,1.0,803.7345581054688,710.4038696289062,1.0,786.8353271484375,713.004150390625,1.0,772.45703125,714.6301879882812,1.0
34,839.6692504882812,693.0845336914062,0.9999998211860657,829.1256713867188,682.7322998046875,0.9957407712936401,789.808837890625,677.7022094726562,1.0,761.87060546875,698.650634765625,1.0,830.6891479492188,712.7824096679688,0.9998971223831177,832.02294921875,729.6427612304688,0.9999982714653015,815.415771484375,738.9005737304688,1.0,751.9061279296875,739.15380859375,1.0,808.9560546875,709.4569091796875,1.0,792.3668212890625,712.2758178710938,1.0,778.0189208984375,714.948974609375,1.0
35,839.6402587890625,693.9981079101562,0.999991774559021,839.8786010742188,683.1024169921875,0.9997198581695557,790.455322265625,678.9683837890625,1.0,772.6996459960938,698.0626831054688,1.0,839.8618774414062,712.4133911132812,0.9999982118606567,833.1282348632812,728.1253662109375,0.9999973773956299,815.9854125976562,739.741455078125,1.0,754.1324462890625,737.3869018554688,1.0,814.3230590820312,708.562744140625,1.0,798.6044921875,710.7752685546875,1.0,784.0371704101562,713.423583984375,1.0
36,841.8529052734375,693.1395263671875,0.9998232126235962,845.3661499023438,683.1769409179688,0.9744125604629517,791.1624145507812,679.0922241210938,0.9999999403953552,783.7823486328125,693.2640991210938,0.9999998807907104,849.6509399414062,708.7623901367188,0.9999905228614807,834.5184936523438,727.7164916992188,0.9999978542327881,816.5466918945312,739.1727294921875,0.9999998807907104,759.3134765625,735.6549072265625,1.0,821.3052978515625,708.1019897460938,1.0,804.8511962890625,709.9185791015625,1.0,789.9647216796875,711.1051635742188,1.0
37,838.5808715820312,695.1268920898438,0.999043881893158,849.68017578125,683.2291259765625,0.9999938011169434,791.5210571289062,679.1658935546875,1.0,783.6307983398438,694.0509033203125,0.9999999403953552,857.7708129882812,710.1107788085938,1.0,837.720703125,728.5685424804688,1.0,815.4734497070312,739.5324096679688,1.0,764.871826171875,732.0097045898438,0.9999999403953552,827.9563598632812,708.3389282226562,1.0,810.804931640625,709.2346801757812,1.0,796.1021728515625,710.1382446289062,1.0
38,839.47900390625,694.085693359375,0.995685338973999,855.6144409179688,682.8438720703125,0.9999618530273438,795.7606201171875,680.57080078125,1.0,783.6399536132812,694.6524047851562,1.0,865.5157470703125,709.2843627929688,1.0,842.4132690429688,729.9039916992188,0.9999997615814209,815.758544921875,740.4736328125,1.0,772.9285888671875,730.4256591796875,1.0,833.1580810546875,707.2395629882812,1.0,816.8683471679688,709.1756591796875,1.0,802.0745239257812,709.3425903320312,1.0
39,845.8579711914062,692.3800659179688,0.9752934575080872,861.1375732421875,679.7198486328125,0.9999021291732788,806.859619140625,678.1466674804688,1.0,784.8367919921875,694.5106811523438,1.0,874.3958740234375,708.07421875,1.0,849.6090087890625,727.0987548828125,0.9999938011169434,818.1596069335938,738.5473022460938,1.0,784.29931640625,729.9214477539062,0.9999998807907104,839.358154296875,705.8201293945312,1.0,822.86865234375,707.6735229492188,1.0,807.0338745117188,708.4971313476562,0.9999999403953552
40,845.697998046875,690.048828125,0.9999985694885254,867.2161865234375,677.717041015625,1.0,818.4788208007812,674.8553466796875,1.0,786.3588256835938,694.79541015625,1.0,880.2498779296875,709.6699829101562,1.0,863.4417114257812,727.31396484375,0.9999998807907104,817.7210083007812,739.4005126953125,1.0,794.3863525390625,729.0084228515625,1.0,846.4650268554688,705.9417724609375,1.0,829.3208618164062,707.4865112304688,1.0,811.8939208984375,709.336669921875,1.0
41,852.8844604492188,692.171630859375,0.9999999403953552,865.25244140625,677.8912353515625,1.0,836.2528686523438,671.9959716796875,1.0,785.65673828125,695.1978759765625,1.0,886.1347045898438,707.611083984375,1.0,879.776123046875,725.9445190429688,1.0,819.7723999023438,737.5977172851562,1.0,810.2254028320312,729.4558715820312,0.9999999403953552,850.6875,705.3358764648438,1.0,835.0139770507812,707.377197265625,1.0,818.4229736328125,707.4962768554688,1.0
42,861.4072265625,692.78466796875,0.999999463558197,863.7981567382812,677.1746826171875,0.9999998807907104,851.3631591796875,671.1526489257812,1.0,789.9395141601562,694.597900390625,1.0,890.6007690429688,707.7476196289062,1.0,889.330322265625,723.763916015625,1.0,824.93701171875,734.51513671875,0.9999996423721313,821.4442749023438,726.0203857421875,1.0,856.591552734375,704.6166381835938,1.0,841.3917846679688,706.85400390625,1.0,825.8440551757812,708.225830078125,1.0
43,872.508056640625,690.7037353515625,0.9999944567680359,868.2349243164062,677.106689453125,0.9999979734420776,860.990966796875,670.4429321289062,0.9999983906745911,797.2575073242188,694.2098999023438,1.0,895.6973876953125,704.660888671875,0.9999997615814209,894.5271606445312,718.9931640625,0.9999986886978149,834.6917114257812,736.2789916992188,1.0,826.5005493164062,726.4151000976562,0.9999998807907104,863.2489013671875,703.4578857421875,1.0,848.710205078125,706.0674438476562,1.0,831.690673828125,708.5142211914062,1.0
44,895.9063720703125,684.7601318359375,0.9952900409698486,871.5632934570312,676.9007568359375,0.9999762177467346,866.7220458984375,669.0350341796875,0.999999463558197,805.0508422851562,693.4810180664062,1.0,899.8823852539062,699.1036987304688,0.9999994039535522,899.5394897460938,713.0342407226562,0.9999964237213135,851.2338256835938,739.8489990234375,1.0,825.520751953125,726.1478881835938,1.0,869.2738037109375,702.1447143554688,1.0,854.0455932617188,704.528076171875,1.0,837.3785400390625,706.7603759765625,1.0
45,900.9675903320312,687.3062133789062,0.9972773194313049,877.5169067382812,680.25439453125,0.9997376203536987,868.236328125,668.3740234375,0.9999997615814209,814.2722778320312,692.5949096679688,1.0,907.9739990234375,702.4278564453125,0.9999997019767761,897.2643432617188,715.2272338867188,0.9998719692230225,866.1560668945312,741.155029296875,0.9999997615814209,824.5187377929688,724.2462158203125,1.0,874.8925170898438,701.0173950195312,0.9999994039535522,860.0133056640625,703.7984619140625,1.0,843.4585571289062,706.4051513671875,1.0
46,915.70703125,684.2764892578125,0.9996246099472046,881.5263671875,681.1802368164062,0.9999998211860657,868.5756225585938,668.8984375,1.0,826.37158203125,691.4644165039062,1.0,917.0763549804688,701.1626586914062,0.9999963045120239,895.4512939453125,719.769287109375,0.9988131523132324,883.3834228515625,739.1372680664062,1.0,824.8699340820312,725.7249755859375,1.0,882.0119018554688,700.6663208007812,1.0,865.666015625,703.2429809570312,1.0,851.3197631835938,703.9708251953125,1.0
47,918.1934814453125,682.3880615234375,0.9999966621398926,895.283935546875,677.0762329101562,0.9999980330467224,868.8590698242188,668.0665283203125,1.0,839.274169921875,687.9149780273438,1.0,924.20361328125,702.4285888671875,1.0,895.3511352539062,720.1377563476562,0.9999971389770508,897.7748413085938,733.1398315429688,1.0,826.5614624023438,724.9986572265625,1.0,888.6898193359375,699.8269653320312,1.0,871.5845947265625,702.1146240234375,1.0,856.7322387695312,703.5098266601562,1.0
48,923.8837890625,683.4663696289062,0.9999973773956299,914.899658203125,674.0836791992188,0.9999904632568359,870.2752075195312,668.3594970703125,1.0,852.8472290039062,686.1287231445312,1.0,929.5453491210938,701.02392578125,1.0,898.0863037109375,718.8673095703125,0.9999974966049194,907.0640869140625,731.6676025390625,1.0,832.9357299804688,723.70068359375,1.0,896.0001220703125,699.3428344726562,1.0,878.3811645507812,701.4175415039062,1.0,862.7503051757812,703.0879516601562,1.0
