,direction_of_climbing,body_deflection_angle,speed_PXperS,stepphase_FL,stepphase_FR,stepphase_HR,stepphase_HL,stridephase_FL,step-length_FR,step-length_FL,step-length_HR,step-length_HL,dynamics_FL,dynamics_FR,dynamics_HR,dynamics_HL,mid_stance_wrist_angles_mean_FL,mid_stance_wrist_angles_mean_FR,mid_stance_wrist_angles_mean_HR,mid_stance_wrist_angles_mean_HL,limbROM_FL,limbROM_FR,limbROM_HR,limbROM_HL,spineROM_FL,spineROM_FR,spineROM_HR,spineROM_HL,CROM_FL,CROM_FR,CROM_HR,CROM_HL,shoulder_angle_FL,shoulder_angle_FR,shoulder_angle_HR,shoulder_angle_HL,knee_angle_FL,knee_angle_FR,knee_angle_HR,knee_angle_HL,mid_stance_toe_angles_mean_fl_ti-fl_ti1,mid_stance_toe_angles_mean_fl_ti1-fl_to1,mid_stance_toe_angles_mean_fl_to1-fl_to,mid_stance_toe_angles_mean_fr_ti-fr_ti1,mid_stance_toe_angles_mean_fr_ti1-fr_to1,mid_stance_toe_angles_mean_fr_to1-fr_to,mid_stance_toe_angles_mean_hr_ti-hr_ti1,mid_stance_toe_angles_mean_hr_ti1-hr_to1,mid_stance_toe_angles_mean_hr_to1-hr_to,mid_stance_toe_angles_mean_hl_ti-hl_ti1,mid_stance_toe_angles_mean_hl_ti1-hl_to1,mid_stance_toe_angles_mean_hl_to1-hl_to
0,UP,,3840.7,b'stride0001',b'stride0001',b'stride0001',b'stride0001',b'nan',69.0825292415087,23.108665124039103,27.529219062722788,27.21750543076779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,UP,,3840.7,b'stride0001',b'stride0001',b'stride0001',b'stride0001',b'nan',69.0825292415087,23.108665124039103,27.529219062722788,27.21750543076779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,UP,,3053.51,b'stride0001',b'stride0001',b'stride0001',b'stride0001',b'nan',69.0825292415087,23.108665124039103,27.529219062722788,27.21750543076779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,UP,,3472.97,b'stance0001',b'stride0001',b'stance0001',b'stance0001',b'nan',69.0825292415087,,,,,,,,130.06709479474802,,,,,,,,,,,,,,,,,,,,,,,,61.323691033439864,66.5315448112634,55.3347077616138,,,,41.59961099482663,43.22657365269968,78.1301542837687,,,
4,UP,,2893.37,b'stance0001',b'stance0001',b'stance0001',b'stride0002',b'nan',,,,87.1791154991638,,,,,130.06709479474802,,,,,,,,,,,,,,,,170.64311448229535,,,,128.9191705181417,,,,61.323691033439864,66.5315448112634,55.3347077616138,,,,41.59961099482663,43.22657365269968,78.1301542837687,,,
5,UP,,3793.29,b'stance0001',b'stride0002',b'stance0001',b'stride0002',b'nan',246.63463413795014,,,87.1791154991638,,,,,130.06709479474802,,,,,,,,,,,,,,,,163.46378467885472,,,,109.13855370154775,,,,61.323691033439864,66.5315448112634,55.3347077616138,,,,41.59961099482663,43.22657365269968,78.1301542837687,,,
6,UP,,3845.67,b'stance0001',b'stride0002',b'stance0001',b'stride0002',b'nan',246.63463413795014,,,87.1791154991638,,,,,130.06709479474802,,,,,,,,,,,,,,,,166.73732143621666,144.2554194965438,,,103.12697804265157,166.25966082444117,,,61.323691033439864,66.5315448112634,55.3347077616138,,,,41.59961099482663,43.22657365269968,78.1301542837687,,,
7,UP,,3636.3,b'stance0001',b'stride0002',b'stance0001',b'stride0002',b'nan',246.63463413795014,,,87.1791154991638,,,,,130.06709479474802,,,,,,,,,,,,,,,,157.26850624641366,136.92290565019087,,,91.68781667832921,137.061696409229,,,61.323691033439864,66.5315448112634,55.3347077616138,,,,41.59961099482663,43.22657365269968,78.1301542837687,,,
8,UP,,4166.76,b'stance0001',b'stride0002',b'stance0001',b'stride0002',b'nan',246.63463413795014,,,87.1791154991638,,,,,130.06709479474802,,,,,,,,,,,,,,,,146.523059590359,139.35876084464184,,,84.15534532310303,111.8749572393241,,,61.323691033439864,66.5315448112634,55.3347077616138,,,,41.59961099482663,43.22657365269968,78.1301542837687,,,
9,UP,,3780.1,b'stance0001',b'stride0002',b'stance0001',b'stride0002',b'nan',246.63463413795014,,,87.1791154991638,,,,,130.06709479474802,,,,,,,,,,,,,,,,145.921406891742,135.9809221556654,,,89.26322560642816,101.94236071225112,,,61.323691033439864,66.5315448112634,55.3347077616138,,,,41.59961099482663,43.22657365269968,78.1301542837687,,,
10,UP,,3873.39,b'stance0001',b'stride0002',b'stance0001',b'stride0002',b'swing0001',246.63463413795014,,,87.1791154991638,,,,,130.06709479474802,,,,,,,,,,,,,,,,152.61797887524938,145.8543055710094,,,103.86330557187699,99.02164803749581,,,61.323691033439864,66.5315448112634,55.3347077616138,,,,41.59961099482663,43.22657365269968,78.1301542837687,,,
11,UP,,2988.17,b'stance0001',b'stride0002',b'stride0002',b'stride0002',b'swing0001',246.63463413795014,,37.986158747348256,87.1791154991638,,,,,130.06709479474802,,,,,,,,,,,,,,,,151.16419589254457,147.626036173429,,,130.64232210471909,95.50589620487335,,,61.323691033439864,66.5315448112634,55.3347077616138,,,,,,,,,
12,UP,,3297.28,b'stance0001',b'stride0002',b'stride0002',b'stride0002',b'swing0001',246.63463413795014,,37.986158747348256,87.1791154991638,,,,,130.06709479474802,,,,,,,,,,,,,,,,149.45486473862027,167.1375436284473,,,151.2514393366858,102.41598782920704,,147.79378177245826,61.323691033439864,66.5315448112634,55.3347077616138,,,,,,,,,
13,UP,,3487.81,b'stride0002',b'stride0002',b'stride0002',b'stride0002',b'swing0001',246.63463413795014,304.0588493092412,37.986158747348256,87.1791154991638,,,,,,,,,98.7896724038952,,,,31.33876871237996,,,,,,,,149.1544624759865,163.48662926155464,,,151.6198600137814,98.11776068073834,,,,,,,,,,,,,,
14,UP,,2058.105,b'stride0002',b'stride0002',b'stride0002',b'stance0002',b'swing0001',246.63463413795014,304.0588493092412,37.986158747348256,,,,,,,,,101.68876183715797,98.7896724038952,,,,31.33876871237996,,,,,,,,153.99505196128212,166.42596981858946,,,164.79930781933646,105.06100769533104,,,,,,,,,,,,32.93220691495799,68.62714070373717,80.11091671276668
