,direction_of_climbing,body_deflection_angle,speed_PXperS,stepphase_FL,stepphase_FR,stepphase_HR,stepphase_HL,step-length_FR,step-length_FL,step-length_HR,step-length_HL,dynamics_FL,dynamics_FR,dynamics_HR,dynamics_HL,mid_stance_wrist_angles_mean_FL,mid_stance_wrist_angles_mean_FR,mid_stance_wrist_angles_mean_HR,mid_stance_wrist_angles_mean_HL,limbROM_FL,limbROM_FR,limbROM_HR,limbROM_HL,spineROM_FL,spineROM_FR,spineROM_HR,spineROM_HL,CROM_FL,CROM_FR,CROM_HR,CROM_HL,shoulder_angle_FL,shoulder_angle_FR,shoulder_angle_HR,shoulder_angle_HL,mid_stance_toe_angles_mean_fl_ti-fl_ti1,mid_stance_toe_angles_mean_fl_ti1-fl_to1,mid_stance_toe_angles_mean_fl_to1-fl_to,mid_stance_toe_angles_mean_fr_ti-fr_ti1,mid_stance_toe_angles_mean_fr_ti1-fr_to1,mid_stance_toe_angles_mean_fr_to1-fr_to,mid_stance_toe_angles_mean_hr_ti-hr_ti1,mid_stance_toe_angles_mean_hr_ti1-hr_to1,mid_stance_toe_angles_mean_hr_to1-hr_to,mid_stance_toe_angles_mean_hl_ti-hl_ti1,mid_stance_toe_angles_mean_hl_ti1-hl_to1,mid_stance_toe_angles_mean_hl_to1-hl_to
0,UP,,3374.48,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,UP,,3374.48,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,UP,,2883.91,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,UP,,3338.45,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,UP,,3236.7,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,158.00380885325995,,,,,,,,,,,,,,,
5,UP,,3452.83,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,155.71490794091318,,,,,,,,,,,,,,,
6,UP,,3563.96,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,160.96394157399376,153.1515935815227,,,,,,,,,,,,,,
7,UP,,3065.91,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,175.66349094996573,140.42410465805284,,,,,,,,,,,,,,
8,UP,,3192.76,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,178.75796940877956,153.85621094940393,,,,,,,,,,,,,,
9,UP,,3104.46,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,178.36591792509233,149.10700914957778,,,,,,,,,,,,,,
10,UP,,2619.08,b'stance0001',b'nan',b'nan',b'nan',,,,,,,,,25.433902835750022,,,,,,,,,,,,,,,,175.48201145573515,144.69359285089232,,,62.78175380654802,58.80970907469541,51.935192226651,,,,,,,,,
11,UP,,3134.38,b'stance0001',b'nan',b'nan',b'nan',,,,,,,,,25.433902835750022,,,,,,,,,,,,,,,,170.30217259811963,142.03570717271108,,,62.78175380654802,58.80970907469541,51.935192226651,,,,,,,,,
12,UP,,2683.99,b'stance0001',b'nan',b'nan',b'swing0001',,,,128.82684238841136,,,,,25.433902835750022,,,,,,,,,,,,,,,,165.59931209930022,146.28892600297078,,,62.78175380654802,58.80970907469541,51.935192226651,,,,,,,,,
13,UP,,1953.86,b'stance0001',b'nan',b'nan',b'swing0001',,,,128.82684238841136,,,,,25.433902835750022,,,,,,,,,,,,,,,,158.72061456744734,142.63026056596325,,,62.78175380654802,58.80970907469541,51.935192226651,,,,,,,,,
