,direction_of_climbing,body_deflection_angle,speed_PXperS,stepphase_FL,stepphase_FR,stepphase_HR,stepphase_HL,step-length_FR,step-length_FL,step-length_HR,step-length_HL,dynamics_FL,dynamics_FR,dynamics_HR,dynamics_HL,mid_stance_wrist_angles_mean_FL,mid_stance_wrist_angles_mean_FR,mid_stance_wrist_angles_mean_HR,mid_stance_wrist_angles_mean_HL,limbROM_FL,limbROM_FR,limbROM_HR,limbROM_HL,spineROM_FL,spineROM_FR,spineROM_HR,spineROM_HL,CROM_FL,CROM_FR,CROM_HR,CROM_HL,shoulder_angle_FL,shoulder_angle_FR,shoulder_angle_HR,shoulder_angle_HL,mid_stance_toe_angles_mean_fl_ti-fl_ti1,mid_stance_toe_angles_mean_fl_ti1-fl_to1,mid_stance_toe_angles_mean_fl_to1-fl_to,mid_stance_toe_angles_mean_fr_ti-fr_ti1,mid_stance_toe_angles_mean_fr_ti1-fr_to1,mid_stance_toe_angles_mean_fr_to1-fr_to,mid_stance_toe_angles_mean_hr_ti-hr_ti1,mid_stance_toe_angles_mean_hr_ti1-hr_to1,mid_stance_toe_angles_mean_hr_to1-hr_to,mid_stance_toe_angles_mean_hl_ti-hl_ti1,mid_stance_toe_angles_mean_hl_ti1-hl_to1,mid_stance_toe_angles_mean_hl_to1-hl_to
0,DOWN,2.658474199575153,1795.135,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,146.63350998523404,166.6522970066103,166.12590714256936,175.3581112474909,,,,,,,,,,,,
1,DOWN,3.0723880633748877,1795.135,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,132.39251877340115,,158.0420621798512,164.86803093357568,,,,,,,,,,,,
2,DOWN,4.350709354667629,1481.505,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,147.7638756817389,175.58269180097042,164.4006451095618,169.70015143939065,,,,,,,,,,,,
3,DOWN,4.683486343530717,1933.4050000000002,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,143.60207929463985,176.80598070435943,152.9628183910879,169.87058080460884,,,,,,,,,,,,
4,DOWN,6.07233833342201,1753.4899999999998,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,143.69422203842265,176.5053114847564,158.2185680631745,175.6850844766273,,,,,,,,,,,,
5,DOWN,6.923710509889986,1631.47,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,141.80477623377965,162.37200597021183,169.89431303841516,165.40915553938984,,,,,,,,,,,,
6,DOWN,8.02836095395,1499.04,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,138.44653255104146,160.07311688832854,170.52652945010175,170.6353706994868,,,,,,,,,,,,
7,DOWN,7.889105670905934,2245.0550000000003,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,149.6599573457293,166.26801622438836,170.97391284729053,176.94317032043574,,,,,,,,,,,,
8,DOWN,8.838588332022908,1887.405,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,141.35975108971198,160.95826768650016,175.29009416269483,179.9752913339544,,,,,,,,,,,,
9,DOWN,8.386048822521104,2063.3599999999997,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,154.15179240271056,152.46051361660426,179.09772314975896,179.36595438565823,,,,,,,,,,,,
10,DOWN,8.288372940245182,2128.315,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,158.24083552900674,151.85685563299987,167.97398703577457,179.95261885944072,,,,,,,,,,,,
11,DOWN,7.919206055447404,1649.31,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,166.40825102685466,149.43651485911118,162.21339537121338,178.72104700910793,,,,,,,,,,,,
12,DOWN,7.416898281267635,1937.6349999999998,b'nan',b'nan',b'swing0001',b'stance0001',,,28.570997330719177,,,,21.238085143430897,,,,,164.93691288636174,,,57.54237573185233,,,,18.97913445485696,,,,,,167.65544118100698,147.09684196696486,168.48528837090961,171.42369625515806,,,,,,,,,,59.744964123290515,51.289093379676736,56.04191539337842
13,DOWN,7.844858502388746,2274.95,b'nan',b'stance0001',b'swing0001',b'stance0001',,,28.570997330719177,,,,14.870676122489014,,,72.82425463508598,,164.93691288636174,,,57.54237573185233,,,,18.97913445485696,,,,,,174.17967255658363,148.7353735434105,162.38326335059463,150.7226004584929,,,,58.29603268129887,72.39628161614938,56.571610296640216,,,,59.744964123290515,51.289093379676736,56.04191539337842
14,DOWN,7.01689953888706,2300.01,b'swing0001',b'stance0001',b'swing0001',b'stance0001',,18.180320541566836,28.570997330719177,,67.45842267745108,,15.56555613456374,,,72.82425463508598,,164.93691288636174,79.80443644093391,,57.54237573185233,,18.229252822929496,,18.97913445485696,,,,,,172.62101784320973,153.02058719015773,164.5602069270212,158.33393753567628,,,,58.29603268129887,72.39628161614938,56.571610296640216,,,,59.744964123290515,51.289093379676736,56.04191539337842
15,DOWN,5.578188013467496,2814.96,b'swing0001',b'stance0001',b'swing0001',b'stance0001',,18.180320541566836,28.570997330719177,,64.96469522112746,,13.319749534139495,,,72.82425463508598,,164.93691288636174,79.80443644093391,,57.54237573185233,,18.229252822929496,,18.97913445485696,,,,,,172.73727267147916,147.59264572004233,153.29716712486055,170.5365001532243,,,,58.29603268129887,72.39628161614938,56.571610296640216,,,,59.744964123290515,51.289093379676736,56.04191539337842
16,DOWN,4.340440097921828,2450.8199999999997,b'swing0001',b'stance0001',b'swing0001',b'stance0001',,18.180320541566836,28.570997330719177,,60.686383451983524,,27.699837606590314,,,72.82425463508598,,164.93691288636174,79.80443644093391,,57.54237573185233,,18.229252822929496,,18.97913445485696,,,,,,163.4096362000325,157.01793567631083,166.91446610959056,168.03252228885282,,,,58.29603268129887,72.39628161614938,56.571610296640216,,,,59.744964123290515,51.289093379676736,56.04191539337842
17,DOWN,3.56496209708547,2692.925,b'swing0001',b'stance0001',b'swing0001',b'stance0001',,18.180320541566836,28.570997330719177,,81.43048869787566,,38.07597321408386,,,72.82425463508598,,164.93691288636174,79.80443644093391,,57.54237573185233,,18.229252822929496,,18.97913445485696,,,,,,178.4572738524942,153.1772767374043,164.64989344947801,176.92591650402105,,,,58.29603268129887,72.39628161614938,56.571610296640216,,,,59.744964123290515,51.289093379676736,56.04191539337842
18,DOWN,1.6413424323486936,2529.29,b'swing0001',b'stance0001',b'swing0001',b'stance0001',,18.180320541566836,28.570997330719177,,93.00654351180715,,49.99700444835597,,,72.82425463508598,,164.93691288636174,79.80443644093391,,57.54237573185233,,18.229252822929496,,18.97913445485696,,,,,,176.62936966056247,158.90455094804048,170.3135291934753,178.4828999760585,,,,58.29603268129887,72.39628161614938,56.571610296640216,,,,59.744964123290515,51.289093379676736,56.04191539337842
19,DOWN,1.335451223621618,2525.26,b'swing0001',b'stance0001',b'swing0001',b'stance0001',,18.180320541566836,28.570997330719177,,109.5624564961827,,62.57106091066493,,,72.82425463508598,,164.93691288636174,79.80443644093391,,57.54237573185233,,18.229252822929496,,18.97913445485696,,,,,,172.0120982105728,162.59502217310555,176.43134009304947,171.7882589845737,,,,58.29603268129887,72.39628161614938,56.571610296640216,,,,59.744964123290515,51.289093379676736,56.04191539337842
20,DOWN,0.37556653497105685,2264.37,b'swing0001',b'stance0001',b'swing0001',b'stance0001',,18.180320541566836,28.570997330719177,,119.87523335987517,,71.49748533212748,,,72.82425463508598,,164.93691288636174,79.80443644093391,,57.54237573185233,,18.229252822929496,,18.97913445485696,,,,,,170.80963865638898,162.7908940050172,178.07515193487532,170.71787500746368,,,,58.29603268129887,72.39628161614938,56.571610296640216,,,,59.744964123290515,51.289093379676736,56.04191539337842
