,direction_of_climbing,body_deflection_angle,speed_PXperS,stepphase_FL,stepphase_FR,stepphase_HR,stepphase_HL,step-length_FR,step-length_FL,step-length_HR,step-length_HL,dynamics_FL,dynamics_FR,dynamics_HR,dynamics_HL,mid_stance_wrist_angles_mean_FL,mid_stance_wrist_angles_mean_FR,mid_stance_wrist_angles_mean_HR,mid_stance_wrist_angles_mean_HL,limbROM_FL,limbROM_FR,limbROM_HR,limbROM_HL,spineROM_FL,spineROM_FR,spineROM_HR,spineROM_HL,CROM_FL,CROM_FR,CROM_HR,CROM_HL,shoulder_angle_FL,shoulder_angle_FR,shoulder_angle_HR,shoulder_angle_HL,mid_stance_toe_angles_mean_fl_ti-fl_ti1,mid_stance_toe_angles_mean_fl_ti1-fl_to1,mid_stance_toe_angles_mean_fl_to1-fl_to,mid_stance_toe_angles_mean_fr_ti-fr_ti1,mid_stance_toe_angles_mean_fr_ti1-fr_to1,mid_stance_toe_angles_mean_fr_to1-fr_to,mid_stance_toe_angles_mean_hr_ti-hr_ti1,mid_stance_toe_angles_mean_hr_ti1-hr_to1,mid_stance_toe_angles_mean_hr_to1-hr_to,mid_stance_toe_angles_mean_hl_ti-hl_ti1,mid_stance_toe_angles_mean_hl_ti1-hl_to1,mid_stance_toe_angles_mean_hl_to1-hl_to
0,UP,,868.85,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,140.2489880052948,131.43350094594555,,,,,,,,,,,,,,
1,UP,,868.85,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,139.80845061674614,142.3272720660874,,,,,,,,,,,,,,
2,UP,,1002.88,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,144.10745647492985,139.51421531232222,,,,,,,,,,,,,,
3,UP,,1081.39,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,146.92866711986895,155.28803334458826,,,,,,,,,,,,,,
4,UP,,1147.59,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,147.35967923077393,162.97697442299807,,,,,,,,,,,,,,
5,UP,,928.285,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,141.22826052312604,163.0861986415992,,,,,,,,,,,,,,
6,UP,1.7912494160449324,1448.635,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,139.77415173455043,173.29524634105815,165.39235202584916,165.8821237081937,,,,,,,,,,,,
7,UP,3.8239619893230894,1086.785,b'nan',b'stance0001',b'nan',b'nan',,,,,,,,,,23.142975220311886,,,,,,,,,,,,,,,141.57379305956619,174.8676025621545,162.2161061003651,172.19614105664257,,,,54.26515931594338,53.19518102798698,31.532558040779936,,,,,,
8,UP,4.620621948577247,2265.455,b'nan',b'stance0001',b'nan',b'nan',,,,,,,,,,23.142975220311886,,,,,,,,,,,,,,,148.48248819174486,173.5927297635667,161.97416010763948,175.28270192295244,,,,54.26515931594338,53.19518102798698,31.532558040779936,,,,,,
9,UP,7.63658018578061,1290.605,b'nan',b'stance0001',b'nan',b'nan',,,,,,,,,,23.142975220311886,,,,,,,,,,,,,,,146.1539305973485,171.1461127372236,168.3455914294767,179.94656818078272,,,,54.26515931594338,53.19518102798698,31.532558040779936,,,,,,
