,direction_of_climbing,body_deflection_angle,speed_PXperS,stepphase_FL,stepphase_FR,stepphase_HR,stepphase_HL,step-length_FR,step-length_FL,step-length_HR,step-length_HL,dynamics_FL,dynamics_FR,dynamics_HR,dynamics_HL,mid_stance_wrist_angles_mean_FL,mid_stance_wrist_angles_mean_FR,mid_stance_wrist_angles_mean_HR,mid_stance_wrist_angles_mean_HL,limbROM_FL,limbROM_FR,limbROM_HR,limbROM_HL,spineROM_FL,spineROM_FR,spineROM_HR,spineROM_HL,CROM_FL,CROM_FR,CROM_HR,CROM_HL,shoulder_angle_FL,shoulder_angle_FR,shoulder_angle_HR,shoulder_angle_HL,knee_angle_FL,knee_angle_FR,knee_angle_HR,knee_angle_HL,mid_stance_toe_angles_mean_fl_ti-fl_ti1,mid_stance_toe_angles_mean_fl_ti1-fl_to1,mid_stance_toe_angles_mean_fl_to1-fl_to,mid_stance_toe_angles_mean_fr_ti-fr_ti1,mid_stance_toe_angles_mean_fr_ti1-fr_to1,mid_stance_toe_angles_mean_fr_to1-fr_to,mid_stance_toe_angles_mean_hr_ti-hr_ti1,mid_stance_toe_angles_mean_hr_ti1-hr_to1,mid_stance_toe_angles_mean_hr_to1-hr_to,mid_stance_toe_angles_mean_hl_ti-hl_ti1,mid_stance_toe_angles_mean_hl_ti1-hl_to1,mid_stance_toe_angles_mean_hl_to1-hl_to
55,DOWN,0.23904726762279438,,b'stride0004',b'stance0004',b'stride0006',b'stance0004',,270.7702198246673,311.0784059910054,,124.03297017017637,,,,,,,,87.40712770364748,,82.63603066025043,,16.306625625255734,,16.306625625255734,,19.039356969562235,,-20.541497874088265,,164.44514839721566,165.14064071771034,170.79150185887937,176.05853162263128,135.60104750631814,114.35514039766618,95.06987336962023,81.51282940308185,,,,,,,,,,,,
56,DOWN,0.5678124141147975,,b'stride0004',b'stance0004',b'stride0006',b'stance0004',,270.7702198246673,311.0784059910054,,107.62240120690159,,,,,,,,87.40712770364748,,82.63603066025043,,16.306625625255734,,16.306625625255734,,19.039356969562235,,-20.541497874088265,,169.25508750088048,176.59955070339356,171.69717642645475,176.88982957990598,125.54314606956281,148.82695302828316,96.43396254007723,92.00468078331572,,,,,,,,,,,,
57,DOWN,0.34684573093758786,,b'stride0004',b'stance0004',b'stride0006',b'stance0004',,270.7702198246673,311.0784059910054,,82.89924823496787,,,,,,,,87.40712770364748,,82.63603066025043,,16.306625625255734,,16.306625625255734,,19.039356969562235,,-20.541497874088265,,173.41624353957255,178.77154041711773,166.95840261076978,167.48211740602244,133.52980499478102,164.10357862879428,105.1526880709445,106.16280962638234,,,,,,,,,,,,
58,DOWN,0.31521298830946876,,b'stride0004',b'stride0005',b'stride0006',b'stance0004',178.3999114162499,270.7702198246673,311.0784059910054,,61.71443177833457,135.16805315433552,,,,,,,87.40712770364748,,82.63603066025043,,16.306625625255734,0.435728621654782,16.306625625255734,,19.039356969562235,,-20.541497874088265,,164.86566744901825,175.245985552515,166.26859908888608,169.89191823707432,140.61966527963253,172.7064176011776,113.93804727705152,117.54155979783488,,,,,,,,,,,,
59,DOWN,1.60422334607253,,b'stride0004',b'stride0005',b'stride0006',b'stride0005',178.3999114162499,270.7702198246673,311.0784059910054,264.07889858330157,57.54998477199433,141.28711187874427,,,,,,,87.40712770364748,,82.63603066025043,,16.306625625255734,0.435728621654782,16.306625625255734,38.461166605465564,19.039356969562235,,-20.541497874088265,,154.4010308493162,165.4628428363489,169.76296342038788,168.50707563419425,144.98564448726654,163.85256339331175,128.17455292189507,106.53832482341625,,,,,,,,,,,,
60,DOWN,3.2447390934284215,,b'stance0004',b'stride0005',b'stride0006',b'stride0005',178.3999114162499,,311.0784059910054,264.07889858330157,,128.8857881393796,,,17.73677180850878,,,,,,82.63603066025043,,,0.435728621654782,16.306625625255734,38.461166605465564,,,-20.541497874088265,,151.85118884540782,177.9360068203343,168.92972250805082,174.40431045937456,,172.63755452869293,118.70391471933223,91.73150328171104,29.369443140090528,83.68061108178073,76.31860372365463,,,,,,,,,
61,DOWN,5.5626535202057426,,b'stance0004',b'stride0005',b'stance0006',b'stride0005',178.3999114162499,,,264.07889858330157,,121.1095818907147,,,17.73677180850878,,143.25775970552334,,,,,,,0.435728621654782,,38.461166605465564,,,,,177.6029715981462,179.17342203521,,177.3559141986791,,165.90671206261055,,87.2021291010423,29.369443140090528,83.68061108178073,76.31860372365463,,,,,,,,,
62,DOWN,,,b'stance0004',b'stride0005',b'stance0006',b'stride0005',178.3999114162499,,,264.07889858330157,,,,,17.73677180850878,,143.25775970552334,,,,,,,0.435728621654782,,38.461166605465564,,,,,,,173.55427650502057,176.64708537062208,,,97.58237469115582,90.90733881414235,29.369443140090528,83.68061108178073,76.31860372365463,,,,,,,,,
63,DOWN,,,b'stance0004',b'stride0005',b'stance0006',b'stride0005',178.3999114162499,,,264.07889858330157,,,,,17.73677180850878,,143.25775970552334,,,,,,,0.435728621654782,,38.461166605465564,,,,,,,166.9479902990666,175.59449519625463,,,96.37849491509989,93.30636776649844,29.369443140090528,83.68061108178073,76.31860372365463,,,,,,,,,
64,DOWN,,,b'stance0004',b'stride0005',b'stance0006',b'stride0005',178.3999114162499,,,264.07889858330157,,,,,17.73677180850878,,143.25775970552334,,,,,,,0.435728621654782,,38.461166605465564,,,,,,,169.23818588659466,177.46943958036425,,,106.20766747544873,99.00756456262374,29.369443140090528,83.68061108178073,76.31860372365463,,,,,,,,,
65,DOWN,,,b'stance0004',b'stance0005',b'stance0006',b'stride0005',,,,264.07889858330157,,,,,17.73677180850878,,143.25775970552334,,,,,,,,,38.461166605465564,,,,,,,176.857729231902,168.66105173926078,,,121.59174536045913,93.63452776932162,29.369443140090528,83.68061108178073,76.31860372365463,,,,,,,,,
66,DOWN,,,b'stride0005',b'stride0006',b'stride0007',b'stride0005',39.84927109766885,175.44295798320184,176.07825003111464,264.07889858330157,,,,,,,,,,,,,,,18.871375847568014,38.461166605465564,,,,,,,170.06603802166387,167.02973554461204,,,138.30965204579536,98.4465234334875,,,,,,,,,,,,
67,DOWN,,,b'stride0005',b'stride0006',b'stride0007',b'stride0005',39.84927109766885,175.44295798320184,176.07825003111464,264.07889858330157,,,,,,,,,,,,,,,18.871375847568014,38.461166605465564,,,,,,,179.6036189460446,,,,113.18311032250533,,,,,,,,,,,,,
68,DOWN,,,b'stride0005',b'stride0006',b'stride0007',b'stance0005',39.84927109766885,175.44295798320184,176.07825003111464,,,,,,,,,,,,,,,,18.871375847568014,,,,,,,,178.22966891624995,,,,103.12517356230948,,,,,,,,,,,,,
69,DOWN,,,b'stride0005',b'stride0006',b'stride0007',b'stance0005',39.84927109766885,175.44295798320184,176.07825003111464,,,,,,,,,,,,,,,,18.871375847568014,,,,,,,,,,,,,,,,,,,,,,,,,
70,DOWN,,,b'stance0005',b'stance0006',b'stride0007',b'stride0006',,,176.07825003111464,150.2414706028366,,,,,,,,,,,,,,,18.871375847568014,,,,,,,,,,,,,,,,,,,,,,,,,
71,DOWN,,,b'stance0005',b'stance0006',b'stride0007',b'stride0006',,,176.07825003111464,150.2414706028366,,,,,,,,,,,,,,,18.871375847568014,,,,,,,,,,,,,,,,,,,,,,,,,
72,DOWN,,,b'stance0005',b'stance0006',b'stance0007',b'stance0006',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,DOWN,,,b'stride0006',b'stance0006',b'stance0007',b'stance0006',,597.2987683395169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,DOWN,,,b'stride0006',b'stride0007',b'stance0007',b'stride0007',55.356859704767565,597.2987683395169,,691.676743348988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,DOWN,,,b'stride0006',b'stride0007',b'stride0008',b'stride0007',55.356859704767565,597.2987683395169,622.4266120138988,691.676743348988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,DOWN,,,b'stride0006',b'stride0007',b'stride0008',b'stride0007',55.356859704767565,597.2987683395169,622.4266120138988,691.676743348988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,DOWN,,,b'stride0006',b'stride0007',b'stride0008',b'stride0007',55.356859704767565,597.2987683395169,622.4266120138988,691.676743348988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,DOWN,,,b'stride0006',b'stride0007',b'stride0008',b'stride0007',55.356859704767565,597.2987683395169,622.4266120138988,691.676743348988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,DOWN,,,b'stride0006',b'stride0007',b'stride0008',b'stride0007',55.356859704767565,597.2987683395169,622.4266120138988,691.676743348988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,DOWN,,,b'stride0006',b'stride0007',b'stride0008',b'stride0007',55.356859704767565,597.2987683395169,622.4266120138988,691.676743348988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,DOWN,,,b'stride0006',b'stance0007',b'stride0008',b'stride0007',,597.2987683395169,622.4266120138988,691.676743348988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,DOWN,,,b'stride0006',b'stride0008',b'stride0008',b'stride0007',0.0,597.2987683395169,622.4266120138988,691.676743348988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,DOWN,,,b'stride0006',b'stance0008',b'stride0008',b'stance0007',,597.2987683395169,622.4266120138988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.84994524024614,9.661656098796053,63.415313796661906,,,,,,
84,DOWN,,,b'stance0006',b'stance0008',b'stance0008',b'stance0007',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.84994524024614,9.661656098796053,63.415313796661906,,,,,,
85,DOWN,,,b'stance0006',b'stance0008',b'stance0008',b'stance0007',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.84994524024614,9.661656098796053,63.415313796661906,,,,,,
86,DOWN,,,b'stance0006',b'stance0008',b'stance0008',b'stride0008',,,,785.9209177427954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.84994524024614,9.661656098796053,63.415313796661906,,,,,,
87,DOWN,,,b'stance0006',b'stance0008',b'stance0008',b'stride0008',,,,785.9209177427954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.84994524024614,9.661656098796053,63.415313796661906,,,,,,
88,DOWN,,,b'stance0006',b'stance0008',b'stance0008',b'stance0008',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.84994524024614,9.661656098796053,63.415313796661906,,,,,,
89,DOWN,,,b'stride0007',b'stride0009',b'stride0009',b'stride0009',174.1386150250175,172.67223192401207,785.5787200968443,785.4921052682887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,DOWN,,,b'stride0007',b'stride0009',b'stride0009',b'stride0009',174.1386150250175,172.67223192401207,785.5787200968443,785.4921052682887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
