,direction_of_climbing,body_deflection_angle,speed_PXperS,stepphase_FL,stepphase_FR,stepphase_HR,stepphase_HL,step-length_FR,step-length_FL,step-length_HR,step-length_HL,dynamics_FL,dynamics_FR,dynamics_HR,dynamics_HL,mid_stance_wrist_angles_mean_FL,mid_stance_wrist_angles_mean_FR,mid_stance_wrist_angles_mean_HR,mid_stance_wrist_angles_mean_HL,limbROM_FL,limbROM_FR,limbROM_HR,limbROM_HL,spineROM_FL,spineROM_FR,spineROM_HR,spineROM_HL,CROM_FL,CROM_FR,CROM_HR,CROM_HL,shoulder_angle_FL,shoulder_angle_FR,shoulder_angle_HR,shoulder_angle_HL,knee_angle_FL,knee_angle_FR,knee_angle_HR,knee_angle_HL,mid_stance_toe_angles_mean_fl_ti-fl_ti1,mid_stance_toe_angles_mean_fl_ti1-fl_to1,mid_stance_toe_angles_mean_fl_to1-fl_to,mid_stance_toe_angles_mean_fr_ti-fr_ti1,mid_stance_toe_angles_mean_fr_ti1-fr_to1,mid_stance_toe_angles_mean_fr_to1-fr_to,mid_stance_toe_angles_mean_hr_ti-hr_ti1,mid_stance_toe_angles_mean_hr_ti1-hr_to1,mid_stance_toe_angles_mean_hr_to1-hr_to,mid_stance_toe_angles_mean_hl_ti-hl_ti1,mid_stance_toe_angles_mean_hl_ti1-hl_to1,mid_stance_toe_angles_mean_hl_to1-hl_to
26,DOWN,2.083774727418529,7058.785,b'stride0002',b'stride0002',b'stride0003',b'stride0002',330.0403680769675,340.07133713050314,332.3534232461779,333.1843368034223,150.75058432876716,72.52932378186387,,,,,,,26.995825417059507,34.86886192684415,73.25008407020809,60.48776462593389,17.76613842065199,18.879343474078496,16.847783588405463,18.879343474078496,41.998784377533084,23.825053626006095,-26.634442475519762,-27.640873230924,150.08316881977922,179.43942442918558,167.69492245046246,169.10619724358858,149.57047494637706,129.96551634054615,101.46513139227011,98.91951101961513,,,,,,,,,,,,
27,DOWN,0.11434920944205373,5673.35,b'stride0002',b'stride0002',b'stride0003',b'stance0002',330.0403680769675,340.07133713050314,332.3534232461779,,143.485675056282,87.93584337189806,,,,,,,26.995825417059507,34.86886192684415,73.25008407020809,,17.76613842065199,18.879343474078496,16.847783588405463,,41.998784377533084,23.825053626006095,-26.634442475519762,,151.1767712884923,177.88998162910937,177.0623117879915,177.42349612372516,138.5826640271723,121.67399028057176,88.4103398882064,93.47198865206651,,,,,,,,,,,,
28,DOWN,1.5123633438372224,6615.865,b'stride0002',b'stance0002',b'stride0003',b'stance0002',,340.07133713050314,332.3534232461779,,134.89970434532484,,,,,,,,26.995825417059507,,73.25008407020809,,17.76613842065199,,16.847783588405463,,41.998784377533084,,-26.634442475519762,,158.8925379818427,164.58819353096285,179.55233088761278,177.98908625052593,119.50268277915627,114.96114969830724,79.48781261873152,89.57694702743524,,,,,,,,,,,,
29,DOWN,1.3746672498870396,6483.99,b'stride0002',b'stance0002',b'stride0003',b'stance0002',,340.07133713050314,332.3534232461779,,116.14067124242514,,,,,,,,26.995825417059507,,73.25008407020809,,17.76613842065199,,16.847783588405463,,41.998784377533084,,-26.634442475519762,,166.5893671726357,170.1930573892481,177.41373187394043,168.6620257931418,114.65994231105147,137.14255644480812,91.30171184326969,109.12377937600792,,,,,,,,,,,,
30,DOWN,0.11143519314421724,5915.26,b'stride0002',b'stride0003',b'stride0003',b'stride0003',301.18734867214414,340.07133713050314,332.3534232461779,323.88860234845305,90.90212809324552,128.91859263400875,,,,,,,26.995825417059507,42.146054840661606,73.25008407020809,71.13293616837991,17.76613842065199,13.95875527989277,16.847783588405463,12.981322035211178,41.998784377533084,13.636920048651831,-26.634442475519762,-22.402851718108167,175.42378929839197,177.0797902538798,174.1333773519208,167.62993373275827,123.13687782348813,148.5284040188125,107.67704809543417,123.99902256046026,,,,,,,,,,,,
31,DOWN,0.8732111850334832,5751.59,b'stride0002',b'stride0003',b'stride0003',b'stride0003',301.18734867214414,340.07133713050314,332.3534232461779,323.88860234845305,71.39946269400822,124.27547206732416,,,,,,,26.995825417059507,42.146054840661606,73.25008407020809,71.13293616837991,17.76613842065199,13.95875527989277,16.847783588405463,12.981322035211178,41.998784377533084,13.636920048651831,-26.634442475519762,-22.402851718108167,165.90214361866674,176.14670786168017,173.3138967697875,178.3794518678344,130.75517133152772,158.73587238103156,118.95141742296383,100.97092584283733,,,,,,,,,,,,
32,DOWN,3.356192313059381,6561.41,b'stride0002',b'stride0003',b'stride0003',b'stride0003',301.18734867214414,340.07133713050314,332.3534232461779,323.88860234845305,66.3820223645647,127.02828897375822,,,,,,,26.995825417059507,42.146054840661606,73.25008407020809,71.13293616837991,17.76613842065199,13.95875527989277,16.847783588405463,12.981322035211178,41.998784377533084,13.636920048651831,-26.634442475519762,-22.402851718108167,161.77442639631633,178.3963748377407,,177.3382721911104,130.65756325645788,147.65701533423893,,92.52797316523326,,,,,,,,,,,,
33,DOWN,5.157744417552152,6234.469999999999,b'stride0002',b'stride0003',b'stride0003',b'stride0003',301.18734867214414,340.07133713050314,332.3534232461779,323.88860234845305,73.59850414313182,121.43022235849995,,,,,,,26.995825417059507,42.146054840661606,73.25008407020809,71.13293616837991,17.76613842065199,13.95875527989277,16.847783588405463,12.981322035211178,41.998784377533084,13.636920048651831,-26.634442475519762,-22.402851718108167,164.0402788495507,177.11459124931085,167.88117460517233,177.99185883161806,131.38061858362428,151.78065308053388,109.96082569710579,99.3515767690025,,,,,,,,,,,,
34,DOWN,7.589361672365158,6124.33,b'stride0002',b'stride0003',b'stance0003',b'stride0003',301.18734867214414,340.07133713050314,,323.88860234845305,113.48588510017477,121.37379286532793,,,,,,,26.995825417059507,42.146054840661606,,71.13293616837991,17.76613842065199,13.95875527989277,,12.981322035211178,41.998784377533084,13.636920048651831,,-22.402851718108167,171.6922100951088,174.52019894665287,170.6884432520738,176.70069100402068,101.89586143910476,139.5413119013104,96.3735805686595,95.57631791367562,,,,,,,,,,,,
35,DOWN,9.423719791816467,6612.735000000001,b'stance0002',b'stride0003',b'stride0004',b'stride0003',301.18734867214414,,0.0,323.88860234845305,,103.13131879450275,,,,,,,,42.146054840661606,,71.13293616837991,,13.95875527989277,,12.981322035211178,,13.636920048651831,,-22.402851718108167,160.90643076096887,178.52308613895588,174.3077661474204,178.58163114945523,103.76053082732388,135.5386309922046,93.19706523132056,97.98129382081574,,,,,,,,,,,,
36,DOWN,10.9136222679156,6473.765,b'stride0003',b'stride0003',b'stance0004',b'stride0003',301.18734867214414,288.9711898270939,,323.88860234845305,149.24321730580485,86.81391549534492,,,,,,,61.47947089217659,42.146054840661606,,71.13293616837991,12.53548387600459,13.95875527989277,,12.981322035211178,24.981392286935858,13.636920048651831,,-22.402851718108167,153.29285496143677,177.1617123310442,175.68207886215558,,99.32061531921023,132.8979127350145,103.12130927811232,,,,,,,,,,,,,
37,DOWN,11.999750675326396,5814.365,b'stride0003',b'stride0003',b'stance0004',b'stride0003',301.18734867214414,288.9711898270939,,323.88860234845305,160.57270636729513,75.20829232410478,,,,,,,61.47947089217659,42.146054840661606,,71.13293616837991,12.53548387600459,13.95875527989277,,12.981322035211178,24.981392286935858,13.636920048651831,,-22.402851718108167,143.27715551904322,175.48458233780772,174.20203694595907,,91.74053231877178,124.4743447743263,132.02563463463306,,,,,,,,,,,,,
38,DOWN,10.378451944795643,7094.535,b'stride0003',b'stride0003',b'stride0005',b'stride0003',301.18734867214414,288.9711898270939,281.56065801246166,323.88860234845305,156.08349683135654,65.51184022145928,,,,,,,61.47947089217659,42.146054840661606,,71.13293616837991,12.53548387600459,13.95875527989277,,12.981322035211178,24.981392286935858,13.636920048651831,-27.29896597983891,-22.402851718108167,141.66178181192777,176.7088403355168,,,137.21349428249712,131.95860135100742,,,,,,,,,,,,,,
39,DOWN,8.847983366174986,6115.905000000001,b'stride0003',b'stride0003',b'stride0005',b'stride0003',301.18734867214414,288.9711898270939,281.56065801246166,323.88860234845305,152.9211458663418,70.221152132891,,,,,,,61.47947089217659,42.146054840661606,,71.13293616837991,12.53548387600459,13.95875527989277,,12.981322035211178,24.981392286935858,13.636920048651831,-27.29896597983891,-22.402851718108167,146.22211263398182,174.28327983283523,,165.59995467819667,132.1887548368423,134.12079186134062,,106.15024124493013,,,,,,,,,,,,
40,DOWN,8.001312809425201,6158.415,b'stride0003',b'stride0003',b'stride0005',b'stance0003',301.18734867214414,288.9711898270939,281.56065801246166,,150.64102666765817,78.35524746329496,,,,,,,61.47947089217659,42.146054840661606,,,12.53548387600459,13.95875527989277,,,24.981392286935858,13.636920048651831,-27.29896597983891,,148.60173629329574,173.2025191643557,179.57985926129038,176.47495017098092,118.83882055081355,132.51665686814684,105.58610147635547,80.49560177424418,,,,,,,,,,,,
41,DOWN,6.272116223793347,5589.32,b'stride0003',b'stance0003',b'stride0005',b'stance0003',,288.9711898270939,281.56065801246166,,140.47519205146557,,,,,,,,61.47947089217659,,,,12.53548387600459,,,,24.981392286935858,,-27.29896597983891,,156.93896834733846,173.0381440176729,172.38444692252497,177.73241662669693,115.67223016177701,115.8246672571642,101.53490548577408,76.93680886817401,,,,,,,,,,,,
42,DOWN,4.84882426555518,5881.74,b'stride0003',b'stance0003',b'stride0005',b'stride0004',,288.9711898270939,281.56065801246166,299.6350169753141,114.80608357585218,,,,,,,,61.47947089217659,,,16.263571467291612,12.53548387600459,,,15.142771742706188,24.981392286935858,,-27.29896597983891,-37.04253774789616,170.8479519959897,177.030719099582,179.93112496761177,178.84548097366115,121.60131944450163,145.15274580023762,105.46486852740807,83.560421380754,,,,,,,,,,,,
43,DOWN,4.915820466473974,4995.79,b'stride0003',b'stance0003',b'stride0005',b'stride0004',,288.9711898270939,281.56065801246166,299.6350169753141,94.18651553735577,,,,,,,,61.47947089217659,,,16.263571467291612,12.53548387600459,,,15.142771742706188,24.981392286935858,,-27.29896597983891,-37.04253774789616,171.86872281342482,176.83594627300135,166.4259475171891,174.5322094777509,122.17095766923038,165.4644430975173,109.05070496994404,89.49618120888728,,,,,,,,,,,,
44,DOWN,6.141097486936019,5792.385,b'stride0003',b'stride0004',b'stride0005',b'stride0004',291.9321756747107,288.9711898270939,281.56065801246166,299.6350169753141,82.38853244545315,126.79925289168946,,,,,,,61.47947089217659,47.04235359727328,,16.263571467291612,12.53548387600459,16.262238940161744,,15.142771742706188,24.981392286935858,4.890897439167006,-27.29896597983891,-37.04253774789616,174.05001016729102,179.2655563126262,175.05840672024954,,119.22963398162497,171.10357011412353,130.87202797289262,,,,,,,,,,,,,
45,DOWN,7.602496645919786,5231.3150000000005,b'stride0003',b'stride0004',b'stride0005',b'stride0004',291.9321756747107,288.9711898270939,281.56065801246166,299.6350169753141,73.43418006141218,130.37404572623592,,,,,,,61.47947089217659,47.04235359727328,,16.263571467291612,12.53548387600459,16.262238940161744,,15.142771742706188,24.981392286935858,4.890897439167006,-27.29896597983891,-37.04253774789616,164.5688091977349,176.55175488218515,,169.6067091375589,130.1712085783555,172.07772135360685,,91.60875418337208,,,,,,,,,,,,
46,DOWN,7.777166628164537,5718.135,b'stride0003',b'stride0004',b'stride0005',b'stride0004',291.9321756747107,288.9711898270939,281.56065801246166,299.6350169753141,80.71956726806691,123.4756604714643,,,,,,,61.47947089217659,47.04235359727328,,16.263571467291612,12.53548387600459,16.262238940161744,,15.142771742706188,24.981392286935858,4.890897439167006,-27.29896597983891,-37.04253774789616,167.31367778470468,174.3344374558763,160.30694234419516,166.17120513534985,124.23261288834837,177.708787318537,109.98759520944775,84.09068681708764,,,,,,,,,,,,
47,DOWN,9.315252642179615,6213.365,b'stance0003',b'stride0004',b'stance0005',b'stride0004',291.9321756747107,,,299.6350169753141,,124.70176971491925,,,,,,,,47.04235359727328,,16.263571467291612,,16.262238940161744,,15.142771742706188,,4.890897439167006,,-37.04253774789616,178.52885647950106,176.707662847164,159.03604315208162,173.57979562883324,107.44012700440555,164.37312650735885,95.4789756406576,81.43407362624652,,,,,,,,,,,,
48,DOWN,11.154685273883615,5940.09,b'stance0003',b'stride0004',b'stance0005',b'stride0004',291.9321756747107,,,299.6350169753141,,108.5545284783859,,,,,,,,47.04235359727328,,16.263571467291612,,16.262238940161744,,15.142771742706188,,4.890897439167006,,-37.04253774789616,148.1313525565595,174.79461664856098,165.1886733645337,175.26769310562835,97.461991491388,162.58659017946465,95.5972954785058,83.14421171663537,,,,,,,,,,,,
49,DOWN,11.77682245327128,5854.125,b'stance0003',b'stride0004',b'stance0005',b'stride0004',291.9321756747107,,,299.6350169753141,,94.96142506693158,,,,,,,,47.04235359727328,,16.263571467291612,,16.262238940161744,,15.142771742706188,,4.890897439167006,,-37.04253774789616,147.14315756492866,173.68582196609435,175.92678514286277,179.7953390466658,137.58796475904228,147.27000458765517,114.38671400613302,89.16950380355418,,,,,,,,,,,,
50,DOWN,11.115809856284699,5201.645,b'stance0003',b'stride0004',b'stance0005',b'stride0004',291.9321756747107,,,299.6350169753141,,75.34553514253679,,,,,,,,47.04235359727328,,16.263571467291612,,16.262238940161744,,15.142771742706188,,4.890897439167006,,-37.04253774789616,144.42094871233428,,172.6661392554224,175.332686043169,167.08184958656273,,138.22221125794718,98.6667263771015,,,,,,,,,,,,
51,DOWN,8.100009080744229,5387.57,b'stride0004',b'stride0004',b'stride0006',b'stride0004',291.9321756747107,270.7702198246673,311.0784059910054,299.6350169753141,160.52872916713017,64.92414168014102,,,,,,,87.40712770364748,47.04235359727328,82.63603066025043,16.263571467291612,16.306625625255734,16.262238940161744,16.306625625255734,15.142771742706188,19.039356969562235,4.890897439167006,-20.541497874088265,-37.04253774789616,140.45251879710287,,156.92839491764073,171.95950110875978,165.4049183034383,,148.71415062973665,104.13743350041253,,,,,,,,,,,,
52,DOWN,6.895092692324454,5545.875,b'stride0004',b'stride0004',b'stride0006',b'stride0004',291.9321756747107,270.7702198246673,311.0784059910054,299.6350169753141,161.18276608768429,54.23195770151804,,,,,,,87.40712770364748,47.04235359727328,82.63603066025043,16.263571467291612,16.306625625255734,16.262238940161744,16.306625625255734,15.142771742706188,19.039356969562235,4.890897439167006,-20.541497874088265,-37.04253774789616,140.5047141083248,170.9015662567856,176.8747678859454,167.0683250189317,153.6705008304913,137.57140313658454,129.32130207002146,101.61984917235965,,,,,,,,,,,,
53,DOWN,4.911572608740983,5985.645,b'stride0004',b'stride0004',b'stride0006',b'stride0004',291.9321756747107,270.7702198246673,311.0784059910054,299.6350169753141,150.72451459251505,62.98254198664455,,,,,,,87.40712770364748,47.04235359727328,82.63603066025043,16.263571467291612,16.306625625255734,16.262238940161744,16.306625625255734,15.142771742706188,19.039356969562235,4.890897439167006,-20.541497874088265,-37.04253774789616,148.2690880091701,174.51393527541128,168.5357817935615,177.66728329233123,149.33441368122942,133.49037127061177,119.16371528265762,92.13553136556273,,,,,,,,,,,,
54,DOWN,2.9007305270129393,5328.965,b'stride0004',b'stance0004',b'stride0006',b'stride0004',,270.7702198246673,311.0784059910054,299.6350169753141,141.06145779376922,,,,,,,,87.40712770364748,,82.63603066025043,16.263571467291612,16.306625625255734,,16.306625625255734,15.142771742706188,19.039356969562235,,-20.541497874088265,-37.04253774789616,155.25312136546802,172.10598969858938,174.06958299871025,175.98594161246575,137.3776185457375,106.93216335947567,98.11977053061153,83.60958524012034,,,,,,,,,,,,
