,direction_of_climbing,body_deflection_angle,speed_PXperS,stepphase_FL,stepphase_FR,stepphase_HR,stepphase_HL,step-length_FR,step-length_FL,step-length_HR,step-length_HL,dynamics_FL,dynamics_FR,dynamics_HR,dynamics_HL,mid_stance_wrist_angles_mean_FL,mid_stance_wrist_angles_mean_FR,mid_stance_wrist_angles_mean_HR,mid_stance_wrist_angles_mean_HL,limbROM_FL,limbROM_FR,limbROM_HR,limbROM_HL,spineROM_FL,spineROM_FR,spineROM_HR,spineROM_HL,CROM_FL,CROM_FR,CROM_HR,CROM_HL,shoulder_angle_FL,shoulder_angle_FR,shoulder_angle_HR,shoulder_angle_HL,knee_angle_FL,knee_angle_FR,knee_angle_HR,knee_angle_HL,fl_ti-fl_ti1,fl_ti1-fl_to1,fl_to1-fl_to,fr_ti-fr_ti1,fr_ti1-fr_to1,fr_to1-fr_to,hr_ti-hr_ti1,hr_ti1-hr_to1,hr_to1-hr_to,hl_ti-hl_ti1,hl_ti1-hl_to1,hl_to1-hl_to
38,UP,9.507282128853477,4088.09,b'stance0002',b'stride0003',b'stance0003',b'stride0003',256.74461260637196,,,275.3489543524933,,102.27500244504502,,71.3189994810733,27.589407351044596,,98.10970941627697,,,73.94716337666519,,78.82632114700118,,29.125562109751634,,32.5509518591975,,21.982293029128442,,-10.241161577416847,151.7481779229568,156.28762860212333,172.05711382248586,167.33788049275557,95.58305342793243,146.3781362586355,87.10861870084668,117.54696503877713,68.94969351435083,57.89715723631897,57.156181490577055,47.66004775025447,31.008996268948295,41.13181467334936,20.539782699205386,65.82328674926039,67.59686609304471,44.1156698725047,57.05699469187453,88.5046323122721
39,UP,9.273051096297836,4099.535,b'stance0002',b'stride0003',b'stance0003',b'stride0003',256.74461260637196,,,275.3489543524933,,86.20162671045898,,57.595507800322274,27.589407351044596,,98.10970941627697,,,73.94716337666519,,78.82632114700118,,29.125562109751634,,32.5509518591975,,21.982293029128442,,-10.241161577416847,145.83459709922388,161.35035095401219,166.45499489575457,171.915944246885,97.02983974056357,133.2598057552737,102.29318670078435,126.35510566756491,55.74215812508525,56.87694576125464,64.79135331620708,45.47456470070091,29.63534398154345,40.09606446138337,26.10777521873393,67.40029090336947,69.11563493832637,43.237350429278585,59.28234984527611,86.1584586536465
40,UP,7.335441973325776,4370.095,b'stance0002',b'stride0003',b'stance0003',b'stride0003',256.74461260637196,,,275.3489543524933,,70.69834107381925,,43.70439076062906,27.589407351044596,,98.10970941627697,,,73.94716337666519,,78.82632114700118,,29.125562109751634,,32.5509518591975,,21.982293029128442,,-10.241161577416847,150.93735004479848,164.11048220782533,150.75875259150126,168.03935694360771,113.37997732012057,123.41637042419713,123.8612633764894,134.93218774559898,49.6432358934563,57.43042335028154,59.8695710912473,48.28142846446664,30.210440433911238,35.70488501776615,26.02090924492784,70.40736943368273,69.10621408503701,38.14530765869602,49.6242766558977,80.33254991326653
41,UP,3.0776410811841513,4057.2200000000003,b'stride0003',b'stride0003',b'stance0003',b'stride0003',256.74461260637196,255.85015395274084,,275.3489543524933,169.13710229185213,63.240909538032454,,31.93672213314167,,,98.10970941627697,,84.89176917333573,73.94716337666519,,78.82632114700118,31.288039195361563,29.125562109751634,,32.5509518591975,21.28334151650725,21.982293029128442,,-10.241161577416847,142.78913760801606,167.99588840571136,139.78460034875116,176.14752352165036,139.1014343311581,122.03014883221459,149.47163510840414,129.08886426522974,59.40181815693228,39.01542781275447,67.25598403180496,53.20935341273267,36.7710583615481,42.731460278766555,34.21682543893422,74.7727931160598,69.07697747134074,38.78612207973747,68.23660199595689,88.65916505774582
42,UP,1.3949980360690895,3983.3599999999997,b'stride0003',b'stride0003',b'stride0004',b'stride0003',256.74461260637196,255.85015395274084,252.58612962788425,275.3489543524933,156.9305461261722,56.5730326785527,153.2606258799203,25.717779616207842,,,,,84.89176917333573,73.94716337666519,106.08992947035495,78.82632114700118,31.288039195361563,29.125562109751634,30.428741282452087,32.5509518591975,21.28334151650725,21.982293029128442,-3.932494488964778,-10.241161577416847,152.59877332818095,175.52797313924316,123.79555201593669,178.06539320592896,164.23864274718898,127.22312826044589,157.45663732697798,115.17017234531596,51.904832743160675,59.36917616573094,84.7960780138313,47.96033909379523,56.859237542186506,33.55303326014837,45.018191982170094,41.403831584613265,72.86353770502322,43.880254753688746,74.4648111163154,86.90509951756664
43,UP,4.313119499828474,3690.145,b'stride0003',b'stride0003',b'stride0004',b'stance0003',256.74461260637196,255.85015395274084,252.58612962788425,,168.3641495448815,61.67005944375588,154.9576918621663,,,,,98.854271696659,84.89176917333573,73.94716337666519,106.08992947035495,,31.288039195361563,29.125562109751634,30.428741282452087,,21.28334151650725,21.982293029128442,-3.932494488964778,,145.55788700852392,175.53718322420303,121.61748579178959,178.55650571457286,164.39190898917494,127.54583546100285,148.02942605593395,101.96742059636918,24.36159767257907,36.253442113571445,49.621081833026196,57.753136962076574,45.809244165116006,38.122876292445085,37.518325050551745,40.34940257281142,56.40653784049099,48.648611427270076,62.99887957390053,88.06103582764027
44,UP,5.821374905443666,3350.905,b'stride0003',b'stance0003',b'stride0004',b'stance0003',,255.85015395274084,252.58612962788425,,164.95221990338362,,137.9461139530366,,,34.09411070414787,,98.854271696659,84.89176917333573,,106.08992947035495,,31.288039195361563,,30.428741282452087,,21.28334151650725,,-3.932494488964778,,137.41873363536052,172.7310509429722,143.66891337485634,173.11571670512888,174.13674343148756,118.54421656576145,118.35769243148802,91.02388270632369,15.056759534069949,30.071642865735296,43.84210092489139,65.51310010921354,47.81018917282385,41.86914782782365,25.74926312025611,32.89417647436768,48.40170002861389,48.5540431831153,60.83398061154401,85.67023703126331
45,UP,7.534033515830653,3362.875,b'stride0003',b'stance0003',b'stride0004',b'stance0003',,255.85015395274084,252.58612962788425,,149.58580887974196,,124.04891605068548,,,34.09411070414787,,98.854271696659,84.89176917333573,,106.08992947035495,,31.288039195361563,,30.428741282452087,,21.28334151650725,,-3.932494488964778,,140.66686519665186,155.74088362868696,143.64048108496755,175.77419632758347,176.85091772766754,97.23332883723302,100.73129424120253,98.48650942065439,12.758617837980522,19.8525177360371,61.91910523041721,68.69088893614828,46.560846618539834,40.96042442519014,51.03262211465262,35.765360521303876,57.855598780901424,44.167352868073955,58.76977683942845,78.64586973421125
46,UP,9.770253974792716,3944.6050000000005,b'stride0003',b'stance0003',b'stride0004',b'stance0003',,255.85015395274084,252.58612962788425,,128.7825229264595,,103.04915707320544,,,34.09411070414787,,98.854271696659,84.89176917333573,,106.08992947035495,,31.288039195361563,,30.428741282452087,,21.28334151650725,,-3.932494488964778,,149.18270075199206,142.7487255102522,152.39746120839075,179.99682836063866,169.9475404115946,82.29778279571251,91.06843961625273,98.10396525740617,14.772759333582002,30.85205104753199,11.247939636483311,67.99593483341131,47.67707119157241,44.31544006997277,39.96877890103082,37.17917280940605,51.05726867067255,38.68675973805025,54.12054616070956,76.45367086360915
47,UP,10.176035615805084,3644.4449999999997,b'stride0003',b'stance0003',b'stride0004',b'stance0003',,255.85015395274084,252.58612962788425,,116.53925857272642,,86.99282030600921,,,34.09411070414787,,98.854271696659,84.89176917333573,,106.08992947035495,,31.288039195361563,,30.428741282452087,,21.28334151650725,,-3.932494488964778,,151.60943657974315,145.07011577261687,172.79386712290554,170.5890940125314,153.1063458438395,81.63485232252187,101.32257965154479,116.80362522798865,47.422819558912636,41.33637902987689,26.953906402979097,70.20490706108176,45.14884595073711,41.21509551629462,33.753779604861634,39.74995492539264,71.38221882238531,37.489813529771055,47.98908788320523,89.12276035562051
48,UP,9.986589620402704,3230.7650000000003,b'stride0003',b'stance0003',b'stride0004',b'stance0003',,255.85015395274084,252.58612962788425,,90.97542028755568,,65.13941571168449,,,34.09411070414787,,98.854271696659,84.89176917333573,,106.08992947035495,,31.288039195361563,,30.428741282452087,,21.28334151650725,,-3.932494488964778,,165.0143466307168,147.50061721832176,173.15590499577877,164.19946465849029,148.59256254048722,89.85672256735032,109.43095557325155,130.76543472743106,53.15036124913242,31.04586539606222,49.08090266668343,74.61904807657352,44.562440117557315,42.00029547318465,35.33497709899056,45.23942770526954,79.04676666512935,40.37523556724491,52.75893461368333,80.47187220839695
49,UP,7.5215115146332705,3457.175,b'stride0003',b'stance0003',b'stride0004',b'stance0003',,255.85015395274084,252.58612962788425,,73.15391340716253,,49.375994684484496,,,34.09411070414787,,98.854271696659,84.89176917333573,,106.08992947035495,,31.288039195361563,,30.428741282452087,,21.28334151650725,,-3.932494488964778,,170.2765946496928,158.28701474233293,173.62611145493784,152.47971164500223,141.3319043817057,103.25711527833832,116.021739022177,139.32098391766883,48.08455662969343,40.49548924903542,39.86100052813929,78.15690613403787,42.72509344884792,40.529426244507206,32.934293962708566,67.20435010890475,72.8412405771592,35.489171905129695,65.58326059484335,75.32070964784457
50,UP,4.688687386043061,3076.03,b'stride0003',b'stride0004',b'stride0004',b'stance0003',263.4116753079188,255.85015395274084,252.58612962788425,,59.748533986918474,162.52587249189446,33.13529785932028,,,,,98.854271696659,84.89176917333573,71.50043665626306,106.08992947035495,,31.288039195361563,33.9407855571599,30.428741282452087,,21.28334151650725,22.677993786991664,-3.932494488964778,,176.3300896790514,143.55429109943952,165.741183670406,149.22598981794908,139.8558262878633,118.90513180035913,117.70067610809537,144.58529910302346,58.90782543778982,42.4786108792035,50.236067095435494,68.27836400683371,40.556523731286894,35.455880841261276,41.04917048498403,69.9430750474466,82.75816924782887,42.23235872406053,57.9692371897436,79.6428492014235
51,UP,1.9916504991399704,3313.3050000000003,b'stride0003',b'stride0004',b'stride0004',b'stride0004',263.4116753079188,255.85015395274084,252.58612962788425,246.96380028946882,51.60719361701104,164.59181242093646,21.265550880070805,136.70206361248933,,,,,84.89176917333573,71.50043665626306,106.08992947035495,76.00931825324682,31.288039195361563,33.9407855571599,30.428741282452087,33.9407855571599,21.28334151650725,22.677993786991664,-3.932494488964778,-7.927598883103428,167.5817742199323,157.55869732866537,164.5318557251002,152.57155800289215,137.894973613466,169.60189901102044,122.08852561382625,149.08336916921303,60.468317813014394,60.71387968398175,51.124756718525184,58.55478912140129,37.840279491631875,2.6175052886014214,51.15436500832012,63.149926025224715,89.18917736146932,43.778576188093794,52.214562682926314,79.9752020790793
52,UP,1.7261383496905656,3033.76,b'stride0003',b'stride0004',b'stride0004',b'stride0004',263.4116753079188,255.85015395274084,252.58612962788425,246.96380028946882,53.429580741162376,165.9443190882811,18.87438514215017,145.455299367069,,,,,84.89176917333573,71.50043665626306,106.08992947035495,76.00931825324682,31.288039195361563,33.9407855571599,30.428741282452087,33.9407855571599,21.28334151650725,22.677993786991664,-3.932494488964778,-7.927598883103428,160.96632621414088,,168.59647548294066,149.8435032254198,132.95447575231904,,114.10318249518875,143.9022193305607,57.72473171834685,55.22178602469795,55.009487067449236,2.6055783649213184,13.745271126786333,5.153367000925678,34.4382630185589,78.88478105252558,84.79149427672087,29.352387394932418,39.6844447613689,89.44267288762852
53,UP,6.170997438273595,2921.5950000000003,b'stance0003',b'stride0004',b'stance0004',b'stride0004',263.4116753079188,,,246.96380028946882,,65.12527062215682,,149.69994138471102,19.347987302518053,,,,,71.50043665626306,,76.00931825324682,,33.9407855571599,,33.9407855571599,,22.677993786991664,,-7.927598883103428,165.58643845520643,,153.61226983511114,142.42769824299802,139.6269481084775,,90.15507724686164,129.93691986153323,62.268967070837775,51.46875681407345,54.540159087390805,7.992195936693544,46.531133877712165,83.94485339490025,43.98633580182394,78.61140081867265,72.25970030058521,31.470139503970763,34.666752084465124,67.71407293607743
54,UP,8.521123325374736,2747.075,b'stance0003',b'stride0004',b'stance0004',b'stride0004',263.4116753079188,,,246.96380028946882,,168.64137579812527,,141.5175821729028,19.347987302518053,,,,,71.50043665626306,,76.00931825324682,,33.9407855571599,,33.9407855571599,,22.677993786991664,,-7.927598883103428,169.80945703239476,,155.05047715933776,145.9901836492607,128.5706252502522,,96.10389431283423,111.38797344315759,58.443672099923134,56.71714844674597,54.160995200100274,5.54297914702524,72.55016874987992,70.25816518962826,36.35666068028947,73.2914844521252,70.90879907798143,40.47073853813976,28.248791524406542,57.78920927325001
55,UP,8.82450482244435,3111.9049999999997,b'stance0003',b'stride0004',b'stance0004',b'stride0004',263.4116753079188,,,246.96380028946882,,155.4359787495252,,123.24859730270732,19.347987302518053,,,,,71.50043665626306,,76.00931825324682,,33.9407855571599,,33.9407855571599,,22.677993786991664,,-7.927598883103428,175.48870505853498,131.91945411072896,172.9912596939616,146.74378028026666,121.10420035943245,173.22443967188113,91.03447631581251,88.84671560166804,57.56971963563485,59.63848837912972,58.228145598866945,0.5738966494841451,15.51371957665789,23.440965344138608,27.524904344291976,68.60565699236074,73.68521494146984,39.75517871042926,23.161327993849106,68.20592871522223
56,UP,10.197895171733306,3276.9350000000004,b'stance0003',b'stride0004',b'stance0004',b'stride0004',263.4116753079188,,,246.96380028946882,,139.75270267515498,,105.65348472837934,19.347987302518053,,,,,71.50043665626306,,76.00931825324682,,33.9407855571599,,33.9407855571599,,22.677993786991664,,-7.927598883103428,172.3488363048968,136.45633932659763,162.33800767686174,162.0392519992597,112.81850939909778,159.41186013933722,84.68472826737111,89.20674084626775,57.94094817105867,60.92919096727945,57.929510777269314,37.28171776592671,37.303437363494695,55.51844427044562,26.33200904966436,70.31060751409463,74.18337969205336,39.54643604770791,29.81021263526896,67.2416025904521
57,UP,11.598199338775009,3016.385,b'stance0003',b'stride0004',b'stance0004',b'stride0004',263.4116753079188,,,246.96380028946882,,115.00828483062664,,90.09489997890218,19.347987302518053,,,,,71.50043665626306,,76.00931825324682,,33.9407855571599,,33.9407855571599,,22.677993786991664,,-7.927598883103428,159.7520287907999,147.47446799264912,166.86008254076293,168.60219345439012,96.55188572834598,155.57964154674613,87.43199029862635,98.88773847566065,56.87871232321901,59.6063149688668,60.018597892700946,46.02411719404577,27.73202431266418,40.85905549107988,20.498025736611915,75.53839726519416,80.73052620829087,55.90311872921311,40.19880413242617,82.71651702616359
58,UP,10.468058487886061,3626.84,b'stance0003',b'stride0004',b'stance0004',b'stride0004',263.4116753079188,,,246.96380028946882,,99.05944258339917,,71.97079603368663,19.347987302518053,,,,,71.50043665626306,,76.00931825324682,,33.9407855571599,,33.9407855571599,,22.677993786991664,,-7.927598883103428,152.80941851020106,153.18452754818614,175.680318551732,176.6529093489466,84.06039378371933,142.87503601815126,85.6541951135007,110.1272446915463,59.75903562645877,59.08890989961984,55.007464380064135,53.831808050477264,30.189297559180854,38.03149525695905,16.1787442437517,75.92679737507319,76.68470048721915,53.29889416672482,42.55740593437026,80.96239516977288
59,UP,9.056775045490191,3587.35,b'stance0003',b'stride0004',b'stance0004',b'stride0004',263.4116753079188,,,246.96380028946882,,79.10069178640822,,54.709018206044725,19.347987302518053,,,,,71.50043665626306,,76.00931825324682,,33.9407855571599,,33.9407855571599,,22.677993786991664,,-7.927598883103428,150.21977910293788,164.85534638141723,174.7646186934591,174.3511071829459,87.52280209346661,135.59796336687458,94.5601693073144,114.58252883222693,60.22966682520715,59.74555597380944,57.075186436992446,46.217027072593524,30.554264685008743,40.09358868784018,12.971967960255002,75.26284789394744,74.57377853813425,42.86875489733795,53.746096547558885,89.7506482257652
60,UP,6.846033005326721,3651.9049999999997,b'stance0003',b'stride0004',b'stance0004',b'stride0004',263.4116753079188,,,246.96380028946882,,59.414495804231144,,42.27859577888493,19.347987302518053,,,,,71.50043665626306,,76.00931825324682,,33.9407855571599,,33.9407855571599,,22.677993786991664,,-7.927598883103428,152.78628561527427,179.71133261792937,158.67258652621553,175.71529719725828,101.79880460199043,135.7150527262758,112.18594564174147,119.03079231937728,58.84535530749219,60.89463604842923,65.4873893243862,56.12730008976364,33.328816020898905,38.22091729793143,38.84597584395478,73.24108664888799,63.71318332213535,34.90671638810034,75.542235412871,86.60531061204773
61,UP,4.262564235413815,3288.6949999999997,b'stance0003',b'stride0004',b'stance0004',b'stride0004',263.4116753079188,,,246.96380028946882,,52.23141140960704,,32.993863707641836,19.347987302518053,,,,,71.50043665626306,,76.00931825324682,,33.9407855571599,,33.9407855571599,,22.677993786991664,,-7.927598883103428,154.94714263119056,177.810417341178,153.88666463793794,178.60085323824435,129.90198145331232,128.80088979196708,131.4299948011793,115.30008652876197,59.504523139378925,55.614875388166425,54.515988490438616,53.01907703802151,49.20109872979683,29.70575569181022,21.312255296337568,88.25325490482973,67.1877284119386,39.98125623012759,68.29873824936384,86.04764617629561
62,UP,0.8877804187521476,3700.3050000000003,b'stance0003',b'stride0004',b'stride0005',b'stride0004',263.4116753079188,,252.45594060609054,246.96380028946882,,43.597266217225744,135.49499542390828,27.44273862130385,19.347987302518053,,,,,71.50043665626306,93.2020684602656,76.00931825324682,,33.9407855571599,32.84471745394949,33.9407855571599,,22.677993786991664,-16.378085896020792,-7.927598883103428,161.07577174476884,166.1749670317504,141.6358473500664,176.6682277790295,153.50156384867032,141.6572699740338,142.09819782437873,114.8300648347666,60.271414290991096,63.42902260621151,62.13605089076433,60.96003543588251,37.38455986416301,38.99404417244452,46.95572606001111,51.80524087706617,63.5778096198122,43.47414495440957,64.70208960891772,88.41292463730653
63,UP,3.592363312569061,3064.44,b'stride0004',b'stride0004',b'stride0005',b'stance0004',263.4116753079188,258.7555548316579,252.45594060609054,,160.89857463801732,49.93799073239534,147.71838683034727,,,,,110.0227363240192,81.77059584765206,71.50043665626306,93.2020684602656,,30.039273579636465,33.9407855571599,32.84471745394949,,16.374007321035904,22.677993786991664,-16.378085896020792,,154.80063015362336,177.7637242927383,137.5739442823623,179.9830966987216,175.4554764721835,133.6837567322807,154.03344246624795,102.8897123980227,52.53125070028236,71.87056627303191,89.23919822119446,51.11448402453773,52.416657896022414,41.726032963425794,37.869395338272646,34.75499780724544,78.83722290249045,45.639902091891535,59.777013326247676,83.36916654080284
64,UP,7.472210587784909,3112.1800000000003,b'stride0004',b'stride0004',b'stride0005',b'stance0004',263.4116753079188,258.7555548316579,252.45594060609054,,159.40287662553766,62.83011508208885,143.2481902872191,,,,,110.0227363240192,81.77059584765206,71.50043665626306,93.2020684602656,,30.039273579636465,33.9407855571599,32.84471745394949,,16.374007321035904,22.677993786991664,-16.378085896020792,,157.09255479556327,170.65062038414735,140.63482142708054,179.1318148391338,173.5609866250781,129.53495397346677,142.73284827320617,102.63139346265892,34.0014951189459,33.831201435578976,14.256881611704301,63.705716597534305,43.273080123659355,42.18962860696658,29.377229670492003,32.30281936470246,65.35298224655666,49.288811112866085,64.40160411562654,82.46295580040548
65,UP,10.307378452327136,3339.79,b'stride0004',b'stance0004',b'stride0005',b'stance0004',,258.7555548316579,252.45594060609054,,162.91131656202595,,140.41677999685956,,,30.628526651371782,,110.0227363240192,81.77059584765206,,93.2020684602656,,30.039273579636465,,32.84471745394949,,16.374007321035904,,-16.378085896020792,,138.17327681073124,172.67251950420643,136.52799871286336,175.20440560191963,171.88623014138656,127.94097026042262,128.62467518799028,93.17910213756059,4.934453409006249,12.286930006084226,15.23300152741569,68.56192744084584,45.90872238848432,37.50206392611786,22.39362413546175,42.0902555372139,70.26587743202853,48.41167378751865,66.21501484221237,83.92734171076424
66,UP,11.392089544600761,3163.225,b'stride0004',b'stance0004',b'stride0005',b'stance0004',,258.7555548316579,252.45594060609054,,145.14908913111128,,121.3214085673064,,,30.628526651371782,,110.0227363240192,81.77059584765206,,93.2020684602656,,30.039273579636465,,32.84471745394949,,16.374007321035904,,-16.378085896020792,,143.79107989275744,164.66304345387442,151.28382687934487,178.61248195690018,173.8512933317241,117.3479515923674,110.07010554315212,102.24623080320498,21.8184918564215,24.088751703958213,47.26152425206886,59.49824555819727,58.26158634437246,41.63421097985383,28.4910907240051,38.502262647247555,60.623139102196774,48.794140132636194,66.69226578923578,81.31757742771495
67,UP,12.630128417138257,3508.45,b'stride0004',b'stance0004',b'stride0005',b'stance0004',,258.7555548316579,252.45594060609054,,128.71730424771985,,98.31518157660354,,,30.628526651371782,,110.0227363240192,81.77059584765206,,93.2020684602656,,30.039273579636465,,32.84471745394949,,16.374007321035904,,-16.378085896020792,,151.3084620173835,153.33294739990052,166.99988425572508,174.47033981643614,177.39743009998014,101.3432959506525,103.97582509950261,96.86846742914449,33.98435333617358,30.635839234440137,11.79549724989629,60.50440831251236,56.95010038586865,41.466477557917806,29.751629656731012,39.67892409818193,62.01971429653652,44.959154733708324,68.55799445815343,79.4783045007694
68,UP,11.950731022006854,3654.8,b'stride0004',b'stance0004',b'stride0005',b'stance0004',,258.7555548316579,252.45594060609054,,112.71670317732465,,81.64841724738805,,,30.628526651371782,,110.0227363240192,81.77059584765206,,93.2020684602656,,30.039273579636465,,32.84471745394949,,16.374007321035904,,-16.378085896020792,,152.82857700147153,145.6562787445032,175.36330561600394,157.31007138181636,,99.0976631648204,105.69966058173252,110.70403436997434,51.03230486676972,39.220223041681365,37.04059109961031,58.88815941559065,56.138815779735694,43.803372859751605,37.323266913207725,36.901919854784325,72.55587344241357,42.364783714522794,66.9570687020006,80.15493975090538
69,UP,11.938842145641166,3874.975,b'stride0004',b'stance0004',b'stride0005',b'stance0004',,258.7555548316579,252.45594060609054,,91.41052533254746,,63.347442586514894,,,30.628526651371782,,110.0227363240192,81.77059584765206,,93.2020684602656,,30.039273579636465,,32.84471745394949,,16.374007321035904,,-16.378085896020792,,160.40331802421122,148.53466482496316,175.71893310520753,168.26607103105562,155.56263936339553,104.18639237142588,108.95900162699414,115.67609043357507,45.834371643248986,35.04082612774816,34.06243361364153,53.72824236954601,53.13198074437645,40.5299522147005,29.50773888986664,55.57973793922477,72.57608652932798,45.052989784905975,64.85763984402286,76.89856874288138
70,UP,10.48319609719012,3494.86,b'stride0004',b'stance0004',b'stride0005',b'stance0004',,258.7555548316579,252.45594060609054,,76.48390068389693,,52.2076777677092,,,30.628526651371782,,110.0227363240192,81.77059584765206,,93.2020684602656,,30.039273579636465,,32.84471745394949,,16.374007321035904,,-16.378085896020792,,163.33148121041313,158.00682685463218,179.44954306756787,167.21276725896817,142.3341362740304,113.69297290375155,113.98660328202624,128.90246176378557,41.61079570183453,38.26252805558799,31.67482856259785,54.48742696881123,49.76649943387039,42.79861682802513,32.913312606079096,59.44816667458414,86.14837826206225,45.56276646965128,66.97374069587174,71.46186951700692
71,UP,7.053731427387904,3687.1,b'stride0004',b'stance0004',b'stride0005',b'stance0004',,258.7555548316579,252.45594060609054,,57.89160805636542,,36.44035309214285,,,30.628526651371782,,110.0227363240192,81.77059584765206,,93.2020684602656,,30.039273579636465,,32.84471745394949,,16.374007321035904,,-16.378085896020792,,176.75036421145637,155.64743158654923,168.22807093703403,156.62334910859613,138.70462000767083,128.8023452974679,115.12708057399053,139.9649768234541,50.27554061591067,44.50879251937415,49.480927993741496,58.13551598205756,42.612569879749465,45.01114490266551,37.04733690423339,66.2763014993237,86.81741115526948,46.730592055912446,58.71180770449789,78.68217220091279
72,UP,4.186895136286439,3346.0150000000003,b'stride0004',b'stance0004',b'stride0005',b'stride0005',,258.7555548316579,252.45594060609054,272.57487660469627,48.6612003564714,,20.31474418837547,143.34823799780068,,30.628526651371782,,,81.77059584765206,,93.2020684602656,,30.039273579636465,,32.84471745394949,,16.374007321035904,,-16.378085896020792,-6.386982531605895,171.94532400065498,153.6059192036797,163.98134803216655,,138.6287358228013,142.9640595597542,110.88275592239911,,63.646468762361856,52.16229232414625,61.005101862439325,62.00521742694063,34.926199863475055,46.518594491625954,38.48230434928398,71.52654939047545,81.72159214646183,39.05397378904102,59.70775445256821,85.47124932552956
73,UP,0.4561953516852821,3190.83,b'stride0004',b'stance0004',b'stride0005',b'stride0005',,258.7555548316579,252.45594060609054,272.57487660469627,50.65707801134708,,11.748832784050148,158.26467195821556,,30.628526651371782,,,81.77059584765206,,93.2020684602656,,30.039273579636465,,32.84471745394949,,16.374007321035904,,-16.378085896020792,-6.386982531605895,169.91164756600293,150.55984979121152,146.98851156972404,,136.17611976456308,158.54833007714015,100.44387360638518,,60.5024465908489,59.71887616300653,59.90083473395026,69.41955024800575,38.538776801473,38.740522367501484,37.11683062524358,60.354572581198916,89.679364350298,32.33597115443452,47.20683038624218,81.09062523198622
74,UP,3.3276623528446647,3285.7200000000003,b'stride0004',b'stride0005',b'stance0005',b'stride0005',134.26778515752295,258.7555548316579,,272.57487660469627,51.849440004054536,164.2655520489812,,156.59657671536397,,,97.73784206509917,,81.77059584765206,,,,30.039273579636465,25.724435349548756,,,16.374007321035904,,,-6.386982531605895,157.88045028788972,135.4248832620529,150.9112264783898,134.91045566529908,142.5965470140276,165.3375131931598,93.50564300181827,157.38722536901082,58.186663834054976,62.563235199703534,56.2850459514458,68.0979777735054,41.562022341279736,75.06247375838961,38.635799847459865,62.713017752910076,77.57777647292778,27.4957894244533,33.432447018964616,74.79157175021868
75,UP,6.10921459419578,2653.175,b'stance0004',b'stride0005',b'stance0005',b'stride0005',134.26778515752295,,,272.57487660469627,,158.64900949000634,,142.46832176568563,21.959622309779594,,97.73784206509917,,,,,,,25.724435349548756,,,,,,-6.386982531605895,177.4953964050043,137.99266916611742,155.51502973149007,152.5910318242615,130.926330130706,177.26180833666265,84.8929059912761,125.43227445468746,66.65245757386907,60.101400854615285,54.392297573385,27.95755212226353,10.959481414966394,49.46109591579768,41.39896841207225,68.08635096216504,75.14089149893111,24.822688183303896,35.32314532974028,70.98776751611561
76,UP,6.874301465243008,3206.575,b'stance0004',b'stride0005',b'stance0005',b'stride0005',134.26778515752295,,,272.57487660469627,,155.3428083713485,,128.00185370210886,21.959622309779594,,97.73784206509917,,,,,,,25.724435349548756,,,,,,-6.386982531605895,172.88935808623097,141.61622315710486,168.05511532939076,151.37615021783122,118.06816570775831,176.52609631995358,82.2916921727027,110.34864621277117,67.75071874134629,59.20996178452523,58.122516049275426,16.076546490144803,19.37450128575919,66.32739660534548,34.40621034712644,66.53641110237514,75.0081753011343,35.86149291795029,35.074818609240815,63.918984883167475
77,UP,8.880802903195072,,b'stance0004',b'stride0005',b'stance0005',b'stride0005',134.26778515752295,,,272.57487660469627,,135.0910055969284,,116.01546386422395,21.959622309779594,,97.73784206509917,,,,,,,25.724435349548756,,,,,,-6.386982531605895,168.11478694110951,152.1106749035263,167.25057111621354,155.79980123316938,127.38315840454513,167.63173919628298,80.50947027342315,105.26948338965991,67.58901545264223,60.25948275677089,58.231120767679805,18.932153199563043,33.862175776586135,20.678749669130696,30.7469323769404,64.18832574071067,73.53100883323036,36.00444506743492,43.19531584361576,48.58993963318303
78,UP,10.549819744967065,,b'stance0004',b'stride0005',b'stance0005',b'stride0005',134.26778515752295,,,272.57487660469627,,127.32026218601222,,98.97337507812684,21.959622309779594,,97.73784206509917,,,,,,,25.724435349548756,,,,,,-6.386982531605895,169.47986034643964,141.1623559334259,163.52965525063752,162.4574602443888,124.01125815383112,172.92669227496384,74.59887541618683,102.5614475985719,67.38225085004366,61.274728242524596,60.843801470038144,35.447441621411635,52.41297344471926,47.561184976679336,27.981576248230347,60.77327793982652,72.83752207553947,38.863996710760766,41.56778164158597,63.53770909355153
79,UP,9.970650342722752,,b'stance0004',b'stride0005',b'stance0005',b'stride0005',134.26778515752295,,,272.57487660469627,,110.35411928101412,,78.77712300277297,21.959622309779594,,97.73784206509917,,,,,,,25.724435349548756,,,,,,-6.386982531605895,156.02248502314188,145.23998265140074,176.28357801229575,168.67624199849476,111.55446705183236,158.7491930408883,80.92304472742569,101.29609215580969,68.10581765736907,61.99756964324832,57.524590798432484,47.24046356035671,29.20156597289574,42.79189046746279,28.60250749291905,60.078335051777785,72.41527619063743,47.20439508338069,40.90840218976538,83.18506591474328
