,direction_of_climbing,body_deflection_angle,speed_PXperS,stepphase_FL,stepphase_FR,stepphase_HR,stepphase_HL,stridephase_FL,step-length_FR,step-length_FL,step-length_HR,step-length_HL,dynamics_FL,dynamics_FR,dynamics_HR,dynamics_HL,mid_stance_wrist_angles_mean_FL,mid_stance_wrist_angles_mean_FR,mid_stance_wrist_angles_mean_HR,mid_stance_wrist_angles_mean_HL,limbROM_FL,limbROM_FR,limbROM_HR,limbROM_HL,spineROM_FL,spineROM_FR,spineROM_HR,spineROM_HL,CROM_FL,CROM_FR,CROM_HR,CROM_HL,shoulder_angle_FL,shoulder_angle_FR,shoulder_angle_HR,shoulder_angle_HL,knee_angle_FL,knee_angle_FR,knee_angle_HR,knee_angle_HL,mid_stance_toe_angles_mean_fl_ti-fl_ti1,mid_stance_toe_angles_mean_fl_ti1-fl_to1,mid_stance_toe_angles_mean_fl_to1-fl_to,mid_stance_toe_angles_mean_fr_ti-fr_ti1,mid_stance_toe_angles_mean_fr_ti1-fr_to1,mid_stance_toe_angles_mean_fr_to1-fr_to,mid_stance_toe_angles_mean_hr_ti-hr_ti1,mid_stance_toe_angles_mean_hr_ti1-hr_to1,mid_stance_toe_angles_mean_hr_to1-hr_to,mid_stance_toe_angles_mean_hl_ti-hl_ti1,mid_stance_toe_angles_mean_hl_ti1-hl_to1,mid_stance_toe_angles_mean_hl_to1-hl_to
0,DOWN,,4484.42,b'stride0001',b'stride0001',b'stride0001',b'stance0000',b'nan',286.83447104370134,32.19377687201832,113.84319110140135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,DOWN,,4484.42,b'stride0001',b'stride0001',b'stride0001',b'stance0000',b'nan',286.83447104370134,32.19377687201832,113.84319110140135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,DOWN,,4758.04,b'stride0001',b'stride0001',b'stride0001',b'stance0000',b'nan',286.83447104370134,32.19377687201832,113.84319110140135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,DOWN,,5345.99,b'stance0001',b'stride0001',b'stride0001',b'stride0001',b'nan',286.83447104370134,,113.84319110140135,141.9792561629179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,DOWN,,4240.3,b'stride0002',b'stride0001',b'stride0001',b'stride0001',b'nan',286.83447104370134,140.00985972657674,113.84319110140135,141.9792561629179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,DOWN,,4596.42,b'stride0002',b'stride0001',b'stride0001',b'stride0001',b'nan',286.83447104370134,140.00985972657674,113.84319110140135,141.9792561629179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,DOWN,,4585.67,b'stride0002',b'stride0001',b'stride0001',b'stride0001',b'stance0001',286.83447104370134,140.00985972657674,113.84319110140135,141.9792561629179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,DOWN,,4120.08,b'stride0002',b'stride0001',b'stride0001',b'stride0001',b'stance0001',286.83447104370134,140.00985972657674,113.84319110140135,141.9792561629179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,DOWN,,4755.2,b'stride0002',b'stride0001',b'stride0001',b'stride0001',b'stance0001',286.83447104370134,140.00985972657674,113.84319110140135,141.9792561629179,,,,,,,,,,,,,,,,,,,,,175.57674768276158,,,,122.98095702181553,,,,,,,,,,,,,,,
9,DOWN,,5047.7,b'stride0002',b'stride0001',b'stride0001',b'stride0001',b'stance0001',286.83447104370134,140.00985972657674,113.84319110140135,141.9792561629179,,,,,,,,,,,,,,,,,,,,,167.6995040695364,152.95905000952715,,,115.37675890023155,136.92472413379255,,,,,,,,,,,,,,
10,DOWN,,5576.41,b'stance0002',b'stride0001',b'stance0001',b'stride0001',b'stance0001',286.83447104370134,,,141.9792561629179,,,,,86.47863395812952,,,,,,,,,,,,,,,,169.05418345234145,148.74038903041122,,,95.74034368184088,125.22401694294203,,,,,,,,,,,,,,
11,DOWN,,4968.7,b'stance0002',b'stride0001',b'stance0001',b'stride0001',b'stance0001',286.83447104370134,,,141.9792561629179,,,,,86.47863395812952,,,,,,,,,,,,,,,,160.07465040439143,160.98981637997122,,,91.6266969882592,120.82253441609589,,,,,,,,,,,,,,
12,DOWN,,5403.5,b'stance0002',b'stride0001',b'stance0001',b'stride0001',b'stance0001',286.83447104370134,,,141.9792561629179,,,,,86.47863395812952,,,,,,,,,,,,,,,,140.1161916120921,146.99313706639737,,,106.42924467007896,103.21637693302031,,,,,,,,,,,,,,
13,DOWN,,5747.2,b'stance0002',b'stride0001',b'stride0002',b'stride0001',b'stance0001',286.83447104370134,,168.74096137218123,141.9792561629179,,,,,86.47863395812952,,,,,,,,,,,,,,,,140.64904931898553,,,,134.27488605268724,,,,,,,,,,,,,,,
14,DOWN,,5092.46,b'stance0002',b'stride0001',b'stride0002',b'stride0001',b'stance0001',286.83447104370134,,168.74096137218123,141.9792561629179,,,,,86.47863395812952,,,,,,,,,,,,,,,,145.88384736866152,169.2838005943533,,,157.1817648250385,108.16092560753869,,112.46198461403266,,,,,,,,,,,,
15,DOWN,,4898.17,b'stride0003',b'stride0001',b'stride0002',b'stride0001',b'stance0001',286.83447104370134,369.9317981032385,168.74096137218123,141.9792561629179,,,,,,,,,64.94091472068857,,,,20.0564111919929,,,,,,,,149.42724296421244,179.71010271648427,,,163.31259529128303,108.38186966916719,,108.44517395877085,,,,,,,,,,,,
16,DOWN,3.5294596579924757,4419.26,b'stride0003',b'stride0001',b'stride0002',b'stride0001',b'stance0001',286.83447104370134,369.9317981032385,168.74096137218123,141.9792561629179,,,,,,,,,64.94091472068857,,,,20.0564111919929,,,,,,,,148.08861575472838,171.65132511395043,,155.88148266967602,165.48873294379825,119.55508549448676,,109.015745567432,,,,,,,,,,,,
17,DOWN,2.1015663493620593,5836.385,b'stride0003',b'stride0001',b'stride0002',b'stride0001',b'stance0001',286.83447104370134,369.9317981032385,168.74096137218123,141.9792561629179,,,,,,,,,64.94091472068857,,,,20.0564111919929,,,,,,,,140.5622869146541,166.5295567151798,145.22065476065256,178.1653167593208,153.7061347027469,117.04808443565597,,112.92136649691584,,,,,,,,,,,,
18,DOWN,1.1061391126516185,5984.945,b'stride0003',b'stride0001',b'stride0002',b'stride0001',b'stance0001',286.83447104370134,369.9317981032385,168.74096137218123,141.9792561629179,,,,,,,,,64.94091472068857,,,,20.0564111919929,,,,,,,,140.43855737018976,173.52028141107843,159.57815986799702,171.40327315276184,146.71587893647927,100.0363614651241,,106.15956941294606,,,,,,,,,,,,
19,DOWN,0.7868248325586649,5242.01,b'stride0003',b'stance0001',b'stride0002',b'stride0001',b'stance0001',,369.9317981032385,168.74096137218123,141.9792561629179,,,,,,58.46376880966897,,,64.94091472068857,,,,20.0564111919929,,,,,,,,135.12697398412095,161.65384843409785,175.6720875815238,162.11062333867127,139.29193860681994,89.42187103766311,79.61685120286684,89.12016269500845,,,,,,,,,,,,
20,DOWN,2.792608995547056,5174.68,b'stride0003',b'stance0001',b'stride0002',b'stance0001',b'stance0001',,369.9317981032385,168.74096137218123,,,,,,,58.46376880966897,,,64.94091472068857,,,,20.0564111919929,,,,,,,,146.50212334367365,148.52957964028272,174.02267589279475,160.99496783942396,127.28477029034005,77.29267289817079,61.91621769541173,77.51186990413997,,,,,,,,,,,,
21,DOWN,2.8411267736387344,6298.775,b'stride0003',b'stance0001',b'stride0002',b'stance0001',b'stance0001',,369.9317981032385,168.74096137218123,,,,,,,58.46376880966897,,,64.94091472068857,,,,20.0564111919929,,,,,,,,146.81062318412472,142.18733171199545,177.32042262505982,179.66363809580977,126.82984955282745,112.53443302431603,66.71672388922617,81.54349775959565,,,,,,,,,,,,
22,DOWN,4.721012707245109,5507.095,b'stride0003',b'stance0001',b'stride0002',b'stance0001',b'stance0001',,369.9317981032385,168.74096137218123,,,,,,,58.46376880966897,,,64.94091472068857,,,,20.0564111919929,,,,,,,,161.83219818946202,139.22474782994794,171.49445679075671,177.6821573850636,115.19749401676829,147.20362529090622,85.36695703277879,95.59823248264372,,,,,,,,,,,,
23,DOWN,4.2943456099012,5080.915000000001,b'stride0003',b'stance0001',b'stride0002',b'stance0001',b'stance0001',,369.9317981032385,168.74096137218123,,,,,,,58.46376880966897,,,64.94091472068857,,,,20.0564111919929,,,,,,,,170.21004670003265,,176.59461183904716,174.35536128950693,112.36285221173901,,109.48190311661362,122.6390846426598,,,,,,,,,,,,
24,DOWN,3.8702227233944484,5402.014999999999,b'stride0003',b'stride0002',b'stride0002',b'stride0002',b'swing0001',370.27382440246254,369.9317981032385,168.74096137218123,355.09393732146924,,,,,,,,,64.94091472068857,65.17032825006574,,81.51331436324328,20.0564111919929,20.033037641479915,,19.8581964487991,,35.510724407641256,,-16.781452847792238,166.90586552010737,139.90407526159873,169.30530248900638,156.20004571395992,127.71151025354297,146.6440404882188,117.46291318673575,140.79763482112813,,,,,,,,,,,,
25,DOWN,2.9825389772704796,6303.305,b'stride0003',b'stride0002',b'stride0002',b'stride0002',b'swing0001',370.27382440246254,369.9317981032385,168.74096137218123,355.09393732146924,,,,,,,,,64.94091472068857,65.17032825006574,,81.51331436324328,20.0564111919929,20.033037641479915,,19.8581964487991,,35.510724407641256,,-16.781452847792238,174.9041159472945,,168.92533950980902,159.64894217385643,127.01836947094931,,121.12292635467827,119.87967103099196,,,,,,,,,,,,
26,DOWN,2.583218599274886,5779.87,b'stride0003',b'stride0002',b'stride0002',b'stride0002',b'swing0001',370.27382440246254,369.9317981032385,168.74096137218123,355.09393732146924,,,,,,,,,64.94091472068857,65.17032825006574,,81.51331436324328,20.0564111919929,20.033037641479915,,19.8581964487991,,35.510724407641256,,-16.781452847792238,169.55506570344713,153.6525789060028,168.71542413545498,177.90288647217517,131.86082766521807,162.84208318136356,118.55035567067532,93.89847610393956,,,,,,,,,,,,
27,DOWN,2.259594595497191,6317.005,b'stride0003',b'stride0002',b'stance0002',b'stride0002',b'swing0001',370.27382440246254,369.9317981032385,,355.09393732146924,,,,,,,118.74003753209668,,64.94091472068857,65.17032825006574,,81.51331436324328,20.0564111919929,20.033037641479915,,19.8581964487991,,35.510724407641256,,-16.781452847792238,174.95807150976077,149.05711922030628,167.06173983036766,172.91261460687844,116.33945276587185,150.49951241993867,100.38635096038605,79.29562071226218,,,,,,,,,,,,
28,DOWN,0.11303026283806616,5929.6900000000005,b'stance0003',b'stride0002',b'stance0002',b'stride0002',b'swing0001',370.27382440246254,,,355.09393732146924,,,,,,,118.74003753209668,,,65.17032825006574,,81.51331436324328,,20.033037641479915,,19.8581964487991,,35.510724407641256,,-16.781452847792238,161.49497042910724,154.28025472449215,177.5289947737808,174.68821540143102,89.81121058463525,135.05875347977675,90.06897573294457,82.09991226806255,,,,,,,,,,,,
