,direction_of_climbing,body_deflection_angle,speed_PXperS,stepphase_FL,stepphase_FR,stepphase_HR,stepphase_HL,step-length_FR,step-length_FL,step-length_HR,step-length_HL,dynamics_FL,dynamics_FR,dynamics_HR,dynamics_HL,mid_stance_wrist_angles_mean_FL,mid_stance_wrist_angles_mean_FR,mid_stance_wrist_angles_mean_HR,mid_stance_wrist_angles_mean_HL,limbROM_FL,limbROM_FR,limbROM_HR,limbROM_HL,spineROM_FL,spineROM_FR,spineROM_HR,spineROM_HL,CROM_FL,CROM_FR,CROM_HR,CROM_HL,shoulder_angle_FL,shoulder_angle_FR,shoulder_angle_HR,shoulder_angle_HL,mid_stance_toe_angles_mean_fl_ti-fl_ti1,mid_stance_toe_angles_mean_fl_ti1-fl_to1,mid_stance_toe_angles_mean_fl_to1-fl_to,mid_stance_toe_angles_mean_fr_ti-fr_ti1,mid_stance_toe_angles_mean_fr_ti1-fr_to1,mid_stance_toe_angles_mean_fr_to1-fr_to,mid_stance_toe_angles_mean_hr_ti-hr_ti1,mid_stance_toe_angles_mean_hr_ti1-hr_to1,mid_stance_toe_angles_mean_hr_to1-hr_to,mid_stance_toe_angles_mean_hl_ti-hl_ti1,mid_stance_toe_angles_mean_hl_ti1-hl_to1,mid_stance_toe_angles_mean_hl_to1-hl_to
0,DOWN,,6797.77,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,DOWN,,6797.77,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,DOWN,,6575.71,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,DOWN,,6501.54,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,DOWN,,6213.77,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,DOWN,,6729.61,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,DOWN,,7504.94,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,178.71318472869052,141.8565473496334,,,,,,,,,,,,,,
7,DOWN,,6164.16,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,162.55518458036306,151.55232085688624,,,,,,,,,,,,,,
8,DOWN,,7039.69,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,149.24637014413779,147.89578914510614,,,,,,,,,,,,,,
9,DOWN,,6874.62,b'nan',b'swing0001',b'nan',b'nan',131.5336714933415,,,,,,,,,,,,,38.140634656638056,,,,15.039328489470194,,,,,,,137.61805232682963,157.4075443308324,,,,,,,,,,,,,,
10,DOWN,,5295.58,b'nan',b'swing0001',b'nan',b'nan',131.5336714933415,,,,,,,,,,,,,38.140634656638056,,,,15.039328489470194,,,,,,,147.7599406525755,176.88779673815722,,,,,,,,,,,,,,
11,DOWN,0.48777943310997784,6535.425,b'nan',b'swing0001',b'nan',b'nan',131.5336714933415,,,,,,,,,,,,,38.140634656638056,,,,15.039328489470194,,,,,,,145.7641242667016,,,,,,,,,,,,,,,
12,DOWN,2.243640712819058,6774.860000000001,b'nan',b'swing0001',b'nan',b'nan',131.5336714933415,,,,,,,,,,,,,38.140634656638056,,,,15.039328489470194,,,,,,,148.19722611467543,,169.61211027014704,,,,,,,,,,,,,
13,DOWN,2.7350827264051816,6630.030000000001,b'nan',b'swing0001',b'nan',b'nan',131.5336714933415,,,,,,,,,,,,,38.140634656638056,,,,15.039328489470194,,,,,,,139.27409443868427,165.06683445722592,171.70179030096554,162.88804010833536,,,,,,,,,,,,
14,DOWN,4.4101883560447845,6446.48,b'nan',b'swing0001',b'nan',b'nan',131.5336714933415,,,,,,,,,,,,,38.140634656638056,,,,15.039328489470194,,,,,,,139.81139695604026,151.03669516366844,174.51431072984423,159.54006001142713,,,,,,,,,,,,
15,DOWN,4.878239119544276,7060.674999999999,b'nan',b'swing0001',b'nan',b'nan',131.5336714933415,,,,,,,,,,,,,38.140634656638056,,,,15.039328489470194,,,,,,,145.37905585434737,133.90399566759626,179.70864531284394,177.35963859145636,,,,,,,,,,,,
16,DOWN,6.431286054365074,6386.645,b'nan',b'swing0001',b'nan',b'nan',131.5336714933415,,,,,,,,,,,,,38.140634656638056,,,,15.039328489470194,,,,,,,158.99301238564874,137.40207975350467,178.23333341600497,168.4347647178541,,,,,,,,,,,,
17,DOWN,5.210550146748943,6344.115,b'nan',b'swing0001',b'nan',b'nan',131.5336714933415,,,,,,,,,,,,,38.140634656638056,,,,15.039328489470194,,,,,,,174.29651044333383,138.4815330032675,172.86309190375968,,,,,,,,,,,,,
18,DOWN,5.6882381896586764,6228.195,b'swing0001',b'stance0001',b'nan',b'nan',,363.0096588010458,,,,,,,,,,,61.5812650380131,,,,20.500429657069567,,,,,,,,179.89340017399874,145.6542957082447,168.10861333546057,,,,,50.45574425410923,69.01181956299867,35.93052990981058,,,,,,
19,DOWN,4.905431246985927,6539.4400000000005,b'swing0001',b'stance0001',b'nan',b'stance0001',,363.0096588010458,,,,,,,,,,,61.5812650380131,,,,20.500429657069567,,,,,,,,178.9214815672711,,172.0277817266775,165.0061373992389,,,,50.45574425410923,69.01181956299867,35.93052990981058,,,,45.65227033947267,42.777421227022266,82.99138445900222
20,DOWN,3.771545997197336,7213.0599999999995,b'swing0001',b'stance0001',b'nan',b'stance0001',,363.0096588010458,,,,,,,,,,,61.5812650380131,,,,20.500429657069567,,,,,,,,176.23232678340074,149.33974367663365,169.5701120312891,174.54845751052838,,,,50.45574425410923,69.01181956299867,35.93052990981058,,,,45.65227033947267,42.777421227022266,82.99138445900222
21,DOWN,2.534189386712569,6350.35,b'swing0001',b'stance0001',b'nan',b'stance0001',,363.0096588010458,,,,,,,,,,,61.5812650380131,,,,20.500429657069567,,,,,,,,159.83123249300868,155.05031072829968,174.07704184512977,178.9618242760855,,,,50.45574425410923,69.01181956299867,35.93052990981058,,,,45.65227033947267,42.777421227022266,82.99138445900222
22,DOWN,0.5893381986229542,6549.4349999999995,b'swing0001',b'stance0001',b'nan',b'stance0001',,363.0096588010458,,,,,,,,,,,61.5812650380131,,,,20.500429657069567,,,,,,,,148.63800461834106,156.3574189499983,172.52801924121974,177.67116566168386,,,,50.45574425410923,69.01181956299867,35.93052990981058,,,,45.65227033947267,42.777421227022266,82.99138445900222
23,DOWN,0.5650865439068014,6555.02,b'swing0001',b'stance0001',b'nan',b'stance0001',,363.0096588010458,,,,,,,,,,,61.5812650380131,,,,20.500429657069567,,,,,,,,140.68983743195855,161.41415822370715,170.33478423479212,168.7444597889705,,,,50.45574425410923,69.01181956299867,35.93052990981058,,,,45.65227033947267,42.777421227022266,82.99138445900222
24,DOWN,0.24546686301388831,5762.905,b'swing0001',b'stance0001',b'stance0001',b'stance0001',,363.0096588010458,,,,,,,,,,,61.5812650380131,,,,20.500429657069567,,,,,,,,147.24386869711466,,,163.73174507844894,,,,50.45574425410923,69.01181956299867,35.93052990981058,41.24773199268706,20.42954275784159,85.66280943451211,45.65227033947267,42.777421227022266,82.99138445900222
25,DOWN,0.2882710246088891,6162.72,b'swing0001',b'stance0001',b'stance0001',b'stance0001',,363.0096588010458,,,,,,,,,,,61.5812650380131,,,,20.500429657069567,,,,,,,,148.39942828441494,,143.11729068013264,,,,,50.45574425410923,69.01181956299867,35.93052990981058,41.24773199268706,20.42954275784159,85.66280943451211,45.65227033947267,42.777421227022266,82.99138445900222
26,DOWN,1.043822976395461,6461.200000000001,b'swing0001',b'stance0001',b'stance0001',b'stance0001',,363.0096588010458,,,,,,,,,,,61.5812650380131,,,,20.500429657069567,,,,,,,,147.2307619713877,177.79047670050264,161.68237765817165,,,,,50.45574425410923,69.01181956299867,35.93052990981058,41.24773199268706,20.42954275784159,85.66280943451211,45.65227033947267,42.777421227022266,82.99138445900222
27,DOWN,3.1564067134795266,6646.96,b'swing0001',b'stance0001',b'stance0001',b'stance0001',,363.0096588010458,,,,,,,,,,,61.5812650380131,,,,20.500429657069567,,,,,,,,144.9460367679759,159.4138318379041,179.71316086282908,171.87840587973238,,,,50.45574425410923,69.01181956299867,35.93052990981058,41.24773199268706,20.42954275784159,85.66280943451211,45.65227033947267,42.777421227022266,82.99138445900222
28,DOWN,4.954079520372375,6296.75,b'swing0001',b'stance0001',b'stance0001',b'swing0001',,363.0096588010458,,44.79656944826022,,,,,,,,,61.5812650380131,,,67.13828404449617,20.500429657069567,,,13.298606448179285,,,,,142.23553781317082,151.5670983056668,179.6935089784222,158.89417791422426,,,,50.45574425410923,69.01181956299867,35.93052990981058,41.24773199268706,20.42954275784159,85.66280943451211,,,
