,direction_of_climbing,body_deflection_angle,speed_PXperS,stepphase_FL,stepphase_FR,stepphase_HR,stepphase_HL,dynamics_FL,dynamics_FR,dynamics_HR,dynamics_HL,mid_stance_wrist_angles_mean_FL,mid_stance_wrist_angles_mean_FR,mid_stance_wrist_angles_mean_HR,mid_stance_wrist_angles_mean_HL,limbROM_FL,limbROM_FR,limbROM_HR,limbROM_HL,spineROM_FL,spineROM_FR,spineROM_HR,spineROM_HL,CROM_FL,CROM_FR,CROM_HR,CROM_HL,shoulder_angle_FL,shoulder_angle_FR,shoulder_angle_HR,shoulder_angle_HL,mid_stance_toe_angles_mean_fl_ti-fl_ti1,mid_stance_toe_angles_mean_fl_ti1-fl_to1,mid_stance_toe_angles_mean_fl_to1-fl_to,mid_stance_toe_angles_mean_fr_ti-fr_ti1,mid_stance_toe_angles_mean_fr_ti1-fr_to1,mid_stance_toe_angles_mean_fr_to1-fr_to,mid_stance_toe_angles_mean_hr_ti-hr_ti1,mid_stance_toe_angles_mean_hr_ti1-hr_to1,mid_stance_toe_angles_mean_hr_to1-hr_to,mid_stance_toe_angles_mean_hl_ti-hl_ti1,mid_stance_toe_angles_mean_hl_ti1-hl_to1,mid_stance_toe_angles_mean_hl_to1-hl_to
0,DOWN,,4177.83,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,DOWN,,4177.83,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,160.52222300688007,145.64066704505166,,,,,,,,,,,,,,
2,DOWN,,3494.73,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,146.22570468938562,159.00338416502683,,,,,,,,,,,,,,
3,DOWN,,3185.9,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,141.6170703049077,,,,,,,,,,,,,,,
4,DOWN,,3285.9,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,150.6749508375407,143.22408112711412,,,,,,,,,,,,,,
5,DOWN,,3228.07,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,146.31909377510715,166.06788669856965,,,,,,,,,,,,,,
6,DOWN,,3440.07,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,156.01059143380937,171.48947000966737,,,,,,,,,,,,,,
7,DOWN,,4071.43,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,157.60516900224,174.69904140848064,,,,,,,,,,,,,,
8,DOWN,,3523.045,b'nan',b'nan',b'nan',b'stance0001',,,,,,,,158.20057795934684,,,,,,,,,,,,,137.80362884102007,169.12091969265785,,,,,,,,,,,,46.27310221972974,37.944937850828204,68.12883969418696
9,DOWN,6.7459149545923935,4198.175,b'nan',b'nan',b'nan',b'stance0001',,,,,,,,158.20057795934684,,,,,,,,,,,,,146.36859317316035,166.64229833354267,178.9280158402379,172.57114700569673,,,,,,,,,,46.27310221972974,37.944937850828204,68.12883969418696
10,DOWN,8.146211068833736,3339.855,b'nan',b'nan',b'nan',b'stance0001',,,,,,,,158.20057795934684,,,,,,,,,,,,,145.62902197726604,158.37763381512892,163.0642454920941,173.77950320166175,,,,,,,,,,46.27310221972974,37.944937850828204,68.12883969418696
11,DOWN,8.895134521658974,4143.89,b'nan',b'nan',b'nan',b'stance0001',,,,,,,,158.20057795934684,,,,,,,,,,,,,154.36072055164453,152.63873568177394,170.13552716043174,176.7309278194318,,,,,,,,,,46.27310221972974,37.944937850828204,68.12883969418696
12,DOWN,8.929582087907676,3245.775,b'nan',b'nan',b'nan',b'stance0001',,,,,,,,158.20057795934684,,,,,,,,,,,,,168.11272481970107,145.84329819388398,164.60987710476996,176.83631663339298,,,,,,,,,,46.27310221972974,37.944937850828204,68.12883969418696
13,DOWN,6.761709516298168,3018.17,b'nan',b'nan',b'nan',b'stance0001',,,,,,,,158.20057795934684,,,,,,,,,,,,,173.88437889168728,152.42748792030022,167.90487983792886,158.67067144159887,,,,,,,,,,46.27310221972974,37.944937850828204,68.12883969418696
14,DOWN,5.740546361883986,3143.885,b'nan',b'nan',b'nan',b'stance0001',,,,,,,,158.20057795934684,,,,,,,,,,,,,171.83815518077975,158.76896728280596,169.3600844592707,156.3338956075056,,,,,,,,,,46.27310221972974,37.944937850828204,68.12883969418696
15,DOWN,3.2094663620663653,3830.175,b'swing0001',b'nan',b'nan',b'stance0001',,,,,,,,158.20057795934684,,,,,,,,,,,,,168.06177829629524,152.23704704302844,168.99224814759745,159.90589830472794,,,,,,,,,,46.27310221972974,37.944937850828204,68.12883969418696
16,DOWN,1.0602270521079902,3241.005,b'swing0001',b'nan',b'nan',b'stance0001',,,,,,,,158.20057795934684,,,,,,,,,,,,,153.92817721643326,149.27522323300508,160.50322008646498,178.74987967921425,,,,,,,,,,46.27310221972974,37.944937850828204,68.12883969418696
17,DOWN,2.1621517104605914,3170.715,b'swing0001',b'nan',b'nan',b'stance0001',,,,,,,,158.20057795934684,,,,,,,,,,,,,153.27534142053628,142.86406558434,174.25920134712447,179.68378830115552,,,,,,,,,,46.27310221972974,37.944937850828204,68.12883969418696
18,DOWN,3.9758700565044194,3086.82,b'swing0001',b'nan',b'nan',b'stance0001',,,,,,,,158.20057795934684,,,,,,,,,,,,,144.10561380253432,154.69545146680676,178.42613995017606,173.46907111426006,,,,,,,,,,46.27310221972974,37.944937850828204,68.12883969418696
19,DOWN,4.8582803702109345,3077.535,b'swing0001',b'nan',b'nan',b'stance0001',,,,,,,,158.20057795934684,,,,,,,,,,,,,141.73254172636112,161.7983626776471,178.75110834043224,164.02738524714474,,,,,,,,,,46.27310221972974,37.944937850828204,68.12883969418696
20,DOWN,5.506063047547798,3055.74,b'swing0001',b'swing0001',b'nan',b'swing0001',,,,,,,,,,,,,,,,,,,,,152.99751808284947,165.73945110001952,175.0415097206485,158.7960120415132,,,,,,,,,,,,
21,DOWN,4.488438907479377,2697.64,b'swing0001',b'swing0001',b'stance0001',b'swing0001',,,,,,,,,,,,,,,,,,,,,152.7677901740999,169.62808689912023,171.4429820828201,167.72076986755658,,,,,,,68.19281325625128,49.06198886048882,61.48621637964493,,,
22,DOWN,3.46044182322305,2726.6499999999996,b'stance0001',b'swing0001',b'stance0001',b'swing0001',,,,,87.70877879438662,,,,,,,,,,,,,,,,153.97674942514524,176.6900422253682,160.7113895975949,160.49164242192148,57.251597710387095,54.888121853069066,47.166890050896825,,,,68.19281325625128,49.06198886048882,61.48621637964493,,,
23,DOWN,2.76069346126701,3288.8599999999997,b'stance0001',b'swing0001',b'stance0001',b'swing0001',,,,,87.70877879438662,,,,,,,,,,,,,,,,146.31308495781593,171.18339828754904,167.68378492714115,165.8229358454318,57.251597710387095,54.888121853069066,47.166890050896825,,,,68.19281325625128,49.06198886048882,61.48621637964493,,,
24,DOWN,1.1737882665725579,3060.3199999999997,b'stance0001',b'swing0001',b'stance0001',b'swing0001',,,,,87.70877879438662,,,,,,,,,,,,,,,,147.7501566173913,171.53465049392548,176.07486167531962,170.80482064845424,57.251597710387095,54.888121853069066,47.166890050896825,,,,68.19281325625128,49.06198886048882,61.48621637964493,,,
25,DOWN,0.7222746782827585,3206.075,b'stance0001',b'swing0001',b'stance0001',b'swing0001',,,,,87.70877879438662,,,,,,,,,,,,,,,,152.6965610907729,169.36645194831738,177.79907917644186,166.5418549275633,57.251597710387095,54.888121853069066,47.166890050896825,,,,68.19281325625128,49.06198886048882,61.48621637964493,,,
26,DOWN,2.349519048067691,3044.835,b'stance0001',b'swing0001',b'stance0001',b'swing0001',,,,,87.70877879438662,,,,,,,,,,,,,,,,160.3639048114705,165.28723568258883,169.54712418484291,174.60208242310168,57.251597710387095,54.888121853069066,47.166890050896825,,,,68.19281325625128,49.06198886048882,61.48621637964493,,,
27,DOWN,3.625202970938517,2762.3100000000004,b'stance0001',b'swing0001',b'stance0001',b'swing0001',,,,,87.70877879438662,,,,,,,,,,,,,,,,170.88525963732647,146.30914568441435,167.7829818466324,172.59707003148083,57.251597710387095,54.888121853069066,47.166890050896825,,,,68.19281325625128,49.06198886048882,61.48621637964493,,,
28,DOWN,4.27403812453656,2973.505,b'stance0001',b'swing0001',b'stance0001',b'swing0001',,,,,87.70877879438662,,,,,,,,,,,,,,,,173.49678850624397,151.64602889745527,172.25999803599785,177.91767456716354,57.251597710387095,54.888121853069066,47.166890050896825,,,,68.19281325625128,49.06198886048882,61.48621637964493,,,
29,DOWN,4.680183705408268,2631.785,b'stance0001',b'swing0001',b'stance0001',b'swing0001',,,,,87.70877879438662,,,,,,,,,,,,,,,,168.52567418397354,154.55244536506203,166.19461725804987,169.808799473895,57.251597710387095,54.888121853069066,47.166890050896825,,,,68.19281325625128,49.06198886048882,61.48621637964493,,,
30,DOWN,3.9144744284898536,2817.5249999999996,b'swing0002',b'stance0001',b'stance0001',b'swing0001',,,,,,95.76351274783536,,,,,,,,,,,,,,,171.54319818182623,145.11091859084064,170.1358929515672,166.32328108491967,,,,57.71688166710482,61.617646346288346,57.33680606472677,68.19281325625128,49.06198886048882,61.48621637964493,,,
31,DOWN,2.5947463049514283,2520.11,b'swing0002',b'stance0001',b'swing0001',b'stance0002',,,,,,95.76351274783536,,162.4137424026424,,,,,,,,,,,,,176.41049325587616,150.3684936950771,166.13327398073733,159.08830017873242,,,,57.71688166710482,61.617646346288346,57.33680606472677,,,,53.7945888242578,47.74146035358876,68.90792528247842
32,DOWN,1.3746150407951632,2521.8900000000003,b'swing0002',b'stance0001',b'swing0001',b'stance0002',,,,,,95.76351274783536,,162.4137424026424,,,,,,,,,,,,,175.61888849859207,147.49692878451663,161.8862149618582,145.11500383910314,,,,57.71688166710482,61.617646346288346,57.33680606472677,,,,53.7945888242578,47.74146035358876,68.90792528247842
33,DOWN,0.07651658864736532,2921.05,b'swing0002',b'stance0001',b'swing0001',b'stance0002',,,,,,95.76351274783536,,162.4137424026424,,,,,,,,,,,,,170.37043230387266,160.5988827794956,164.36735362976316,152.283546623486,,,,57.71688166710482,61.617646346288346,57.33680606472677,,,,53.7945888242578,47.74146035358876,68.90792528247842
34,DOWN,1.144549553792956,3049.67,b'swing0002',b'stance0001',b'swing0001',b'stance0002',,,,,,95.76351274783536,,162.4137424026424,,,,,,,,,,,,,163.5962233655647,159.8221692312349,162.3504652101061,160.88790380955137,,,,57.71688166710482,61.617646346288346,57.33680606472677,,,,53.7945888242578,47.74146035358876,68.90792528247842
35,DOWN,1.5845207478074883,2682.5,b'swing0002',b'stance0001',b'swing0001',b'stance0002',,,,,,95.76351274783536,,162.4137424026424,,,,,,,,,,,,,158.19205447977222,161.7363984741575,171.82672423670232,171.84417480332814,,,,57.71688166710482,61.617646346288346,57.33680606472677,,,,53.7945888242578,47.74146035358876,68.90792528247842
36,DOWN,2.395461245614001,2546.115,b'swing0002',b'stance0001',b'swing0001',b'stance0002',,,,,,95.76351274783536,,162.4137424026424,,,,,,,,,,,,,139.54829805770333,162.46644487936373,169.8025831080488,174.0400947310174,,,,57.71688166710482,61.617646346288346,57.33680606472677,,,,53.7945888242578,47.74146035358876,68.90792528247842
