,direction_of_climbing,body_deflection_angle,speed_PXperS,stepphase_FL,stepphase_FR,stepphase_HR,stepphase_HL,step-length_FR,step-length_FL,step-length_HR,step-length_HL,dynamics_FL,dynamics_FR,dynamics_HR,dynamics_HL,mid_stance_wrist_angles_mean_FL,mid_stance_wrist_angles_mean_FR,mid_stance_wrist_angles_mean_HR,mid_stance_wrist_angles_mean_HL,limbROM_FL,limbROM_FR,limbROM_HR,limbROM_HL,spineROM_FL,spineROM_FR,spineROM_HR,spineROM_HL,CROM_FL,CROM_FR,CROM_HR,CROM_HL,shoulder_angle_FL,shoulder_angle_FR,shoulder_angle_HR,shoulder_angle_HL,mid_stance_toe_angles_mean_fl_ti-fl_ti1,mid_stance_toe_angles_mean_fl_ti1-fl_to1,mid_stance_toe_angles_mean_fl_to1-fl_to,mid_stance_toe_angles_mean_fr_ti-fr_ti1,mid_stance_toe_angles_mean_fr_ti1-fr_to1,mid_stance_toe_angles_mean_fr_to1-fr_to,mid_stance_toe_angles_mean_hr_ti-hr_ti1,mid_stance_toe_angles_mean_hr_ti1-hr_to1,mid_stance_toe_angles_mean_hr_to1-hr_to,mid_stance_toe_angles_mean_hl_ti-hl_ti1,mid_stance_toe_angles_mean_hl_ti1-hl_to1,mid_stance_toe_angles_mean_hl_to1-hl_to
0,DOWN,1.148300559056338,79.71000000000001,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,160.61610429255992,142.04364804878753,169.90236316087157,145.92097565823607,,,,,,,,,,,,
1,DOWN,1.1857195119288235,79.71000000000001,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,161.32860482991074,143.21454522713026,170.26564869746107,146.05301974832923,,,,,,,,,,,,
2,DOWN,1.1824085695698443,128.375,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,161.61657609772593,142.83861892437903,169.9577957411934,145.8107424136316,,,,,,,,,,,,
3,DOWN,1.0507473761219899,104.71,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,160.0821382690259,141.60558242418716,169.11871040182717,152.7363698311425,,,,,,,,,,,,
4,DOWN,1.1540126170969813,95.585,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,160.23185438874123,143.69359155343196,170.4845301385073,144.1618655221274,,,,,,,,,,,,
5,DOWN,1.1351737114453329,98.34,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,159.12007479980193,143.40710173373745,172.88956363919343,148.29698409777671,,,,,,,,,,,,
6,DOWN,1.1031887254279127,90.965,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,161.3696683509373,142.78672044160908,167.79604384458986,146.5849570985961,,,,,,,,,,,,
7,DOWN,1.671254575206575,215.49,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,163.17895501367533,143.5962300890899,171.33847411250514,144.8494941022622,,,,,,,,,,,,
8,DOWN,1.7028999881362097,737.975,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,162.649237338658,150.01535865504928,170.14192712307326,149.6641226381112,,,,,,,,,,,,
9,DOWN,2.0209941159027096,548.1600000000001,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,158.65197269747145,151.05399570695664,175.17909190684043,155.21376156026892,,,,,,,,,,,,
10,DOWN,2.08087062367764,1068.83,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,165.2207580849039,152.40493954965817,179.18448443241346,152.59297730923373,,,,,,,,,,,,
11,DOWN,2.1069881511423034,790.21,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,165.65155272149437,141.34039902274108,176.69246717940524,151.35808820657974,,,,,,,,,,,,
