,direction_of_climbing,body_deflection_angle,stepphase_FL,stepphase_FR,stepphase_HR,stepphase_HL,speed_PXperS,step-length_FL,step-length_FR,step-length_HR,step-length_HL,spineROM_FL,spineROM_FR,spineROM_HR,spineROM_HL,cranial_bA,prox_bA,tip_bA,prox_dist,dist_bA,cranial_caudal,amplitude_Spine_A,amplitude_Spine_B,amplitude_Spine_C,amplitude_Tail_A,amplitude_Tail_B,amplitude_Tail_C,amplitude_Tail_Tip
0,DOWN,,b'nan',b'nan',b'nan',b'nan',21.42,,,,,,,,,,,,,,,,,,,,,
1,DOWN,,b'nan',b'nan',b'nan',b'nan',21.42,,,,,,,,,,,,,,,,,,,,,
2,DOWN,,b'nan',b'nan',b'nan',b'nan',71.2,,,,,,,,,,,,,,,,,,,,,
3,DOWN,,b'nan',b'nan',b'nan',b'nan',139.48,,,,,,,,,,,,,,,,,,,,,
4,DOWN,,b'nan',b'nan',b'nan',b'nan',370.04,,,,,,,,,,,,,,,,,,,,,
5,DOWN,,b'nan',b'nan',b'nan',b'nan',168.15,,,,,,,,,,,,,,,,,,,,,
6,DOWN,,b'nan',b'nan',b'nan',b'nan',157.56,,,,,,,,,,,,,,,,,,,,,
7,DOWN,,b'nan',b'nan',b'nan',b'nan',57.82,,,,,,,,,,,,,,,,,,,,,
8,DOWN,,b'nan',b'nan',b'nan',b'nan',120.97,,,,,,,,,,,,,,,,,,,,,
9,DOWN,,b'nan',b'nan',b'nan',b'nan',39.6,,,,,,,,,,,,,,,,,,,,,
10,DOWN,,b'nan',b'nan',b'nan',b'nan',107.38,,,,,,,,,,,,,,,,,,,,,
11,DOWN,,b'nan',b'nan',b'nan',b'nan',24.8,,,,,,,,,,,,,,,,,,,,,
12,DOWN,,b'nan',b'nan',b'nan',b'nan',47.14,,,,,,,,,,,,,,,,,,,,,
13,DOWN,,b'nan',b'nan',b'nan',b'nan',45.98,,,,,,,,,,,,,,,,,,,,,
14,DOWN,,b'nan',b'nan',b'nan',b'nan',120.02,,,,,,,,,,,,,,,,,,,,,
15,DOWN,,b'nan',b'nan',b'nan',b'nan',24.28,,,,,,,,,,,,,,,,,,,,,
16,DOWN,,b'nan',b'nan',b'nan',b'nan',21.0,,,,,,,,,,,,,,,,,,,,,
17,DOWN,,b'nan',b'nan',b'nan',b'nan',21.69,,,,,,,,,,,,,,,,,,,,,
18,DOWN,,b'nan',b'nan',b'nan',b'nan',88.07,,,,,,,,,,,,,,,,,,,,,
19,DOWN,,b'nan',b'nan',b'nan',b'nan',250.71,,,,,,,,,,,,,,,,,,,,,
20,DOWN,,b'nan',b'nan',b'nan',b'nan',165.56,,,,,,,,,,,,,,,,,,,,,
21,DOWN,,b'nan',b'nan',b'nan',b'nan',114.77,,,,,,,,,,,,,,,,,,,,,
22,DOWN,,b'nan',b'nan',b'nan',b'nan',111.65,,,,,,,,,,,,,,,,,,,,,
23,DOWN,,b'nan',b'nan',b'nan',b'nan',86.45,,,,,,,,,,,,,,,,,,,,,
24,DOWN,,b'nan',b'nan',b'nan',b'nan',5.61,,,,,,,,,,,,,,,,,,,,,
25,DOWN,,b'nan',b'nan',b'nan',b'nan',111.93,,,,,,,,,,,,,,,,,,,,,
26,DOWN,,b'nan',b'nan',b'nan',b'nan',51.97,,,,,,,,,,,,,,,,,,,,,
27,DOWN,,b'nan',b'nan',b'nan',b'nan',37.67,,,,,,,,,,,,,,,,,,,,,
28,DOWN,,b'nan',b'nan',b'nan',b'nan',24.77,,,,,,,,,,,,,,,,,,,,,
29,DOWN,,b'nan',b'nan',b'nan',b'nan',148.24,,,,,,,,,,,,,,,,,,,,,
30,DOWN,,b'nan',b'nan',b'nan',b'nan',59.0,,,,,,,,,,,,,,,,,,,,,
31,DOWN,,b'nan',b'nan',b'nan',b'nan',106.04,,,,,,,,,,,,,,,,,,,,,
32,DOWN,,b'nan',b'nan',b'nan',b'nan',32.88,,,,,,,,,,,,,,,,,,,,,
33,DOWN,,b'nan',b'nan',b'nan',b'nan',28.67,,,,,,,,,,,,,,,,,,,,,
34,DOWN,,b'nan',b'nan',b'nan',b'nan',30.26,,,,,,,,,,,,,,,,,,,,,
35,DOWN,,b'nan',b'nan',b'nan',b'nan',190.23,,,,,,,,,,,,,,,,,,,,,
36,DOWN,,b'nan',b'nan',b'nan',b'nan',244.88,,,,,,,,,,,,,,,,,,,,,
37,DOWN,,b'nan',b'nan',b'nan',b'nan',299.87,,,,,,,,,,,,,,,,,,,,,
38,DOWN,,b'nan',b'nan',b'nan',b'nan',367.87,,,,,,,,,,,,,,,,,,,,,
39,DOWN,,b'nan',b'nan',b'nan',b'nan',252.38,,,,,,,,,,,,,,,,,,,,,
40,DOWN,,b'nan',b'nan',b'nan',b'nan',517.36,,,,,,,,,,,,,,,,,,,,,
41,DOWN,,b'nan',b'nan',b'nan',b'nan',827.7,,,,,,,,,,,,,,,,,,,,,
42,DOWN,,b'nan',b'nan',b'nan',b'nan',1833.84,,,,,,,,,,,,,,,,,,,,,
