,direction_of_climbing,body_deflection_angle,stepphase_FL,stepphase_FR,stepphase_HR,stepphase_HL,speed_PXperS,step-length_FL,step-length_FR,step-length_HR,step-length_HL,spineROM_FL,spineROM_FR,spineROM_HR,spineROM_HL,cranial_bA,prox_bA,tip_bA,prox_dist,dist_bA,cranial_caudal,amplitude_Spine_A,amplitude_Spine_B,amplitude_Spine_C,amplitude_Tail_A,amplitude_Tail_B,amplitude_Tail_C,amplitude_Tail_Tip
0,DOWN,2.699095881170024,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,
1,DOWN,2.0204100028589096,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,5.553121984252045,,,,,10.54395608196582,2.458331115874939,9.295539916785751,3.842957867622658,,,,
2,DOWN,2.143115555474509,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,6.438570403213472,,,,,12.763058777373365,3.0509349686791145,11.385294077913896,3.0657449382125406,,,,
3,DOWN,2.1934918080129933,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,6.220106553898668,,,,,12.388516014533382,3.006586771551697,11.11918232393193,2.6487126502502423,,,,
4,DOWN,2.0379049419404964,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,5.990798352045684,,,,,12.222318192513132,2.7657297049635856,10.783947941487032,2.9913611897350916,,,,
5,DOWN,1.3587538498429694,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,5.229860509045448,,,,,10.670926821583121,2.385194542367591,9.512860852567375,4.196588619575702,,,,
6,DOWN,1.7449332223855833,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,4.643569347605958,,,,,9.530856720449824,2.0639323064216115,8.502907389647866,3.0509795650122853,,,,
7,DOWN,1.7885766303648154,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,3.2720541905513105,,,,,6.555490048730859,1.727526422185988,5.78672239025436,0.7693936785031932,,,,
8,DOWN,1.261726707028231,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,3.5651940579408117,,,,,6.9339953354819786,1.1905242963473655,6.106206715402102,2.7625617248645735,,,,
9,DOWN,1.1831481318620547,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,2.192777735663473,,,,,4.367511209464042,0.34951601605078975,3.862745161332333,1.6236010450758291,,,,
10,DOWN,1.1746330226039277,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,2.3690111744061872,,,,,4.643913789080954,1.4372774092923346,4.072612102762039,1.4774714288322037,,,,
11,DOWN,0.9886863358185849,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,2.070719619243174,,,,,4.089717773458815,1.0237002409424845,3.5607668135139097,0.016531541241536968,,,,
12,DOWN,1.2979918561939883,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,1.701200183197108,,,,,3.425965737728121,0.7068721722280206,2.9435013076541483,0.31188823987158726,,,,
13,DOWN,0.9346120357119503,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,-0.5462237416549391,,,,,-1.1111334835576756,3.361696777490214,0.9483418465746282,2.150120850965149,,,,
14,DOWN,0.5631095260328891,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,-1.5332283097551334,,,,,-3.18297346560596,3.205092549992444,2.7332599184995505,3.6020050779599373,,,,
