,direction_of_climbing,body_deflection_angle,stepphase_FL,stepphase_FR,stepphase_HR,stepphase_HL,speed_PXperS,step-length_FL,step-length_FR,step-length_HR,step-length_HL,spineROM_FL,spineROM_FR,spineROM_HR,spineROM_HL,cranial_bA,prox_bA,tip_bA,prox_dist,dist_bA,cranial_caudal,amplitude_Spine_A,amplitude_Spine_B,amplitude_Spine_C,amplitude_Tail_A,amplitude_Tail_B,amplitude_Tail_C,amplitude_Tail_Tip
0,UP,,b'nan',b'nan',b'nan',b'nan',568.48,,,,,,,,,,,,,,,,,,,,,
1,UP,,b'nan',b'nan',b'nan',b'nan',568.48,,,,,,,,,,,,,,,,,,,,,
2,UP,,b'nan',b'nan',b'nan',b'nan',846.7,,,,,,,,,,,,,,,,,,,,,
3,UP,,b'nan',b'nan',b'nan',b'nan',775.59,,,,,,,,,,,,,,,,,,,,,
4,UP,,b'nan',b'nan',b'nan',b'nan',1463.05,,,,,,,,,,,,,,,,,,,,,
5,UP,,b'nan',b'nan',b'nan',b'nan',373.08,,,,,,,,,,,,,,,,,,,,,
6,UP,,b'nan',b'nan',b'nan',b'nan',710.39,,,,,,,,,,,,,,,,,,,,,
7,UP,,b'nan',b'nan',b'nan',b'nan',345.74,,,,,,,,,,,,,,,,,,,,,
8,UP,,b'nan',b'nan',b'nan',b'nan',609.87,,,,,,,,,,,,,,,,,,,,,
9,UP,,b'nan',b'nan',b'nan',b'nan',298.69,,,,,,,,,,,,,,,,,,,,,
10,UP,,b'nan',b'nan',b'nan',b'nan',218.7,,,,,,,,,,,,,,,,,,,,,
11,UP,,b'nan',b'nan',b'nan',b'nan',244.22,,,,,,,,,,,,,,,,,,,,,
12,UP,,b'nan',b'nan',b'nan',b'nan',470.16,,,,,,,,,,,,,,,,,,,,,
13,UP,,b'nan',b'nan',b'nan',b'nan',851.6,,,,,,,,,,,,,,,,,,,,,
14,UP,,b'nan',b'nan',b'nan',b'nan',780.05,,,,,,,,,,,,,,,,,,,,,
15,UP,,b'nan',b'nan',b'nan',b'nan',120.17,,,,,,,,,,,,,,,,,,,,,
16,UP,,b'nan',b'nan',b'nan',b'nan',357.36,,,,,,,,,,,,,,,,,,,,,
17,UP,,b'nan',b'nan',b'nan',b'nan',154.28,,,,,,,,,,,,,,,,,,,,,
18,UP,,b'nan',b'nan',b'nan',b'nan',168.84,,,,,,,,,,,,,,,,,,,,,
19,UP,,b'nan',b'nan',b'nan',b'nan',287.04,,,,,,,,,,,,,,,,,,,,,
20,UP,,b'nan',b'nan',b'nan',b'nan',154.76,,,,,,,,,,,,,,,,,,,,,
21,UP,,b'nan',b'nan',b'nan',b'nan',28.91,,,,,,,,,,,,,,,,,,,,,
22,UP,,b'nan',b'nan',b'nan',b'nan',113.44,,,,,,,,,,,,,,,,,,,,,
23,UP,,b'nan',b'nan',b'nan',b'nan',174.335,,,,,,,,,,,,,,,,,,,,,
24,UP,1.3187241471828615,b'nan',b'nan',b'nan',b'nan',345.63,,,,,,,,,-4.063172247156871,,,,,-8.418901953036453,2.0782895045617757,4.556957445470678,4.939645265916199,,,,
25,UP,1.1435945559719578,b'nan',b'nan',b'nan',b'nan',715.71,,,,,,,,,-4.465559307762513,,,,,-9.34539216206383,2.4930340527213155,5.122112045936589,4.9468153949705895,,,,
26,UP,0.46060697896609415,b'nan',b'nan',b'nan',b'nan',717.415,,,,,,,,,-3.9764470174179083,,,,,-8.201616242486761,2.3453044287150147,4.290165634262408,5.227489812090155,,,,
27,UP,0.4947644851667138,b'nan',b'nan',b'nan',b'nan',522.5699999999999,,,,,,,,,-3.3293842035746337,,,,,-7.059149799463046,1.607003919690822,3.6463542444547374,4.115467746321329,,,,
28,UP,1.3508429645493505,b'nan',b'nan',b'nan',b'nan',438.905,,,,,,,,,-2.3929125704148233,,,,,-4.994691326822,1.0560141623525066,2.6417243002279513,3.5001378795974873,,,,
29,UP,1.0801930489013807,b'nan',b'nan',b'nan',b'nan',597.0699999999999,,,,,,,,,-2.0140167454521443,,,,,-4.172890546970984,0.16833187466463734,2.251482813878176,3.9330955913187946,,,,
30,UP,1.0720807069785359,b'nan',b'nan',b'nan',b'nan',759.8399999999999,,,,,,,,,-1.5536120516622018,,,,,-3.17130219693112,0.4426595324687811,1.66929195830392,3.9341667746975193,,,,
31,UP,1.9319324699677232,b'nan',b'swing0001',b'nan',b'nan',454.45000000000005,,,,,,18.384509557110043,,,-1.5336442552225091,,,,,-3.1206841220467947,0.18854083955929443,1.6350860033509511,4.114299400214226,,,,
32,UP,2.064108233803987,b'nan',b'swing0001',b'nan',b'nan',944.51,,,,,,18.384509557110043,,,-0.9666910767370948,,,,,-1.9592971244604154,0.1385231935852789,1.0494954900582754,3.1564772346069594,,,,
33,UP,2.439684066400308,b'nan',b'swing0001',b'nan',b'nan',627.6,,,,,,18.384509557110043,,,0.07966391798790896,,,,,0.1624592892027025,1.3547782703342084,0.08792869219690341,1.824129230889483,,,,
34,UP,2.816997481001488,b'nan',b'swing0001',b'nan',b'nan',886.3050000000001,,,,,,18.384509557110043,,,2.26870654636098,,,,,4.637248036168207,2.659978551309172,2.5094765750460932,0.06858641231531172,,,,
35,UP,2.3418648604733634,b'nan',b'swing0001',b'nan',b'nan',1312.13,,,,,,18.384509557110043,,,3.2044963592214066,,,,,6.393351839682859,3.4236595974177177,3.44297400489816,0.4712409444087632,,,,
36,UP,2.074621894498499,b'nan',b'swing0001',b'nan',b'nan',1885.3000000000002,,,,,,18.384509557110043,,,3.9642226747988434,,,,,8.039934874499876,4.0025379235259475,4.086967034245905,0.12233853771334323,,,,
37,UP,1.7587702490998387,b'nan',b'swing0001',b'nan',b'nan',419.635,,,,,,18.384509557110043,,,5.6703172966747095,,,,,11.16392461654105,4.7350095294168595,5.47267745687105,1.8744572723319275,1.8592718875206637,,,
38,UP,1.5168320744953177,b'nan',b'swing0001',b'nan',b'nan',941.57,,,,,,18.384509557110043,,,6.3184591420252065,,,,,12.52641247978563,4.362935692237674,6.225629135192304,1.4008457917302084,,,,
39,UP,,b'nan',b'swing0001',b'nan',b'nan',924.14,,,,,,18.384509557110043,,,,,,,,,,,,,,,
40,UP,0.362269859954135,b'nan',b'swing0001',b'nan',b'nan',997.7249999999999,,,,,,18.384509557110043,,,11.443998830017556,,,,,22.766280858063002,6.645582526804009,11.09549205295295,5.590712907292391,,,,
