,direction_of_climbing,body_deflection_angle,stepphase_FL,stepphase_FR,stepphase_HR,stepphase_HL,speed_PXperS,step-length_FL,step-length_FR,step-length_HR,step-length_HL,spineROM_FL,spineROM_FR,spineROM_HR,spineROM_HL,cranial_bA,prox_bA,tip_bA,prox_dist,dist_bA,cranial_caudal,amplitude_Spine_A,amplitude_Spine_B,amplitude_Spine_C,amplitude_Tail_A,amplitude_Tail_B,amplitude_Tail_C,amplitude_Tail_Tip
0,DOWN,17.941230448956873,b'nan',b'nan',b'nan',b'nan',155.03,,,,,,,,,,,,,,,,,,,,,
1,DOWN,17.928508914557767,b'nan',b'nan',b'nan',b'nan',155.03,,,,,,,,,2.3468830658124418,-33.464954561698605,-28.375434729576167,-9.793752424524081,-23.67120213717452,4.582315203255168,0.2772846191199787,2.165229146327734,1.5381563967870067,22.360582399189454,58.828224028340976,96.29538363406013,105.1595421074781
2,DOWN,17.937325735884826,b'nan',b'nan',b'nan',b'nan',98.35,,,,,,,,,2.17336876057047,-33.24008492854418,-28.247193104373,-9.602713631099862,-23.63737129744432,4.230849306477425,0.5071677333894795,1.9917967140820927,2.113699346785929,22.505210291921728,58.71698710612791,96.79916976994078,105.22620013767452
3,DOWN,17.658787401513422,b'nan',b'nan',b'nan',b'nan',63.345,,,,,,,,,1.8707855589295967,-33.07906994538277,-28.38946865431625,-9.040876475457024,-24.038193469925744,3.633187052678061,0.6115738259017729,1.7070540242894332,1.6818564480368066,22.277589963935977,59.18426229691374,96.53999337947073,106.78249329819748
4,DOWN,18.123406492220596,b'nan',b'nan',b'nan',b'nan',61.129999999999995,,,,,,,,,1.9695619553022432,-32.48915846049182,-27.886746460513713,-8.865121160459115,-23.624037300032704,3.841736684219482,1.0363897400013715,1.805316889264398,1.7621230451262795,21.730378797425594,57.66713809638768,95.55298806830034,104.11116221344376
5,DOWN,17.827708057850913,b'nan',b'nan',b'nan',b'nan',55.925,,,,,,,,,2.272923376687866,-32.839865481485695,-28.361963074765367,-8.577958042130206,-24.26190743935549,4.436057311394481,0.6603918342856083,2.0880077272977986,1.8723393590964377,22.245801619671703,58.281803214618705,95.87947306151091,106.50515189585121
6,DOWN,17.771596502163874,b'nan',b'nan',b'nan',b'nan',178.135,,,,,,,,,2.2235735162345533,-32.457280990857,-28.349080278217514,-7.91326256376926,-24.544018427087742,4.325782985653131,0.7322154190288677,2.0280352613490344,1.7804872295171026,21.164616026787222,57.55296108766547,96.29245477234866,105.64300949199418
7,DOWN,17.417323047428397,b'nan',b'nan',b'nan',b'nan',149.075,,,,,,,,,1.8698570256023255,-33.20410102687226,-28.879564742070013,-8.379253201413471,-24.824847825458786,3.629043291213938,0.9079081717982024,1.6999325298272114,1.5590651443079295,23.396729463162686,59.701128981244665,98.14137603693499,108.51234715894152
8,DOWN,17.31581218115096,b'nan',b'nan',b'nan',b'nan',188.575,,,,,,,,,1.8123753232917716,-33.41488947730256,-28.999142535368133,-8.554063862480414,-24.860825614822147,3.504268250705001,1.0749557590817291,1.6412847617745951,1.4109539863853116,21.84872930720129,59.51906082288997,97.74172385828832,107.9976176649413
9,DOWN,17.31406828171049,b'nan',b'nan',b'nan',b'nan',59.17,,,,,,,,,1.5131828218742802,-33.99486933645153,-29.183401632391778,-9.295500530791575,-24.699368805659955,2.905257411665524,1.0674236237712276,1.3651190354808744,1.5999153751952657,23.507817517244405,60.65395166974398,98.8235559236406,109.28621856867589
10,DOWN,17.159318805847676,b'nan',b'nan',b'nan',b'nan',74.005,,,,,,,,,2.122951975920569,-33.812016116141024,-29.315911746581673,-8.676499423902719,-25.135516692238305,4.096036655997392,0.8932044525428717,1.9245433079372851,1.9145505807639884,22.881388161578684,60.329990762193034,98.79725149327207,109.85157753117436
11,DOWN,17.450919694912955,b'nan',b'nan',b'nan',b'nan',216.47500000000002,,,,,,,,,1.9369060201942947,-33.4357954380236,-28.92152013427069,-8.694767307338564,-24.74102813068503,3.753066365198827,0.704947896454118,1.7522730944228992,1.751488612979897,21.89803672440605,59.66595103947756,98.1867797337519,108.59688589017537
12,DOWN,17.38849446292778,b'nan',b'nan',b'nan',b'nan',102.92,,,,,,,,,1.7699363623521405,-33.87871471986106,-29.13731400693479,-9.090328472050363,-24.788386247810696,3.4160955144950953,0.9697180195028045,1.6220497933127804,1.6198418176710976,21.899800314649312,59.701834149058456,98.73748197664447,108.64923735433939
13,DOWN,17.569643469685445,b'nan',b'nan',b'nan',b'nan',159.975,,,,,,,,,1.3560316563838148,-33.64417272380107,-28.916887921832036,-9.104360080518548,-24.539812643282524,2.6281050523498206,0.9126936047213184,1.2478097903058911,1.1578211207603313,21.738591542373428,59.2237654016741,98.3449321550485,107.16463625883578
14,DOWN,17.34221333662748,b'nan',b'nan',b'nan',b'nan',170.8,,,,,,,,,1.9077585583015904,-34.224506575005066,-29.150666551364935,-9.768693720104425,-24.455812854900643,3.687826825648514,0.872060384413812,1.756622625201042,1.8914361140512914,22.538275096328054,60.04151374655368,98.96775885068006,107.79465940850122
15,DOWN,17.598864440130626,b'nan',b'nan',b'nan',b'nan',65.63,,,,,,,,,1.5420538356685363,-33.67615542420114,-28.753090183462128,-9.526815632313374,-24.14933979188777,2.992336569075446,1.0028586792245993,1.4208271573083857,1.4692746421728606,22.198641557010912,59.62264023288999,98.66220623126841,106.65694164646266
16,DOWN,17.579380644769316,b'nan',b'nan',b'nan',b'nan',93.41499999999999,,,,,,,,,2.4959352983849636,-33.84734976593968,-28.668463477227398,-9.929674337298055,-23.91767542864163,4.792881583387238,1.0073346306423232,2.27226669132217,1.7526986904860145,21.8223925654488,59.74323650324859,98.09890188699028,107.13833651441057
17,DOWN,17.499508257719157,b'nan',b'nan',b'nan',b'nan',61.67,,,,,,,,,1.3331316691782296,-33.93442415971426,-28.84470630721056,-9.750253577467525,-24.18417058224674,2.587418604256903,1.1179458077622049,1.2275698020047896,1.3108554814700122,22.32113412578409,59.83803688264156,98.50275518008996,107.78425016701729
18,DOWN,17.4818527925151,b'nan',b'nan',b'nan',b'nan',142.475,,,,,,,,,1.631313820153887,-33.893222207910135,-28.825673457192654,-9.670403071809979,-24.222819136100156,3.1527074229210013,0.9691237713137637,1.4936669698092186,1.6670441706468062,21.53790143895451,59.45661960602219,97.836232795988,107.6069716098532
19,DOWN,17.753145669292365,b'nan',b'nan',b'nan',b'nan',116.1,,,,,,,,,1.7092711898925883,-33.6339420012589,-28.541921219532718,-9.697852341686442,-23.936089659572456,3.331655032245126,0.5295209145370035,1.5950945775167544,1.6730824799652435,20.684659067447733,58.73850131346992,96.91781997202868,106.2944745269794
20,DOWN,17.46478514906471,b'nan',b'nan',b'nan',b'nan',54.724999999999994,,,,,,,,,2.3102543031368556,-34.01997546850092,-28.84232926605486,-9.981825528219835,-24.038149940281084,4.434403211483157,0.617125588250803,2.107071678408951,2.09668992398171,21.512089131244416,59.8888115244566,97.65964105744932,106.87311393934853
21,DOWN,17.729788773144833,b'nan',b'nan',b'nan',b'nan',52.224999999999994,,,,,,,,,1.8043602973675155,-33.40234177845694,-28.712071481381752,-8.93904279393022,-24.463298984526727,3.47389963043442,0.7682002411172549,1.662859402547526,1.6770633482211994,21.179535559108945,58.518216697998376,96.58373127682518,107.10133506668141
22,DOWN,17.466019188415174,b'nan',b'nan',b'nan',b'nan',108.34,,,,,,,,,2.5919359328624987,-33.815373910879295,-28.919195596876,-9.37558303588988,-24.439790874989413,5.005161415152072,0.5298693647560262,2.388583104553691,2.3931602739036837,21.02064952663851,59.39925472631322,97.59527336392608,107.65801901742205
23,DOWN,17.31902903803035,b'nan',b'nan',b'nan',b'nan',97.84,,,,,,,,,1.6742635501963017,-34.22223912308526,-29.128985447073678,-9.794200877906823,-24.428038245178435,3.2302450001821614,1.103082938224803,1.5451653858673915,1.7725972672933021,21.414205216907725,59.87131431581272,98.07335211594928,107.56087729990016
24,DOWN,17.293504990350385,b'nan',b'nan',b'nan',b'nan',67.17,,,,,,,,,1.7857408764342748,-34.45563769689051,-29.1085513522911,-10.193355863387712,-24.262281833502804,3.424366554889063,0.9813436090189904,1.6347103840937425,1.6300658030307522,21.59415460151325,59.92369664910656,98.5012467219181,107.9311306895677
25,DOWN,17.178072341648203,b'nan',b'nan',b'nan',b'nan',46.61,,,,,,,,,1.7934647731326905,-34.27384119139914,-29.4167178886298,-9.184040862976527,-25.089800328422616,3.4561440589022783,1.0352985733579987,1.6391971565318892,1.4013236215183935,21.559105406434306,59.342320671975386,98.03213685134965,109.48868223494736
26,DOWN,17.22360023621988,b'nan',b'nan',b'nan',b'nan',35.67,,,,,,,,,1.7271673789838664,-34.171425376024665,-29.307250444569206,-9.26806364550264,-24.903361730522022,3.3212154730576553,1.0896984599921087,1.5794895533576652,1.3953022329968932,21.39846668247159,59.27134590055808,98.27304997073178,108.34129423907316
27,DOWN,17.256861099775705,b'nan',b'nan',b'nan',b'nan',72.565,,,,,,,,,1.5000373472277722,-34.177561677205595,-29.3587413571002,-9.14650230916447,-25.031059368041127,2.890043825635498,1.3429736937164838,1.3777626651874975,1.2012301722425407,20.835182382483737,58.9671068818811,97.86132056491422,108.40939094353236
28,DOWN,17.029186972897833,b'nan',b'nan',b'nan',b'nan',47.91,,,,,,,,,1.665236043694959,-34.346511059844296,-29.394896806345393,-9.334973348686347,-25.01153771115795,3.2030767106543387,1.1805827373594124,1.5265113938074646,1.2653303857278668,21.341558577014542,59.42048944316078,99.45980662280537,109.70848900138154
29,DOWN,16.982951552207,b'nan',b'nan',b'nan',b'nan',62.22,,,,,,,,,1.1991714910986915,-34.6233009410627,-29.558353293973855,-9.647959372938898,-24.975341568123806,2.3092450508015503,1.4496992132240176,1.0991817103027786,0.7981856030611235,20.612522020789118,60.17491363566614,99.15405412372462,109.58314980845327
30,DOWN,16.94225280239118,b'nan',b'nan',b'nan',b'nan',86.695,,,,,,,,,1.3615147971004098,-34.59270946081577,-29.606119752587468,-9.506094052345766,-25.086615408470003,2.6244208283975894,1.4439472422416804,1.2464892411532817,1.0868082222826956,20.851461941939117,60.64481708033867,100.26961120712926,110.60376346442457
31,DOWN,16.927696453398454,b'nan',b'nan',b'nan',b'nan',96.005,,,,,,,,,1.3485647548146706,-34.85766257829411,-29.64201333904607,-9.997717304336483,-24.859945273957628,2.612371704549045,1.4912792657305731,1.2488208563992456,1.2324833669991362,21.504156184968206,61.016512449176204,100.09225125347507,109.95633102138939
32,DOWN,16.96224173643654,b'nan',b'nan',b'nan',b'nan',31.935000000000002,,,,,,,,,1.1090103810872287,-34.74327405594679,-29.524154759437003,-10.067895792005297,-24.675378263941496,2.1565646898190236,1.5024365141265208,1.0254527753584408,1.0245102846511964,21.6523335973374,61.80844384474333,100.64819541554999,110.53479431773097
33,DOWN,16.90022225296954,b'nan',b'nan',b'nan',b'nan',91.82000000000001,,,,,,,,,1.0669063785055632,-34.5116451190412,-29.651939736184413,-9.433998840436237,-25.07764627860496,2.067252922491716,1.7609231131732621,0.9802714639201774,0.8858007133421569,21.385474614002923,61.36809995925752,100.34704070869218,110.13452811422538
34,DOWN,16.928183941324647,b'nan',b'nan',b'nan',b'nan',102.255,,,,,,,,,1.4286779872884952,-34.7725432893385,-29.44734877409879,-10.426186005716064,-24.346357283622435,2.7571437715825735,1.5946907621332516,1.3059800103863106,1.0871428005982389,20.926221577103927,62.64524485041819,101.65029461896032,109.91258859106354
35,DOWN,17.040215420596923,b'nan',b'nan',b'nan',b'nan',78.85000000000001,,,,,,,,,1.4515512619177997,-34.65177901414438,-29.515833635255273,-9.999220157514358,-24.65255885663002,2.8130843231799365,1.2520669715806982,1.3333996042400336,1.236580376116232,20.47578737313407,61.763179674145505,100.6166246573955,109.60628254439676
36,DOWN,17.053733870481523,b'nan',b'nan',b'nan',b'nan',93.81,,,,,,,,,1.847753705803767,-34.67759395570196,-29.463039393205722,-10.146476906351817,-24.531117049350136,3.580403582240326,1.2833851916767347,1.70053671841855,1.2907794286267975,20.357105686585708,61.89796532057541,100.52060596216077,109.64847919604986
37,DOWN,17.131601084039858,b'nan',b'nan',b'nan',b'nan',81.075,,,,,,,,,1.7468071807934284,-34.4089223769769,-29.498167476975954,-9.531696560404276,-24.87722581657263,3.3965924054748227,1.102993792465388,1.6101699609909887,1.2713197231524491,19.811612279129147,61.56459049452417,100.48834199499683,110.26279488506795
38,DOWN,17.193170589857175,b'nan',b'nan',b'nan',b'nan',37.33,,,,,,,,,1.8535848430307864,-34.03160235857998,-29.23564555697784,-9.194048623753835,-24.837553734826145,3.6059834444563075,1.0636727766872154,1.7129983630632544,1.3971621893208488,19.053494418392848,59.891733598095115,99.92674222818405,108.90102903272862
39,DOWN,17.312223559964963,b'nan',b'nan',b'nan',b'nan',59.485,,,,,,,,,2.0354689821818943,-34.1316743621492,-29.204185487763198,-9.50877331539187,-24.622901046757324,3.966975810056928,0.9677310503067396,1.8918084587295607,1.5448212629993556,20.099444145198454,60.44856890842239,98.63484894940798,108.71880489645423
40,DOWN,17.62850429293806,b'nan',b'nan',b'nan',b'nan',54.735,,,,,,,,,1.9773560032118078,-33.70201496509694,-28.67481229485296,-9.569017076919904,-24.132997888177037,3.8580826355836644,1.0827706191782234,1.8409909621059508,1.4827610784533978,20.030747648900892,58.932585811777265,98.29564371298463,106.98623979721239
41,DOWN,17.623070507059964,b'nan',b'nan',b'nan',b'nan',54.445,,,,,,,,,2.2107931659141395,-33.56460846857392,-28.915341056636528,-8.87194790370199,-24.692660564871932,4.320427513502635,1.098470108769741,2.0586428138833672,1.6659834942887854,20.176700226005824,58.82745419896297,97.66642388859263,107.75817043989537
42,DOWN,17.744170675948936,b'nan',b'nan',b'nan',b'nan',81.13,,,,,,,,,2.071726157668598,-33.35357523155606,-28.721428606326178,-8.833384058168713,-24.520191173387346,4.049954881822015,1.1675473609690359,1.930162454634268,1.5914829071179757,20.706242436925518,58.479506659435465,97.72052593273958,107.14033082371002
43,DOWN,17.497301499038826,b'nan',b'nan',b'nan',b'nan',56.61,,,,,,,,,2.023555538271769,-33.58931931698899,-29.216979337934728,-8.319434721757974,-25.269884595231016,3.9552994070794174,1.2176721608683518,1.8792120252204219,1.460423085099566,20.465191784735232,58.962974903554475,97.99539736655122,109.35195193335325
44,DOWN,17.531726213745657,b'nan',b'nan',b'nan',b'nan',79.38,,,,,,,,,1.9486239726863737,-33.398348674907666,-29.087852047321515,-8.234327329051238,-25.164021345856426,3.784895118861436,1.1994344884543668,1.801401854600333,1.334937726564932,21.218989368242763,58.6896956346838,97.87976652241461,108.48519026478218
45,DOWN,17.51568793489244,b'nan',b'nan',b'nan',b'nan',18.225,,,,,,,,,2.236896691307533,-33.52562278992988,-29.08093392038227,-8.464902005465543,-25.060720784464337,4.359756494438508,1.0425782182316778,2.0819964767686594,1.719410561520328,20.1813867799329,58.52619499810776,97.99099675099322,108.14136175827284
46,DOWN,17.49443284470786,b'nan',b'nan',b'nan',b'nan',50.45,,,,,,,,,2.2336743545053492,-33.48271239525088,-29.108745114390068,-8.27290506978509,-25.20980732546579,4.346945762469708,1.1223742719604368,2.0788053811344382,1.6921469715320814,20.29314359173643,58.11105621970911,97.8202895959033,108.4324121377169
47,DOWN,17.63433150379393,b'nan',b'nan',b'nan',b'nan',87.35,,,,,,,,,2.290127509187903,-33.3318696915078,-29.01640786707042,-8.183614958075703,-25.148254733432097,4.4618315938845345,1.0694877744423366,2.135198661194998,1.7439026148121513,20.35227411858132,58.22485525419178,97.2956638032063,108.45256961943504
