scorer,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000,DLC_resnet50_SpiderDLC_62-111Jan20shuffle1_550000
8,684.1873168945312,702.4683227539062,0.9999788999557495,660.4901733398438,679.7028198242188,0.9999912977218628,656.505615234375,678.330078125,0.9999865293502808,601.7006225585938,698.8435668945312,0.9999369382858276,660.8576049804688,755.100830078125,0.9999979138374329,667.9703979492188,773.7551879882812,0.9999889135360718,623.2962036132812,776.6314086914062,0.9999983906745911,599.7108764648438,749.9305419921875,0.9999969005584717,638.6614990234375,725.2894287109375,0.9999992847442627,623.2105102539062,724.5036010742188,1.0,602.4039916992188,722.11328125,0.99997878074646
9,670.705810546875,697.0801391601562,0.999962568283081,673.1521606445312,691.7745971679688,0.9996224641799927,636.5972900390625,670.1905517578125,0.9999604225158691,595.5429077148438,699.0156860351562,0.9994913935661316,647.4016723632812,749.96484375,0.9999756813049316,655.7771606445312,773.8173217773438,0.999997079372406,610.0427856445312,776.7930297851562,0.9999992847442627,584.3196411132812,746.86767578125,0.9999998807907104,630.874267578125,723.1453247070312,0.9999998211860657,613.1758422851562,722.7886962890625,1.0,592.5116577148438,720.6790161132812,0.9999988079071045
10,654.3518676757812,695.9417114257812,0.9999812841415405,660.77734375,687.9600219726562,0.9995741844177246,615.0009155273438,664.1492309570312,1.0,596.9257202148438,691.13037109375,0.9989758729934692,636.925537109375,747.1534423828125,0.9995929002761841,642.5157470703125,774.5938720703125,0.9999997615814209,596.173583984375,773.4296264648438,1.0,565.57177734375,744.8525390625,0.9999999403953552,621.8950805664062,719.6350708007812,0.9999998211860657,606.3104248046875,718.96435546875,1.0,588.2229614257812,711.5099487304688,0.999997615814209
11,642.6156005859375,692.26806640625,0.9999254941940308,648.8465576171875,686.7450561523438,0.9965581893920898,594.4541625976562,662.5115966796875,1.0,584.166748046875,687.9976196289062,0.8844703435897827,628.4813842773438,725.6380004882812,0.9958045482635498,627.8396606445312,769.5861206054688,0.9999955892562866,581.4230346679688,770.9282836914062,0.9999994039535522,549.99169921875,738.4635009765625,0.9996632933616638,610.1621704101562,715.3169555664062,0.9999998211860657,599.7349853515625,717.06298828125,1.0,579.7926635742188,711.1237182617188,0.999651312828064
12,629.2637329101562,690.2265625,0.9183099269866943,634.2922973632812,684.7574462890625,0.9195019006729126,577.4993896484375,662.4243774414062,0.9999961256980896,529.4344482421875,702.31494140625,0.9742299318313599,531.4658813476562,703.213623046875,0.9950162172317505,610.4369506835938,768.1110229492188,0.9935314059257507,607.7098999023438,770.2564697265625,0.9999730587005615,561.4552612304688,763.3248901367188,0.999800980091095,594.7274169921875,712.7021484375,0.9998170733451843,591.8715209960938,716.02783203125,1.0,618.5235595703125,718.6307373046875,0.9805370569229126
13,528.8544921875,729.3900756835938,0.9984449148178101,545.5432739257812,759.301025390625,0.9600638151168823,567.124755859375,658.80517578125,0.9996620416641235,614.2605590820312,738.968017578125,0.9998037815093994,519.6273803710938,694.4100952148438,0.999675989151001,569.1615600585938,666.8673095703125,0.9571136832237244,588.432861328125,767.9036865234375,0.9993817806243896,622.8023681640625,690.1250610351562,0.999812126159668,579.1007690429688,714.81298828125,0.9995338916778564,585.4081420898438,714.6244506835938,0.9999988079071045,612.8517456054688,715.0986938476562,0.9990177154541016
14,522.9732666015625,726.9613037109375,0.9862978458404541,530.2175903320312,753.1812133789062,0.9996833205223083,572.037109375,763.7220458984375,0.9988677501678467,603.9723510742188,732.7510986328125,0.9998329877853394,516.9918823242188,693.1215209960938,0.9999860525131226,557.2882690429688,667.4423217773438,0.993432879447937,572.3367309570312,759.7333374023438,0.9913185834884644,613.6925048828125,688.9844360351562,0.9999925494194031,565.8896484375,711.429443359375,0.999984622001648,577.341552734375,713.1674194335938,0.9999991059303284,601.3636474609375,711.5120849609375,0.9991865158081055
15,514.2691650390625,726.1834106445312,0.9935669898986816,514.636962890625,745.8544311523438,0.9999887943267822,554.9762573242188,757.0135498046875,0.9996985793113708,594.9449462890625,732.0263061523438,0.999977171421051,520.7621459960938,691.5530395507812,0.9999325275421143,550.5947265625,663.7081909179688,0.9939039945602417,558.5811157226562,656.042724609375,0.909077525138855,608.7337646484375,688.6069946289062,0.9999973177909851,556.65380859375,709.4365234375,0.999991774559021,568.7742919921875,710.5521850585938,0.9999982118606567,592.3216552734375,709.0953369140625,0.9996765851974487
16,505.84375,723.55810546875,0.9672623872756958,503.3540344238281,741.1133422851562,0.9999579191207886,542.384033203125,748.7039184570312,0.9381725788116455,589.9243774414062,729.3489990234375,0.9999405741691589,520.5238037109375,688.9725341796875,0.995719313621521,549.588623046875,664.5332641601562,0.7938164472579956,557.4298095703125,659.1544189453125,0.9364365935325623,607.6870727539062,687.5342407226562,0.9999845027923584,548.960205078125,707.4401245117188,0.9999867677688599,558.0753173828125,707.5140991210938,0.9999943971633911,584.2620239257812,708.7590942382812,0.9999761581420898
17,522.251220703125,703.7028198242188,0.8483289480209351,493.0079345703125,736.5942993164062,0.9989261627197266,500.335205078125,655.799072265625,0.8678411245346069,588.8065795898438,727.8614501953125,0.9998854994773865,514.7636108398438,687.1882934570312,0.9463222622871399,499.3900451660156,653.7623291015625,0.946043848991394,555.8187866210938,660.6505126953125,0.995879054069519,603.6757202148438,684.976806640625,0.9999850392341614,541.579345703125,704.9535522460938,0.999853253364563,549.1618041992188,705.2254028320312,0.9999978542327881,577.9235229492188,706.6920166015625,0.9999866485595703
18,487.9563903808594,719.9203491210938,0.9732155799865723,482.9003601074219,736.659912109375,0.998469352722168,531.3723754882812,740.3702392578125,0.9914018511772156,588.7304077148438,728.8372802734375,0.9962661266326904,506.5280456542969,675.1690673828125,0.23244640231132507,586.8532104492188,732.8358154296875,0.9958807229995728,531.1591796875,739.1333618164062,0.9987330436706543,597.5946655273438,685.1519775390625,0.9999065399169922,542.058349609375,702.6344604492188,0.9999004602432251,540.6873779296875,700.6541748046875,0.9999990463256836,568.7010498046875,707.5405883789062,0.9994409084320068
19,477.89886474609375,718.31640625,0.939367413520813,473.3880615234375,736.6179809570312,0.999794065952301,548.346923828125,661.5912475585938,0.999893069267273,584.683837890625,728.6770629882812,0.9749882221221924,493.2848205566406,664.2109375,0.26481854915618896,585.6602783203125,732.765625,0.9954676628112793,530.5641479492188,738.2627563476562,0.9999860525131226,471.79119873046875,732.28857421875,0.9998301863670349,541.6620483398438,700.2201538085938,0.9999969005584717,533.6157836914062,696.4407348632812,1.0,513.4091796875,691.7307739257812,0.9999933242797852
20,576.3143920898438,677.6746215820312,0.9987862706184387,553.390380859375,667.0066528320312,0.9999622106552124,547.1651611328125,661.0989379882812,0.9996083974838257,471.04571533203125,653.6790161132812,0.9997490048408508,475.4027404785156,660.2102661132812,0.1379338800907135,579.4190673828125,730.0460815429688,0.9999663829803467,530.5361938476562,738.9586791992188,0.9999999403953552,459.271728515625,732.2046508789062,0.9996607303619385,537.3394165039062,696.5230712890625,0.9999996423721313,525.5888671875,694.3509521484375,1.0,504.699462890625,689.5311889648438,0.9999992251396179
21,564.2061157226562,676.1328735351562,0.9999842643737793,551.5341186523438,664.771240234375,0.9999897480010986,468.286376953125,653.0198364257812,0.9986915588378906,471.58843994140625,660.3494262695312,0.9959437847137451,479.6163024902344,674.5888061523438,0.575183093547821,570.4978637695312,725.802978515625,0.99981689453125,529.3984375,738.9186401367188,1.0,453.8947448730469,731.3245849609375,0.9895700216293335,530.5105590820312,692.6861572265625,0.9999996423721313,518.2835693359375,692.92041015625,1.0,499.4747314453125,690.9608764648438,0.9986460208892822
22,457.83856201171875,709.9490966796875,0.9980760812759399,445.814697265625,728.7007446289062,0.9999918937683105,527.3388061523438,738.2440185546875,0.9985789060592651,561.5460205078125,718.9968872070312,0.9978201389312744,473.2340393066406,672.6364135742188,0.9998438358306885,559.8334350585938,722.956298828125,0.9998142719268799,528.216552734375,738.4039306640625,0.9999994039535522,444.888671875,726.3662719726562,0.9781771898269653,502.64642333984375,691.8710327148438,0.9999957084655762,515.5717163085938,691.8456420898438,0.9999999403953552,538.1890258789062,694.7753295898438,0.6283449530601501
23,452.7607727050781,707.5072021484375,0.9999102354049683,443.0921630859375,726.3674926757812,0.999998927116394,528.9163208007812,735.8677978515625,0.8646990060806274,549.912353515625,719.6897583007812,0.9214794039726257,458.2073974609375,672.6143188476562,0.9999498128890991,547.7732543945312,724.0145263671875,0.9999271631240845,527.7102661132812,737.8128051757812,0.9999997615814209,442.73333740234375,723.3411254882812,0.9343123435974121,496.162353515625,690.32275390625,0.99998939037323,508.6349792480469,690.14404296875,1.0,532.3710327148438,692.2330932617188,0.12775692343711853
24,546.8510131835938,669.37255859375,0.999993085861206,443.7179260253906,722.6275634765625,0.9999994039535522,528.73486328125,734.3419189453125,0.9453247785568237,531.0231323242188,709.7363891601562,0.6164246201515198,444.2343444824219,667.5325317382812,0.9999922513961792,467.85589599609375,653.4801025390625,0.999934196472168,527.9638671875,737.0997314453125,0.9999967813491821,548.2796630859375,671.3785400390625,0.7217747569084167,488.2215576171875,687.0009765625,0.999995768070221,503.3626708984375,687.97705078125,0.9999999403953552,519.9793090820312,691.8660278320312,0.7783588171005249
25,436.6862487792969,702.8919067382812,0.9999728202819824,443.65362548828125,721.0660400390625,0.9999997615814209,525.595703125,735.8087158203125,0.9983832836151123,519.7615966796875,708.46240234375,0.9997968673706055,434.3441467285156,660.207763671875,0.9999806880950928,466.68475341796875,652.3709716796875,0.9998119473457336,524.3668212890625,735.867431640625,0.9982618093490601,548.8085327148438,668.7672119140625,0.9987766146659851,481.31695556640625,685.6966552734375,0.9999998211860657,496.6305236816406,687.1072387695312,0.9999997019767761,517.8212280273438,688.1983032226562,0.999955415725708
26,426.560302734375,699.5433349609375,0.9998445510864258,443.3841247558594,719.2637329101562,0.999997079372406,515.2185668945312,734.890625,0.9964069128036499,516.2998046875,708.4229736328125,0.9999154210090637,424.1453552246094,660.1446533203125,0.9996164441108704,514.702392578125,717.505126953125,0.9980614185333252,513.6531982421875,736.8470458984375,0.9996551871299744,549.0910034179688,669.5532836914062,0.994714617729187,473.739501953125,684.3545532226562,0.9999931454658508,487.39581298828125,684.92333984375,0.9999998807907104,512.2534790039062,688.4108276367188,0.9998214244842529
27,419.24493408203125,696.538818359375,0.9998594522476196,445.08624267578125,720.1669921875,0.9999129772186279,476.96868896484375,633.8253784179688,0.9914286732673645,515.238525390625,707.8195190429688,0.9998941421508789,416.5636291503906,657.6217041015625,0.9990460872650146,513.92578125,714.8924560546875,0.9718095064163208,502.4517822265625,736.2318115234375,0.9997439384460449,545.4395751953125,667.1546020507812,0.9984560012817383,468.9805603027344,682.9550170898438,0.9999785423278809,479.65313720703125,681.6596069335938,0.9999997615814209,504.7143859863281,686.172119140625,0.9998764395713806
28,412.76617431640625,695.1432495117188,0.999659538269043,445.7210388183594,718.76953125,0.9996474981307983,485.92620849609375,737.9951171875,0.9978325963020325,514.3970336914062,708.283203125,0.9999825358390808,406.2876892089844,657.4273071289062,0.9999885559082031,462.7548522949219,647.8421630859375,0.9974990487098694,487.2170715332031,737.479736328125,0.9972639679908752,535.6091918945312,668.131103515625,0.9983389973640442,460.354736328125,680.6458740234375,0.9998887181282043,470.0638427734375,681.7152099609375,0.9999995827674866,498.9675598144531,683.9807739257812,0.9998223781585693
29,405.8308410644531,693.9235229492188,0.9992345571517944,404.5849609375,708.2217407226562,0.9925192594528198,466.4842529296875,737.1316528320312,0.9996076822280884,514.6102905273438,708.9984130859375,0.9997953176498413,397.3644714355469,659.0380249023438,0.9999433159828186,446.40771484375,636.0916137695312,0.9987567663192749,467.2291564941406,738.9448852539062,0.9987215995788574,525.2098999023438,663.4470825195312,0.9996997714042664,451.6752014160156,678.5823974609375,0.999986469745636,464.90740966796875,678.7720947265625,0.9999995231628418,490.7485046386719,681.9896850585938,0.9999445676803589
30,402.9757080078125,696.0838012695312,0.8261154890060425,398.99810791015625,708.6785888671875,0.9915456175804138,449.0334167480469,734.84814453125,0.9991121888160706,513.8682861328125,708.6502685546875,0.9996904134750366,393.13885498046875,661.3783569335938,0.9993948936462402,514.1348876953125,710.2708740234375,0.9854341745376587,449.54364013671875,735.9243774414062,0.999979555606842,514.6386108398438,659.1615600585938,0.9988762736320496,452.29119873046875,677.6677856445312,0.9988535046577454,454.6441955566406,678.94921875,1.0,483.3824157714844,680.669189453125,0.9996873140335083
31,394.4232177734375,696.2749633789062,0.8812065124511719,391.6865539550781,710.3375854492188,0.9877358675003052,435.6864013671875,735.7100219726562,0.9998435974121094,388.2649841308594,662.5806884765625,0.998878002166748,389.3316955566406,661.1594848632812,0.9994120597839355,512.3610229492188,709.3257446289062,0.9990190267562866,437.2126159667969,735.7938842773438,0.9982099533081055,502.2600402832031,654.187744140625,0.9983938932418823,446.4300537109375,676.963623046875,0.9998039603233337,448.2635803222656,678.9761962890625,1.0,474.0870056152344,681.7492065429688,0.9999017119407654
32,481.7011413574219,646.517333984375,0.9921847581863403,385.9384765625,708.3759765625,0.9872053861618042,449.7539367675781,630.6326293945312,0.9999836683273315,386.1002502441406,653.5679931640625,0.9812129735946655,388.1558837890625,658.0518798828125,0.9998931884765625,505.28497314453125,707.7584228515625,0.9999207854270935,425.915283203125,725.6890258789062,0.9998633861541748,485.00714111328125,650.53759765625,0.9738895893096924,433.83514404296875,679.0994262695312,0.9999045133590698,440.8092041015625,678.3955078125,1.0,467.0711669921875,681.0585327148438,0.9981042146682739
33,377.0842590332031,697.8616333007812,0.998082160949707,408.1793518066406,718.6433715820312,0.9968236684799194,417.56231689453125,731.3519897460938,0.9999958276748657,374.3487243652344,649.5250854492188,0.9984899759292603,385.3800048828125,660.7144165039062,0.9999756813049316,500.2243957519531,705.3189086914062,0.9957945346832275,420.0090026855469,726.809326171875,0.9749508500099182,375.3736877441406,702.7401733398438,0.6282839775085449,424.7037353515625,679.31591796875,0.999992847442627,436.05938720703125,678.932373046875,1.0,459.7287292480469,683.262939453125,0.9998211860656738
34,369.6529541015625,697.6464233398438,0.9989078044891357,380.47613525390625,715.4755249023438,0.9998125433921814,418.4013671875,730.6377563476562,0.9999996423721313,359.70343017578125,647.2788696289062,0.9991787075996399,384.45880126953125,661.4712524414062,0.999634861946106,496.1048278808594,702.92236328125,0.9886402487754822,451.63970947265625,632.8209228515625,0.9870892763137817,451.6769714355469,656.5488891601562,0.33267611265182495,418.2079162597656,680.4677734375,0.9999982118606567,430.0209655761719,681.1057739257812,1.0,453.6808776855469,681.7655639648438,0.9999560117721558
35,365.0262756347656,699.8119506835938,0.9998855590820312,365.40869140625,714.9010620117188,0.9999933242797852,416.95098876953125,731.1276245117188,0.9999995827674866,350.2214660644531,651.42626953125,0.9816349744796753,483.91650390625,695.6544189453125,0.9996768236160278,485.3565368652344,701.8912353515625,0.9766861200332642,419.75103759765625,726.647216796875,0.959087610244751,362.83819580078125,711.3734130859375,0.28867027163505554,412.60369873046875,680.8278198242188,0.9999730587005615,420.88897705078125,680.2427978515625,1.0,448.2340393066406,682.1403198242188,0.9967652559280396
36,455.1279602050781,646.0175170898438,0.999992311000824,357.3013916015625,720.5680541992188,0.9999994039535522,416.84716796875,730.1219482421875,0.9999889135360718,342.56134033203125,657.2991333007812,0.9996657967567444,476.29229736328125,696.5650634765625,0.9999743700027466,421.176513671875,712.8938598632812,0.9011521339416504,419.0934143066406,727.4149780273438,0.9959222078323364,358.51995849609375,715.7487182617188,0.7576758861541748,422.7721252441406,678.1475830078125,0.9999973177909851,415.0642395019531,681.0454711914062,1.0,440.23565673828125,683.9029541015625,0.9039040803909302
37,452.1466979980469,646.2719116210938,0.9999895095825195,345.0863037109375,724.3499145507812,0.9999985694885254,419.8139953613281,625.6448974609375,0.9999988079071045,342.6758728027344,656.7987670898438,0.9999290704727173,463.4043273925781,695.2102661132812,0.9981922507286072,466.03466796875,702.9675903320312,0.9933516979217529,418.37530517578125,727.6177368164062,0.9966123104095459,343.06109619140625,722.5779418945312,0.997984766960144,415.31378173828125,676.8482055664062,0.9999995827674866,407.2035217285156,676.9413452148438,1.0,393.9968566894531,674.642822265625,0.9600924253463745
38,363.526123046875,696.4074096679688,0.9996514320373535,338.2547302246094,727.015625,0.9999897480010986,403.0084228515625,625.464111328125,0.9999921321868896,453.0765380859375,705.0917358398438,0.9975794553756714,346.6080322265625,657.8076782226562,0.9997696876525879,416.3202209472656,713.7735595703125,0.9524005651473999,417.3295593261719,729.2208862304688,0.9994996786117554,334.6037902832031,725.4419555664062,0.9989916086196899,391.2039794921875,679.8759155273438,0.9999864101409912,402.1963806152344,677.8897094726562,1.0,424.3580017089844,681.8651123046875,0.9615866541862488
39,363.5652770996094,693.3272705078125,0.9981143474578857,329.2435607910156,724.6699829101562,0.9999967813491821,415.87152099609375,730.0084838867188,0.9999860525131226,436.476806640625,705.4580688476562,0.9999759197235107,347.5177001953125,658.8309936523438,0.999990701675415,378.4224853515625,630.51025390625,0.9856666326522827,417.1062927246094,728.7035522460938,0.9958949089050293,326.69525146484375,723.9226684570312,0.9997544288635254,380.1437683105469,680.5274658203125,0.9999990463256836,393.3709716796875,680.7705688476562,1.0,419.2381286621094,679.6949462890625,0.9999916553497314
40,357.52239990234375,692.3458862304688,0.9406185150146484,323.6358947753906,722.98291015625,0.9999990463256836,416.3896179199219,729.3941040039062,0.999913215637207,417.5857849121094,703.828369140625,0.9999616146087646,344.9027404785156,660.8515625,0.9999892115592957,363.97283935546875,630.6865844726562,0.998877227306366,418.5849609375,728.0982055664062,0.9964058995246887,319.7497863769531,722.166259765625,0.9689903259277344,372.93499755859375,679.7877197265625,0.9999995231628418,388.4181823730469,680.302734375,0.9999998807907104,410.94207763671875,679.9346313476562,0.9999990463256836
41,355.5686950683594,690.6251220703125,0.9760202765464783,314.9655456542969,720.0280151367188,0.9999980926513672,356.58349609375,631.1942138671875,0.7636943459510803,403.80914306640625,700.701171875,0.9998880624771118,329.16241455078125,660.6361694335938,0.999988853931427,353.0928955078125,634.7113647460938,0.9998168349266052,417.32318115234375,727.6618041992188,0.29651153087615967,436.8013000488281,655.7049560546875,0.9616912603378296,365.09661865234375,680.914306640625,0.999998152256012,378.7937927246094,681.2775268554688,0.9999996423721313,402.6723327636719,677.8003540039062,0.9999984502792358
42,345.311767578125,689.5980834960938,0.9908182621002197,312.5682373046875,716.7061157226562,0.9999979734420776,404.15435791015625,726.4696655273438,0.9494550228118896,394.8078308105469,701.0508422851562,0.9999451637268066,314.0562744140625,659.8500366210938,0.9999927282333374,352.7654724121094,633.3195190429688,0.9989540576934814,434.2837219238281,646.568359375,0.2916695475578308,427.81231689453125,654.5797729492188,0.9906591773033142,356.79595947265625,679.7723388671875,0.9999998807907104,372.83148193359375,681.1134643554688,0.9999998807907104,395.3995056152344,679.7245483398438,0.9999995231628418
