,direction_of_climbing,body_deflection_angle,speed_PXperS,stepphase_FL,stepphase_FR,stepphase_HR,stepphase_HL,step-length_FR,step-length_FL,step-length_HR,step-length_HL,dynamics_FL,dynamics_FR,dynamics_HR,dynamics_HL,mid_stance_wrist_angles_mean_FL,mid_stance_wrist_angles_mean_FR,mid_stance_wrist_angles_mean_HR,mid_stance_wrist_angles_mean_HL,limbROM_FL,limbROM_FR,limbROM_HR,limbROM_HL,spineROM_FL,spineROM_FR,spineROM_HR,spineROM_HL,CROM_FL,CROM_FR,CROM_HR,CROM_HL,shoulder_angle_FL,shoulder_angle_FR,shoulder_angle_HR,shoulder_angle_HL,mid_stance_toe_angles_mean_fl_ti-fl_ti1,mid_stance_toe_angles_mean_fl_ti1-fl_tm,mid_stance_toe_angles_mean_fl_tm-fl_to1,mid_stance_toe_angles_mean_fr_ti-fr_ti1,mid_stance_toe_angles_mean_fr_ti1-fr_tm,mid_stance_toe_angles_mean_fr_tm-fr_to1,mid_stance_toe_angles_mean_hr_ti-hr_ti1,mid_stance_toe_angles_mean_hr_ti1-hr_tm,mid_stance_toe_angles_mean_hr_tm-hr_to1,mid_stance_toe_angles_mean_hl_ti-hl_ti1,mid_stance_toe_angles_mean_hl_ti1-hl_tm,mid_stance_toe_angles_mean_hl_tm-hl_to1
0,DOWN,,74.75,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,DOWN,,74.75,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,DOWN,,521.1,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,DOWN,,974.16,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,DOWN,,850.43,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,DOWN,,377.42,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,DOWN,,641.35,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,DOWN,,433.97,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,DOWN,,646.43,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,DOWN,,212.95,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,DOWN,,901.18,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,DOWN,,685.68,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,DOWN,,844.39,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,DOWN,,363.97,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,DOWN,,188.48,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,DOWN,,1488.94,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,DOWN,,468.76,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,DOWN,,2217.61,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,DOWN,,1806.3,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,DOWN,,2052.74,b'stance0001',b'nan',b'nan',b'nan',,,,,,,,,109.46847971991225,,,,,,,,,,,,,,,,,,,,18.853614744607015,13.918055946622763,14.622311682538145,,,,,,,,,
20,DOWN,,1517.98,b'stance0001',b'nan',b'nan',b'nan',,,,,,,,,109.46847971991225,,,,,,,,,,,,,,,,,,,,18.853614744607015,13.918055946622763,14.622311682538145,,,,,,,,,
21,DOWN,,2276.38,b'stance0001',b'nan',b'nan',b'nan',,,,,,,,,109.46847971991225,,,,,,,,,,,,,,,,,,,,18.853614744607015,13.918055946622763,14.622311682538145,,,,,,,,,
22,DOWN,,2579.88,b'stance0001',b'nan',b'nan',b'nan',,,,,,,,,109.46847971991225,,,,,,,,,,,,,,,,,,,,18.853614744607015,13.918055946622763,14.622311682538145,,,,,,,,,
23,DOWN,,2136.87,b'stance0001',b'nan',b'nan',b'nan',,,,,,,,,109.46847971991225,,,,,,,,,,,,,,,,,,,,18.853614744607015,13.918055946622763,14.622311682538145,,,,,,,,,
24,DOWN,,2900.87,b'stance0001',b'nan',b'nan',b'nan',,,,,,,,,109.46847971991225,,,,,,,,,,,,,,,,,,,,18.853614744607015,13.918055946622763,14.622311682538145,,,,,,,,,
25,DOWN,,3293.36,b'stance0001',b'nan',b'nan',b'nan',,,,,,,,,109.46847971991225,,,,,,,,,,,,,,,,,,,,18.853614744607015,13.918055946622763,14.622311682538145,,,,,,,,,
26,DOWN,,2345.51,b'stance0001',b'nan',b'nan',b'nan',,,,,,,,,109.46847971991225,,,,,,,,,,,,,,,,,,,,18.853614744607015,13.918055946622763,14.622311682538145,,,,,,,,,
27,DOWN,,2550.39,b'stance0001',b'nan',b'nan',b'nan',,,,,,,,,109.46847971991225,,,,,,,,,,,,,,,,,,,,18.853614744607015,13.918055946622763,14.622311682538145,,,,,,,,,
28,DOWN,,2265.54,b'stance0001',b'nan',b'nan',b'nan',,,,,,,,,109.46847971991225,,,,,,,,,,,,,,,,,,,,18.853614744607015,13.918055946622763,14.622311682538145,,,,,,,,,
29,DOWN,,2686.47,b'stance0001',b'nan',b'nan',b'nan',,,,,,,,,109.46847971991225,,,,,,,,,,,,,,,,,,,,18.853614744607015,13.918055946622763,14.622311682538145,,,,,,,,,
30,DOWN,,3423.9,b'stance0001',b'nan',b'nan',b'nan',,,,,,,,,109.46847971991225,,,,,,,,,,,,,,,,,,,,18.853614744607015,13.918055946622763,14.622311682538145,,,,,,,,,
31,DOWN,,1944.38,b'stance0001',b'nan',b'nan',b'nan',,,,,,,,,109.46847971991225,,,,,,,,,,,,,,,,148.666927607322,,,,18.853614744607015,13.918055946622763,14.622311682538145,,,,,,,,,
32,DOWN,,2240.46,b'stance0001',b'stance0001',b'nan',b'nan',,,,,,,,,109.46847971991225,,,,,,,,,,,,,,,,162.12385755986736,,,,18.853614744607015,13.918055946622763,14.622311682538145,67.688160759055,41.00241980098897,52.405502571348535,,,,,,
33,DOWN,,2098.595,b'stance0001',b'stance0001',b'nan',b'nan',,,,,,,,,109.46847971991225,,,,,,,,,,,,,,,,168.3865215805733,,,,18.853614744607015,13.918055946622763,14.622311682538145,67.688160759055,41.00241980098897,52.405502571348535,,,,,,
34,DOWN,15.610346553852992,2423.16,b'stance0001',b'stance0001',b'nan',b'nan',,,,,,,,,109.46847971991225,,,,,,,,,,,,,,,,16.094598959247634,,,,18.853614744607015,13.918055946622763,14.622311682538145,67.688160759055,41.00241980098897,52.405502571348535,,,,,,
35,DOWN,13.73331543857708,2412.04,b'stance0001',b'stance0001',b'nan',b'nan',,,,,,,,,109.46847971991225,,,,,,,,,,,,,,,,173.11980232257838,,,,18.853614744607015,13.918055946622763,14.622311682538145,67.688160759055,41.00241980098897,52.405502571348535,,,,,,
36,DOWN,11.395565735731452,2173.9300000000003,b'stance0001',b'stance0001',b'nan',b'stance0001',,,,,,,,,109.46847971991225,,,,,,,,,,,,,,,,172.08421913113207,,,,18.853614744607015,13.918055946622763,14.622311682538145,67.688160759055,41.00241980098897,52.405502571348535,,,,81.84712188656788,47.58440560699403,62.19720879288521
37,DOWN,9.118020394020363,2086.34,b'stance0001',b'stance0001',b'nan',b'stance0001',,,,,,,,,109.46847971991225,,,,,,,,,,,,,,,,179.93842141645203,,,,18.853614744607015,13.918055946622763,14.622311682538145,67.688160759055,41.00241980098897,52.405502571348535,,,,81.84712188656788,47.58440560699403,62.19720879288521
38,DOWN,,1581.8,b'stance0001',b'stance0001',b'nan',b'stance0001',,,,,,,,,109.46847971991225,,,,,,,,,,,,,,,,179.36449337653062,146.33420726002055,,,18.853614744607015,13.918055946622763,14.622311682538145,67.688160759055,41.00241980098897,52.405502571348535,,,,81.84712188656788,47.58440560699403,62.19720879288521
39,DOWN,5.149702464217626,1259.85,b'stance0001',b'stance0001',b'nan',b'stance0001',,,,,,,,,109.46847971991225,,,,,,,,,,,,,,,,158.12241918199433,159.92156431142138,,,18.853614744607015,13.918055946622763,14.622311682538145,67.688160759055,41.00241980098897,52.405502571348535,,,,81.84712188656788,47.58440560699403,62.19720879288521
40,DOWN,,1382.92,b'swing0001',b'stance0001',b'nan',b'stance0001',,19.731401530398717,,,,,,,,,,,38.48357908912996,,,,13.420651065334717,,,,,,,,162.96900547955462,174.18096400237377,,,,,,67.688160759055,41.00241980098897,52.405502571348535,,,,81.84712188656788,47.58440560699403,62.19720879288521
41,DOWN,,1599.7849999999999,b'swing0001',b'stance0001',b'nan',b'stance0001',,19.731401530398717,,,,,,,,,,,38.48357908912996,,,,13.420651065334717,,,,,,,,166.6944489522082,176.17958578525838,,,,,,67.688160759055,41.00241980098897,52.405502571348535,,,,81.84712188656788,47.58440560699403,62.19720879288521
42,DOWN,1.639890251868053,2185.6,b'swing0001',b'stance0001',b'nan',b'stance0001',,19.731401530398717,,,,,,,,,,,38.48357908912996,,,,13.420651065334717,,,,,,,,150.20745960434334,173.26428433690342,,,,,,67.688160759055,41.00241980098897,52.405502571348535,,,,81.84712188656788,47.58440560699403,62.19720879288521
43,DOWN,,1607.17,b'swing0001',b'stance0001',b'nan',b'stance0001',,19.731401530398717,,,,,,,,,,,38.48357908912996,,,,13.420651065334717,,,,,,,,154.44749716667275,166.01402422762257,,,,,,67.688160759055,41.00241980098897,52.405502571348535,,,,81.84712188656788,47.58440560699403,62.19720879288521
44,DOWN,5.035390525305388,919.36,b'swing0001',b'stance0001',b'nan',b'stance0001',,19.731401530398717,,,,,,,,,,,38.48357908912996,,,,13.420651065334717,,,,,,,,160.54359448506736,175.94107875619648,,,,,,67.688160759055,41.00241980098897,52.405502571348535,,,,81.84712188656788,47.58440560699403,62.19720879288521
45,DOWN,,1859.21,b'swing0001',b'swing0001',b'nan',b'swing0001',165.28555564109138,19.731401530398717,,17.935542852831645,,,,,,,,,38.48357908912996,,,,13.420651065334717,16.743865399816542,,,,,,,158.31379203553576,167.0626088257198,,,,,,,,,,,,,,
46,DOWN,,1888.77,b'swing0001',b'swing0001',b'nan',b'swing0001',165.28555564109138,19.731401530398717,,17.935542852831645,,,,,,,,,38.48357908912996,,,,13.420651065334717,16.743865399816542,,,,,,,,169.2249310069597,,,,,,,,,,,,,,
47,DOWN,,1399.335,b'swing0001',b'swing0001',b'nan',b'swing0001',165.28555564109138,19.731401530398717,,17.935542852831645,,,,,,,,,38.48357908912996,,,,13.420651065334717,16.743865399816542,,,,,,,157.4440095682126,178.89361446808192,,,,,,,,,,,,,,
48,DOWN,12.186549402078327,1651.375,b'swing0001',b'swing0001',b'nan',b'swing0001',165.28555564109138,19.731401530398717,,17.935542852831645,,,,,,,,,38.48357908912996,,,,13.420651065334717,16.743865399816542,,,,,,,157.14760818981767,178.70238693941158,,,,,,,,,,,,,,
49,DOWN,13.308603815187155,1473.05,b'swing0001',b'swing0001',b'stance0001',b'swing0001',165.28555564109138,19.731401530398717,,17.935542852831645,,,,,,,,,38.48357908912996,,,,13.420651065334717,16.743865399816542,,,,,,,151.94713848194033,179.18299270540697,,,,,,,,,31.857365093367147,11.425450284113566,20.444012204669775,,,
50,DOWN,12.825824691576145,1924.82,b'swing0001',b'swing0001',b'stance0001',b'swing0001',165.28555564109138,19.731401530398717,,17.935542852831645,,,,,,,,,38.48357908912996,,,,13.420651065334717,16.743865399816542,,,,,,,149.6181476371347,172.0368647295088,,,,,,,,,31.857365093367147,11.425450284113566,20.444012204669775,,,
51,DOWN,13.954991630395455,1488.505,b'swing0001',b'swing0001',b'stance0001',b'swing0001',165.28555564109138,19.731401530398717,,17.935542852831645,,,,,,,,,38.48357908912996,,,,13.420651065334717,16.743865399816542,,,,,,,151.22489494141067,172.48169091288992,165.70811231894564,,,,,,,,31.857365093367147,11.425450284113566,20.444012204669775,,,
52,DOWN,12.634785464479478,1681.9650000000001,b'swing0001',b'swing0001',b'stance0001',b'swing0001',165.28555564109138,19.731401530398717,,17.935542852831645,,,,,,,,,38.48357908912996,,,,13.420651065334717,16.743865399816542,,,,,,,147.40572538895242,168.43654080515068,169.68356427117573,,,,,,,,31.857365093367147,11.425450284113566,20.444012204669775,,,
53,DOWN,10.866250815500251,1524.1750000000002,b'swing0001',b'swing0001',b'stance0001',b'swing0001',165.28555564109138,19.731401530398717,,17.935542852831645,,,,,,,,,38.48357908912996,,,,13.420651065334717,16.743865399816542,,,,,,,76.44169643073057,167.70872158811287,168.6879559644649,,,,,,,,31.857365093367147,11.425450284113566,20.444012204669775,,,
54,DOWN,9.694922722974582,1612.9850000000001,b'swing0001',b'swing0001',b'stance0001',b'swing0001',165.28555564109138,19.731401530398717,,17.935542852831645,,,,,,,,,38.48357908912996,,,,13.420651065334717,16.743865399816542,,,,,,,63.112017369415426,158.60591941808443,174.64797236149337,174.57937877586443,,,,,,,31.857365093367147,11.425450284113566,20.444012204669775,,,
55,DOWN,8.049622218303654,1767.8,b'stance0002',b'swing0001',b'stance0001',b'swing0001',165.28555564109138,,,17.935542852831645,,,,,,,,,,,,,,16.743865399816542,,,,,,,58.89520585145749,158.36559123539743,171.40910486862472,161.15059641202276,14.764995971923367,6.080072857337847,18.311094228244617,,,,31.857365093367147,11.425450284113566,20.444012204669775,,,
56,DOWN,6.04102300525247,1903.76,b'stance0002',b'swing0001',b'stance0001',b'swing0001',165.28555564109138,,,17.935542852831645,,,,,,,,,,,,,,16.743865399816542,,,,,,,,158.3776944501357,169.1973788332008,175.35046331267768,14.764995971923367,6.080072857337847,18.311094228244617,,,,31.857365093367147,11.425450284113566,20.444012204669775,,,
57,DOWN,4.405928086817312,2253.04,b'stance0002',b'swing0001',b'stance0001',b'swing0001',165.28555564109138,,,17.935542852831645,,,,,,,,,,,,,,16.743865399816542,,,,,,,,159.97688803084336,160.59001917462035,174.6945558134179,14.764995971923367,6.080072857337847,18.311094228244617,,,,31.857365093367147,11.425450284113566,20.444012204669775,,,
58,DOWN,2.2732354757771986,1996.5549999999998,b'stance0002',b'swing0001',b'stance0001',b'swing0001',165.28555564109138,,,17.935542852831645,,,,,,,,,,,,,,16.743865399816542,,,,,,,,167.79736281558667,159.3494395386221,176.24386370737253,14.764995971923367,6.080072857337847,18.311094228244617,,,,31.857365093367147,11.425450284113566,20.444012204669775,,,
59,DOWN,1.8009404904834412,1990.4099999999999,b'stance0002',b'swing0001',b'stance0001',b'swing0001',165.28555564109138,,,17.935542852831645,,,,,,,,,,,,,,16.743865399816542,,,,,,,121.2024693217725,165.31894570607875,144.57946139305398,178.3750327173549,14.764995971923367,6.080072857337847,18.311094228244617,,,,31.857365093367147,11.425450284113566,20.444012204669775,,,
60,DOWN,3.2015786696036344,2095.16,b'stance0002',b'swing0001',b'stance0001',b'swing0001',165.28555564109138,,,17.935542852831645,,,,,,,,,,,,,,16.743865399816542,,,,,,,132.4785362059276,,142.96846627206114,172.90523781945544,14.764995971923367,6.080072857337847,18.311094228244617,,,,31.857365093367147,11.425450284113566,20.444012204669775,,,
61,DOWN,7.494253442052496,2157.0,b'stance0002',b'swing0001',b'stance0001',b'swing0001',165.28555564109138,,,17.935542852831645,,,,,,,,,,,,,,16.743865399816542,,,,,,,,,,168.6331465422018,14.764995971923367,6.080072857337847,18.311094228244617,,,,31.857365093367147,11.425450284113566,20.444012204669775,,,
62,DOWN,8.605584445272996,2220.1949999999997,b'stance0002',b'swing0001',b'stance0001',b'stance0002',165.28555564109138,,,,,,,,,,,,,,,,,16.743865399816542,,,,,,,,,,152.35897276253996,14.764995971923367,6.080072857337847,18.311094228244617,,,,31.857365093367147,11.425450284113566,20.444012204669775,17.623109030592854,50.18652526273337,75.00880036555866
63,DOWN,12.281948925260139,2981.975,b'stance0002',b'swing0001',b'swing0001',b'stance0002',165.28555564109138,,187.07064436992445,,,,,,,,,,,,,,,16.743865399816542,,,,,,,,,,161.10858370210303,14.764995971923367,6.080072857337847,18.311094228244617,,,,,,,17.623109030592854,50.18652526273337,75.00880036555866
64,DOWN,15.985493184557953,2102.54,b'stance0002',b'swing0001',b'swing0001',b'stance0002',165.28555564109138,,187.07064436992445,,,,,,,,,,,,,,,16.743865399816542,,,,,,,168.15563969366588,,152.62686639691105,157.310574712838,14.764995971923367,6.080072857337847,18.311094228244617,,,,,,,17.623109030592854,50.18652526273337,75.00880036555866
65,DOWN,18.543801506732393,1881.2350000000001,b'swing0002',b'swing0001',b'swing0001',b'stance0002',165.28555564109138,89.19036963691649,187.07064436992445,,,,,,,,,,45.69165416137584,,,,13.935675920333956,16.743865399816542,,,,,,,172.4060998059972,,,,,,,,,,,,,17.623109030592854,50.18652526273337,75.00880036555866
66,DOWN,18.939768058945248,2470.505,b'swing0002',b'swing0001',b'swing0001',b'stance0002',165.28555564109138,89.19036963691649,187.07064436992445,,,,,,,,,,45.69165416137584,,,,13.935675920333956,16.743865399816542,,,,,,,,,164.224385661306,,,,,,,,,,,17.623109030592854,50.18652526273337,75.00880036555866
67,DOWN,20.676769856090772,2051.615,b'swing0002',b'swing0001',b'swing0001',b'stance0002',165.28555564109138,89.19036963691649,187.07064436992445,,,,,,,,,,45.69165416137584,,,,13.935675920333956,16.743865399816542,,,,,,,,,,,,,,,,,,,,17.623109030592854,50.18652526273337,75.00880036555866
68,DOWN,21.842325505025855,1845.45,b'swing0002',b'swing0001',b'swing0001',b'stance0002',165.28555564109138,89.19036963691649,187.07064436992445,,,,,,,,,,45.69165416137584,,,,13.935675920333956,16.743865399816542,,,,,,,,,,,,,,,,,,,,17.623109030592854,50.18652526273337,75.00880036555866
69,DOWN,20.22331296433481,1900.4699999999998,b'swing0002',b'swing0001',b'swing0001',b'stance0002',165.28555564109138,89.19036963691649,187.07064436992445,,,,,,,,,,45.69165416137584,,,,13.935675920333956,16.743865399816542,,,,,,,,,,,,,,,,,,,,17.623109030592854,50.18652526273337,75.00880036555866
