,direction_of_climbing,body_deflection_angle,speed_PXperS,stepphase_FL,stepphase_FR,stepphase_HR,stepphase_HL,step-length_FR,step-length_FL,step-length_HR,step-length_HL,dynamics_FL,dynamics_FR,dynamics_HR,dynamics_HL,mid_stance_wrist_angles_mean_FL,mid_stance_wrist_angles_mean_FR,mid_stance_wrist_angles_mean_HR,mid_stance_wrist_angles_mean_HL,limbROM_FL,limbROM_FR,limbROM_HR,limbROM_HL,spineROM_FL,spineROM_FR,spineROM_HR,spineROM_HL,CROM_FL,CROM_FR,CROM_HR,CROM_HL,shoulder_angle_FL,shoulder_angle_FR,shoulder_angle_HR,shoulder_angle_HL,mid_stance_toe_angles_mean_fl_ti-fl_ti1,mid_stance_toe_angles_mean_fl_ti1-fl_tm,mid_stance_toe_angles_mean_fl_tm-fl_to1,mid_stance_toe_angles_mean_fr_ti-fr_ti1,mid_stance_toe_angles_mean_fr_ti1-fr_tm,mid_stance_toe_angles_mean_fr_tm-fr_to1,mid_stance_toe_angles_mean_hr_ti-hr_ti1,mid_stance_toe_angles_mean_hr_ti1-hr_tm,mid_stance_toe_angles_mean_hr_tm-hr_to1,mid_stance_toe_angles_mean_hl_ti-hl_ti1,mid_stance_toe_angles_mean_hl_ti1-hl_tm,mid_stance_toe_angles_mean_hl_tm-hl_to1
0,DOWN,,2141.98,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,154.5518723414222,139.27494584485936,,,,,,,,,,,,,,
1,DOWN,,2141.98,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,155.2905366801639,138.7772883153838,,,,,,,,,,,,,,
2,DOWN,,1777.0099999999998,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,161.4562168036473,146.07566627241278,,,,,,,,,,,,,,
3,DOWN,33.6814647068727,926.095,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,172.97970741083282,147.91738757379653,173.6826497372858,,,,,,,,,,,,,
4,DOWN,32.80673068727299,1023.83,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,169.6932330780926,147.50261554022902,166.6401227513682,,,,,,,,,,,,,
5,DOWN,32.598869253547434,1542.5149999999999,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,150.24239736358115,159.71033683725867,,,,,,,,,,,,,
6,DOWN,31.649846005166637,1675.895,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,144.71663036548193,141.21844933851182,,,,,,,,,,,,,
7,DOWN,30.929839701415176,886.815,b'swing0001',b'nan',b'nan',b'nan',,95.19984823964774,,,50.531414389612564,,,,,,,,,,,,,,,,,,,,,146.70841458150866,120.77439234275141,,,,,,,,,,,,,
8,DOWN,31.72954388090278,1034.02,b'swing0001',b'nan',b'nan',b'nan',,95.19984823964774,,,48.94411174315106,,,,,,,,,,,,,,,,,,,,167.75164475762594,140.15891197402567,92.45407558207621,,,,,,,,,,,,,
9,DOWN,30.543781960583374,2152.67,b'swing0001',b'nan',b'nan',b'nan',,95.19984823964774,,,52.35905381480706,,,,,,,,,,,,,,,,,,,,,144.6106646087035,84.50677706221413,,,,,,,,,,,,,
10,DOWN,29.3854213777079,722.5050000000001,b'swing0001',b'nan',b'nan',b'nan',,95.19984823964774,,,61.66229706168549,,,,,,,,,,,,,,,,,,,,179.59792249702696,148.82980989205933,70.8574193182667,,,,,,,,,,,,,
11,DOWN,28.121855483074512,1626.7800000000002,b'swing0001',b'nan',b'nan',b'nan',,95.19984823964774,,,65.90878910971574,,,,,,,,,,,,,,,,,,,,176.1551932985999,150.0077563214189,80.08283605163692,,,,,,,,,,,,,
12,DOWN,27.30042817008274,1056.22,b'swing0001',b'nan',b'nan',b'nan',,95.19984823964774,,,68.12154887633831,,,,,,,,,,,,,,,,,,,,179.51387178840582,152.91755566313876,78.15165746657046,,,,,,,,,,,,,
13,DOWN,27.198608261387108,697.62,b'swing0001',b'nan',b'nan',b'nan',,95.19984823964774,,,73.7331059681968,,,,,,,,,,,,,,,,,,,,,148.72578861068828,88.89256526816978,,,,,,,,,,,,,
14,DOWN,27.012191140136622,1451.58,b'swing0001',b'nan',b'nan',b'nan',,95.19984823964774,,,79.03350334521762,,,,,,,,,,,,,,,,,,,,166.94384576148184,146.48585050088448,83.79835215254084,,,,,,,,,,,,,
15,DOWN,26.29874010366501,2188.935,b'swing0001',b'nan',b'swing0001',b'nan',,95.19984823964774,40.29789349614919,,83.53289791076925,,,,,,,,,,96.73914077321267,,,,12.298932770461441,,,,,,162.69847380294374,146.28275694257024,119.83669631969983,,,,,,,,,,,,,
16,DOWN,25.15483353375143,934.8100000000001,b'swing0001',b'nan',b'swing0001',b'nan',,95.19984823964774,40.29789349614919,,90.45101922734254,,,,,,,,,,96.73914077321267,,,,12.298932770461441,,,,,,161.180806443049,146.27774309808524,108.99688644630781,,,,,,,,,,,,,
17,DOWN,25.318065892843265,2070.515,b'swing0001',b'nan',b'swing0001',b'nan',,95.19984823964774,40.29789349614919,,90.13992859563417,,,,,,,,,,96.73914077321267,,,,12.298932770461441,,,,,,165.3025306795006,141.2131939862682,,,,,,,,,,,,,,
18,DOWN,25.682226184117837,2212.57,b'swing0001',b'nan',b'swing0001',b'nan',,95.19984823964774,40.29789349614919,,94.24381467307923,,,,,,,,,,96.73914077321267,,,,12.298932770461441,,,,,,164.11872064227626,144.06403690663825,,,,,,,,,,,,,,
19,DOWN,24.619347289968516,1542.14,b'swing0001',b'nan',b'swing0001',b'nan',,95.19984823964774,40.29789349614919,,102.70141123770752,,,,,,,,,,96.73914077321267,,,,12.298932770461441,,,,,,155.9184193325184,142.1279415423096,,,,,,,,,,,,,,
20,DOWN,24.490009702855275,1492.12,b'swing0001',b'nan',b'swing0001',b'nan',,95.19984823964774,40.29789349614919,,105.36642852851381,,,,,,,,,,96.73914077321267,,,,12.298932770461441,,,,,,155.39391720232817,137.3680322323909,,,,,,,,,,,,,,
21,DOWN,24.413078107110664,1538.815,b'swing0001',b'nan',b'swing0001',b'nan',,95.19984823964774,40.29789349614919,,108.3763694252985,,,,,,,,,,96.73914077321267,,,,12.298932770461441,,,,,,155.51868064699005,135.5588070201935,144.16206860228985,,,,,,,,,,,,,
22,DOWN,24.825140504526132,2068.455,b'swing0001',b'nan',b'swing0001',b'nan',,95.19984823964774,40.29789349614919,,111.29359686983962,,,,,,,,,,96.73914077321267,,,,12.298932770461441,,,,,,156.99515273865683,,154.05583588971714,155.9671014774305,,,,,,,,,,,,
23,DOWN,25.386725051768934,1809.9950000000001,b'swing0001',b'nan',b'swing0001',b'nan',,95.19984823964774,40.29789349614919,,112.5653212441721,,,,,,,,,,96.73914077321267,,,,12.298932770461441,,,,,,161.14543364599675,82.48047156343391,151.58217941985512,162.34322069910644,,,,,,,,,,,,
24,DOWN,26.489830338211817,2680.5550000000003,b'swing0001',b'nan',b'swing0001',b'stance0001',,95.19984823964774,40.29789349614919,,115.33777755405681,,,,,,,105.34181664223537,,,96.73914077321267,,,,12.298932770461441,,,,,,154.73539339738613,127.76984582525169,160.41241095949587,169.09616678061178,,,,,,,,,,17.01346945699541,22.997474625652956,22.80561095213118
25,DOWN,27.552360640293415,2362.9750000000004,b'swing0001',b'stance0001',b'swing0001',b'stance0001',,95.19984823964774,40.29789349614919,,115.807866090128,,,,,,,105.34181664223537,,,96.73914077321267,,,,12.298932770461441,,,,,,159.13545746765712,125.23875068583469,160.223274517694,178.89984951633372,,,,6.537350773202744,12.489962460087648,35.23767972646502,,,,17.01346945699541,22.997474625652956,22.80561095213118
26,DOWN,28.47705826522065,2899.455,b'swing0001',b'stance0001',b'swing0001',b'stance0001',,95.19984823964774,40.29789349614919,,117.43157964317766,,,,,,,105.34181664223537,,,96.73914077321267,,,,12.298932770461441,,,,,,160.39474009170897,122.17712630450922,171.3038867782221,173.2353150944873,,,,6.537350773202744,12.489962460087648,35.23767972646502,,,,17.01346945699541,22.997474625652956,22.80561095213118
27,DOWN,29.088476221289397,3222.075,b'swing0001',b'stance0001',b'swing0001',b'stance0001',,95.19984823964774,40.29789349614919,,117.47121678560445,,,,,,,105.34181664223537,,,96.73914077321267,,,,12.298932770461441,,,,,,166.43751459369886,,167.0720482328417,161.33785972111951,,,,6.537350773202744,12.489962460087648,35.23767972646502,,,,17.01346945699541,22.997474625652956,22.80561095213118
28,DOWN,30.032710597928286,2418.625,b'swing0001',b'stance0001',b'swing0001',b'stance0001',,95.19984823964774,40.29789349614919,,117.96326863206743,,,,,,,105.34181664223537,,,96.73914077321267,,,,12.298932770461441,,,,,,160.59161065720403,138.56812016616612,174.75347170728497,161.71511309980963,,,,6.537350773202744,12.489962460087648,35.23767972646502,,,,17.01346945699541,22.997474625652956,22.80561095213118
29,DOWN,31.14454527489994,3476.705,b'swing0001',b'stance0001',b'swing0001',b'stance0001',,95.19984823964774,40.29789349614919,,120.79322894911483,,,,,,,105.34181664223537,,,96.73914077321267,,,,12.298932770461441,,,,,,160.79121094984646,135.60900211301222,174.69066731062074,162.2913205906964,,,,6.537350773202744,12.489962460087648,35.23767972646502,,,,17.01346945699541,22.997474625652956,22.80561095213118
30,DOWN,31.774442064460487,2338.35,b'swing0001',b'stance0001',b'swing0001',b'stance0001',,95.19984823964774,40.29789349614919,,123.14436357137507,,,,,,,105.34181664223537,,,96.73914077321267,,,,12.298932770461441,,,,,,163.4640778777118,,176.0433831457673,161.55239206329696,,,,6.537350773202744,12.489962460087648,35.23767972646502,,,,17.01346945699541,22.997474625652956,22.80561095213118
31,DOWN,32.14827379616091,2069.71,b'swing0001',b'stance0001',b'swing0001',b'stance0001',,95.19984823964774,40.29789349614919,,123.94868364201268,,,,,,,105.34181664223537,,,96.73914077321267,,,,12.298932770461441,,,,,,155.75285331730913,138.5766276893705,179.88994992785328,157.6171170383846,,,,6.537350773202744,12.489962460087648,35.23767972646502,,,,17.01346945699541,22.997474625652956,22.80561095213118
32,DOWN,32.75144209902663,2584.7349999999997,b'swing0001',b'stance0001',b'swing0001',b'stance0001',,95.19984823964774,40.29789349614919,,126.6692007671831,,,,,,,105.34181664223537,,,96.73914077321267,,,,12.298932770461441,,,,,,154.11717392793835,138.75893361923212,178.44740499134963,149.2032896501896,,,,6.537350773202744,12.489962460087648,35.23767972646502,,,,17.01346945699541,22.997474625652956,22.80561095213118
33,DOWN,33.67981742629095,2311.8599999999997,b'swing0001',b'stance0001',b'swing0001',b'stance0001',,95.19984823964774,40.29789349614919,,125.00231656858782,,,,,,,105.34181664223537,,,96.73914077321267,,,,12.298932770461441,,,,,,154.92302030697596,120.95835991055893,176.40950917648226,148.09899477837257,,,,6.537350773202744,12.489962460087648,35.23767972646502,,,,17.01346945699541,22.997474625652956,22.80561095213118
34,DOWN,33.94805254124927,2876.9700000000003,b'swing0001',b'stance0001',b'swing0001',b'stance0001',,95.19984823964774,40.29789349614919,,129.3977843666405,,,,,,,105.34181664223537,,,96.73914077321267,,,,12.298932770461441,,,,,,153.50164118202952,134.40137003739056,171.67546612937682,144.26369435738067,,,,6.537350773202744,12.489962460087648,35.23767972646502,,,,17.01346945699541,22.997474625652956,22.80561095213118
35,DOWN,33.67220739311904,2120.45,b'swing0001',b'stance0001',b'swing0001',b'swing0001',,95.19984823964774,40.29789349614919,95.94134741240026,132.77806920544538,,,,,,,,,,96.73914077321267,119.34204102388196,,,12.298932770461441,13.957173183806546,,,,,155.3266133302751,153.7749485385561,171.52857580020185,148.63620301030724,,,,6.537350773202744,12.489962460087648,35.23767972646502,,,,,,
36,DOWN,33.02307833549696,2606.315,b'swing0001',b'stance0001',b'swing0001',b'swing0001',,95.19984823964774,40.29789349614919,95.94134741240026,137.646149436011,,,,,,,,,,96.73914077321267,119.34204102388196,,,12.298932770461441,13.957173183806546,,,,,155.56374150721388,172.5499521765295,166.83522741478646,149.9252567405075,,,,6.537350773202744,12.489962460087648,35.23767972646502,,,,,,
37,DOWN,32.99388030200646,2414.585,b'swing0001',b'stance0001',b'swing0001',b'swing0001',,95.19984823964774,40.29789349614919,95.94134741240026,138.89105252312842,,,,,,,,,,96.73914077321267,119.34204102388196,,,12.298932770461441,13.957173183806546,,,,,152.75288274039804,178.8583521568905,166.37634328603707,145.89210939743506,,,,6.537350773202744,12.489962460087648,35.23767972646502,,,,,,
