,direction_of_climbing,body_deflection_angle,speed_PXperS,stepphase_FL,stepphase_FR,stepphase_HR,stepphase_HL,step-length_FR,step-length_FL,step-length_HR,step-length_HL,dynamics_FL,dynamics_FR,dynamics_HR,dynamics_HL,mid_stance_wrist_angles_mean_FL,mid_stance_wrist_angles_mean_FR,mid_stance_wrist_angles_mean_HR,mid_stance_wrist_angles_mean_HL,limbROM_FL,limbROM_FR,limbROM_HR,limbROM_HL,spineROM_FL,spineROM_FR,spineROM_HR,spineROM_HL,CROM_FL,CROM_FR,CROM_HR,CROM_HL,shoulder_angle_FL,shoulder_angle_FR,shoulder_angle_HR,shoulder_angle_HL,mid_stance_toe_angles_mean_fl_ti-fl_ti1,mid_stance_toe_angles_mean_fl_ti1-fl_tm,mid_stance_toe_angles_mean_fl_tm-fl_to1,mid_stance_toe_angles_mean_fr_ti-fr_ti1,mid_stance_toe_angles_mean_fr_ti1-fr_tm,mid_stance_toe_angles_mean_fr_tm-fr_to1,mid_stance_toe_angles_mean_hr_ti-hr_ti1,mid_stance_toe_angles_mean_hr_ti1-hr_tm,mid_stance_toe_angles_mean_hr_tm-hr_to1,mid_stance_toe_angles_mean_hl_ti-hl_ti1,mid_stance_toe_angles_mean_hl_ti1-hl_tm,mid_stance_toe_angles_mean_hl_tm-hl_to1
0,DOWN,,246.38,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,DOWN,,246.38,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,DOWN,,136.67,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,DOWN,,306.2,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,DOWN,,353.48,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,DOWN,,276.97,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,DOWN,,358.46,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,DOWN,,198.52,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,DOWN,,296.23,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,DOWN,,447.07,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,DOWN,,713.82,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,DOWN,,611.8,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,DOWN,,1359.61,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,DOWN,,1110.72,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,DOWN,,724.13,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,DOWN,,2002.47,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,DOWN,,1355.76,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,DOWN,,1725.96,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,DOWN,,1952.25,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,DOWN,,2272.6,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,DOWN,,1285.68,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,DOWN,,1556.02,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,DOWN,,1589.42,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,DOWN,,1237.03,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,DOWN,,960.76,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,DOWN,,1076.82,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,DOWN,,1330.7,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,DOWN,,1191.86,b'nan',b'nan',b'nan',b'stance0001',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.42299283907014,8.95187311508856,5.585661900715263
28,DOWN,,1100.71,b'nan',b'nan',b'nan',b'stance0001',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.42299283907014,8.95187311508856,5.585661900715263
29,DOWN,,1185.67,b'nan',b'nan',b'nan',b'stance0001',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.42299283907014,8.95187311508856,5.585661900715263
30,DOWN,,1024.77,b'nan',b'nan',b'nan',b'stance0001',,,,,,,,,,,,,,,,,,,,,,,,,,15.710734168965303,,,,,,,,,,,,46.42299283907014,8.95187311508856,5.585661900715263
31,DOWN,,1181.66,b'nan',b'nan',b'nan',b'stance0001',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.42299283907014,8.95187311508856,5.585661900715263
32,DOWN,,1313.78,b'nan',b'nan',b'nan',b'stance0001',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.42299283907014,8.95187311508856,5.585661900715263
33,DOWN,,1282.42,b'nan',b'nan',b'nan',b'stance0001',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.42299283907014,8.95187311508856,5.585661900715263
34,DOWN,,1038.76,b'nan',b'nan',b'nan',b'stance0001',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.42299283907014,8.95187311508856,5.585661900715263
35,DOWN,,1232.08,b'nan',b'nan',b'stance0001',b'stance0001',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.662400026219558,30.978815292024276,13.846813162600958,46.42299283907014,8.95187311508856,5.585661900715263
36,DOWN,,1413.97,b'nan',b'nan',b'stance0001',b'stance0001',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.662400026219558,30.978815292024276,13.846813162600958,46.42299283907014,8.95187311508856,5.585661900715263
37,DOWN,,2303.54,b'nan',b'nan',b'stance0001',b'stance0001',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.662400026219558,30.978815292024276,13.846813162600958,46.42299283907014,8.95187311508856,5.585661900715263
38,DOWN,,1428.04,b'nan',b'nan',b'stance0001',b'stance0001',,,,,,,,,,,,,,,,,,,,,,,,,,159.43763641971108,,,,,,,,,25.662400026219558,30.978815292024276,13.846813162600958,46.42299283907014,8.95187311508856,5.585661900715263
39,DOWN,,1983.04,b'nan',b'nan',b'stance0001',b'stance0001',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.662400026219558,30.978815292024276,13.846813162600958,46.42299283907014,8.95187311508856,5.585661900715263
40,DOWN,,1443.04,b'nan',b'nan',b'stance0001',b'stance0001',,,,,,,,,,,,,,,,,,,,,,,,,,158.1209497722976,,,,,,,,,25.662400026219558,30.978815292024276,13.846813162600958,46.42299283907014,8.95187311508856,5.585661900715263
41,DOWN,,1551.37,b'nan',b'nan',b'stance0001',b'stance0001',,,,,,,,,,,,,,,,,,,,,,,,,,16.59825037370888,,,,,,,,,25.662400026219558,30.978815292024276,13.846813162600958,46.42299283907014,8.95187311508856,5.585661900715263
42,DOWN,,2068.71,b'nan',b'nan',b'stance0001',b'stance0001',,,,,,,,,,,,,,,,,,,,,,,,,,164.38643372857237,,,,,,,,,25.662400026219558,30.978815292024276,13.846813162600958,46.42299283907014,8.95187311508856,5.585661900715263
43,DOWN,,1822.29,b'nan',b'nan',b'stance0001',b'stance0001',,,,,,,,,,,,,,,,,,,,,,,,,,155.65330740796364,,,,,,,,,25.662400026219558,30.978815292024276,13.846813162600958,46.42299283907014,8.95187311508856,5.585661900715263
44,DOWN,,1670.96,b'nan',b'nan',b'stance0001',b'stance0001',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.662400026219558,30.978815292024276,13.846813162600958,46.42299283907014,8.95187311508856,5.585661900715263
45,DOWN,,1568.32,b'nan',b'nan',b'swing0001',b'stance0001',,,80.29012698548337,,,,,,,,,,,,,,,,,,,,,,,164.5750285271382,,,,,,,,,,,,46.42299283907014,8.95187311508856,5.585661900715263
