,direction_of_climbing,body_deflection_angle,speed_PXperS,stepphase_FL,stepphase_FR,stepphase_HR,stepphase_HL,step-length_FR,step-length_FL,step-length_HR,step-length_HL,dynamics_FL,dynamics_FR,dynamics_HR,dynamics_HL,mid_stance_wrist_angles_mean_FL,mid_stance_wrist_angles_mean_FR,mid_stance_wrist_angles_mean_HR,mid_stance_wrist_angles_mean_HL,limbROM_FL,limbROM_FR,limbROM_HR,limbROM_HL,spineROM_FL,spineROM_FR,spineROM_HR,spineROM_HL,CROM_FL,CROM_FR,CROM_HR,CROM_HL,shoulder_angle_FL,shoulder_angle_FR,shoulder_angle_HR,shoulder_angle_HL,knee_angle_FL,knee_angle_FR,knee_angle_HR,knee_angle_HL
0,DOWN,,,b'stride0001',b'stance0000',b'stride0001',b'stance0000',,810.375674942619,801.016052386137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,DOWN,,,b'stride0001',b'stance0000',b'stride0001',b'stance0000',,810.375674942619,801.016052386137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,DOWN,,,b'stance0001',b'stance0000',b'stride0001',b'stance0000',,,801.016052386137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,DOWN,,,b'stance0001',b'stance0000',b'stride0001',b'stance0000',,,801.016052386137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,DOWN,,,b'stride0002',b'stance0000',b'stride0001',b'stance0000',,801.6371174000392,801.016052386137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,DOWN,,,b'stride0002',b'stance0000',b'stride0001',b'stance0000',,801.6371174000392,801.016052386137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,DOWN,,,b'stance0002',b'stance0000',b'stance0001',b'stance0000',,,,,,,,,125.05673651552826,,,,,,,,,,,,,,,,,,,,,,,
7,DOWN,,,b'stance0002',b'stance0000',b'stride0002',b'stance0000',,,0.0,,,,,,125.05673651552826,,,,,,,,,,,,,,,,,,,,,,,
8,DOWN,,,b'stance0002',b'stance0000',b'stance0002',b'stance0000',,,,,,,,,125.05673651552826,,,,,,,,,,,,,,,,,,,,,,,
9,DOWN,,,b'stance0002',b'stance0000',b'stride0003',b'stance0000',,,0.0,,,,,,125.05673651552826,,,,,,,,,,,,,,,,,,,,,,,
10,DOWN,,,b'stance0002',b'stance0000',b'stance0003',b'stance0000',,,,,,,,,125.05673651552826,,,,,,,,,,,,,,,,,,,,,,,
11,DOWN,,,b'stride0003',b'stance0000',b'stance0003',b'stance0000',,810.9662081291868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,DOWN,,,b'stride0003',b'stance0000',b'stride0004',b'stance0000',,810.9662081291868,801.0967050154605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,DOWN,,,b'stride0003',b'stance0000',b'stride0004',b'stance0000',,810.9662081291868,801.0967050154605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,DOWN,,,b'stride0003',b'stance0000',b'stride0004',b'stance0000',,810.9662081291868,801.0967050154605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,DOWN,,,b'stance0003',b'stance0000',b'stance0004',b'stance0000',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,DOWN,,,b'stride0004',b'stride0001',b'stance0004',b'stance0000',846.8867001417943,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,DOWN,,,b'stance0004',b'stride0001',b'stance0004',b'stance0000',846.8867001417943,,,,,,,,66.40217722050288,,,,,,,,,,,,,,,,,,,,,,,
18,DOWN,,,b'stance0004',b'stride0001',b'stride0005',b'stride0001',846.8867001417943,,0.0,0.0,,,,,66.40217722050288,,,,,,,,,,,,,,,,,,,,,,,
19,DOWN,,,b'stance0004',b'stride0001',b'stance0005',b'stance0001',846.8867001417943,,,,,,,,66.40217722050288,,,,,,,,,,,,,,,,,,,,,,,
20,DOWN,,,b'stance0004',b'stance0001',b'stride0006',b'stride0002',,,812.002311402744,346.74344792574453,,,,,66.40217722050288,,,,,,,,,,,,,,,,,,,,,,,
21,DOWN,,,b'stance0004',b'stride0002',b'stride0006',b'stride0002',0.0,,812.002311402744,346.74344792574453,,,,,66.40217722050288,,,,,,,,,,,,,,,,,,,,,,,
22,DOWN,,,b'stance0004',b'stance0002',b'stance0006',b'stance0002',,,,,,,,,66.40217722050288,,,88.72840549792413,,,,,,,,,,,,,,,,,,,,
23,DOWN,,,b'stance0004',b'stance0002',b'stride0007',b'stance0002',,,524.08898368057,,,,,,66.40217722050288,,,88.72840549792413,,,,,,,,,,,,,,,,,,,,
24,DOWN,,,b'stance0004',b'stride0003',b'stride0007',b'stance0002',0.0,,524.08898368057,,,,,,66.40217722050288,,,88.72840549792413,,,,,,,,,,,,,,,,,,,,
25,DOWN,,,b'stance0004',b'stance0003',b'stride0007',b'stance0002',,,524.08898368057,,,,,,66.40217722050288,,,88.72840549792413,,,,,,,,,,,,,,,,,,,,
26,DOWN,,,b'stride0005',b'stride0004',b'stride0007',b'stride0003',0.0,0.0,524.08898368057,62.410982394567675,,,,,,,,,,,,,,,,,,,,,,,,,,,,
