,direction_of_climbing,body_deflection_angle,speed_PXperS,stepphase_FL,stepphase_FR,stepphase_HR,stepphase_HL,step-length_FR,step-length_FL,step-length_HR,step-length_HL,dynamics_FL,dynamics_FR,dynamics_HR,dynamics_HL,mid_stance_wrist_angles_mean_FL,mid_stance_wrist_angles_mean_FR,mid_stance_wrist_angles_mean_HR,mid_stance_wrist_angles_mean_HL,limbROM_FL,limbROM_FR,limbROM_HR,limbROM_HL,spineROM_FL,spineROM_FR,spineROM_HR,spineROM_HL,CROM_FL,CROM_FR,CROM_HR,CROM_HL,shoulder_angle_FL,shoulder_angle_FR,shoulder_angle_HR,shoulder_angle_HL,knee_angle_FL,knee_angle_FR,knee_angle_HR,knee_angle_HL
0,UP,,27.35,b'stance0000',b'stance0000',b'stance0000',b'stance0000',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,UP,,27.35,b'stance0000',b'stance0000',b'stance0000',b'stance0000',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,UP,,162.95,b'stance0000',b'stance0000',b'stance0000',b'stance0000',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,UP,,431.41,b'stance0000',b'stance0000',b'stance0000',b'stance0000',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,UP,,168.42,b'stance0000',b'stance0000',b'stance0000',b'stance0000',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,UP,,24.74,b'stance0000',b'stance0000',b'stance0000',b'stance0000',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,UP,,289.81,b'stride0001',b'stance0000',b'stance0000',b'stance0000',,73.98106984204935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,UP,,151.08,b'stride0001',b'stance0000',b'stance0000',b'stance0000',,73.98106984204935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,UP,,417.11,b'stride0001',b'stance0000',b'stance0000',b'stance0000',,73.98106984204935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,UP,,401.88,b'stride0001',b'stance0000',b'stride0001',b'stance0000',,73.98106984204935,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,UP,,720.2,b'stance0001',b'stance0000',b'stance0001',b'stance0000',,,,,,,,,106.58751132959941,,,,,,,,,,,,,,,,,,,,,,,
11,UP,,934.36,b'stance0001',b'stance0000',b'stance0001',b'stride0001',,,,0.0,,,,,106.58751132959941,,,,,,,,,,,,,,,,,,,,,,,
12,UP,,1132.5,b'stance0001',b'stride0001',b'stride0002',b'stance0001',0.0,,0.0,,,,,,106.58751132959941,,,157.2796715124484,,,,,,,,,,,,,,,,,,,,
13,UP,,990.01,b'stance0001',b'stance0001',b'stance0002',b'stance0001',,,,,,,,,106.58751132959941,,,157.2796715124484,,,,,,,,,,,,,,,,,,,,
14,UP,,1220.41,b'stride0002',b'stride0002',b'stride0003',b'stance0001',0.0,0.0,2.441360575630191,,,,,,,,,157.2796715124484,,,,,,,,,,,,,,,,,,,,
15,UP,,1990.91,b'stance0002',b'stance0002',b'stride0003',b'stance0001',,,2.441360575630191,,,,,,98.60545872070145,,,157.2796715124484,,,,,,,,,,,,,,,,,,,,
16,UP,,1395.73,b'stance0002',b'stride0003',b'stride0003',b'stride0002',0.0,,2.441360575630191,254.28132672336264,,,,,98.60545872070145,,,,,,,,,,,,,,,,,,,,,,,
17,UP,,1786.22,b'stance0002',b'stance0003',b'stance0003',b'stride0002',,,,254.28132672336264,,,,,98.60545872070145,,,,,,,,,,,,,,,,,,,,,,,
18,UP,,1877.09,b'stance0002',b'stride0004',b'stride0004',b'stride0002',436.92525867484517,,58.486448482054236,254.28132672336264,,,,,98.60545872070145,,,,,,,,,,,,,,,,,,,,,,,
19,UP,,1533.95,b'stance0002',b'stride0004',b'stride0004',b'stride0002',436.92525867484517,,58.486448482054236,254.28132672336264,,,,,98.60545872070145,,,,,,,,,,,,,,,,,,,,,,,
20,UP,,1681.73,b'stride0003',b'stride0004',b'stride0004',b'stance0002',436.92525867484517,0.0,58.486448482054236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,UP,,1576.07,b'stance0003',b'stride0004',b'stride0004',b'stance0002',436.92525867484517,,58.486448482054236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,UP,,1345.83,b'stride0004',b'stride0004',b'stride0004',b'stride0003',436.92525867484517,0.0,58.486448482054236,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,UP,,1254.47,b'stance0004',b'stride0004',b'stride0004',b'stance0003',436.92525867484517,,58.486448482054236,,,,,,15.214722723330881,,,,,,,,,,,,,,,,,,,,,,,
24,UP,,1321.15,b'stance0004',b'stride0004',b'stride0004',b'stance0003',436.92525867484517,,58.486448482054236,,,,,,15.214722723330881,,,,,,,,,,,,,,,,,,,,,,,
25,UP,,1272.28,b'stance0004',b'stride0004',b'stride0004',b'stride0004',436.92525867484517,,58.486448482054236,294.2006484697631,,,,,15.214722723330881,,,,,,,,,,,,,,,,,,,,,102.93268347277758,,
26,UP,,899.7,b'stance0004',b'stride0004',b'stride0004',b'stride0004',436.92525867484517,,58.486448482054236,294.2006484697631,,,,,15.214722723330881,,,,,,,,,,,,,,,,,127.43655592149119,,,,97.56589170031738,,
27,UP,,1226.98,b'stance0004',b'stride0004',b'stride0004',b'stride0004',436.92525867484517,,58.486448482054236,294.2006484697631,,,,,15.214722723330881,,,,,,,,,,,,,,,,,128.4002414704919,,,,,,
28,UP,,989.44,b'stance0004',b'stride0004',b'stance0004',b'stride0004',436.92525867484517,,,294.2006484697631,,,,,15.214722723330881,,,,,,,,,,,,,,,,,133.2497299425157,,,,,,
29,UP,,1204.07,b'stance0004',b'stride0004',b'stride0005',b'stride0004',436.92525867484517,,0.0,294.2006484697631,,,,,15.214722723330881,,,,,,,,,,,,,,,,,131.96273050261414,,,,85.84533209545056,,
30,UP,,1198.91,b'stance0004',b'stride0004',b'stance0005',b'stride0004',436.92525867484517,,,294.2006484697631,,,,,15.214722723330881,,,,,,,,,,,,,,,,,132.03414616801194,,,,,,
31,UP,,1143.83,b'stance0004',b'stride0004',b'stride0006',b'stride0004',436.92525867484517,,148.062173400483,294.2006484697631,,,,,15.214722723330881,,,,,,,,,,,,,,,,,129.54801137555032,,,,83.04604240751266,,
32,UP,,971.46,b'stance0004',b'stride0004',b'stride0006',b'stride0004',436.92525867484517,,148.062173400483,294.2006484697631,,,,,15.214722723330881,,,,,,,,,,,,,,,,,134.04014660416811,,,,83.23292664629267,,
33,UP,,1125.92,b'stance0004',b'stride0004',b'stride0006',b'stride0004',436.92525867484517,,148.062173400483,294.2006484697631,,,,,15.214722723330881,,,,,,,,,,,,,,,,,,,,,,,
34,UP,,1276.47,b'stance0004',b'stride0004',b'stance0006',b'stride0004',436.92525867484517,,,294.2006484697631,,,,,15.214722723330881,,,,,,,,,,,,,,,,,,,,,,,
35,UP,,1315.29,b'stride0005',b'stride0004',b'stride0007',b'stride0004',436.92525867484517,36.379215729785116,99.91348953811332,294.2006484697631,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,UP,,1719.21,b'stride0005',b'stride0004',b'stride0007',b'stride0004',436.92525867484517,36.379215729785116,99.91348953811332,294.2006484697631,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,UP,,2048.47,b'stride0005',b'stride0004',b'stride0007',b'stride0004',436.92525867484517,36.379215729785116,99.91348953811332,294.2006484697631,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,UP,,1578.91,b'stance0005',b'stride0004',b'stride0007',b'stride0004',436.92525867484517,,99.91348953811332,294.2006484697631,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,UP,,1598.2,b'stride0006',b'stride0004',b'stride0007',b'stride0004',436.92525867484517,190.89132855158545,99.91348953811332,294.2006484697631,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,UP,,1458.49,b'stride0006',b'stride0004',b'stride0007',b'stride0004',436.92525867484517,190.89132855158545,99.91348953811332,294.2006484697631,,,,,,,,,,,,,,,,,,,,,,173.39976637704973,,,,121.29343758551735,,
41,UP,,1393.92,b'stride0006',b'stride0004',b'stride0007',b'stride0004',436.92525867484517,190.89132855158545,99.91348953811332,294.2006484697631,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,UP,,2396.88,b'stride0006',b'stride0004',b'stance0007',b'stride0004',436.92525867484517,190.89132855158545,,294.2006484697631,,,,,,,,,,,,,,,,,,,,,,170.6962154396957,,,,123.69249612264392,,
43,UP,,1792.32,b'stride0006',b'stride0004',b'stride0008',b'stride0004',436.92525867484517,190.89132855158545,78.30448266342549,294.2006484697631,,,,,,,,,,,,,,,,,,,,,,174.2298173924442,,,,127.34649427502583,,
44,UP,,1722.82,b'stride0006',b'stride0004',b'stride0008',b'stride0004',436.92525867484517,190.89132855158545,78.30448266342549,294.2006484697631,,,,,,,,,,,,,,,,,,,,,141.08589829274257,163.71435664898866,,,,129.74762528178678,,
45,UP,,1498.68,b'stance0006',b'stride0004',b'stride0008',b'stride0004',436.92525867484517,,78.30448266342549,294.2006484697631,,,,,99.84862485802807,,,,,,,,,,,,,,,,135.7760789979866,171.61331001166437,,,,128.8735414146194,,
46,UP,,2039.07,b'stance0006',b'stride0004',b'stride0008',b'stride0004',436.92525867484517,,78.30448266342549,294.2006484697631,,,,,99.84862485802807,,,,,,,,,,,,,,,,131.4368692654316,,,,,,,
