,direction_of_climbing,body_deflection_angle,speed_PXperS,stepphase_FL,stepphase_FR,stepphase_HR,stepphase_HL,step-length_FR,step-length_FL,step-length_HR,step-length_HL,dynamics_FL,dynamics_FR,dynamics_HR,dynamics_HL,mid_stance_wrist_angles_mean_FL,mid_stance_wrist_angles_mean_FR,mid_stance_wrist_angles_mean_HR,mid_stance_wrist_angles_mean_HL,limbROM_FL,limbROM_FR,limbROM_HR,limbROM_HL,spineROM_FL,spineROM_FR,spineROM_HR,spineROM_HL,CROM_FL,CROM_FR,CROM_HR,CROM_HL,shoulder_angle_FL,shoulder_angle_FR,shoulder_angle_HR,shoulder_angle_HL,knee_angle_FL,knee_angle_FR,knee_angle_HR,knee_angle_HL
0,DOWN,,,b'stance0000',b'stance0000',b'stance0000',b'stance0000',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.34091401944909,
1,DOWN,,,b'stance0000',b'stance0000',b'stance0000',b'stance0000',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.9101146242202,
2,DOWN,,,b'stance0000',b'stance0000',b'stance0000',b'stance0000',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.53479387957722,
3,DOWN,,,b'stance0000',b'stance0000',b'stance0000',b'stance0000',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.04321592187401,
4,DOWN,,972.76,b'stance0000',b'stance0000',b'stance0000',b'stance0000',,,,,,,,,,,,,,,,,,,,,,,,,144.66306634227732,,,,,,117.58053572911116,
5,DOWN,,267.62,b'stance0000',b'stance0000',b'stance0000',b'stance0000',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,DOWN,,335.22,b'stance0000',b'stance0000',b'stance0000',b'stance0000',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.16204859377777,
7,DOWN,,189.81,b'stance0000',b'stance0000',b'stance0000',b'stride0001',,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,118.62093296318211,
8,DOWN,,214.36,b'stance0000',b'stance0000',b'stance0000',b'stance0001',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.33372460509042,
9,DOWN,,177.99,b'stance0000',b'stance0000',b'stance0000',b'stance0001',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.36772886326422,
10,DOWN,,331.82,b'stance0000',b'stance0000',b'stance0000',b'stride0002',,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,119.85788708971955,
11,DOWN,,,b'stance0000',b'stance0000',b'stride0001',b'stance0002',,,1.2208292247490973,,,,,,,,,144.9342250668619,,,,,,,,,,,,,,,,,,,120.56851427169067,
12,DOWN,,,b'stance0000',b'stance0000',b'stride0001',b'stance0002',,,1.2208292247490973,,,,,,,,,144.9342250668619,,,,,,,,,,,,,,,,,,,119.79270101683812,
13,DOWN,,,b'stance0000',b'stance0000',b'stride0001',b'stance0002',,,1.2208292247490973,,,,,,,,,144.9342250668619,,,,,,,,,,,,,,,,,,,120.58460491421008,
14,DOWN,,,b'stance0000',b'stance0000',b'stance0001',b'stance0002',,,,,,,,,,,,144.9342250668619,,,,,,,,,,,,,,,,,,,119.79758964100782,
15,DOWN,,,b'stance0000',b'stance0000',b'stride0002',b'stance0002',,,0.0,,,,,,,,,144.9342250668619,,,,,,,,,,,,,,,,,,,164.1892702163625,
16,DOWN,,,b'stance0000',b'stride0001',b'stance0002',b'stance0002',0.3523143887179856,,,,,,,,,,,144.9342250668619,,,,,,,,,,,,,,,,,,,165.06924138535163,
